T_US,HALL_INF_MV,HALL_SUP_MV,PWM,SYNC_PULSE,posição
285278641,1595,1666,0,0,15.529006075
285280641,1527,1646,0,0,15.528920808
285282641,1590,1748,0,0,15.528750274
285284641,1549,1745,0,0,15.528650796
285286641,1579,1657,0,0,15.528650796
285288641,1512,1641,0,0,15.528650796
285290641,1531,1531,0,0,15.528650796
285292641,1524,1653,0,0,15.528676145
285294641,1581,1661,0,0,15.528777541
285296641,1537,1662,0,0,15.52887356
285298641,1502,1771,0,0,15.528942698
285300641,1626,1689,0,0,15.529006314
285302641,1580,1640,0,0,15.529009179
285304641,1597,1801,0,0,15.529012044
285306641,1473,1675,0,0,15.529331778
285308641,1482,1721,0,0,15.529651512
285310641,1547,1754,0,0,15.529678156
285312641,1657,1725,0,0,15.529678156
285314641,1592,1693,0,0,15.533756422
285316641,1565,1690,0,0,15.53865034
285318641,1537,1563,0,0,15.53987382
285320641,1601,1669,0,0,15.53987382
285322641,1512,1590,0,0,15.539728372
285324641,1525,1601,0,0,15.539510201
285326641,1416,1739,0,0,15.538727242
285328641,1537,1635,0,0,15.537540862
285330641,1565,1718,0,0,15.536947672
285332641,1564,1594,0,0,15.536947672
285334641,1590,1770,0,0,15.536947672
285336641,1571,1729,0,0,15.536947672
285338641,1552,1639,0,0,15.536499754
285340641,1539,1797,0,0,15.535156001
285342641,1569,1817,0,0,15.534148185
285344641,1540,1848,0,0,15.534148185
285346641,1668,1706,0,0,15.533685248
285348641,1666,1705,0,0,15.530907625
285350641,1459,1693,0,0,15.528359117
285352641,1629,1822,0,0,15.528330883
285354641,1616,1600,0,0,15.528302649
285356641,1581,1608,0,0,15.528302649
285358641,1561,1678,0,0,15.528302649
285360641,1564,1605,0,0,15.528302649
285362641,1500,1765,0,0,15.528302649
285364641,1531,1627,0,0,15.528302649
285366641,1564,1685,0,0,15.528302649
285368641,1568,1678,0,0,15.529101647
285370641,1508,1689,0,0,15.530166978
285372641,1561,1845,0,0,15.530844842
285374641,1593,1689,0,0,15.531328973
285376641,1601,1741,0,0,15.531552361
285378641,1555,1763,0,0,15.531589502
285380641,1624,1801,0,0,15.531608073
285382641,1540,1683,0,0,15.531608073
285384641,1578,1749,0,0,15.532355818
285386641,1512,1809,0,0,15.534150407
285388641,1617,1538,0,0,15.535346799
285390641,1620,1623,0,0,15.535346799
285392641,1479,1670,0,0,15.535346799
285394641,1479,1521,0,0,15.535346799
285396641,1563,1675,0,0,15.535404076
285398641,1561,1727,0,0,15.535747739
285400641,1531,1704,0,0,15.536081191
285402641,1606,1757,0,0,15.536302314
285404641,1653,1689,0,0,15.536523437
285406641,1666,1871,0,0,15.538376782
285408641,1433,1684,0,0,15.540230127
285410641,1637,1761,0,0,15.540384572
285412641,1629,1652,0,0,15.540384572
285414641,1575,1789,0,0,15.540491541
285416641,1661,1717,0,0,15.540619904
285418641,1587,1641,0,0,15.540980873
285420641,1538,1643,0,0,15.541419379
285422641,1577,1632,0,0,15.541565547
285424641,1547,1641,0,0,15.541565547
285426641,1550,1817,0,0,15.541565547
285428641,1643,1719,0,0,15.541565547
285430641,1609,1521,0,0,15.541346295
285432641,1602,1743,0,0,15.540907789
285434641,1554,1733,0,0,15.540578598
285436641,1525,1692,0,0,15.540402446
285438641,1526,1654,0,0,15.53968316
285440641,1627,1717,0,0,15.537877604
285442641,1576,1681,0,0,15.536523437
285444641,1556,1619,0,0,15.536523437
285446641,1538,1794,0,0,15.536022298
285448641,1436,1683,0,0,15.53301546
285450641,1538,1595,0,0,15.530226838
285452641,1520,1769,0,0,15.529838586
285454641,1588,1633,0,0,15.529450335
285456641,1615,1663,0,0,15.528885603
285458641,1534,1709,0,0,15.528320871
285460641,1612,1525,0,0,15.52827381
285462641,1543,1705,0,0,15.52827381
285464641,1592,1718,0,0,15.52827381
285466641,1678,1538,0,0,15.52827381
285468641,1440,1833,0,0,15.528697359
285470641,1617,1692,0,0,15.529262091
285472641,1460,1683,0,0,15.529073847
285474641,1568,1802,0,0,15.528509115
285476641,1641,1695,0,0,15.52827381
285478641,1602,1692,0,0,15.52827381
285480641,1555,1806,0,0,15.528184147
285482641,1536,1613,0,0,15.528004822
285484641,1608,1568,0,0,15.526747256
285486641,1659,1637,0,0,15.523980152
285488641,1626,1758,0,0,15.522135417
285490641,1589,1678,0,0,15.522135417
285492641,1641,1662,0,0,15.521687853
285494641,1564,1818,0,0,15.519897599
285496641,1641,1593,0,0,15.51840572
285498641,1545,1633,0,0,15.51840572
285500641,1625,1789,0,0,15.51840572
285502641,1438,1803,0,0,15.51840572
285504641,1577,1825,0,0,15.51840572
285506641,1517,1671,0,0,15.520195975
285508641,1531,1669,0,0,15.521986229
285510641,1605,1733,0,0,15.522135417
285512641,1508,1498,0,0,15.522135417
285514641,1582,1794,0,0,15.524802715
285516641,1525,1667,0,0,15.528003472
285518641,1654,1672,0,0,15.529401605
285520641,1520,1773,0,0,15.530198864
285522641,1538,1658,0,0,15.532118893
285524641,1569,1844,0,0,15.534600307
285526641,1500,1767,0,0,15.53563423
285528641,1651,1648,0,0,15.53563423
285530641,1497,1668,0,0,15.535807015
285532641,1526,1786,0,0,15.536152584
285534641,1535,1595,0,0,15.536986873
285536641,1467,1686,0,0,15.538505369
285538641,1563,1755,0,0,15.539687405
285540641,1615,1767,0,0,15.540196521
285542641,1517,1710,0,0,15.54123768
285544641,1629,1615,0,0,15.543874967
285546641,1503,1730,0,0,15.549969089
285548641,1576,1674,0,0,15.573347384
285550641,1607,1799,0,0,15.594872975
285552641,1552,1823,0,0,15.596018819
285554641,1593,1672,0,0,15.597164663
285556641,1595,1692,0,0,15.597295212
285558641,1577,1800,0,0,15.597425761
285560641,1640,1662,0,0,15.599931926
285562641,1526,1653,0,0,15.602654055
285564641,1658,1581,0,0,15.609804987
285566641,1560,1674,0,0,15.617841679
285568641,1472,1564,0,0,15.621235795
285570641,1517,1768,0,0,15.623082386
285572641,1597,1741,0,0,15.624835998
285574641,1546,1689,0,0,15.62654312
285576641,1616,1794,0,0,15.643537184
285578641,1610,1796,0,0,15.671450492
285580641,1589,1665,0,0,15.692094327
285582641,1652,1758,0,0,15.705468688
285584641,1454,1717,0,0,15.724716698
285586641,1541,1706,0,0,15.752187816
285588641,1464,1600,0,0,15.788208433
285590641,1573,1670,0,0,15.84132805
285592641,1562,1717,0,0,15.89196037
285594641,1492,1617,0,0,15.935130796
285596641,1594,1661,0,0,15.982252626
285598641,1569,1606,0,0,16.049131478
285600641,1540,1641,0,0,16.116710509
285602641,1633,1774,0,0,16.191991522
285604641,1496,1671,0,0,16.267272534
285606641,1639,1773,0,0,16.362882805
285608641,1569,1685,0,0,16.458493075
285610641,1541,1621,0,0,16.586647707
285612641,1556,1633,0,0,16.717760918
285614641,1552,1564,0,0,16.870981413
285616641,1597,1753,0,0,17.028623366
285618641,1525,1741,0,0,17.220997024
285620641,1561,1587,0,0,17.424947917
285622641,1510,1706,0,0,17.664102766
285624641,1528,1869,0,0,17.920859594
285626641,1613,1589,0,0,18.213223039
285628641,1579,1667,0,0,18.531019783
285630641,1644,1794,0,0,18.904059389
285632641,1541,1656,0,0,19.332341856
285634641,1520,1866,0,0,19.814566761
285636641,1597,1641,0,0,20.37231108
285638641,1548,1573,0,0,21.068328125
285640641,1530,1871,0,0,22.040890625
285642641,1641,1662,0,0,23.185854473
285644641,1532,1748,0,0,24.848022365
285646641,1607,1689,0,0,26.233806168
285648641,1533,1666,0,0,26.237669526
285650641,1562,1633,0,0,26.243776042
285652641,1531,1615,0,0,26.274557292
285654641,1641,1850,0,0,26.305338542
285656641,1623,1686,0,0,26.314661218
285658641,1560,1693,0,0,26.323983895
285660641,1593,1665,0,0,26.324760785
285662641,1594,1680,0,0,26.324760785
285664641,1595,1700,0,0,26.324760785
285666641,1548,1744,0,0,26.324760785
285668641,1577,1816,0,0,26.306526338
285670641,1623,1646,0,0,26.282213742
285672641,1522,1675,0,0,26.274109543
285674641,1512,1725,0,0,26.274109543
285676641,1639,1717,0,0,26.288358871
285678641,1629,1680,0,0,26.31278629
285680641,1613,1817,0,0,26.325
285682641,1598,1692,0,0,26.325
285684641,1579,1845,0,0,26.314821909
285686641,1556,1750,0,0,26.290394489
285688641,1540,1772,0,0,26.276437604
285690641,1625,1792,0,0,26.283421787
285692641,1537,1790,0,0,26.288659924
285694641,1594,1717,0,0,26.288659924
285696641,1585,1708,0,0,26.288659924
285698641,1651,1769,0,0,26.288659924
285700641,1625,1666,0,0,26.287778159
285702641,1487,1652,0,0,26.277196985
285704641,1603,1818,0,0,26.266615811
285706641,1589,1739,0,0,26.266615811
285708641,1513,1571,0,0,26.266615811
285710641,1482,1693,0,0,26.266615811
285712641,1543,1717,0,0,26.266615811
285714641,1512,1538,0,0,26.26830282
285716641,1563,1645,0,0,26.270327231
285718641,1603,1669,0,0,26.270833333
285720641,1525,1721,0,0,26.270833333
285722641,1517,1673,0,0,26.271555556
285724641,1527,1786,0,0,26.272638889
285726641,1610,1692,0,0,26.273090278
285728641,1536,1717,0,0,26.273090278
285730641,1576,1536,0,0,26.273090278
285732641,1542,1573,0,0,26.273090278
285734641,1467,1697,0,0,26.273090278
285736641,1615,1757,0,0,26.273090278
285738641,1497,1621,0,0,26.268860119
285740641,1583,1646,0,0,26.256169643
285742641,1595,1734,0,0,26.246651786
285744641,1576,1649,0,0,26.246651786
285746641,1561,1600,0,0,26.246651786
285748641,1565,1565,0,0,26.246651786
285750641,1567,1665,0,0,26.246330865
285752641,1577,1733,0,0,26.242479813
285754641,1666,1769,0,0,26.238628761
285756641,1643,1697,0,0,26.238628761
285758641,1586,1608,0,0,26.238628761
285760641,1405,1650,0,0,26.238628761
285762641,1540,1668,0,0,26.238628761
285764641,1574,1588,0,0,26.223489361
285766641,1489,1757,0,0,26.205322082
285768641,1600,1716,0,0,26.195451988
285770641,1565,1730,0,0,26.188347624
285772641,1565,1625,0,0,26.185372312
285774641,1599,1678,0,0,26.184461526
285776641,1613,1685,0,0,25.387476563
285778641,1552,1629,0,0,24.021867188
285780641,1553,1732,0,0,23.097479167
285782641,1513,1689,0,0,22.6143125
285784641,1504,1662,0,0,22.151909722
285786641,1515,1778,0,0,21.718576389
285788641,1565,1805,0,0,21.214375
285790641,1560,1691,0,0,20.5684375
285792641,1622,1809,0,0,19.927239583
285794641,1589,1754,0,0,19.300260417
285796641,1585,1726,0,0,18.664930556
285798641,1524,1623,0,0,17.987847222
285800641,1615,1516,0,0,17.363885913
285802641,1516,1822,0,0,17.324266865
285804641,1616,1794,0,0,17.284647817
285806641,1550,1625,0,0,17.258250364
285808641,1499,1601,0,0,17.23185291
285810641,1554,1615,0,0,17.163553665
285812641,1627,1673,0,0,17.091445166
285814641,1538,1579,0,0,17.050045461
285816641,1713,1717,0,0,17.014787513
285818641,1652,1594,0,0,17.032416487
285820641,1518,1590,0,0,17.067674434
285822641,1619,1700,0,0,17.127499416
285824641,1591,1751,0,0,17.199607915
285826641,1581,1667,0,0,17.245051637
285828641,1520,1815,0,0,17.271449091
285830641,1576,1641,0,0,17.336957341
285832641,1578,1665,0,0,17.441576389
285834641,1568,1651,0,0,17.632604167
285836641,1607,1641,0,0,17.944604167
285838641,1542,1629,0,0,18.215814312
285840641,1622,1745,0,0,18.405444746
285842641,1609,1824,0,0,18.582715524
285844641,1559,1692,0,0,18.722907329
285846641,1516,1653,0,0,18.839733834
285848641,1561,1774,0,0,18.839733834
285850641,1682,1730,0,0,18.839733834
285852641,1512,1673,0,0,18.839733834
285854641,1485,1713,0,0,18.839733834
285856641,1581,1700,0,0,18.839733834
285858641,1512,1773,0,0,18.839733834
285860641,1502,1794,0,0,18.73044678
285862641,1568,1629,0,0,18.61122454
285864641,1592,1669,0,0,18.447520833
285866641,1571,1837,0,0,18.274920833
285868641,1582,1725,0,0,18.028854167
285870641,1710,1729,0,0,17.758298611
285872641,1510,1621,0,0,17.460269511
285874641,1576,1592,0,0,17.148503638
285876641,1441,1636,0,0,16.941813595
285878641,1607,1836,0,0,16.810177716
285880641,1521,1616,0,0,16.713576803
285882641,1537,1781,0,0,16.652010854
285884641,1577,1613,0,0,16.583553544
285886641,1655,1669,0,0,16.505448327
285888641,1508,1712,0,0,16.453378183
285890641,1513,1706,0,0,16.453378183
285892641,1565,1777,0,0,16.453378183
285894641,1578,1689,0,0,16.453378183
285896641,1554,1723,0,0,16.453378183
285898641,1543,1615,0,0,16.453378183
285900641,1513,1706,0,0,16.457972222
285902641,1520,1645,0,0,16.513100694
285904641,1531,1666,0,0,16.568229167
285906641,1616,1749,0,0,16.568229167
285908641,1642,1678,0,0,16.568229167
285910641,1629,1743,0,0,16.568229167
285912641,1598,1739,0,0,16.568229167
285914641,1633,1699,0,0,16.568229167
285916641,1606,1633,0,0,16.568229167
285918641,1463,1680,0,0,16.557762861
285920641,1526,1666,0,0,16.543807787
285922641,1675,1633,0,0,16.450551266
285924641,1560,1717,0,0,16.317644021
285926641,1608,1813,0,0,16.209709645
285928641,1653,1726,0,0,16.119613033
285930641,1604,1815,0,0,16.066888278
285932641,1550,1681,0,0,16.051535382
285934641,1436,1617,0,0,16.02802086
285936641,1591,1677,0,0,15.993080065
285938641,1585,1796,0,0,15.948047828
285940641,1661,1691,0,0,15.88283271
285942641,1623,1717,0,0,15.833921371
285944641,1600,1553,0,0,15.833921371
285946641,1668,1635,0,0,15.833583832
285948641,1586,1814,0,0,15.831558595
285950641,1597,1769,0,0,15.827115605
285952641,1573,1717,0,0,15.796077334
285954641,1589,1677,255,0,15.765039062
285956641,1516,1756,255,0,15.751115767
285958641,1617,1553,255,0,15.737192472
285960641,1512,1589,255,0,15.730418445
285962641,1348,1502,255,0,15.724294352
285964641,1579,1425,255,0,15.723200313
285966641,1509,1434,255,0,15.723112285
285968641,1409,1334,255,0,15.718454861
285970641,1503,1331,255,0,15.712274306
285972641,1449,1219,255,0,15.705237269
285974641,1552,1304,255,0,15.697771991
285976641,1492,1297,255,0,15.692136356
285978641,1500,1384,255,0,15.687807608
285980641,1421,1175,255,0,15.674297192
285982641,1487,1128,255,0,15.651605106
285984641,1384,1087,255,0,15.637707815
285986641,1421,1130,255,0,15.636123238
285988641,1526,1102,255,0,15.633649058
285990641,1423,1135,255,0,15.629395672
285992641,1479,1051,255,0,15.626205633
285994641,1436,1103,255,0,15.626205633
285996641,1410,1037,255,0,15.626205633
285998641,1423,952,255,0,15.626205633
286000641,1371,983,255,0,15.626381173
286002641,1308,1115,255,0,15.628487654
286004641,1423,975,255,0,15.630594136
286006641,1431,1053,255,0,15.630594136
286008641,1400,884,255,0,15.630594136
286010641,1399,1102,255,0,15.630370172
286012641,1521,974,255,0,15.630125848
286014641,1367,1029,255,0,15.630085128
286016641,1412,986,255,0,15.630085128
286018641,1423,1118,255,0,15.630085128
286020641,1434,1059,255,0,15.630085128
286022641,1390,1003,255,0,15.619390723
286024641,1371,975,255,0,15.603349115
286026641,1356,1112,255,0,15.596665112
286028641,1435,979,255,0,15.596665112
286030641,1434,1030,255,0,15.596536914
286032641,1472,1002,255,0,15.596280517
286034641,1393,1075,255,0,15.596130952
286036641,1308,921,255,0,15.596130952
286038641,1458,1007,255,0,15.596117162
286040641,1474,1016,255,0,15.59607579
286042641,1360,926,255,0,15.596031889
286044641,1371,1008,255,0,15.595980404
286046641,1355,1012,255,0,15.59570712
286048641,1371,975,255,0,15.594324842
286050641,1316,983,255,0,15.593057753
286052641,1425,973,255,0,15.593057753
286054641,1403,961,255,0,15.593057753
286056641,1420,1019,255,0,15.593057753
286058641,1476,985,255,0,15.593057753
286060641,1369,1075,255,0,15.593057753
286062641,1358,1027,255,0,15.593057753
286064641,1323,1039,255,0,15.593057753
286066641,1321,1002,255,0,15.593057753
286068641,1360,881,255,0,15.596147871
286070641,1318,937,255,0,15.600268028
286072641,1308,996,255,0,15.601665913
286074641,1296,975,255,0,15.601702661
286076641,1246,945,255,0,15.601717973
286078641,1268,971,255,0,15.601717973
286080641,1226,859,255,0,15.601717973
286082641,1210,1114,255,0,15.601717973
286084641,1203,985,255,0,15.601717973
286086641,1237,847,255,0,15.601717973
286088641,1147,1284,255,0,15.601172264
286090641,1212,1272,255,0,15.599535137
286092641,1049,1296,255,0,15.598263134
286094641,1128,1280,255,0,15.598086504
286096641,1128,1209,255,0,15.597829623
286098641,1147,1290,255,0,15.597171493
286100641,1067,1332,255,0,15.596568208
286102641,1026,1227,255,0,15.596568208
286104641,1036,1327,0,0,15.596568208
286106641,1191,1360,0,0,15.596568208
286108641,1091,1371,0,0,15.596568208
286110641,1220,1439,0,0,15.596568208
286112641,1134,1395,0,0,15.596568208
286114641,1256,1396,0,0,15.596227489
286116641,1197,1639,0,0,15.595818627
286118641,1293,1452,0,0,15.595424096
286120641,1223,1459,0,0,15.595034342
286122641,1361,1393,0,0,15.594196725
286124641,1388,1602,0,0,15.593135175
286126641,1485,1635,0,0,15.592692863
286128641,1476,1665,0,0,15.592692863
286130641,1465,1536,0,0,15.592692863
286132641,1420,1569,0,0,15.592692863
286134641,1403,1693,0,0,15.592692863
286136641,1397,1611,0,0,15.592692863
286138641,1332,1709,0,0,15.592692863
286140641,1428,1512,0,0,15.592692863
286142641,1359,1703,0,0,15.592692863
286144641,1539,1578,0,0,15.592692863
286146641,1511,1657,0,0,15.592854489
286148641,1473,1657,0,0,15.593824243
286150641,1423,1691,0,0,15.594713185
286152641,1441,1610,0,0,15.594713185
286154641,1436,1530,0,0,15.594713185
286156641,1512,1806,0,0,15.594713185
286158641,1554,1635,0,0,15.594713185
286160641,1510,1820,0,0,15.594713185
286162641,1461,1792,0,0,15.594713185
286164641,1436,1595,0,0,15.594713185
286166641,1483,1643,0,0,15.594713185
286168641,1558,1629,0,0,15.594314355
286170641,1530,1757,0,0,15.593782582
286172641,1573,1573,0,0,15.593605324
286174641,1448,1609,0,0,15.593605324
286176641,1410,1681,0,0,15.593605324
286178641,1487,1755,0,0,15.593605324
286180641,1452,1778,0,0,15.593560821
286182641,1577,1696,0,0,15.593471815
286184641,1498,1678,0,0,15.593419894
286186641,1494,1755,0,0,15.593419894
286188641,1579,1601,0,0,15.593417887
286190641,1544,1828,0,0,15.593411864
286192641,1516,1685,0,0,15.593385965
286194641,1596,1622,0,0,15.593300439
286196641,1622,1649,0,0,15.593229167
286198641,1587,1781,0,0,15.593229167
286200641,1604,1729,0,0,15.593229167
286202641,1560,1620,0,0,15.593229167
286204641,1525,1653,0,0,15.593229167
286206641,1584,1505,0,0,15.593314693
286208641,1579,1735,0,0,15.593400219
286210641,1538,1555,0,0,15.593407346
286212641,1606,1717,0,0,15.593407346
286214641,1492,1757,0,0,15.593793821
286216641,1548,1757,0,0,15.59425759
286218641,1509,1721,0,0,15.595562307
286220641,1520,1733,0,0,15.59714734
286222641,1638,1785,0,0,15.597675684
286224641,1577,1642,0,0,15.597675684
286226641,1660,1641,0,0,15.597675684
286228641,1601,1730,0,0,15.597675684
286230641,1627,1761,0,0,15.597675684
286232641,1589,1641,0,0,15.597675684
286234641,1509,1615,0,0,15.597675684
286236641,1476,1769,0,0,15.597675684
286238641,1580,1643,0,0,15.597675684
286240641,1491,1682,0,0,15.597675684
286242641,1560,1628,0,0,15.597675684
286244641,1580,1731,0,0,15.597675684
286246641,1516,1653,0,0,15.597861629
286248641,1476,1692,0,0,15.598977301
286250641,1576,1560,0,0,15.6
286252641,1497,1649,0,0,15.6
286254641,1501,1661,0,0,15.6
286256641,1520,1600,0,0,15.6
286258641,1545,1858,0,0,15.6
286260641,1540,1706,0,0,15.6
286262641,1678,1846,0,0,15.6
286264641,1626,1677,0,0,15.6
286266641,1652,1761,0,0,15.6
286268641,1572,1687,0,0,15.6
286270641,1504,1716,0,0,15.6
286272641,1524,1692,0,0,15.598804272
286274641,1552,1696,0,0,15.59701068
286276641,1629,1644,0,0,15.595245313
286278641,1553,1581,0,0,15.593500105
286280641,1629,1538,0,0,15.592447648
286282641,1505,1669,0,0,15.592087941
286284641,1636,1578,0,0,15.591878111
286286641,1540,1745,0,0,15.591878111
286288641,1525,1688,0,0,15.591878111
286290641,1555,1722,0,0,15.591878111
286292641,1666,1729,0,0,15.591878111
286294641,1561,1605,0,0,15.591878111
286296641,1567,1702,0,0,15.591898251
286298641,1589,1589,0,0,15.592019091
286300641,1578,1678,0,0,15.592129861
286302641,1589,1680,0,0,15.592129861
286304641,1680,1590,0,0,15.592129861
286306641,1497,1689,0,0,15.592129861
286308641,1492,1820,0,0,15.592129861
286310641,1503,1638,0,0,15.592129861
286312641,1598,1744,0,0,15.592129861
286314641,1487,1730,0,0,15.592129861
286316641,1579,1732,0,0,15.592129861
286318641,1604,1574,0,0,15.592129861
286320641,1577,1617,0,0,15.592129861
286322641,1646,1841,0,0,15.592129861
286324641,1633,1692,0,0,15.592129861
286326641,1523,1623,0,0,15.592308879
286328641,1524,1765,0,0,15.592615766
286330641,1598,1628,0,0,15.59276921
286332641,1578,1638,0,0,15.59276921
286334641,1540,1743,0,0,15.59276921
286336641,1633,1708,0,0,15.59276921
286338641,1602,1623,0,0,15.59276921
286340641,1573,1723,0,0,15.59276921
286342641,1589,1706,0,0,15.59276921
286344641,1622,1641,0,0,15.59276921
286346641,1516,1579,0,0,15.59276921
286348641,1520,1721,0,0,15.59276921
286350641,1615,1630,0,0,15.59276921
286352641,1476,1794,0,0,15.59276921
286354641,1504,1749,0,0,15.59276921
286356641,1625,1769,0,0,15.59276921
286358641,1540,1715,0,0,15.59276921
286360641,1617,1706,0,0,15.59276921
286362641,1547,1555,0,0,15.59276921
286364641,1553,1643,0,0,15.591739716
286366641,1536,1716,0,0,15.590504322
286368641,1524,1529,0,0,15.590195474
286370641,1633,1685,0,0,15.590195474
286372641,1514,1793,0,0,15.590195474
286374641,1607,1761,0,0,15.590195474
286376641,1457,1792,0,0,15.590195474
286378641,1613,1710,0,0,15.590195474
286380641,1641,1641,0,0,15.590274926
286382641,1588,1617,0,0,15.590433829
286384641,1591,1703,0,0,15.590526523
286386641,1476,1638,0,0,15.590526523
286388641,1518,1717,0,0,15.590617398
286390641,1600,1683,0,0,15.590890021
286392641,1492,1701,0,0,15.591094489
286394641,1513,1708,0,0,15.591094489
286396641,1473,1619,0,0,15.591094489
286398641,1569,1688,0,0,15.591094489
286400641,1597,1744,0,0,15.591094489
286402641,1602,1799,0,0,15.591094489
286404641,1540,1628,0,0,15.591094489
286406641,1535,1598,0,0,15.591094489
286408641,1624,1555,0,0,15.591094489
286410641,1569,1689,0,0,15.591094489
286412641,1525,1728,0,0,15.591094489
286414641,1554,1871,0,0,15.60177079
286416641,1620,1694,0,0,15.614582352
286418641,1560,1667,0,0,15.620352599
286420641,1574,1678,0,0,15.623775741
286422641,1588,1676,0,0,15.626266046
286424641,1592,1857,0,0,15.628289933
286426641,1529,1589,0,0,15.629805741
286428641,1539,1753,0,0,15.630958636
286430641,1608,1646,0,0,15.633787316
286432641,1616,1683,0,0,15.63829178
286434641,1599,1681,0,0,15.641459466
286436641,1606,1664,0,0,15.642755661
286438641,1453,1689,0,0,15.643757714
286440641,1619,1666,0,0,15.644171479
286442641,1564,1745,0,0,15.645659084
286444641,1551,1713,0,0,15.650368207
286446641,1476,1645,0,0,15.654426429
286448641,1589,1654,0,0,15.655230143
286450641,1513,1597,0,0,15.656036738
286452641,1419,1720,0,0,15.656875016
286454641,1569,1735,0,0,15.657713294
286456641,1492,1769,0,0,15.658969868
286458641,1542,1641,0,0,15.660226442
286460641,1564,1728,0,0,15.663509406
286462641,1538,1477,0,0,15.666976587
286464641,1605,1735,0,0,15.679870102
286466641,1576,1706,0,0,15.694648884
286468641,1539,1681,0,0,15.698689891
286470641,1643,1666,0,0,15.699151639
286472641,1604,1777,0,0,15.700027778
286474641,1580,1789,0,0,15.701111111
286476641,1495,1805,0,0,15.704226914
286478641,1590,1649,0,0,15.708794482
286480641,1653,1630,0,0,15.715477693
286482641,1659,1621,0,0,15.724276547
286484641,1581,1816,0,0,15.739782739
286486641,1630,1785,0,0,15.764679204
286488641,1578,1706,0,0,15.790855885
286490641,1585,1658,0,0,15.819592998
286492641,1586,1693,0,0,15.85013483
286494641,1613,1757,0,0,15.886090817
286496641,1564,1615,0,0,15.922952437
286498641,1561,1796,0,0,15.964342225
286500641,1587,1718,0,0,16.007541658
286502641,1595,1552,0,0,16.070647182
286504641,1510,1702,0,0,16.133752706
286506641,1590,1670,0,0,16.204176407
286508641,1520,1730,0,0,16.274600108
286510641,1536,1589,0,0,16.355728175
286512641,1520,1589,0,0,16.437829365
286514641,1601,1720,0,0,16.533407738
286516641,1526,1593,0,0,16.631681548
286518641,1571,1641,0,0,16.754929435
286520641,1568,1805,0,0,16.886502016
286522641,1559,1717,0,0,17.041097614
286524641,1652,1637,0,0,17.207204721
286526641,1609,1753,0,0,17.387144531
286528641,1546,1882,0,0,17.576964844
286530641,1613,1691,0,0,17.79125
286532641,1524,1666,0,0,18.03
286534641,1557,1725,0,0,18.324826389
286536641,1492,1745,0,0,18.698159722
286538641,1593,1693,0,0,19.109548611
286540641,1590,1799,0,0,19.597048611
286542641,1672,1743,0,0,20.106215278
286544641,1504,1715,0,0,20.680381944
286546641,1562,1643,0,0,21.3525
286548641,1528,1531,0,0,22.514375
286550641,1681,1754,0,0,23.682440476
286552641,1497,1745,0,0,24.91860119
286554641,1568,1654,0,0,26.154761905
286556641,1590,1785,0,0,26.191081029
286558641,1632,1794,0,0,26.227400154
286560641,1564,1679,0,0,26.24626271
286562641,1467,1592,0,0,26.263538306
286564641,1524,1615,0,0,26.266417572
286566641,1685,1564,0,0,26.266417572
286568641,1625,1591,0,0,26.265107801
286570641,1619,1661,0,0,26.263361439
286572641,1540,1820,0,0,26.252426495
286574641,1518,1727,0,0,26.236897261
286576641,1550,1646,0,0,26.230426747
286578641,1565,1744,0,0,26.230426747
286580641,1529,1605,0,0,26.231547939
286582641,1556,1798,0,0,26.233790323
286584641,1499,1749,0,0,26.240634567
286586641,1514,1808,0,0,26.253921418
286588641,1569,1729,0,0,26.262779318
286590641,1510,1779,0,0,26.262779318
286592641,1682,1667,0,0,26.259457605
286594641,1585,1769,0,0,26.246170755
286596641,1631,1793,0,0,26.23509838
286598641,1630,1846,0,0,26.23509838
286600641,1657,1845,0,0,26.23509838
286602641,1575,1664,0,0,26.23509838
286604641,1461,1712,0,0,26.23509838
286606641,1452,1680,0,0,26.233574209
286608641,1560,1850,0,0,26.232050039
286610641,1500,1677,0,0,26.229113247
286612641,1544,1871,0,0,26.226048035
286614641,1487,1682,0,0,26.225537166
286616641,1473,1692,0,0,26.225537166
286618641,1591,1546,0,0,26.225537166
286620641,1589,1623,0,0,26.225537166
286622641,1556,1589,0,0,26.225537166
286624641,1645,1615,0,0,26.225537166
286626641,1487,1679,0,0,26.230702133
286628641,1576,1601,0,0,26.239556362
286630641,1633,1716,0,0,26.243983477
286632641,1638,1559,0,0,26.243983477
286634641,1622,1790,0,0,26.243983477
286636641,1506,1625,0,0,26.243983477
286638641,1558,1693,0,0,26.244555496
286640641,1556,1710,0,0,26.246271552
286642641,1671,1753,0,0,26.247558594
286644641,1520,1835,0,0,26.247558594
286646641,1627,1864,0,0,26.247558594
286648641,1597,1773,0,0,26.247558594
286650641,1659,1707,0,0,26.247558594
286652641,1552,1689,0,0,26.247558594
286654641,1530,1748,0,0,26.247558594
286656641,1599,1661,0,0,26.245687706
286658641,1563,1749,0,0,26.243816817
286660641,1564,1661,0,0,26.24366091
286662641,1580,1661,0,0,26.24366091
286664641,1631,1670,0,0,26.239443988
286666641,1552,1692,0,0,26.234383681
286668641,1649,1611,0,0,26.224758406
286670641,1556,1678,0,0,26.213611477
286672641,1531,1595,0,0,26.200117511
286674641,1494,1672,0,0,26.185450027
286676641,1608,1598,0,0,25.374773284
