T_US,HALL_INF_MV,HALL_SUP_MV,PWM,SYNC_PULSE,posição
282850641,1502,1597,0,0,15.776032392
282852641,1564,1631,0,0,15.77592109
282854641,1538,1752,0,0,15.775809789
282856641,1589,1681,0,0,15.775469701
282858641,1629,1720,0,0,15.775129614
282860641,1512,1645,0,0,15.775007234
282862641,1508,1582,0,0,15.774904645
282864641,1553,1699,0,0,15.77483574
282866641,1522,1723,0,0,15.774773572
282868641,1576,1705,0,0,15.77475803
282870641,1552,1794,0,0,15.77475803
282872641,1579,1666,0,0,15.774643253
282874641,1565,1769,0,0,15.774471088
282876641,1468,1732,0,0,15.773567595
282878641,1601,1628,0,0,15.772141724
282880641,1533,1709,0,0,15.771065642
282882641,1524,1753,0,0,15.770339347
282884641,1589,1743,0,0,15.767052823
282886641,1645,1696,0,0,15.760181978
282888641,1564,1701,0,0,15.755601415
282890641,1496,1743,0,0,15.755601415
282892641,1601,1635,0,0,15.755601415
282894641,1592,1736,0,0,15.755601415
282896641,1488,1737,0,0,15.755056757
282898641,1614,1667,0,0,15.75178881
282900641,1523,1706,0,0,15.748480018
282902641,1585,1737,0,0,15.744721937
282904641,1515,1717,0,0,15.740963855
282906641,1588,1642,0,0,15.738742563
282908641,1532,1689,0,0,15.73652127
282910641,1625,1709,0,0,15.736336163
282912641,1474,1629,0,0,15.736336163
282914641,1516,1743,0,0,15.736336163
282916641,1496,1704,0,0,15.736336163
282918641,1487,1684,0,0,15.740820693
282920641,1543,1709,0,0,15.746800066
282922641,1508,1732,0,0,15.765971607
282924641,1495,1739,0,0,15.791739232
282926641,1607,1681,0,0,15.806828368
282928641,1656,1630,0,0,15.814290011
282930641,1459,1666,0,0,15.824180133
282932641,1585,1665,0,0,15.836498732
282934641,1579,1843,0,0,15.859367059
282936641,1588,1757,0,0,15.897005004
282938641,1641,1768,0,0,15.925811453
282940641,1489,1552,0,0,15.936954908
282942641,1613,1731,0,0,15.955559028
282944641,1480,1749,0,0,15.996545139
282946641,1615,1561,0,0,16.03741088
282948641,1566,1699,0,0,16.077674769
282950641,1552,1716,0,0,16.119525676
282952641,1508,1737,0,0,16.17883379
282954641,1624,1768,0,0,16.238141904
282956641,1536,1688,0,0,16.274416655
282958641,1569,1663,0,0,16.310691406
282960641,1648,1659,0,0,16.375055009
282962641,1499,1733,0,0,16.441972144
282964641,1617,1792,0,0,16.512015504
282966641,1631,1730,0,0,16.582684109
282968641,1564,1666,0,0,16.668180163
282970641,1615,1677,0,0,16.758618702
282972641,1468,1749,0,0,16.85868468
282974641,1543,1749,0,0,16.96356438
282976641,1546,1796,0,0,17.085626096
282978641,1582,1794,0,0,17.219960683
282980641,1527,1755,0,0,17.394434367
282982641,1516,1690,0,0,17.609047149
282984641,1521,1765,0,0,17.841947643
282986641,1556,1573,0,0,18.100450932
282988641,1581,1726,0,0,18.380797371
282990641,1623,1794,0,0,18.704830109
282992641,1540,1697,0,0,19.075049603
282994641,1467,1624,0,0,19.583829365
282996641,1633,1703,0,0,20.102152778
282998641,1646,1620,0,0,20.668194444
283000641,1571,1622,0,0,21.285243056
283002641,1646,1761,0,0,22.463368056
283004641,1567,1799,0,0,23.641493056
283006641,1629,1667,0,0,24.889892178
283008641,1483,1842,0,0,26.138291301
283010641,1589,1625,0,0,26.247065842
283012641,1465,1710,0,0,26.252238147
283014641,1619,1731,0,0,26.260193452
283016641,1534,1633,0,0,26.268705357
283018641,1516,1579,0,0,26.270833333
283020641,1581,1733,0,0,26.270833333
283022641,1484,1678,0,0,26.270833333
283024641,1474,1656,0,0,26.270833333
283026641,1554,1701,0,0,26.265868056
283028641,1615,1729,0,0,26.257356151
283030641,1447,1692,0,0,26.247111586
283032641,1563,1692,0,0,26.23513436
283034641,1615,1710,0,0,26.227878669
283036641,1602,1676,0,0,26.227233127
283038641,1591,1681,0,0,26.226802765
283040641,1589,1732,0,0,26.226802765
283042641,1454,1649,0,0,26.226802765
283044641,1487,1609,0,0,26.226802765
283046641,1598,1507,0,0,26.226910356
283048641,1514,1701,0,0,26.227555898
283050641,1485,1675,0,0,26.228147645
283052641,1525,1820,0,0,26.228147645
283054641,1544,1699,0,0,26.228147645
283056641,1488,1652,0,0,26.228147645
283058641,1533,1751,0,0,26.228147645
283060641,1565,1706,0,0,26.223715062
283062641,1579,1720,0,0,26.218879517
283064641,1456,1630,0,0,26.218073593
283066641,1534,1591,0,0,26.218073593
283068641,1601,1737,0,0,26.217991013
283070641,1496,1665,0,0,26.217880905
283072641,1504,1709,0,0,26.217844203
283074641,1564,1694,0,0,26.217844203
283076641,1606,1640,0,0,26.217844203
283078641,1505,1884,0,0,26.217844203
283080641,1499,1696,0,0,26.217879529
283082641,1641,1649,0,0,26.217950181
283084641,1551,1689,0,0,26.217961957
283086641,1565,1669,0,0,26.217891304
283088641,1653,1665,0,0,26.217844203
283090641,1561,1713,0,0,26.217844203
283092641,1576,1781,0,0,26.217844203
283094641,1498,1817,0,0,26.217844203
283096641,1601,1763,0,0,26.21734375
283098641,1589,1720,0,0,26.214341033
283100641,1560,1693,0,0,26.211545755
283102641,1518,1731,0,0,26.211032312
283104641,1581,1671,255,0,26.21051887
283106641,1529,1809,255,0,26.202373853
283108641,1400,1628,255,0,26.194228836
283110641,1593,1692,255,0,26.193550084
283112641,1587,1473,255,0,26.193550084
283114641,1492,1544,255,0,26.200088384
283116641,1520,1495,255,0,26.207934343
283118641,1572,1352,255,0,26.200602865
283120641,1546,1390,255,0,26.18821224
283122641,1487,1335,255,0,26.175238913
283124641,1475,1211,255,0,26.161974235
283126641,1464,1163,255,0,26.156447285
283128641,1454,1231,255,0,26.156447285
283130641,1397,1090,255,0,25.472962437
283132641,1412,1150,255,0,24.10599274
283134641,1496,1134,255,0,23.142708333
283136641,1445,1134,255,0,22.744583333
283138641,1402,1069,255,0,22.291517857
283140641,1576,996,255,0,21.728571429
283142641,1345,1069,255,0,21.155952381
283144641,1487,1115,255,0,20.554315476
283146641,1371,1127,255,0,19.955
283148641,1430,1014,255,0,19.367291667
283150641,1354,1059,255,0,18.777842262
283152641,1426,1054,255,0,18.169241071
283154641,1336,1067,255,0,17.560639881
283156641,1490,1029,255,0,17.413341773
283158641,1289,919,255,0,17.266043666
283160641,1500,1102,255,0,17.18478417
283162641,1444,1103,255,0,17.109528184
283164641,1384,1001,255,0,17.09698552
283166641,1421,1045,255,0,17.09698552
283168641,1348,986,255,0,17.09698552
283170641,1359,1049,255,0,17.09698552
283172641,1355,1024,255,0,17.09698552
283174641,1239,957,255,0,17.09698552
283176641,1329,1032,255,0,17.102225407
283178641,1333,1117,255,0,17.111208072
283180641,1386,1077,255,0,17.287775298
283182641,1539,993,255,0,17.631927083
283184641,1371,1081,255,0,17.917317708
283186641,1371,1091,255,0,18.120442708
283188641,1432,975,255,0,18.330894097
283190641,1345,912,255,0,18.555998264
283192641,1429,934,255,0,18.734685458
283194641,1350,1015,255,0,18.774121732
283196641,1386,1015,255,0,18.806985294
283198641,1406,1147,255,0,18.806985294
283200641,1402,961,255,0,18.806985294
283202641,1423,989,255,0,18.806985294
283204641,1344,1013,255,0,18.806985294
283206641,1319,1101,255,0,18.806985294
283208641,1348,1012,255,0,18.806985294
283210641,1385,972,255,0,18.665036765
283212641,1316,925,255,0,18.510183824
283214641,1228,1077,255,0,18.484375
283216641,1281,1002,255,0,18.484375
283218641,1218,955,255,0,18.477486413
283220641,1284,908,255,0,18.46830163
283222641,1282,922,255,0,18.449696558
283224641,1147,1025,255,0,18.426381341
283226641,1146,929,255,0,18.397818556
283228641,1267,928,255,0,18.36550751
283230641,1158,1167,255,0,18.349018539
283232641,1134,1174,255,0,18.348351644
283234641,1187,1179,255,0,18.31689986
283236641,1129,1258,255,0,18.24234923
283238641,1025,1238,255,0,18.152552814
283240641,1035,1256,255,0,18.032264827
283242641,1026,1249,255,0,17.913690476
283244641,1026,1324,255,0,17.800257035
283246641,1099,1248,255,0,17.676509259
283248641,1075,1231,255,0,17.501189815
283250641,1203,1293,255,0,17.325717758
283252641,1035,1274,255,0,17.148566964
283254641,1017,1186,0,0,16.971416171
283256641,1117,1260,0,0,16.734243552
283258641,1163,1308,0,0,16.497070933
283260641,1147,1270,0,0,16.362963294
283262641,1128,1320,0,0,16.238225198
283264641,1269,1438,0,0,16.217435516
283266641,1130,1270,0,0,16.217435516
283268641,1301,1388,0,0,16.217435516
283270641,1246,1500,0,0,16.217435516
283272641,1287,1461,0,0,16.217435516
283274641,1256,1473,0,0,16.217435516
283276641,1278,1520,0,0,16.266393155
283278641,1333,1458,0,0,16.350320536
283280641,1332,1436,0,0,16.392284226
283282641,1461,1640,0,0,16.392284226
283284641,1400,1589,0,0,16.392284226
283286641,1470,1619,0,0,16.392284226
283288641,1422,1666,0,0,16.392284226
283290641,1467,1582,0,0,16.392284226
283292641,1410,1508,0,0,16.379332362
283294641,1396,1486,0,0,16.327524904
283296641,1414,1577,0,0,16.279393511
283298641,1524,1564,0,0,16.249642443
283300641,1415,1653,0,0,16.221123833
283302641,1471,1693,0,0,16.206162245
283304641,1589,1682,0,0,16.191200658
283306641,1526,1692,0,0,16.183981287
283308641,1615,1628,0,0,16.176761915
283310641,1502,1641,0,0,16.073134016
283312641,1564,1637,0,0,15.960741706
283314641,1513,1774,0,0,15.844328692
283316641,1531,1720,0,0,15.727111537
283318641,1488,1589,0,0,15.689996488
283320641,1510,1613,0,0,15.679582142
283322641,1498,1629,0,0,15.672671938
283324641,1560,1651,0,0,15.667513805
283326641,1540,1600,0,0,15.654371168
283328641,1582,1667,0,0,15.635525314
283330641,1545,1691,0,0,15.625286343
283332641,1629,1760,0,0,15.623654256
283334641,1512,1705,0,0,15.614260956
283336641,1555,1811,0,0,15.594001957
283338641,1548,1700,0,0,15.580275055
283340641,1467,1592,0,0,15.579612348
283342641,1575,1614,0,0,15.579115317
283344641,1599,1636,0,0,15.579115317
283346641,1511,1633,0,0,15.579115317
283348641,1627,1671,0,0,15.579115317
283350641,1598,1700,0,0,15.579170543
283352641,1584,1645,0,0,15.57983325
283354641,1549,1717,0,0,15.580495958
283356641,1591,1841,0,0,15.580495958
283358641,1575,1774,0,0,15.580495958
283360641,1615,1683,0,0,15.579888476
283362641,1527,1733,0,0,15.579225768
283364641,1578,1748,0,0,15.579115317
283366641,1499,1674,0,0,15.579115317
283368641,1678,1638,0,0,15.578884736
283370641,1704,1762,0,0,15.578577294
283372641,1464,1659,0,0,15.578474813
283374641,1658,1682,0,0,15.578474813
283376641,1601,1643,0,0,15.577324782
283378641,1516,1770,0,0,15.5753533
283380641,1484,1718,0,0,15.57436756
283382641,1564,1739,0,0,15.57436756
283384641,1534,1769,0,0,15.57436756
283386641,1588,1720,0,0,15.57436756
283388641,1589,1793,0,0,15.57436756
283390641,1487,1621,0,0,15.57436756
283392641,1548,1679,0,0,15.57436756
283394641,1615,1743,0,0,15.57436756
283396641,1564,1729,0,0,15.57436756
283398641,1581,1704,0,0,15.57436756
283400641,1483,1761,0,0,15.57436756
283402641,1525,1754,0,0,15.57436756
283404641,1524,1760,0,0,15.57436756
283406641,1569,1714,0,0,15.57436756
283408641,1566,1801,0,0,15.57436756
283410641,1540,1797,0,0,15.576708333
283412641,1629,1747,0,0,15.579261905
283414641,1524,1604,0,0,15.5796875
283416641,1518,1638,0,0,15.5796875
283418641,1627,1589,0,0,15.5803375
283420641,1597,1649,0,0,15.581204167
283422641,1524,1688,0,0,15.581493056
283424641,1422,1816,0,0,15.581493056
283426641,1577,1736,0,0,15.581493056
283428641,1516,1701,0,0,15.581493056
283430641,1560,1633,0,0,15.581493056
283432641,1499,1744,0,0,15.581493056
283434641,1554,1643,0,0,15.581493056
283436641,1590,1753,0,0,15.581493056
283438641,1569,1706,0,0,15.581493056
283440641,1577,1689,0,0,15.581493056
283442641,1573,1737,0,0,15.581493056
283444641,1589,1750,0,0,15.581493056
283446641,1528,1692,0,0,15.581484028
283448641,1487,1718,0,0,15.581429861
283450641,1587,1737,0,0,15.581380208
283452641,1592,1589,0,0,15.581380208
283454641,1612,1577,0,0,15.581380208
283456641,1575,1781,0,0,15.580651042
283458641,1561,1595,0,0,15.579921875
283460641,1534,1697,0,0,15.579861111
283462641,1617,1539,0,0,15.579861111
283464641,1515,1694,0,0,15.579861111
283466641,1652,1616,0,0,15.579861111
283468641,1490,1721,0,0,15.579861111
283470641,1579,1608,0,0,15.579861111
283472641,1505,1669,0,0,15.579749278
283474641,1615,1636,0,0,15.57958153
283476641,1610,1743,0,0,15.579511634
283478641,1580,1720,0,0,15.579511634
283480641,1590,1741,0,0,15.579425553
283482641,1538,1747,0,0,15.579253389
283484641,1610,1922,0,0,15.579079313
283486641,1591,1589,0,0,15.578902558
283488641,1552,1727,0,0,15.578784722
283490641,1627,1725,0,0,15.578784722
283492641,1589,1669,0,0,15.578739339
283494641,1510,1763,0,0,15.578557808
283496641,1616,1777,0,0,15.578406532
283498641,1541,1697,0,0,15.578406532
283500641,1599,1677,0,0,15.578406532
283502641,1508,1743,0,0,15.578406532
283504641,1577,1686,0,0,15.578406532
283506641,1611,1729,0,0,15.578406532
283508641,1577,1678,0,0,15.578406532
283510641,1543,1713,0,0,15.578797452
283512641,1560,1598,0,0,15.579223911
283514641,1568,1794,0,0,15.579332507
283516641,1555,1740,0,0,15.579377531
283518641,1579,1595,0,0,15.579388787
283520641,1480,1769,0,0,15.579388787
283522641,1671,1637,0,0,15.579388787
283524641,1420,1668,0,0,15.579388787
283526641,1502,1779,0,0,15.579388787
283528641,1552,1671,0,0,15.579388787
283530641,1599,1657,0,0,15.579388787
283532641,1654,1769,0,0,15.579388787
283534641,1404,1697,0,0,15.579388787
283536641,1553,1601,0,0,15.579388787
283538641,1555,1747,0,0,15.579388787
283540641,1595,1595,0,0,15.579388787
283542641,1540,1845,0,0,15.579364447
283544641,1564,1765,0,0,15.579267089
283546641,1538,1833,0,0,15.579170525
283548641,1480,1679,0,0,15.579077932
283550641,1563,1807,0,0,15.578993056
283552641,1470,1655,0,0,15.578993056
283554641,1517,1569,0,0,15.578993056
283556641,1631,1747,0,0,15.578993056
283558641,1549,1721,0,0,15.578993056
283560641,1607,1630,0,0,15.578993056
283562641,1613,1604,0,0,15.578993056
283564641,1545,1692,0,0,15.578993056
283566641,1543,1688,0,0,15.578993056
283568641,1608,1720,0,0,15.579723689
283570641,1556,1608,0,0,15.580697868
283572641,1553,1764,0,0,15.581022594
283574641,1605,1641,0,0,15.581022594
283576641,1649,1664,0,0,15.581022594
283578641,1641,1734,0,0,15.581022594
283580641,1609,1809,0,0,15.581022594
283582641,1585,1666,0,0,15.581022594
283584641,1524,1705,0,0,15.580949027
283586641,1544,1733,0,0,15.580772468
283588641,1532,1727,0,0,15.580654762
283590641,1605,1695,0,0,15.580654762
283592641,1502,1707,0,0,15.580654762
283594641,1617,1736,0,0,15.580654762
283596641,1665,1617,0,0,15.580654762
283598641,1656,1673,0,0,15.580654762
283600641,1552,1677,0,0,15.580654762
283602641,1629,1725,0,0,15.580654762
283604641,1513,1745,0,0,15.580654762
283606641,1589,1764,0,0,15.579683983
283608641,1538,1691,0,0,15.578713203
283610641,1564,1639,0,0,15.578632305
283612641,1631,1709,0,0,15.578632305
283614641,1589,1621,0,0,15.578280574
283616641,1568,1772,0,0,15.577858496
283618641,1635,1601,0,0,15.577752976
283620641,1598,1717,0,0,15.577752976
283622641,1502,1730,0,0,15.577752976
283624641,1625,1694,0,0,15.577752976
283626641,1626,1692,0,0,15.577752976
283628641,1684,1697,0,0,15.577752976
283630641,1659,1740,0,0,15.577752976
283632641,1531,1769,0,0,15.577752976
283634641,1543,1540,0,0,15.577683054
283636641,1555,1601,0,0,15.57751524
283638641,1598,1665,0,0,15.577403363
283640641,1576,1717,0,0,15.577403363
283642641,1556,1643,0,0,15.577360387
283644641,1515,1712,0,0,15.57718848
283646641,1606,1692,0,0,15.577006606
283648641,1605,1770,0,0,15.576774898
283650641,1692,1675,0,0,15.5765625
283652641,1556,1700,0,0,15.5765625
283654641,1617,1833,0,0,15.5765625
283656641,1586,1713,0,0,15.5764375
283658641,1512,1816,0,0,15.5763125
283660641,1589,1828,0,0,15.576302083
283662641,1602,1721,0,0,15.576302083
283664641,1567,1752,0,0,15.576147811
283666641,1624,1627,0,0,15.575962685
283668641,1591,1589,0,0,15.575916403
283670641,1668,1601,0,0,15.575916403
283672641,1589,1703,0,0,15.575916403
283674641,1577,1755,0,0,15.575916403
283676641,1462,1693,0,0,15.575916403
283678641,1666,1622,0,0,15.575916403
283680641,1624,1639,0,0,15.576008966
283682641,1605,1848,0,0,15.576194093
283684641,1530,1678,0,0,15.576400286
283686641,1577,1738,0,0,15.576635973
283688641,1550,1669,0,0,15.576793098
283690641,1678,1718,0,0,15.576793098
283692641,1540,1693,0,0,15.576793098
283694641,1566,1653,0,0,15.576793098
283696641,1585,1801,0,0,15.576829161
283698641,1573,1606,0,0,15.577045542
283700641,1646,1785,0,0,15.577243891
283702641,1598,1688,0,0,15.577243891
283704641,1560,1805,0,0,15.577243891
283706641,1508,1723,0,0,15.577243891
283708641,1680,1591,0,0,15.577243891
283710641,1585,1829,0,0,15.577340845
283712641,1605,1832,0,0,15.577446613
283714641,1609,1745,0,0,15.577464241
283716641,1589,1592,0,0,15.577464241
283718641,1542,1657,0,0,15.577464241
283720641,1556,1765,0,0,15.577464241
283722641,1713,1685,0,0,15.577464241
283724641,1633,1713,0,0,15.577464241
283726641,1470,1734,0,0,15.577464241
283728641,1604,1877,0,0,15.577464241
283730641,1512,1747,0,0,15.577464241
283732641,1540,1767,0,0,15.577464241
283734641,1576,1691,0,0,15.577464241
283736641,1553,1717,0,0,15.577464241
283738641,1576,1805,0,0,15.577464241
283740641,1559,1712,0,0,15.577464241
283742641,1512,1717,0,0,15.577464241
283744641,1641,1649,0,0,15.577464241
283746641,1601,1873,0,0,15.577464241
283748641,1550,1822,0,0,15.577464241
283750641,1500,1670,0,0,15.577502784
283752641,1512,1644,0,0,15.577965297
283754641,1576,1728,0,0,15.57842781
283756641,1601,1615,0,0,15.57842781
283758641,1585,1717,0,0,15.57842781
283760641,1679,1709,0,0,15.57842781
283762641,1538,1710,0,0,15.57842781
283764641,1519,1692,0,0,15.57884432
283766641,1539,1761,0,0,15.579344133
283768641,1548,1681,0,0,15.579818548
283770641,1613,1740,0,0,15.580284498
283772641,1579,1702,0,0,15.584461279
283774641,1587,1633,0,0,15.590493476
283776641,1520,1500,0,0,15.596980098
283778641,1504,1622,0,0,15.60379131
283780641,1610,1681,0,0,15.607802516
283782641,1512,1650,0,0,15.609013716
283784641,1589,1665,0,0,15.611643253
283786641,1676,1740,0,0,15.616258461
283788641,1601,1721,0,0,15.62044808
283790641,1517,1687,0,0,15.623786522
283792641,1540,1665,0,0,15.627368946
283794641,1499,1685,0,0,15.63168332
283796641,1454,1717,0,0,15.635698182
283798641,1531,1818,0,0,15.638215488
283800641,1539,1598,0,0,15.640548139
283802641,1538,1623,0,0,15.640849597
283804641,1579,1805,0,0,15.641151055
283806641,1591,1629,0,0,15.644441782
283808641,1580,1740,0,0,15.647732508
283810641,1606,1677,0,0,15.649798716
283812641,1563,1656,0,0,15.651753603
283814641,1512,1776,0,0,15.692272917
283816641,1393,1605,0,0,15.740505117
283818641,1525,1730,0,0,15.764874802
283820641,1608,1759,0,0,15.781290315
283822641,1502,1645,0,0,15.805498264
283824641,1585,1665,0,0,15.833602431
283826641,1544,1625,0,0,15.86429614
283828641,1547,1699,0,0,15.896839522
283830641,1549,1677,0,0,15.934042647
283832641,1512,1803,0,0,15.975905515
283834641,1532,1764,0,0,16.027987939
283836641,1545,1748,0,0,16.094377741
283838641,1561,1705,0,0,16.167288925
283840641,1589,1747,0,0,16.253242873
283842641,1578,1773,0,0,16.342083333
283844641,1621,1753,0,0,16.439583333
283846641,1471,1801,0,0,16.5384375
283848641,1528,1644,0,0,16.6440625
283850641,1528,1732,0,0,16.754786683
283852641,1487,1665,0,0,16.921601874
283854641,1525,1845,0,0,17.088417065
283856641,1513,1694,0,0,17.27794116
283858641,1571,1765,0,0,17.467465254
283860641,1577,1676,0,0,17.690381944
283862641,1601,1755,0,0,17.916334325
283864641,1581,1666,0,0,18.211284722
283866641,1563,1520,0,0,18.520034722
283868641,1574,1646,0,0,18.903940972
283870641,1575,1701,0,0,19.312899306
283872641,1537,1837,0,0,19.80671875
283874641,1526,1653,0,0,20.34296875
283876641,1500,1769,0,0,21.028278646
283878641,1615,1550,0,0,21.820059896
283880641,1504,1716,0,0,23.161136285
283882641,1589,1716,0,0,25.051507813
283884641,1673,1717,0,0,26.181547243
283886641,1485,1681,0,0,26.247121738
283888641,1584,1582,0,0,26.290956755
283890641,1500,1525,0,0,26.291312816
283892641,1690,1743,0,0,26.298561044
283894641,1617,1689,0,0,26.326485775
283896641,1589,1688,0,0,26.349756384
283898641,1556,1852,0,0,26.349756384
283900641,1569,1757,0,0,26.349756384
283902641,1595,1761,0,0,26.349756384
283904641,1529,1667,0,0,26.349756384
283906641,1585,1662,0,0,26.321475593
283908641,1555,1850,0,0,26.293194801
283910641,1536,1619,0,0,26.290838068
283912641,1589,1659,0,0,26.290838068
283914641,1661,1845,0,0,26.304992706
283916641,1553,1797,0,0,26.321978271
283918641,1436,1680,0,0,26.326224662
283920641,1561,1816,0,0,26.326224662
283922641,1593,1680,0,0,26.326224662
283924641,1549,1693,0,0,26.326224662
283926641,1505,1679,0,0,26.326224662
283928641,1559,1617,0,0,26.326224662
283930641,1512,1627,0,0,26.326224662
283932641,1585,1696,0,0,26.326224662
283934641,1525,1794,0,0,26.326224662
283936641,1484,1632,0,0,26.326224662
283938641,1584,1727,0,0,26.321395737
283940641,1536,1554,0,0,26.306908963
283942641,1575,1730,0,0,26.29467371
283944641,1525,1802,0,0,26.289193016
283946641,1571,1759,0,0,26.28339927
283948641,1520,1754,0,0,26.276040264
283950641,1525,1757,0,0,26.269294508
283952641,1526,1641,0,0,26.269294508
283954641,1547,1692,0,0,26.269294508
283956641,1598,1654,0,0,26.269294508
283958641,1547,1773,0,0,26.269294508
283960641,1518,1717,0,0,26.272388897
283962641,1581,1569,0,0,26.275764595
283964641,1548,1606,0,0,26.277454871
283966641,1569,1697,0,0,26.278808063
283968641,1553,1777,0,0,26.279146361
283970641,1553,1707,0,0,26.279146361
283972641,1420,1716,0,0,26.278244233
283974641,1538,1652,0,0,26.276891041
283976641,1529,1765,0,0,26.276327211
283978641,1554,1769,0,0,26.276327211
283980641,1595,1789,0,0,26.274707755
283982641,1576,1785,0,0,26.271468841
283984641,1608,1683,0,0,26.268301349
283986641,1564,1695,0,0,26.265233846
283988641,1649,1666,0,0,26.263188844
283990641,1512,1666,0,0,26.263188844
283992641,1547,1777,0,0,26.263090558
283994641,1436,1725,0,0,26.262697413
283996641,1560,1659,0,0,26.260203125
283998641,1501,1677,0,0,26.247203125
284000641,1559,1649,0,0,26.233300347
284002641,1448,1692,0,0,26.209467014
284004641,1616,1615,0,0,26.185633681
284006641,1480,1794,0,0,26.184730903
284008641,1577,1675,0,0,26.183828125
284010641,1538,1803,0,0,24.955922454
284012641,1625,1773,0,0,23.616471065
284014641,1492,1741,0,0,23.034568452
284016641,1619,1725,0,0,22.604175595
284018641,1566,1794,0,0,22.124684524
284020641,1532,1692,0,0,21.628827381
284022641,1519,1648,0,0,21.077152778
284024641,1545,1560,0,0,20.497569444
284026641,1566,1796,0,0,19.887494792
284028641,1545,1618,0,0,19.255640625
284030641,1577,1791,0,0,18.600223958
284032641,1619,1818,0,0,17.921244792
284034641,1579,1722,0,0,17.514431779
284036641,1559,1626,0,0,17.488651382
284038641,1613,1760,0,0,17.455613472
284040641,1516,1795,0,0,17.408060535
284042641,1613,1692,0,0,17.370321259
284044641,1585,1774,0,0,17.362022964
284046641,1544,1844,0,0,17.347731702
284048641,1573,1692,0,0,17.303475609
284050641,1635,1754,0,0,17.262907524
284052641,1569,1756,0,0,17.262907524
284054641,1637,1671,255,0,17.262907524
284056641,1513,1687,255,0,17.307163617
284058641,1549,1563,255,0,17.35141971
284060641,1515,1569,255,0,17.355107718
284062641,1541,1541,255,0,17.355107718
284064641,1617,1572,255,0,17.355107718
284066641,1528,1509,255,0,17.355107718
284068641,1400,1326,255,0,17.517893939
284070641,1371,1361,255,0,17.734942235
284072641,1423,1466,255,0,17.942347222
284074641,1421,1371,255,0,18.144930556
284076641,1575,1280,255,0,18.299605963
284078641,1519,1371,255,0,18.420061422
284080641,1475,1066,255,0,18.480289152
284082641,1303,1150,255,0,18.480289152
284084641,1490,1205,255,0,18.480289152
284086641,1418,1121,255,0,18.480289152
284088641,1371,1255,255,0,18.480289152
284090641,1476,1117,255,0,18.480289152
284092641,1492,1026,255,0,18.442591954
284094641,1421,1029,255,0,18.291803161
284096641,1388,1054,255,0,18.127255208
284098641,1487,1078,255,0,17.893911458
284100641,1337,1014,255,0,17.655820313
284102641,1434,1132,255,0,17.365507813
284104641,1517,1035,255,0,17.075195312
284106641,1465,1000,255,0,16.844309896
284108641,1386,958,255,0,16.613424479
284110641,1487,817,255,0,16.472960317
284112641,1371,1012,255,0,16.34071627
284114641,1413,995,255,0,16.22078869
284116641,1483,1060,255,0,16.103324405
284118641,1523,1085,255,0,16.073958333
284120641,1243,937,255,0,16.073958333
284122641,1453,948,255,0,16.073958333
284124641,1409,1028,255,0,16.073958333
284126641,1454,973,255,0,16.073958333
284128641,1371,977,255,0,16.073958333
284130641,1386,999,255,0,16.079761905
284132641,1440,996,255,0,16.091369048
284134641,1506,1069,255,0,16.128593481
284136641,1432,989,255,0,16.201682121
284138641,1420,1026,255,0,16.250407882
284140641,1411,1002,255,0,16.250407882
284142641,1337,861,255,0,16.250407882
284144641,1433,992,255,0,16.250407882
284146641,1412,975,255,0,16.250407882
284148641,1400,863,255,0,16.250407882
284150641,1471,943,255,0,16.24764219
284152641,1344,914,255,0,16.214453895
284154641,1423,900,255,0,16.1812656
284156641,1439,1010,255,0,16.124096822
284158641,1474,929,255,0,16.066928043
284160641,1385,976,255,0,15.986113911
284162641,1406,833,255,0,15.903150202
284164641,1282,1019,255,0,15.884305848
284166641,1461,942,255,0,15.878285366
284168641,1409,924,255,0,15.875414926
284170641,1412,887,255,0,15.873594498
284172641,1256,1106,255,0,15.870134154
284174641,1353,1045,255,0,15.865853851
284176641,1322,983,255,0,15.864070391
284178641,1225,926,255,0,15.864070391
284180641,1246,989,255,0,15.864351441
284182641,1309,986,255,0,15.864913541
284184641,1316,1120,255,0,15.865702744
284186641,1128,1080,255,0,15.866809892
284188641,1209,971,255,0,15.86754799
284190641,1103,1021,255,0,15.86754799
284192641,1154,1392,255,0,15.867271203
284194641,1091,1408,255,0,15.866164056
284196641,1107,1239,255,0,15.865196478
284198641,1057,1196,255,0,15.864926748
284200641,1075,1228,255,0,15.864679497
284202641,1033,1293,255,0,15.864679497
284204641,1081,1257,0,0,15.864679497
284206641,1196,1348,0,0,15.863866293
284208641,1227,1359,0,0,15.863053089
284210641,1189,1332,0,0,15.862985322
284212641,1115,1412,0,0,15.862985322
284214641,1227,1441,0,0,15.862985322
284216641,1283,1636,0,0,15.862985322
284218641,1179,1475,0,0,15.862985322
284220641,1319,1571,0,0,15.862985322
284222641,1355,1461,0,0,15.862985322
284224641,1371,1499,0,0,15.862985322
284226641,1435,1525,0,0,15.862985322
284228641,1407,1624,0,0,15.862985322
284230641,1476,1656,0,0,15.862985322
284232641,1371,1486,0,0,15.862985322
284234641,1484,1576,0,0,15.862094085
284236641,1313,1637,0,0,15.859955118
284238641,1449,1733,0,0,15.858512866
284240641,1425,1654,0,0,15.858464048
284242641,1508,1587,0,0,15.858427435
284244641,1371,1641,0,0,15.858427435
284246641,1482,1585,0,0,15.858427435
284248641,1461,1600,0,0,15.858427435
