T_US,HALL_INF_MV,HALL_SUP_MV,PWM,SYNC_PULSE
280510641,1666,1674,0,1
280512641,1544,1757,0,1
280514641,1597,1595,0,1
280516641,1668,1715,0,1
280518641,1547,1641,0,1
280520641,1561,1784,0,1
280522641,1640,1752,0,1
280524641,1553,1688,0,1
280526641,1497,1675,0,1
280528641,1575,1610,0,1
280530641,1539,1764,0,1
280532641,1577,1777,0,1
280534641,1606,1927,0,1
280536641,1625,1772,0,1
280538641,1543,1651,0,1
280540641,1581,1743,0,1
280542641,1513,1691,0,1
280544641,1626,1670,0,1
280546641,1645,1726,0,1
280548641,1659,1552,0,1
280550641,1535,1651,0,1
280552641,1637,1603,0,1
280554641,1576,1726,0,1
280556641,1492,1623,0,1
280558641,1508,1691,0,1
280560641,1607,1666,0,1
280562641,1590,1718,0,1
280564641,1672,1790,0,1
280566641,1609,1785,0,1
280568641,1678,1656,0,1
280570641,1603,1769,0,1
280572641,1609,1689,0,1
280574641,1495,1657,0,1
280576641,1516,1666,0,1
280578641,1590,1703,0,1
280580641,1579,1602,0,1
280582641,1451,1716,0,1
280584641,1612,1741,0,1
280586641,1564,1779,0,1
280588641,1617,1641,0,1
280590641,1640,1679,0,1
280592641,1597,1789,0,1
280594641,1581,1761,0,1
280596641,1480,1679,0,1
280598641,1603,1611,0,1
280600641,1623,1718,0,1
280602641,1532,1705,0,1
280604641,1553,1590,0,1
280606641,1592,1741,0,0
280608641,1614,1760,0,0
280610641,1513,1603,0,0
280612641,1539,1651,0,0
280614641,1590,1615,0,0
280616641,1588,1681,0,0
280618641,1608,1610,0,0
280620641,1598,1697,0,0
280622641,1496,1656,0,0
280624641,1538,1675,0,0
280626641,1550,1642,0,0
280628641,1605,1741,0,0
280630641,1564,1597,0,0
280632641,1538,1857,0,0
280634641,1597,1713,0,0
280636641,1488,1717,0,0
280638641,1588,1609,0,0
280640641,1590,1582,0,0
280642641,1614,1657,0,0
280644641,1543,1536,0,0
280646641,1594,1669,0,0
280648641,1554,1715,0,0
280650641,1512,1685,0,0
280652641,1603,1474,0,0
280654641,1590,1750,0,0
280656641,1637,1717,0,0
280658641,1563,1593,0,0
280660641,1530,1512,0,0
280662641,1496,1757,0,0
280664641,1589,1718,0,0
280666641,1530,1569,0,0
280668641,1510,1699,0,0
280670641,1524,1853,0,0
280672641,1465,1774,0,0
280674641,1594,1792,0,0
280676641,1532,1631,0,0
280678641,1626,1715,0,0
280680641,1656,1712,0,0
280682641,1492,1797,0,0
280684641,1577,1690,0,0
280686641,1693,1726,0,0
280688641,1515,1641,0,0
280690641,1530,1712,0,0
280692641,1536,1625,0,0
280694641,1564,1805,0,0
280696641,1628,1645,0,0
280698641,1533,1713,0,0
280700641,1564,1716,0,0
280702641,1536,1725,0,0
280704641,1596,1577,0,0
280706641,1613,1693,0,0
280708641,1540,1490,0,0
280710641,1499,1542,0,0
280712641,1614,1802,0,0
280714641,1525,1632,0,0
280716641,1508,1725,0,0
280718641,1565,1692,0,0
280720641,1587,1719,0,0
280722641,1562,1766,0,0
280724641,1585,1693,0,0
280726641,1525,1623,0,0
280728641,1641,1538,0,0
280730641,1553,1623,0,0
280732641,1625,1539,0,0
280734641,1567,1538,0,0
280736641,1542,1629,0,0
280738641,1564,1665,0,0
280740641,1411,1637,0,0
280742641,1629,1675,0,0
280744641,1597,1659,0,0
280746641,1629,1692,0,0
280748641,1645,1822,0,0
280750641,1521,1661,0,0
280752641,1625,1725,0,0
280754641,1607,1697,0,0
280756641,1552,1699,0,0
280758641,1609,1601,0,0
280760641,1577,1739,0,0
280762641,1564,1690,0,0
280764641,1611,1751,0,0
280766641,1566,1773,0,0
280768641,1511,1651,0,0
280770641,1523,1703,0,0
280772641,1501,1643,0,0
280774641,1605,1744,0,0
280776641,1616,1684,0,0
280778641,1574,1621,0,0
280780641,1574,1723,0,0
280782641,1531,1679,0,0
280784641,1629,1765,0,0
280786641,1589,1725,0,0
280788641,1525,1677,0,0
280790641,1504,1729,0,0
280792641,1641,1713,0,0
280794641,1620,1719,0,0
280796641,1526,1734,0,0
280798641,1437,1603,0,0
280800641,1581,1723,0,0
280802641,1653,1636,0,0
280804641,1597,1678,0,0
280806641,1589,1610,0,0
280808641,1451,1827,0,0
280810641,1590,1673,0,0
280812641,1646,1780,0,0
280814641,1592,1755,0,0
280816641,1489,1637,0,0
280818641,1469,1671,0,0
280820641,1544,1678,0,0
280822641,1551,1589,0,0
280824641,1581,1617,0,0
280826641,1597,1721,0,0
280828641,1550,1717,0,0
280830641,1504,1629,0,0
280832641,1582,1544,0,0
280834641,1614,1521,0,0
280836641,1613,1666,0,0
280838641,1501,1757,0,0
280840641,1579,1542,0,0
280842641,1558,1730,0,0
280844641,1615,1896,0,0
280846641,1491,1744,0,0
280848641,1623,1733,0,0
