T_US,HALL_INF_MV,HALL_SUP_MV,PWM,SYNC_PULSE
172030555,1489,1701,0,0
172032555,1487,1702,0,0
172034555,1495,1694,0,0
172036555,1492,1707,0,0
172038555,1486,1703,0,0
172040555,1489,1706,0,0
172042555,1489,1701,0,0
172044555,1489,1705,0,0
172046555,1492,1705,0,0
172048555,1491,1704,0,0
172050555,1491,1703,0,0
172052555,1489,1705,0,0
172054555,1487,1706,0,0
172056555,1488,1705,0,0
172058555,1492,1701,0,0
172060555,1491,1706,0,0
172062555,1489,1707,0,0
172064555,1488,1703,0,0
172066555,1494,1705,0,0
172068555,1490,1707,0,0
172070555,1489,1701,0,0
172072555,1490,1706,0,0
172074555,1487,1696,0,0
172076555,1491,1703,0,0
172078555,1487,1702,0,0
172080555,1488,1703,0,0
172082555,1491,1696,0,0
172084555,1487,1702,0,0
172086555,1491,1713,0,0
172088555,1489,1703,0,0
172090555,1496,1707,0,0
172092555,1494,1707,0,0
172094555,1487,1707,0,0
172096555,1489,1701,0,0
172098555,1489,1706,0,0
172100555,1492,1698,0,0
172102555,1491,1704,0,0
172104555,1495,1703,0,0
172106555,1491,1704,0,0
172108555,1492,1707,0,0
172110555,1492,1702,0,0
172112555,1492,1703,0,0
172114555,1487,1706,0,0
172116555,1492,1709,0,0
172118555,1491,1705,0,0
172120555,1487,1705,0,0
172122555,1492,1712,0,0
172124555,1488,1700,0,0
172126555,1494,1702,0,0
172128555,1497,1704,0,0
172130555,1496,1706,0,0
172132555,1486,1705,0,0
172134555,1489,1706,0,0
172136555,1489,1706,0,0
172138555,1492,1713,0,0
172140555,1491,1705,0,0
172142555,1492,1707,0,0
172144555,1491,1704,0,0
172146555,1491,1703,0,0
172148555,1492,1705,0,0
172150555,1492,1706,0,0
172152555,1491,1698,0,0
172154555,1487,1705,0,0
172156555,1494,1710,0,0
172158555,1492,1704,0,0
172160555,1494,1704,0,0
172162555,1494,1701,0,0
172164555,1497,1699,0,0
172166555,1493,1706,0,0
172168555,1495,1704,0,0
172170555,1490,1705,0,0
172172555,1496,1704,0,0
172174555,1492,1707,0,0
172176555,1497,1706,0,0
172178555,1494,1704,0,0
172180555,1497,1697,0,0
172182555,1494,1700,0,0
172184555,1492,1705,0,0
172186555,1492,1704,0,0
172188555,1491,1709,0,0
172190555,1489,1709,0,0
172192555,1492,1699,0,0
172194555,1491,1708,0,0
172196555,1489,1699,0,0
172198555,1495,1702,0,0
172200555,1491,1705,0,0
172202555,1494,1701,0,0
172204555,1492,1703,0,0
172206555,1489,1704,0,0
172208555,1492,1704,0,0
172210555,1496,1704,0,0
172212555,1496,1702,0,0
172214555,1496,1704,0,0
172216555,1492,1707,0,0
172218555,1494,1701,0,0
172220555,1488,1701,0,0
172222555,1494,1699,0,0
172224555,1492,1706,0,0
172226555,1489,1704,0,0
172228555,1489,1704,0,0
172230555,1492,1701,0,0
172232555,1492,1699,0,0
172234555,1494,1701,0,0
172236555,1487,1704,0,0
172238555,1494,1706,0,0
172240555,1489,1704,0,0
172242555,1489,1700,0,0
172244555,1494,1707,0,0
172246555,1489,1701,0,0
172248555,1492,1696,0,0
172250555,1496,1699,0,0
172252555,1497,1704,0,0
172254555,1491,1705,0,0
172256555,1490,1709,0,0
172258555,1492,1702,0,0
172260555,1488,1710,0,0
172262555,1494,1701,0,0
172264555,1492,1708,0,0
172266555,1495,1704,0,0
172268555,1490,1699,0,0
172270555,1492,1702,0,0
172272555,1492,1701,0,0
172274555,1491,1704,0,0
172276555,1495,1708,0,0
172278555,1500,1703,0,0
172280555,1492,1706,0,0
172282555,1488,1705,0,0
172284555,1491,1702,0,0
172286555,1492,1701,0,0
172288555,1497,1704,0,0
172290555,1492,1701,0,0
172292555,1492,1701,0,0
172294555,1492,1700,0,0
172296555,1498,1702,0,0
172298555,1499,1708,0,0
172300555,1490,1709,0,0
172302555,1496,1704,0,0
172304555,1489,1707,0,0
172306555,1489,1700,0,0
172308555,1493,1701,0,0
172310555,1489,1707,0,0
172312555,1494,1706,0,0
172314555,1492,1701,0,0
172316555,1494,1702,0,0
172318555,1496,1699,0,0
172320555,1497,1701,0,0
172322555,1496,1705,0,0
172324555,1500,1705,0,0
172326555,1498,1703,0,0
172328555,1492,1702,0,0
172330555,1495,1705,0,0
172332555,1489,1707,0,0
172334555,1496,1701,0,0
172336555,1492,1697,0,0
172338555,1490,1700,0,0
172340555,1495,1705,0,0
172342555,1495,1706,0,0
172344555,1496,1692,0,0
172346555,1500,1705,0,0
172348555,1497,1701,0,0
172350555,1498,1705,0,0
172352555,1496,1713,0,0
172354555,1496,1703,0,0
172356555,1496,1707,0,0
172358555,1497,1704,0,0
172360555,1497,1705,0,0
172362555,1488,1705,0,0
172364555,1496,1702,0,0
172366555,1497,1707,0,0
172368555,1496,1710,0,0
172370555,1495,1701,0,0
172372555,1488,1710,0,0
172374555,1495,1704,0,0
172376555,1491,1701,0,0
172378555,1496,1710,0,0
172380555,1492,1701,0,0
172382555,1489,1702,0,0
172384555,1497,1709,0,0
172386555,1495,1709,0,0
172388555,1497,1710,0,0
172390555,1491,1704,0,0
172392555,1500,1701,0,0
172394555,1494,1702,0,0
172396555,1497,1705,0,0
172398555,1492,1701,0,0
172400555,1495,1701,0,0
172402555,1495,1705,0,0
172404555,1491,1710,0,0
172406555,1495,1708,0,0
172408555,1491,1702,0,0
172410555,1496,1705,0,0
172412555,1492,1709,0,0
172414555,1487,1694,0,0
172416555,1492,1705,0,0
172418555,1499,1697,0,0
172420555,1492,1704,0,0
172422555,1495,1703,0,0
172424555,1497,1709,0,0
172426555,1491,1705,0,0
172428555,1495,1705,0,0
172430555,1498,1700,0,0
172432555,1497,1700,0,0
172434555,1500,1709,0,0
172436555,1500,1702,0,0
172438555,1495,1697,0,0
172440555,1494,1705,0,0
172442555,1488,1705,0,0
172444555,1496,1710,0,0
172446555,1492,1696,0,0
172448555,1492,1705,0,0
172450555,1498,1703,0,0
172452555,1491,1707,0,0
172454555,1488,1701,0,0
172456555,1491,1708,0,0
172458555,1497,1709,0,0
172460555,1492,1702,0,0
172462555,1489,1704,0,0
172464555,1499,1706,0,0
172466555,1496,1705,0,0
172468555,1499,1701,0,0
172470555,1495,1707,0,0
172472555,1498,1702,0,0
172474555,1495,1702,0,0
172476555,1491,1704,0,0
172478555,1492,1705,0,0
172480555,1496,1700,0,0
172482555,1494,1709,0,0
172484555,1497,1702,0,0
172486555,1491,1703,0,0
172488555,1496,1702,0,0
172490555,1495,1709,0,0
172492555,1496,1700,0,0
172494555,1497,1700,0,0
172496555,1501,1707,0,0
172498555,1497,1703,0,0
172500555,1497,1702,0,0
172502555,1492,1697,0,0
172504555,1497,1714,0,0
172506555,1492,1701,0,0
172508555,1496,1701,0,0
172510555,1492,1705,0,0
172512555,1495,1697,0,0
172514555,1497,1703,0,0
172516555,1492,1706,0,0
172518555,1499,1705,0,0
172520555,1495,1701,0,0
172522555,1496,1705,0,0
172524555,1496,1703,0,0
172526555,1489,1701,0,0
172528555,1496,1717,0,0
172530555,1488,1705,0,0
172532555,1491,1704,0,0
172534555,1496,1701,0,0
172536555,1495,1697,0,0
172538555,1499,1703,0,0
172540555,1496,1707,0,0
172542555,1488,1707,0,0
172544555,1498,1704,0,0
172546555,1499,1705,0,0
172548555,1492,1709,0,0
172550555,1497,1705,0,0
172552555,1496,1701,0,0
172554555,1493,1709,0,0
172556555,1492,1706,0,0
172558555,1494,1707,0,0
172560555,1492,1705,0,0
172562555,1496,1705,0,0
172564555,1499,1705,0,0
172566555,1492,1706,0,0
172568555,1495,1707,0,0
172570555,1496,1705,0,0
172572555,1496,1702,0,0
172574555,1489,1714,0,0
172576555,1495,1702,0,0
172578555,1496,1701,0,0
172580555,1492,1702,0,0
172582555,1492,1703,0,0
172584555,1494,1701,0,0
172586555,1497,1704,0,0
172588555,1496,1705,0,0
172590555,1497,1699,0,0
172592555,1492,1704,0,0
172594555,1491,1703,0,0
172596555,1492,1707,0,0
172598555,1491,1705,0,0
172600555,1491,1703,0,0
172602555,1495,1704,0,0
172604555,1492,1705,0,0
172606555,1492,1700,0,0
172608555,1492,1709,0,0
172610555,1500,1712,0,0
172612555,1495,1702,0,0
172614555,1495,1704,0,0
172616555,1489,1699,0,0
172618555,1495,1703,0,0
172620555,1492,1702,0,0
172622555,1493,1706,0,0
172624555,1493,1700,0,0
172626555,1490,1704,0,0
172628555,1494,1706,0,0
172630555,1494,1704,0,0
172632555,1493,1697,0,0
172634555,1497,1705,0,0
172636555,1492,1704,0,0
172638555,1492,1697,0,0
172640555,1500,1707,0,0
172642555,1497,1704,0,0
172644555,1496,1704,0,0
172646555,1492,1700,0,0
172648555,1497,1705,0,0
172650555,1492,1707,0,0
172652555,1496,1706,0,0
172654555,1494,1709,0,0
172656555,1497,1713,0,0
172658555,1499,1707,0,0
172660555,1492,1701,0,0
172662555,1499,1702,0,0
172664555,1495,1705,0,0
172666555,1488,1705,0,0
172668555,1495,1707,0,0
172670555,1498,1705,0,0
172672555,1492,1702,0,0
172674555,1497,1706,0,0
172676555,1494,1705,0,0
172678555,1497,1705,0,0
172680555,1498,1710,0,0
172682555,1499,1699,0,0
172684555,1496,1707,0,0
172686555,1496,1705,0,0
172688555,1492,1709,0,0
172690555,1495,1701,0,0
172692555,1496,1704,0,0
172694555,1496,1706,0,0
172696555,1492,1702,0,0
172698555,1496,1701,0,0
172700555,1496,1709,0,0
172702555,1491,1698,0,0
172704555,1500,1703,0,0
172706555,1489,1713,0,0
172708555,1492,1707,0,0
172710555,1491,1700,0,0
172712555,1498,1705,0,0
172714555,1488,1716,0,0
172716555,1495,1704,0,0
172718555,1491,1701,0,0
172720555,1502,1704,0,0
172722555,1489,1706,0,0
172724555,1492,1710,0,0
172726555,1496,1701,0,0
172728555,1491,1704,0,0
172730555,1497,1705,0,0
172732555,1500,1701,0,0
172734555,1492,1699,0,0
172736555,1495,1709,0,0
172738555,1493,1705,0,0
172740555,1499,1697,0,0
172742555,1499,1705,0,0
172744555,1492,1702,0,0
172746555,1496,1701,0,0
172748555,1491,1705,0,0
172750555,1487,1705,0,0
172752555,1495,1701,0,0
172754555,1497,1704,0,0
172756555,1492,1697,0,0
172758555,1495,1703,0,0
172760555,1492,1703,0,0
172762555,1492,1705,0,0
172764555,1495,1705,0,0
172766555,1496,1699,0,0
172768555,1489,1704,0,0
172770555,1492,1705,0,0
172772555,1498,1705,0,0
172774555,1498,1712,0,0
172776555,1496,1707,0,0
172778555,1495,1709,0,0
172780555,1497,1700,0,0
172782555,1496,1705,0,0
172784555,1496,1704,0,0
172786555,1494,1699,0,0
172788555,1495,1709,0,0
172790555,1495,1706,0,0
172792555,1499,1701,0,0
172794555,1492,1705,0,0
172796555,1492,1704,0,0
172798555,1495,1701,0,0
172800555,1497,1702,0,0
172802555,1499,1706,0,0
172804555,1492,1703,0,0
172806555,1492,1703,0,0
172808555,1496,1705,0,0
172810555,1491,1703,0,0
172812555,1492,1702,0,0
172814555,1490,1702,0,0
172816555,1492,1706,0,0
172818555,1500,1701,0,0
172820555,1498,1702,0,0
172822555,1494,1709,0,0
172824555,1498,1695,0,0
172826555,1500,1713,0,0
172828555,1495,1699,0,0
172830555,1497,1697,0,0
172832555,1492,1710,0,0
172834555,1496,1702,0,0
172836555,1495,1705,0,0
172838555,1496,1705,0,0
172840555,1490,1705,0,0
172842555,1493,1702,0,0
172844555,1496,1701,0,0
172846555,1494,1707,0,0
