T_US,HALL_INF_MV,HALL_SUP_MV,PWM,SYNC_PULSE
349648555,1500,1673,0,0
349650555,1500,1672,0,0
349652555,1504,1683,0,0
349654555,1502,1677,0,0
349656555,1504,1686,0,0
349658555,1504,1691,0,0
349660555,1508,1694,0,0
349662555,1504,1693,0,0
349664555,1510,1702,0,0
349666555,1510,1696,0,0
349668555,1507,1699,0,0
349670555,1510,1707,0,0
349672555,1512,1710,0,0
349674555,1512,1698,0,0
349676555,1504,1702,0,0
349678555,1511,1701,0,0
349680555,1512,1696,0,0
349682555,1511,1704,0,0
349684555,1511,1702,0,0
349686555,1510,1699,0,0
349688555,1508,1702,0,0
349690555,1508,1705,0,0
349692555,1511,1701,0,0
349694555,1511,1701,0,0
349696555,1512,1702,0,0
349698555,1512,1704,0,0
349700555,1504,1705,0,0
349702555,1512,1697,0,0
349704555,1508,1701,0,0
349706555,1513,1716,0,0
349708555,1510,1705,0,0
349710555,1511,1694,0,0
349712555,1512,1709,0,0
349714555,1512,1712,0,0
349716555,1512,1702,0,0
349718555,1511,1705,0,0
349720555,1512,1709,0,0
349722555,1512,1717,0,0
349724555,1510,1697,0,0
349726555,1510,1703,0,0
349728555,1512,1702,0,0
349730555,1512,1704,0,0
349732555,1513,1697,0,0
349734555,1511,1694,0,0
349736555,1514,1708,0,0
349738555,1512,1705,0,0
349740555,1512,1708,0,0
349742555,1512,1703,0,0
349744555,1512,1708,0,0
349746555,1513,1703,0,0
349748555,1515,1701,0,0
349750555,1512,1704,0,0
349752555,1512,1706,0,0
349754555,1508,1710,0,0
349756555,1512,1702,0,0
349758555,1512,1710,0,0
349760555,1512,1701,0,0
349762555,1512,1709,0,0
349764555,1512,1709,0,0
349766555,1512,1702,0,0
349768555,1512,1697,0,0
349770555,1511,1697,0,0
349772555,1509,1694,0,0
349774555,1512,1702,0,0
349776555,1508,1699,0,0
349778555,1512,1701,0,0
349780555,1511,1703,0,0
349782555,1510,1706,0,0
349784555,1508,1705,0,0
349786555,1513,1702,0,0
349788555,1507,1704,0,0
349790555,1512,1706,0,0
349792555,1511,1703,0,0
349794555,1512,1709,0,0
349796555,1512,1708,0,0
349798555,1512,1703,0,0
349800555,1508,1700,0,0
349802555,1512,1704,0,0
349804555,1512,1697,0,0
349806555,1512,1709,0,0
349808555,1512,1712,0,0
349810555,1510,1706,0,0
349812555,1510,1703,0,0
349814555,1508,1709,0,0
349816555,1512,1709,0,0
349818555,1512,1705,0,0
349820555,1513,1705,0,0
349822555,1512,1700,0,0
349824555,1508,1697,0,0
349826555,1508,1705,0,0
349828555,1512,1709,0,0
349830555,1512,1697,0,0
349832555,1510,1702,0,0
349834555,1512,1701,0,0
349836555,1511,1705,0,0
349838555,1505,1705,0,0
349840555,1510,1705,0,0
349842555,1512,1696,0,0
349844555,1512,1717,0,0
349846555,1508,1705,0,0
349848555,1512,1707,0,0
349850555,1513,1702,0,0
349852555,1511,1706,0,0
349854555,1510,1705,0,0
349856555,1508,1704,0,0
349858555,1508,1701,0,0
349860555,1512,1713,0,0
349862555,1512,1709,0,0
349864555,1512,1705,0,0
349866555,1508,1702,0,0
349868555,1512,1704,0,0
349870555,1512,1709,0,0
349872555,1512,1705,0,0
349874555,1512,1703,0,0
349876555,1507,1708,0,0
349878555,1511,1705,0,0
349880555,1512,1702,0,0
349882555,1512,1705,0,0
349884555,1512,1710,0,0
349886555,1511,1707,0,0
349888555,1508,1715,0,0
349890555,1510,1709,0,0
349892555,1512,1705,0,0
349894555,1512,1704,0,0
349896555,1512,1707,0,0
349898555,1512,1700,0,0
349900555,1512,1713,0,0
349902555,1512,1713,0,0
349904555,1513,1698,0,0
349906555,1508,1704,0,0
349908555,1516,1701,0,0
349910555,1506,1705,0,0
349912555,1514,1708,0,0
349914555,1508,1702,0,0
349916555,1510,1699,0,0
349918555,1512,1697,0,0
349920555,1512,1709,0,0
349922555,1508,1706,0,0
349924555,1512,1707,0,0
349926555,1512,1696,0,0
349928555,1504,1709,0,0
349930555,1512,1713,0,0
349932555,1511,1704,0,0
349934555,1508,1709,0,0
349936555,1509,1708,0,0
349938555,1512,1699,0,0
349940555,1511,1702,0,0
349942555,1512,1697,0,0
349944555,1512,1704,0,0
349946555,1511,1702,0,0
349948555,1512,1707,0,0
349950555,1512,1697,0,0
349952555,1511,1701,0,0
349954555,1512,1710,0,0
349956555,1512,1705,0,0
349958555,1512,1710,0,0
349960555,1512,1704,0,0
349962555,1512,1705,0,0
349964555,1512,1707,0,0
349966555,1512,1707,0,0
349968555,1512,1709,0,0
349970555,1509,1707,0,0
349972555,1512,1701,0,0
349974555,1512,1713,0,0
349976555,1509,1705,0,0
349978555,1507,1705,0,0
349980555,1508,1705,0,0
349982555,1512,1703,0,0
349984555,1512,1705,0,0
349986555,1511,1707,0,0
349988555,1511,1713,0,0
349990555,1512,1704,0,0
349992555,1512,1703,0,0
349994555,1512,1709,0,0
349996555,1512,1699,0,0
349998555,1511,1712,0,0
350000555,1511,1706,0,0
350002555,1512,1705,0,0
350004555,1513,1710,0,0
350006555,1512,1703,0,0
350008555,1513,1703,0,0
350010555,1512,1705,0,0
350012555,1512,1713,0,0
350014555,1512,1700,0,0
350016555,1513,1704,0,0
350018555,1510,1709,0,0
350020555,1508,1703,0,0
350022555,1513,1712,0,0
350024555,1512,1702,0,0
350026555,1512,1700,0,0
350028555,1512,1705,0,0
350030555,1512,1708,0,0
350032555,1512,1701,0,0
350034555,1510,1699,0,0
350036555,1515,1705,0,0
350038555,1512,1714,0,0
350040555,1513,1701,0,0
350042555,1512,1705,0,0
350044555,1508,1705,0,0
350046555,1510,1705,0,0
350048555,1512,1703,0,0
350050555,1511,1709,0,0
350052555,1512,1707,0,0
350054555,1514,1710,0,0
350056555,1514,1709,0,0
350058555,1512,1704,0,0
350060555,1512,1704,0,0
350062555,1510,1705,0,0
350064555,1511,1697,0,0
350066555,1512,1709,0,0
350068555,1516,1705,0,0
350070555,1514,1704,0,0
350072555,1512,1702,0,0
350074555,1512,1704,0,0
350076555,1512,1705,0,0
350078555,1512,1709,0,0
350080555,1512,1706,0,0
350082555,1512,1701,0,0
350084555,1512,1703,0,0
350086555,1512,1701,0,0
350088555,1512,1705,0,0
350090555,1512,1699,0,0
350092555,1512,1707,0,0
350094555,1512,1709,0,0
350096555,1513,1710,0,0
350098555,1512,1705,0,0
350100555,1512,1707,0,0
350102555,1513,1704,0,0
350104555,1515,1705,0,0
350106555,1508,1704,0,0
350108555,1512,1709,0,0
350110555,1512,1709,0,0
350112555,1512,1705,0,0
350114555,1512,1707,0,0
350116555,1512,1701,0,0
350118555,1514,1707,0,0
350120555,1511,1705,0,0
350122555,1514,1709,0,0
350124555,1512,1703,0,0
350126555,1510,1709,0,0
350128555,1512,1702,0,0
350130555,1512,1708,0,0
350132555,1512,1707,0,0
350134555,1515,1709,0,0
350136555,1512,1705,0,0
350138555,1513,1704,0,0
350140555,1512,1707,0,0
350142555,1512,1705,0,0
350144555,1512,1710,0,0
350146555,1512,1705,0,0
350148555,1515,1713,0,0
350150555,1520,1708,0,0
350152555,1514,1710,0,0
350154555,1512,1703,0,0
350156555,1512,1697,0,0
350158555,1512,1707,0,0
350160555,1512,1704,0,0
350162555,1512,1709,0,0
350164555,1514,1709,0,0
350166555,1512,1706,0,0
350168555,1510,1699,0,0
350170555,1515,1704,0,0
350172555,1512,1697,0,0
350174555,1512,1696,0,0
350176555,1509,1703,0,0
350178555,1509,1703,0,0
350180555,1512,1705,0,0
350182555,1507,1702,0,0
350184555,1512,1708,0,0
350186555,1515,1701,0,0
350188555,1508,1705,0,0
350190555,1508,1705,0,0
350192555,1512,1705,0,0
350194555,1514,1701,0,0
350196555,1512,1710,0,0
350198555,1513,1707,0,0
350200555,1513,1703,0,0
350202555,1513,1710,0,0
350204555,1512,1704,0,0
350206555,1512,1709,0,0
350208555,1515,1707,0,0
350210555,1508,1703,0,0
350212555,1512,1702,0,0
350214555,1505,1697,0,0
