frame,rank,x_center_px,y_center_px,bbox_x_px,bbox_y_px,bbox_w_px,bbox_h_px,area_px,fill_ratio,circularity,mean_gray,confidence,method,top_valid,top_reason,y_top_blob_px,y_top_subpx,x_top_blob_px,top_columns_used
23,0,257.5839581561928,263.4362165365489,146.0,178.0,162.0,158.0,12937.0,0.5054305360212533,0.2653137435653581,41.38590679816306,0.5985368550929986,dark_blob,True,OK,179.0,178.09116541353382,244.5,144
24,0,257.6997830130192,263.62388923331264,146.0,178.0,162.0,158.0,12904.0,0.5041412720737615,0.26407772813240904,41.33230188679246,0.5977190541239925,dark_blob,True,OK,179.0,178.0909730033746,244.5,147
25,0,257.6097516976561,263.3194814900717,146.0,178.0,162.0,158.0,12934.5,0.5053328645100797,0.2643065938664401,41.34063700022588,0.5984425455513311,dark_blob,True,OK,178.52,178.08240157480316,244.5,143
26,0,257.6239283181847,263.38496744665764,146.0,178.0,162.0,158.0,12927.5,0.5050593842787936,0.2646265277307507,41.315099457504516,0.5983654896506476,dark_blob,True,OK,179.0,178.4896586727573,244.5,145
27,0,257.47398747282995,263.48984578976473,146.0,178.0,162.0,158.0,12958.5,0.5062705110173464,0.2612446450498676,41.37877649180821,0.5985635916563505,dark_blob,True,OK,179.0,178.0547533606744,244.5,145
28,0,257.440872648782,263.49238102579915,146.0,178.0,162.0,158.0,12972.0,0.5067979371776841,0.26268491487038736,41.4380537618261,0.5989402743777501,dark_blob,True,OK,179.0,178.50347700236506,244.5,146
29,0,257.46335724755073,263.4697986577181,146.0,178.0,162.0,158.0,12963.0,0.506446319737459,0.26305564765782996,41.465249079570214,0.598723774275326,dark_blob,True,OK,178.7,178.50347700236506,244.5,146
30,0,257.5039531027035,263.39047655777955,146.0,178.0,162.0,158.0,12964.5,0.5065049226441631,0.2651516171589584,41.47798647633359,0.5989864074658877,dark_blob,True,OK,178.7,178.07378746496724,244.5,146
31,0,257.47712267180475,263.4421708413616,146.0,178.0,162.0,158.0,12975.0,0.5069151429910923,0.26712585156227836,41.44935805991441,0.5995219901605768,dark_blob,True,OK,179.0,178.07408216783216,244.5,146
32,0,257.4935427439479,263.37396773944585,146.0,178.0,162.0,157.0,12957.0,0.5094361877801368,0.2623811630532085,41.512440802826426,0.5991221224721723,dark_blob,True,OK,179.0,178.51344537815126,244.5,146
33,0,257.50344863084206,263.37963248919084,146.0,178.0,162.0,157.0,12952.0,0.5092396005347173,0.2639427065881223,41.41976237028125,0.5993663417373871,dark_blob,True,OK,179.0,178.5074297784036,244.5,146
34,0,257.45835743575896,263.394097155271,146.0,178.0,162.0,157.0,12965.5,0.50977038609735,0.26461245488684915,41.431522800691155,0.5997403933802081,dark_blob,True,OK,179.0,178.5074297784036,244.5,146
35,0,257.45838959836414,263.40805329423716,146.0,178.0,162.0,157.0,12959.5,0.5095344814028466,0.26314687482080346,41.47332030662859,0.5993458278246533,dark_blob,True,OK,179.0,178.5074297784036,244.5,147
36,0,257.4008398181678,263.37662120861904,146.0,178.0,162.0,157.0,12979.0,0.5103011716599827,0.26315078394919056,41.44101755965781,0.5998629228486192,dark_blob,True,OK,179.0,178.5074297784036,244.5,147
37,0,257.42947828321763,263.36924955024415,145.0,178.0,163.0,157.0,12970.0,0.5068188034856004,0.2603163292748289,41.45483895187326,0.5985996383951104,dark_blob,True,OK,179.0,178.5074297784036,244.5,147
38,0,257.5267572295976,263.2618992487393,146.0,178.0,162.0,157.0,12956.0,0.509396870331053,0.2643508480425966,41.43726978876945,0.5994760427182564,dark_blob,True,OK,179.0,178.48680408738548,244.5,146
39,0,257.4251328660556,263.0652134843,146.0,178.0,162.0,157.0,12983.0,0.5104584414563184,0.26222187608692943,41.411716171617165,0.5998999444237219,dark_blob,True,OK,179.0,178.48680408738548,244.5,144
40,0,257.45828999910117,263.0528099842071,146.0,178.0,162.0,157.0,12980.5,0.5103601478336085,0.26524656804529206,41.44128461018984,0.6001489976264032,dark_blob,True,OK,179.0,178.4531007751938,244.5,146
41,0,257.34880888273455,263.06040208221145,146.0,178.0,162.0,157.0,12999.0,0.5110875206416607,0.2633266858796904,41.300067430883345,0.6006160646517205,dark_blob,True,OK,179.0,178.42445652173913,244.5,148
42,0,257.4813728894204,263.26274706479944,146.0,178.0,162.0,157.0,12960.5,0.5095737988519304,0.2645104113403565,41.34818878701338,0.5997674614102777,dark_blob,True,OK,179.0,178.42445652173913,244.5,149
43,0,257.47709771555657,263.28444341599493,146.0,178.0,162.0,157.0,12964.5,0.5097310686482661,0.2651516180460969,41.386401202103684,0.5998663083526701,dark_blob,True,OK,179.0,178.42630778588807,244.5,147
44,0,257.57256402329057,263.2191477302004,146.0,178.0,162.0,157.0,12938.0,0.5086891562475426,0.26613027690021374,41.38741248212,0.5993620797591481,dark_blob,True,OK,179.0,178.4253787878788,244.5,146
45,0,257.5048728432204,263.2130936768752,146.0,178.0,162.0,157.0,12963.0,0.5096720924746403,0.2647251252934273,41.32564430084905,0.5998939670062029,dark_blob,True,OK,179.0,177.96466561348078,244.5,147
46,0,257.42476762697066,263.2414753761618,146.0,178.0,162.0,157.0,12982.0,0.5104191240072344,0.26321161010664695,41.42891439717908,0.5999630782291601,dark_blob,True,OK,179.0,178.00996475877992,244.5,147
47,0,257.4716234108467,263.2228221048166,146.0,178.0,162.0,157.0,12965.5,0.50977038609735,0.26494005518707286,41.36343149038462,0.5999073766230598,dark_blob,True,OK,178.82,178.00396181300943,244.5,148
48,0,257.6235589941973,263.37996131528047,145.0,178.0,163.0,157.0,12925.0,0.5050603727873081,0.2615996377167909,41.366656621967756,0.5978689177941667,dark_blob,True,OK,178.0,177.9075428969602,243.5,145
49,0,257.58364259574245,263.4436369259316,145.0,178.0,163.0,157.0,12934.0,0.5054120589269665,0.26178179615108377,41.37514115787096,0.5980848801979737,dark_blob,True,OK,178.0,177.92051045510453,243.5,145
50,0,257.5576066527638,263.48304626554415,146.0,178.0,162.0,157.0,12947.0,0.5090430132892978,0.2639363528222111,41.37600601729974,0.5993306844273207,dark_blob,True,OK,178.0,177.9267365087444,243.5,145
51,0,257.4411167643129,263.533251104944,146.0,178.0,162.0,157.0,12972.0,0.5100259495163953,0.2585050920806577,41.293724665966074,0.5994179007720712,dark_blob,True,OK,179.0,178.01535682023484,244.5,146
52,0,256.13125391456845,264.49729425028187,146.0,178.0,162.0,157.0,13305.0,0.5231186600613352,0.3133176228314671,41.95942475603493,0.6125352889251052,dark_blob,True,OK,179.0,178.49510831586304,244.5,147
53,0,256.10289533966727,264.5034486211774,146.0,178.0,162.0,157.0,13314.5,0.5234921758276323,0.3130390847261716,41.941124715888265,0.6127583591657395,dark_blob,True,OK,179.0,178.50721153846155,244.5,147
54,0,257.1115280064321,263.308472759294,146.0,178.0,162.0,157.0,13059.5,0.513466226311237,0.2569564839162841,41.480575646857055,0.6009281375531275,dark_blob,True,OK,179.0,177.96440936514466,244.5,147
55,0,257.19086145194274,263.2640465235174,145.0,178.0,163.0,157.0,13040.0,0.5095541401273885,0.25619708540431874,41.4316009557945,0.5997823262350443,dark_blob,True,OK,179.0,178.00306389941727,244.5,147
56,0,257.16796924884426,263.21790156565265,146.0,178.0,162.0,157.0,13051.0,0.5131320279940238,0.2595376003225271,41.524587717334526,0.600956554255736,dark_blob,True,OK,179.0,177.9525267454955,244.5,147
57,0,257.23589901005295,263.08075614560147,146.0,178.0,162.0,157.0,13031.0,0.5123456790123457,0.26131394450398954,41.469023241910165,0.6008061468689434,dark_blob,True,OK,179.0,177.93396995161703,244.5,146
58,0,257.31904999807847,263.0732869605319,146.0,178.0,162.0,157.0,13010.5,0.5115396713061257,0.26074298539419705,41.51347305389221,0.6001748424963131,dark_blob,True,OK,179.0,178.42483817655972,244.5,146
59,0,257.47987807230777,263.2863371532199,146.0,178.0,162.0,157.0,12958.5,0.5094951639537627,0.2615660945373164,41.45171714135417,0.599173252521525,dark_blob,True,OK,179.0,178.4275520077407,244.5,145
60,0,256.1698758931929,264.2887802431992,146.0,178.0,162.0,157.0,13295.0,0.5227254855704961,0.3049658358621139,42.02451736034647,0.6111771498157044,dark_blob,True,OK,179.0,178.42406117247236,244.5,147
61,0,256.20474308300396,264.3147625321538,146.0,178.0,162.0,157.0,13282.5,0.5222340174569474,0.30447944252704606,41.9720793534166,0.6109247588284965,dark_blob,True,OK,179.0,178.4193882752761,244.5,147
62,0,256.1714364509295,264.3206974790969,146.0,178.0,162.0,157.0,13295.5,0.5227451442950382,0.3071194420081391,41.96512993686683,0.6115586277742515,dark_blob,True,OK,179.0,178.41931195617144,244.5,147
63,0,257.63318248043424,262.8405343029178,146.0,178.0,162.0,157.0,12926.5,0.5082370055830777,0.2566832993388506,41.33260525721172,0.5980622485524938,dark_blob,True,OK,179.0,178.41919951239333,244.5,142
64,0,257.352259321947,263.1738600810381,146.0,178.0,162.0,157.0,12998.0,0.5110482031925768,0.26142542545000935,41.45935416198397,0.6000658631753455,dark_blob,True,OK,179.0,178.4152967851648,244.5,147
65,0,257.45781770050246,262.9659071925158,146.0,178.0,162.0,157.0,12969.5,0.5099276558936856,0.26502179187957947,41.45043556623611,0.5998476027999369,dark_blob,True,OK,179.0,178.4122961304765,244.5,147
66,0,257.728596321394,262.68863504356244,146.0,178.0,162.0,157.0,12912.5,0.5076865612959032,0.26009114437341335,41.268758012216274,0.5982634770850157,dark_blob,True,OK,179.0,178.4195087544602,244.5,142
67,0,257.64273378698834,262.70562686874933,146.0,178.0,162.0,157.0,12932.0,0.5084532515530392,0.26196943601074374,41.26400602409639,0.5989538403372092,dark_blob,True,OK,179.0,178.39775910364148,244.5,143
68,0,257.3630789753851,263.21783968907533,146.0,178.0,162.0,157.0,12993.5,0.5108712746716993,0.26495212637084103,41.38275862068965,0.6005274397077747,dark_blob,True,OK,179.0,178.402953760079,244.5,148
69,0,257.63111901631737,262.93293893228156,146.0,178.0,162.0,157.0,12931.0,0.5084139341039553,0.26007787163212975,41.24728915662651,0.5987348091342821,dark_blob,True,OK,178.58,178.4056207388616,244.5,144
70,0,257.32328791727605,263.22985143560925,146.0,178.0,162.0,157.0,12991.0,0.5107729810489895,0.26339408634775213,41.358899385215175,0.6003267419615199,dark_blob,True,OK,179.0,178.40269189469396,244.5,149
71,0,257.4363346449605,263.19138183782115,146.0,178.0,162.0,157.0,12961.0,0.5095934575764725,0.26524422150683147,41.331329375516646,0.5998988238288108,dark_blob,True,OK,179.0,178.40269189469396,244.5,149
72,0,257.66722215763025,263.3597256133008,145.0,178.0,163.0,157.0,12901.5,0.504142081200422,0.26474980980552304,41.25339673913043,0.5979109363286907,dark_blob,True,OK,179.0,178.40556411950377,244.5,146
73,0,257.6661370330181,263.3093060507415,145.0,178.0,163.0,157.0,12902.0,0.5041616193192919,0.26191239265694877,41.225962264150944,0.5976335532390322,dark_blob,True,OK,179.0,178.40556411950377,244.5,146
74,0,257.54450673368126,263.4390875700754,145.0,178.0,163.0,157.0,12932.5,0.5053534445703568,0.26049399609751545,41.2764099088924,0.5980804633006287,dark_blob,True,OK,179.0,178.40556411950377,244.5,148
75,0,256.13284688005416,264.38491242587224,146.0,178.0,162.0,157.0,13293.5,0.5226665093968703,0.31043117955747995,41.889043912468786,0.6120519223679197,dark_blob,True,OK,179.0,178.40556411950377,244.5,148
76,0,257.4184230467897,263.2592250093117,145.0,178.0,163.0,157.0,12976.5,0.5070727990309093,0.25974313270443766,41.35302063789869,0.5988734394039565,dark_blob,True,OK,179.0,178.40269189469396,244.5,148
77,0,257.48929108941456,263.43266571476346,146.0,178.0,162.0,157.0,12956.5,0.5094165290555949,0.26475614676308357,41.37420130797564,0.5996546257682029,dark_blob,True,OK,179.0,178.40269189469396,244.5,148
78,0,257.7213897600702,263.3273834875647,146.0,178.0,162.0,157.0,12913.5,0.507725878744987,0.26659015924898743,41.35080705988837,0.5989129045096988,dark_blob,True,OK,179.0,178.40556411950377,244.5,147
79,0,257.526455230599,263.223795560357,146.0,178.0,162.0,157.0,12959.0,0.5095148226783046,0.2673631501262879,41.35337893708186,0.600064977127212,dark_blob,True,OK,179.0,178.4001709588244,244.5,147
80,0,257.51353889296234,263.45311876921494,146.0,178.0,162.0,157.0,12956.5,0.5094165290555949,0.2628565972336296,41.442573662056525,0.5992984816607667,dark_blob,True,OK,179.0,178.40073529411765,244.5,147
81,0,257.43418467583496,263.25372061070664,146.0,178.0,162.0,157.0,12979.5,0.5103208303845247,0.2646666510560617,41.499474711091096,0.5999469135445061,dark_blob,True,OK,179.0,178.40073529411765,244.5,147
82,0,257.5097796994029,263.44429431747994,146.0,178.0,162.0,157.0,12952.0,0.5092396005347173,0.2650600376972806,41.434877425176715,0.5994720807425571,dark_blob,True,OK,179.0,178.40073529411765,244.5,146
83,0,257.4015072731708,263.26193685886324,146.0,178.0,162.0,157.0,12981.5,0.5103994652826924,0.26493899899451095,41.45066406543108,0.6001178904657314,dark_blob,True,OK,178.7,178.40073529411765,244.5,146
84,0,258.1294773356199,262.4102584090112,146.0,178.0,162.0,157.0,12828.5,0.5043838955728552,0.25473729916631394,41.19447606039912,0.5957957355838672,dark_blob,True,OK,178.28,177.940651838802,243.5,139
85,0,258.1012099496287,262.4446824531339,146.0,178.0,162.0,157.0,12838.0,0.5047574113391523,0.2558347491638219,41.177585683955115,0.5961812812773954,dark_blob,True,OK,179.0,178.3982289712884,244.5,139
86,0,257.3084422239303,263.1541762746605,146.0,178.0,162.0,157.0,13010.0,0.5115200125815837,0.2611191551923722,41.475933827382285,0.6002786751198006,dark_blob,True,OK,179.0,178.39775910364148,244.5,147
87,0,256.0432656838104,264.24935289042276,146.0,178.0,162.0,157.0,13328.5,0.524042620114807,0.31025670040623565,42.02182510619599,0.6126005862715125,dark_blob,True,OK,178.76,178.39775910364148,244.5,147
88,0,257.4958757323466,263.2061234453695,146.0,178.0,162.0,157.0,12972.0,0.5100259495163953,0.26682964489343475,41.367950739656074,0.6002776732214357,dark_blob,True,OK,178.76,178.3973900911937,244.5,147
89,0,257.5180701213243,263.20582716430187,146.0,178.0,162.0,157.0,12968.0,0.5098686797200598,0.2681177370645634,41.37717848557693,0.6003213918423718,dark_blob,True,OK,179.0,178.3973900911937,244.5,148
90,0,257.49506234670156,263.03440305120006,146.0,178.0,162.0,157.0,12978.5,0.5102815129354408,0.263532676577582,41.36232645403377,0.6000446019850716,dark_blob,True,OK,179.0,178.38707627118643,244.5,148
91,0,256.70405208925973,263.7477463809343,146.0,178.0,162.0,157.0,13182.5,0.5183022725485571,0.2885349567198975,41.71509950432788,0.6071544973487353,dark_blob,True,OK,179.0,177.89116601160396,244.5,148
92,0,257.44441021691694,262.98892311641634,146.0,178.0,162.0,157.0,12985.0,0.5105370763544861,0.26271923639596884,41.280603060306035,0.6002522399525139,dark_blob,True,OK,179.0,177.89116601160396,244.5,148
93,0,257.3826557431696,263.0357834275677,146.0,178.0,162.0,157.0,12999.5,0.5111071793662028,0.26395908898855924,41.36250561966132,0.6005865752228254,dark_blob,True,OK,179.0,177.89116601160396,244.5,149
94,0,257.4353765054446,262.9976272012518,146.0,178.0,162.0,157.0,12994.5,0.5109105921207832,0.26385756227718793,41.317742298178544,0.6005413852252439,dark_blob,True,OK,179.0,177.89483394833948,244.5,147
95,0,257.3627213396417,263.01700196176483,146.0,178.0,162.0,157.0,12998.5,0.5110678619171188,0.264264717137063,41.31065487786603,0.6006970831375127,dark_blob,True,OK,179.0,177.9423230646252,244.5,147
96,0,257.56302466993196,263.12647357527607,146.0,178.0,162.0,157.0,12964.5,0.5097310686482661,0.2662760964300091,41.31209616829452,0.6001405676971316,dark_blob,True,OK,179.0,177.94028957759963,244.5,146
97,0,257.627223660651,263.15965271605415,146.0,178.0,162.0,157.0,12938.5,0.5087088149720846,0.2643883301575916,41.261723748588636,0.5994004063274045,dark_blob,True,OK,179.0,177.9384647600814,244.5,146
98,0,257.83857580576347,262.89242265575507,146.0,178.0,162.0,157.0,12891.5,0.5068608948651412,0.26153790168929386,41.143817508875294,0.5981802117226973,dark_blob,True,OK,179.0,177.9384647600814,244.5,140
99,0,256.69596499879873,264.0074731611092,146.0,178.0,162.0,157.0,13180.5,0.5182236376503893,0.2941421014072503,41.73099977799156,0.6077507664900992,dark_blob,True,OK,179.0,177.93163414310368,244.5,147
100,0,256.7096966016346,263.99363597257013,146.0,178.0,162.0,157.0,13173.0,0.5179287567822599,0.29405349036923517,41.75377665876778,0.6075220194840862,dark_blob,True,OK,179.0,177.93073182913213,244.5,147
101,0,257.81682554444706,262.9256374486554,146.0,178.0,162.0,157.0,12903.0,0.507313045529606,0.26452039607368,41.18155053974485,0.5987363190619368,dark_blob,True,OK,179.0,177.93225868497365,244.5,140
102,0,257.4312405426893,263.037559949732,146.0,178.0,162.0,157.0,12997.0,0.511008885743493,0.2656518219624832,41.364338180182884,0.60072779811872,dark_blob,True,OK,179.0,177.9321354628808,244.5,148
103,0,257.63374040294735,263.32416138506727,146.0,178.0,162.0,157.0,12938.0,0.5086891562475426,0.2666953153848573,41.30339531732289,0.5995874165613,dark_blob,True,OK,179.0,177.93045363082203,244.5,147
104,0,257.45606393503704,263.0381091880918,146.0,178.0,162.0,157.0,12971.5,0.5100062907918534,0.2633905393737425,41.35012764679381,0.5998867050561896,dark_blob,True,OK,179.0,177.93380130217417,244.5,147
105,0,257.6616736336894,263.33977137843834,145.0,178.0,163.0,157.0,12918.0,0.5047868391231293,0.26459591861862697,41.21503430596396,0.5983494207587194,dark_blob,True,OK,179.0,177.93380130217417,244.5,148
106,0,257.47814081323367,263.0684801315147,145.0,178.0,163.0,157.0,12977.0,0.5070923371497792,0.2633397475040849,41.29790587705472,0.5994200406840806,dark_blob,True,OK,179.0,177.932906354031,244.5,147
107,0,257.48888375139677,263.04783005176023,146.0,178.0,162.0,157.0,12976.5,0.5102028780372729,0.2661921658779862,41.31754372794835,0.6004009331045315,dark_blob,True,OK,179.0,177.93366983804196,244.5,147
108,0,257.43153558917504,263.0747712720227,146.0,178.0,162.0,157.0,12988.5,0.5106746874262797,0.2670032441197545,41.38700967524188,0.6006486650903615,dark_blob,True,OK,179.0,177.95242075144944,244.5,147
109,0,257.4071379071379,263.12629295962626,146.0,178.0,162.0,157.0,12987.0,0.5106157112526539,0.2654474279655398,41.37331233123312,0.600452568265873,dark_blob,True,OK,179.0,177.95541571319603,244.5,147
110,0,257.4753896003703,263.1963688731163,146.0,178.0,162.0,157.0,12962.0,0.5096327750255564,0.26662394901354863,41.313594348838954,0.600121031908637,dark_blob,True,OK,179.0,177.95691923774956,244.5,147
111,0,257.6533519120607,263.4039195953966,146.0,178.0,162.0,157.0,12918.0,0.5079028072658646,0.2668490126923314,41.28847168815501,0.5991660899628977,dark_blob,True,OK,179.0,177.95779990516832,244.5,146
112,0,257.5201255919292,263.5423229359687,145.0,178.0,163.0,157.0,12952.0,0.5061154312062834,0.2678846029747318,41.327944051737106,0.5993257353838333,dark_blob,True,OK,179.0,177.95988835725677,244.5,146
113,0,257.5554782877453,263.50598825529283,145.0,178.0,163.0,157.0,12942.0,0.5057246688288851,0.26541628480665114,41.26076158940398,0.5989221577688599,dark_blob,True,OK,179.0,177.95700245700246,244.5,146
114,0,259.0471535669819,263.1312220191263,146.0,178.0,162.0,157.0,12583.0,0.49473146182275696,0.2561063945669477,40.87909962871287,0.5908097010594906,dark_blob,True,OK,180.0,180.2674222555264,246.5,128
115,0,260.4287497625444,262.4378680561209,146.0,178.0,162.0,157.0,12283.0,0.48293622709758594,0.29166478059129647,40.66706339760375,0.5884579941159078,dark_blob,True,OK,180.0,180.11988304093566,246.0,114
116,0,260.4613544300356,262.41055650708205,146.0,178.0,162.0,157.0,12261.0,0.48207124321774003,0.29476598766016365,40.74276629570747,0.5881736687422394,dark_blob,True,OK,180.0,180.1140350877193,246.0,114
117,0,262.6702258325657,261.0078441224911,202.0,178.0,106.0,157.0,11941.0,0.7175219324600408,0.44132712043554273,40.73344262295082,0.6527405619780353,dark_blob,True,OK,180.0,180.22186545952206,246.5,100
118,0,262.7580701533644,260.96599980427516,202.0,178.0,106.0,157.0,11921.5,0.7163501982934743,0.49755677371067947,40.79393391418708,0.6588297288443148,dark_blob,True,OK,180.0,180.27957135105805,247.5,99
119,0,261.09923004076256,262.10277102976903,146.0,178.0,162.0,157.0,12143.5,0.4774514429503814,0.32337918932641824,40.86760925449871,0.5886251289245215,dark_blob,True,OK,180.0,180.20873786407768,248.0,109
120,0,261.1403075233388,262.0547501372872,147.0,178.0,161.0,157.0,12140.0,0.480278514064169,0.3246212072827751,40.983044037287044,0.5891266581419539,dark_blob,True,OK,180.0,180.2552506439469,248.5,109
121,0,262.91683490354416,260.70740803050694,202.0,178.0,106.0,157.0,11888.0,0.7143372190842446,0.4993520066854926,40.99126205588987,0.6577389354117578,dark_blob,True,OK,179.88,180.19490521327015,248.5,99
122,0,261.26329849492566,261.79248426763604,147.0,178.0,161.0,157.0,12103.5,0.47883451358942913,0.3276886891276858,40.947364178623246,0.5887060515121483,dark_blob,True,OK,180.0,180.08841361131078,248.5,107
123,0,261.27707274055086,261.67879238835377,147.0,177.0,161.0,158.0,12095.5,0.4754894252692822,0.3289331212500226,40.97507260406583,0.587951086833536,dark_blob,True,OK,179.0,179.825,248.0,108
124,0,260.8420185011103,261.4478685576491,147.0,177.0,161.0,157.0,12233.5,0.48397752897891366,0.29896399699716214,41.20364911162457,0.5878259115825775,dark_blob,True,OK,179.0,179.5843373493976,248.0,114
125,0,261.1636493896558,261.47464936210076,147.0,177.0,161.0,157.0,12097.0,0.4785773628199549,0.32727954595357606,41.03758367610291,0.5883354249047072,dark_blob,True,OK,179.0,179.498205569911,248.5,108
126,0,260.76323362930833,261.1751981123068,147.0,177.0,161.0,157.0,12219.5,0.483423665783123,0.29931303879547566,41.19645848289064,0.5875531020791238,dark_blob,True,OK,179.0,179.21597558585546,247.5,110
127,0,260.7381634211531,261.1470435826106,147.0,177.0,161.0,157.0,12222.0,0.48352256992522846,0.30055998501214404,41.214849669032624,0.5877268551775592,dark_blob,True,OK,179.0,179.20951110655108,247.5,112
128,0,260.9305960047582,261.114511122961,147.0,177.0,161.0,157.0,12189.5,0.48223681607785734,0.3029369821036049,41.18682021753039,0.5873028107062337,dark_blob,True,OK,179.0,179.3092441860465,248.5,110
129,0,260.8549217139659,261.09373848232934,147.0,177.0,161.0,157.0,12209.5,0.4830280492147011,0.29797404339378536,41.23894299856299,0.5870783520582299,dark_blob,True,OK,179.0,179.14772841114006,248.5,109
130,0,260.9647524048,261.0921144452198,147.0,177.0,161.0,157.0,12180.5,0.48188076116627765,0.29669849258298786,41.24601968157452,0.5862322220734522,dark_blob,True,OK,179.0,179.0728938302537,248.5,107
