frame,rank,x_center_px,y_center_px,bbox_x_px,bbox_y_px,bbox_w_px,bbox_h_px,bbox_aspect,area_px,fill_ratio,circularity,mean_gray,confidence,method,mask_threshold,q_dark,fracao_bbox_a_direita_da_regua,limite_regua_x_px,topo_ruler_mm_estimado,topo_score,valid_ball_candidate,top_valid,top_reason,y_top_blob_px,y_top_subpx,x_top_blob_px,top_columns_used
0,0,195.6580890034125,348.5197843396708,97.0,253.0,219.0,178.0,1.2303370786516854,28718.0,0.7366989892771022,0.7227124429052587,44.41856138900373,0.8762120669280311,dark_blob,75.0,37.0,0.0,451.0,13.865049751243781,0.2861793971319871,True,True,OK,253.0,253.61940298507463,192.0,215
1,0,195.6568344071043,348.5180451564223,97.0,253.0,219.0,178.0,1.2303370786516854,28715.0,0.7366220306808271,0.7226369454009508,44.4225322997416,0.8761870217431799,dark_blob,75.0,37.0,0.0,451.0,13.866469816272966,0.286262930368998,True,True,OK,253.0,253.60236220472441,192.0,215
2,0,195.6534092558088,348.5213749629965,97.0,253.0,219.0,178.0,1.2303370786516854,28713.5,0.7365835513826895,0.7237987190375245,44.424732109016986,0.8763138632619766,dark_blob,75.0,37.0,0.0,451.0,13.866469816272966,0.286262930368998,True,True,OK,253.0,253.60236220472441,192.0,215
3,0,195.65678216959776,348.51799291891575,97.0,253.0,219.0,178.0,1.2303370786516854,28715.0,0.7366220306808271,0.7226369473514733,44.42890611541774,0.8761750710728499,dark_blob,75.0,37.0,0.0,451.0,13.866469816272966,0.286262930368998,True,True,OK,253.0,253.60236220472441,192.0,215
4,0,195.6590750800947,348.5157809815666,97.0,253.0,219.0,178.0,1.2303370786516854,28716.0,0.7366476835462521,0.7226621124548392,44.43498931992007,0.8761723159936127,dark_blob,75.0,37.0,0.0,451.0,13.866469816272966,0.286262930368998,True,True,OK,253.0,253.60236220472441,192.0,215
5,0,195.6532420949993,348.51879323954125,97.0,253.0,219.0,178.0,1.2303370786516854,28716.0,0.7366476835462521,0.7226621124548392,44.42358575070626,0.8761936976858885,dark_blob,75.0,37.0,0.0,451.0,13.866469816272966,0.286262930368998,True,True,OK,253.0,253.60236220472441,192.0,215
6,0,195.61135285039626,348.5324665529525,97.0,253.0,219.0,178.0,1.2303370786516854,28727.0,0.7369298650659278,0.7246369884373637,44.434790095395535,0.8764660903938195,dark_blob,75.0,37.0,0.0,451.0,13.865530303030303,0.28620766488413546,True,True,OK,253.0,253.61363636363637,192.0,216
7,0,195.6266260516391,348.52820423556716,97.0,253.0,219.0,178.0,1.2303370786516854,28725.0,0.7368785593350777,0.7245865390373419,44.41728947821595,0.876389642568035,dark_blob,75.0,37.0,0.0,451.0,13.849899598393575,0.2852882116702103,True,True,OK,253.0,253.8012048192771,192.0,215
8,0,195.57476489028213,348.50319284802043,97.0,253.0,218.0,178.0,1.2247191011235956,28710.0,0.7398721781259664,0.7242081663333141,44.402929014472775,0.8770291836734871,dark_blob,75.0,37.0,0.0,451.0,13.8500499001996,0.2852970529529177,True,True,OK,253.0,253.7994011976048,192.0,214
9,0,195.56023106621382,348.50652849139306,97.0,253.0,218.0,178.0,1.2247191011235956,28707.5,0.7398077517781672,0.7212519130698618,44.376628299676064,0.8768874936065665,dark_blob,75.0,37.0,0.0,451.0,13.880291005291006,0.28707594148770627,True,True,OK,253.0,253.43650793650792,192.0,213
10,0,195.6385879347384,348.49987807002265,97.0,253.0,220.0,178.0,1.2359550561797752,28705.0,0.7330183861082737,0.7116424257033116,44.363902674386544,0.8742761023569962,dark_blob,75.0,37.0,0.0,451.0,13.881690997566912,0.2871582939745242,True,True,OK,253.0,253.41970802919707,192.0,215
11,0,195.6393863377697,348.5050983671288,97.0,253.0,220.0,178.0,1.2359550561797752,28702.0,0.7329417773237998,0.7099149840530086,44.380002068038465,0.8740296516910118,dark_blob,75.0,37.0,0.0,451.0,13.883024691358024,0.287236746550472,True,True,OK,253.0,253.4037037037037,192.0,216
12,0,195.64147121473303,348.50544131218334,97.0,253.0,222.0,178.0,1.247191011235955,28715.5,0.7266803320174107,0.7018686843371646,44.33653713655781,0.8718549932711521,dark_blob,75.0,37.0,0.0,451.0,13.8972816399287,0.2880753905840412,True,True,OK,253.0,253.2326203208556,192.0,216
