frame,frame_sync,tempo_ms,posicao_mm,posicao_raw_mm,valid,confidence
392,107,445.83333333333337,15.567389455782312,15.566871279761903,True,0.8640958648568744
393,108,450.0,15.567389455782312,15.567389455782312,True,0.8641891884340012
394,109,454.1666666666667,15.567389455782312,15.567389455782312,True,0.8641636405625968
395,110,458.3333333333333,15.567389455782312,15.567389455782312,True,0.8641740315257456
396,111,462.5,15.567389455782312,15.567389455782312,True,0.8641619719407772
397,112,466.6666666666667,15.567389455782312,15.567389455782312,True,0.8640597080747634
398,113,470.8333333333333,15.567389455782312,15.566983462199312,True,0.8642226063484518
399,114,475.0,15.567389455782312,15.566983462199312,True,0.8641420441988742
400,115,479.1666666666667,15.575262995049505,15.575262995049505,True,0.8638771281646241
401,116,483.3333333333333,15.575262995049505,15.575262995049505,True,0.8638901753367253
402,117,487.5,15.575262995049505,15.575262995049505,True,0.8639535741346308
403,118,491.66666666666663,15.575262995049505,15.575262995049505,True,0.8638737502886747
404,119,495.83333333333337,15.575262995049505,15.575262995049505,True,0.8642161980985216
405,120,500.0,15.575262995049505,15.575262995049505,True,0.8641788846656858
406,121,504.16666666666663,15.575262995049505,15.575262995049505,True,0.8645066576538515
407,122,508.3333333333333,15.575262995049505,15.575262995049505,True,0.864453491445616
408,123,512.5,15.575262995049505,15.575262995049505,True,0.8644104053675924
409,124,516.6666666666667,15.575262995049505,15.575262995049505,True,0.8644704804008466
410,125,520.8333333333334,15.575262995049505,15.575262995049505,True,0.8641427135365064
411,126,525.0,15.575262995049505,15.575262995049505,True,0.864084617942661
412,127,529.1666666666666,15.575262995049505,15.575262995049505,True,0.8642758736937189
413,128,533.3333333333334,15.575262995049505,15.575262995049505,True,0.8641929419109408
414,129,537.5,15.575262995049505,15.575262995049505,True,0.8643970024954236
415,130,541.6666666666666,15.575262995049505,15.575262995049505,True,0.8642710762043609
416,131,545.8333333333333,15.574989370748298,15.567997685185185,True,0.8642980563487669
417,132,550.0,15.573239087301586,15.574989370748298,True,0.8643845336478864
418,133,554.1666666666667,15.573239087301586,15.573239087301586,True,0.864333897971905
419,134,558.3333333333334,15.573239087301586,15.573239087301586,True,0.8638991754349025
420,135,562.5,15.573239087301586,15.573239087301586,True,0.8642512800006789
421,136,566.6666666666666,15.573239087301586,15.573239087301586,True,0.8642853747213471
422,137,570.8333333333333,15.573239087301586,15.573239087301586,True,0.8643196236098717
423,138,575.0,15.573239087301586,15.573239087301586,True,0.8642202928916575
424,139,579.1666666666667,15.574797453703702,15.58103047520661,True,0.8643412820179922
425,140,583.3333333333334,15.574797453703702,15.574797453703702,True,0.8639938720933219
426,141,587.5,15.574797453703702,15.574797453703702,True,0.8641415290444731
427,142,591.6666666666666,15.574797453703702,15.574797453703702,True,0.8640892988446179
428,143,595.8333333333334,15.574797453703702,15.574797453703702,True,0.8627642275168613
429,144,600.0,15.574797453703702,15.574797453703702,True,0.8622646795121577
430,145,604.1666666666666,15.574797453703702,15.574797453703702,True,0.8625687232579177
431,146,608.3333333333333,15.574797453703702,15.574797453703702,True,0.8626291920871619
432,147,612.5,15.574797453703702,15.574797453703702,True,0.8624948160618294
433,148,616.6666666666667,15.574797453703702,15.574797453703702,True,0.8624632970007605
434,149,620.8333333333334,15.574797453703702,15.574797453703702,True,0.8623515564332723
435,150,625.0,15.574797453703702,15.574170524691356,True,0.8623473157388486
436,151,629.1666666666666,15.574797453703702,15.574469610091743,True,0.862385779702135
437,152,633.3333333333333,15.574797453703702,15.574469610091743,True,0.8626749389329211
438,153,637.5,15.574797453703702,15.575090787461772,True,0.8626972201118732
439,154,641.6666666666667,15.574797453703702,15.575090787461772,True,0.8626633480442534
440,155,645.8333333333334,15.574797453703702,15.574797453703702,True,0.8623131689667275
441,156,650.0,15.574797453703702,15.574797453703702,True,0.8628090364533757
442,157,654.1666666666666,15.574797453703702,15.574797453703702,True,0.863978707673246
443,158,658.3333333333334,15.574797453703702,15.574797453703702,True,0.8626356931734401
444,159,662.5,15.574797453703702,15.573857060185183,True,0.8624841007373416
445,160,666.6666666666666,15.574797453703702,15.577806712962962,True,0.8621544410967693
446,161,670.8333333333333,15.574797453703702,15.574797453703702,True,0.8624164485123159
447,162,675.0,15.574797453703702,15.574797453703702,True,0.8628122495548379
448,163,679.1666666666667,15.574797453703702,15.56927944214876,True,0.8627398012439531
449,164,683.3333333333334,15.574194182389936,15.570312499999998,True,0.8624490116022598
450,165,687.5,15.574194182389936,15.575090787461772,True,0.8623506516998105
451,166,691.6666666666666,15.574194182389936,15.574194182389936,True,0.8623889514573122
452,167,695.8333333333333,15.574763257575757,15.574194182389936,True,0.8627050733407393
453,168,700.0,15.575090787461772,15.574763257575757,True,0.8630158525569456
454,169,704.1666666666667,15.574763257575757,15.575874797734627,True,0.8630130112016148
455,170,708.3333333333334,15.574763257575757,15.575874797734627,True,0.8630701670536463
456,171,712.5,15.574763257575757,15.575874797734627,True,0.8627270542106493
457,172,716.6666666666666,15.575874797734627,15.574763257575757,True,0.8630087991468562
458,173,720.8333333333334,15.575874797734627,15.574763257575757,True,0.8642679119828376
459,174,725.0,15.575874797734627,15.574763257575757,True,0.8640852071079783
460,175,729.1666666666666,15.578509502351096,15.578509502351096,True,0.8627889844269389
461,176,733.3333333333333,15.578509502351096,15.578509502351096,True,0.8631657469303974
462,177,737.5,15.578509502351096,15.578509502351096,True,0.8631504147898302
463,178,741.6666666666667,15.578509502351096,15.578509502351096,True,0.8627326774274783
464,179,745.8333333333334,15.578509502351096,15.578509502351096,True,0.8629449971959177
465,180,750.0,15.578863722619824,15.578863722619824,True,0.8624447174486438
466,181,754.1666666666666,15.578863722619824,15.578863722619824,True,0.8629207180142469
467,182,758.3333333333333,15.579172736311504,15.579172736311504,True,0.8625157890526143
468,183,762.5,15.57924058030803,15.57924058030803,True,0.8626505554970075
469,184,766.6666666666667,15.580145816935591,15.580145816935591,True,0.8627258641412419
470,185,770.8333333333334,15.581016263828763,15.581016263828763,True,0.8626638967595871
471,186,775.0,15.581944444444444,15.585606221655327,True,0.8626904296116424
472,187,779.1666666666666,15.585606221655327,15.581944444444444,True,0.8634780106056148
473,188,783.3333333333334,15.59085697885069,15.59085697885069,True,0.8626051432013164
474,189,787.5,15.601926256613757,15.603007999944202,True,0.8626572429104913
475,190,791.6666666666666,15.603007999944202,15.601926256613757,True,0.8629305323759222
476,191,795.8333333333333,15.618785743464052,15.618785743464052,True,0.8629004520751918
477,192,800.0,15.62704076264344,15.62704076264344,True,0.8625679357201147
478,193,804.1666666666667,15.640354166666667,15.640354166666667,True,0.8620178632390091
479,194,808.3333333333334,15.640625,15.640625,True,0.862214594787216
480,195,812.5,15.64706008953168,15.64706008953168,True,0.8634672172329056
481,196,816.6666666666666,15.647395833333333,15.647395833333333,True,0.8635910457983489
482,197,820.8333333333333,15.654461050724636,15.65487509695365,True,0.8635070924377561
483,198,825.0,15.65487509695365,15.654461050724636,True,0.8631300188954442
484,199,829.1666666666667,15.660116792929292,15.660116792929292,True,0.863632639263285
485,200,833.3333333333334,15.66580096995773,15.66580096995773,True,0.8631557785529689
486,201,837.5,15.700029481132074,15.700029481132074,True,0.8635635640999787
487,202,841.6666666666666,15.719751387397064,15.719751387397064,True,0.8537190881073529
488,203,845.8333333333334,15.796354166666667,15.796354166666667,True,0.8539707565879879
489,204,850.0,15.87352148261066,15.87352148261066,True,0.8520184662487694
490,205,854.1666666666666,15.942234848484848,15.942234848484848,True,0.863230157094391
491,206,858.3333333333333,16.113557449494948,16.113557449494948,True,0.864191543957816
492,207,862.5,16.19655853770437,16.19655853770437,True,0.86525214032784
493,208,866.6666666666667,16.37735615079365,16.37735615079365,True,0.8667990673617111
494,209,870.8333333333334,16.644159226190474,16.644159226190474,True,0.8662368835468681
495,210,875.0,16.922589045698924,16.922589045698924,True,0.8653421124019631
496,211,879.1666666666666,17.26870265151515,17.26870265151515,True,0.862424320594651
497,212,883.3333333333333,17.744419642857142,17.744419642857142,True,0.8612674407968741
498,213,887.5,18.398046875000002,18.398046875000002,True,0.8611651165868462
499,214,891.6666666666667,19.263020833333332,19.263020833333332,True,0.8433895269008956
500,215,895.8333333333334,20.36328125,20.36328125,True,0.5675418890387567
501,216,900.0,21.903645833333332,21.903645833333332,True,0.5468518495245306
502,217,904.1666666666666,26.074479166666666,26.074479166666666,True,0.65769779137622
503,218,908.3333333333334,26.074479166666666,26.201009114583332,True,0.8436578021824431
504,219,912.5,26.074479166666666,26.301632988721803,True,0.9088618270961327
505,220,916.6666666666666,26.201009114583332,26.24826388888889,True,0.9003871085622489
506,221,920.8333333333333,26.212284482758623,26.033854166666664,True,0.8564306367219167
507,222,925.0,26.212284482758623,25.97620847734255,True,0.9033024276244569
508,223,929.1666666666667,26.033854166666664,26.309103260869566,True,0.9036711310908078
509,224,933.3333333333334,26.033854166666664,26.212284482758623,True,0.8955144314857871
510,225,937.5,26.201871141975307,25.944890802556817,True,0.8978785765778643
511,226,941.6666666666666,26.212284482758623,26.0,True,0.9029104779583578
512,227,945.8333333333333,26.201871141975307,26.201871141975307,True,0.9086019919926575
513,228,950.0,26.13767361111111,26.264756944444443,True,0.9091535067727906
514,229,954.1666666666667,26.168633578431372,26.236979166666664,True,0.9095524688628421
515,230,958.3333333333334,26.194661458333332,26.125681306306305,True,0.9116738588434868
516,231,962.5,26.194479166666664,26.13767361111111,True,0.9110441034854969
517,232,966.6666666666666,26.190617302955665,26.168633578431372,True,0.9114809784944103
518,233,970.8333333333334,26.190617302955665,26.194661458333332,True,0.9124685651210284
519,234,975.0,26.194479166666664,26.194479166666664,True,0.9116740859871898
520,235,979.1666666666666,26.194661458333332,26.190617302955665,True,0.912691341423494
521,236,983.3333333333333,26.24020337301587,26.25123355263158,True,0.9138881964129871
522,237,987.5,26.24020337301587,26.24020337301587,True,0.9140355129977457
523,238,991.6666666666667,26.24020337301587,26.269918355855857,True,0.9132208700247763
524,239,995.8333333333334,26.24020337301587,26.267557123655912,True,0.9122829805873441
525,240,1000.0,26.203125,26.180944683908045,True,0.9125327547049656
526,241,1004.1666666666666,26.203125,26.17209201388889,True,0.9140915724550055
527,242,1008.3333333333333,26.203125,26.203125,True,0.9126504715935545
528,243,1012.5,26.203125,26.19316789215686,True,0.9145238138936372
529,244,1016.6666666666666,26.24375,26.26192434210526,True,0.9136460261172984
530,245,1020.8333333333333,26.24375,26.268415178571427,True,0.9144201424907955
531,246,1025.0,26.24375,26.252367424242426,True,0.9148901171797866
532,247,1029.1666666666665,26.24375,26.24375,True,0.9151269532541885
533,248,1033.3333333333335,26.23479502688172,26.20717308217308,True,0.914386023069328
534,249,1037.5,26.23479502688172,26.211709449404758,True,0.9153522301959028
535,250,1041.6666666666667,26.23479502688172,26.211339613970587,True,0.9151584862339873
536,251,1045.8333333333335,26.23479502688172,26.23479502688172,True,0.9171730086591311
537,252,1050.0,26.236979166666664,26.236979166666664,True,0.9168633258430282
538,253,1054.1666666666667,26.254675662878785,26.254675662878785,True,0.9179912893664576
539,254,1058.3333333333333,26.254675662878785,26.265997023809522,True,0.9190561877665812
540,255,1062.5,26.254675662878785,26.266216856060606,True,0.9191228605601777
541,256,1066.6666666666667,26.254675662878785,26.268986742424243,True,0.917560766700766
542,257,1070.8333333333333,26.251085069444443,26.233319256756754,True,0.9172844495131361
543,258,1075.0,26.251085069444443,26.21440972222222,True,0.9180442630027711
544,259,1079.1666666666665,26.251085069444443,26.251085069444443,True,0.9182688334527916
545,260,1083.3333333333333,26.251085069444443,26.247395833333332,True,0.9177763467340095
546,261,1087.5,26.258762668918916,26.262469362745097,True,0.9196378417717538
547,262,1091.6666666666665,26.260208536387264,26.263652146464644,True,0.9197704357646529
548,263,1095.8333333333335,26.260208536387264,26.260208536387264,True,0.919729694183007
549,264,1100.0,26.26128472222222,26.258762668918916,True,0.9150245662295692
550,265,1104.1666666666667,26.26128472222222,26.268325617283946,True,0.9158594306648259
551,266,1108.3333333333335,26.26128472222222,26.259548611111107,True,0.915504530399997
552,267,1112.5,26.264485677083332,26.26128472222222,True,0.9202349742811847
553,268,1116.6666666666667,26.268325617283946,26.264485677083332,True,0.9176238153376525
554,269,1120.8333333333333,26.264485677083332,26.275714744739357,True,0.9171441169161928
555,270,1125.0,26.270513954402514,26.27140713276836,True,0.9146506188345825
556,271,1129.1666666666667,26.270513954402514,26.273910984848484,True,0.916778342023303
557,272,1133.3333333333333,26.270513954402514,26.259548611111107,True,0.9212411741985894
558,273,1137.5,26.263745117187497,26.270513954402514,True,0.9174351452617441
559,274,1141.6666666666665,26.26219706632653,26.263745117187497,True,0.9122008169195045
560,275,1145.8333333333333,26.261810593377977,26.26035466269841,True,0.9101435912475299
561,276,1150.0,26.261810593377977,26.26219706632653,True,0.9142638569422151
562,277,1154.1666666666665,26.26035466269841,26.261810593377977,True,0.9117232618055232
563,278,1158.3333333333335,26.236979166666664,26.236979166666664,True,0.9163468090052297
564,279,1162.5,18.458984375,18.458984375,True,0.8591699403395441
565,280,1166.6666666666667,17.1640625,17.1640625,True,0.866265812372406
566,281,1170.8333333333335,17.123830012077295,16.89455678104575,True,0.8708055030471742
567,282,1175.0,16.99640376984127,16.99640376984127,True,0.881490838533864
568,283,1179.1666666666667,16.981770833333332,17.123830012077295,True,0.8858530404559916
569,284,1183.3333333333333,16.981770833333332,16.981770833333332,True,0.882105313584989
570,285,1187.5,16.99640376984127,16.669497282608695,True,0.8668237370394092
571,286,1191.6666666666667,17.123830012077295,16.721533430232558,True,0.8590464776101645
572,287,1195.8333333333333,17.265625,17.265625,True,0.8619487489150276
573,288,1200.0,17.901058799342103,17.901058799342103,True,0.862039684485856
574,289,1204.1666666666665,18.435937499999998,18.435937499999998,True,0.862068888077897
575,290,1208.3333333333333,18.786805555555556,18.786805555555556,True,0.862620631657233
576,291,1212.5,18.786805555555556,18.936789772727273,True,0.8652689809774259
577,292,1216.6666666666665,18.786805555555556,19.089361496913583,True,0.8696915253383917
578,293,1220.8333333333335,18.786805555555556,19.007575757575758,True,0.8733973543478447
579,294,1225.0,18.761979166666666,18.761979166666666,True,0.8755755939511058
580,295,1229.1666666666667,18.213541666666664,18.213541666666664,True,0.8767184231080419
581,296,1233.3333333333335,17.62878787878788,17.62878787878788,True,0.8739630368936399
582,297,1237.5,16.938368055555554,16.938368055555554,True,0.8700265791120689
583,298,1241.6666666666667,16.566998106060606,16.566998106060606,True,0.8682239847550648
584,299,1245.8333333333333,16.506076388888886,16.506076388888886,True,0.8721172674002028
585,300,1250.0,16.397545106438212,16.397545106438212,True,0.875888803190296
586,301,1254.1666666666667,16.277943121693124,16.277943121693124,True,0.8775290555394193
587,302,1258.3333333333333,16.277943121693124,16.230129076086957,True,0.8791368990722378
588,303,1262.5,16.277943121693124,16.17305871212121,True,0.8785343194351044
589,304,1266.6666666666665,16.277943121693124,16.236430027173913,True,0.8805232606711131
590,305,1270.8333333333333,16.397406684027775,16.397406684027775,True,0.8820582401792937
591,306,1275.0,16.397406684027775,16.65625,True,0.8828365786448161
592,307,1279.1666666666665,16.397406684027775,16.74638718271371,True,0.8824804526408319
593,308,1283.3333333333335,16.397406684027775,16.64324093247992,True,0.8812185011880047
594,309,1287.5,16.387632575757575,16.387632575757575,True,0.8800509505527411
595,310,1291.6666666666667,16.009635416666665,16.009635416666665,True,0.8776125854212959
596,311,1295.8333333333335,15.843474762872628,15.681249999999999,True,0.8731364057573835
597,312,1300.0,15.788520262557077,15.64657390704584,True,0.8735825205982227
598,313,1304.1666666666667,15.777516258318208,15.777516258318208,True,0.8751743085437025
599,314,1308.3333333333333,15.713953909266408,15.843474762872628,True,0.8755924746140777
600,315,1312.5,15.713953909266408,15.788520262557077,True,0.8756683690507939
601,316,1316.6666666666667,15.713953909266408,15.713953909266408,True,0.8767826674776261
602,317,1320.8333333333333,15.704642465538846,15.700905197555285,True,0.8757141375832893
603,318,1325.0,15.700927734375,15.700927734375,True,0.8768353585195714
604,319,1329.1666666666665,15.700905197555285,15.65745940687064,True,0.8749457311168914
605,320,1333.3333333333333,15.700905197555285,15.704642465538846,True,0.8751900209655006
606,321,1337.5,15.700927734375,15.699305555555556,True,0.8749254411251447
607,322,1341.6666666666665,15.704642465538846,15.698123346560847,True,0.8748325175377891
608,323,1345.8333333333335,15.705333597046412,15.706243569958847,True,0.8749543437669798
609,324,1350.0,15.705333597046412,15.705856199186991,True,0.8751225207124971
610,325,1354.1666666666667,15.705333597046412,15.705856199186991,True,0.8752658087144303
611,326,1358.3333333333335,15.705333597046412,15.705333597046412,True,0.8751757168005069
612,327,1362.5,15.700615781710912,15.69140625,True,0.8750766413382095
613,328,1366.6666666666667,15.700615781710912,15.699243551587303,True,0.8752462160840557
614,329,1370.8333333333333,15.700615781710912,15.700615781710912,True,0.8754099475752395
615,330,1375.0,15.700615781710912,15.700401785714284,True,0.8755154541556133
616,331,1379.1666666666667,15.700793918918919,15.700793918918919,True,0.8758259520014094
617,332,1383.3333333333333,15.70513915394402,15.707618104460092,True,0.8758072020853874
618,333,1387.5,15.70513915394402,15.708094923708918,True,0.8755434836365412
619,334,1391.6666666666665,15.705836957774704,15.708094923708918,True,0.8755537913632423
620,335,1395.8333333333333,15.705836957774704,15.70513915394402,True,0.8754527593825566
621,336,1400.0,15.70513915394402,15.660869371806873,True,0.8750597128424781
622,337,1404.1666666666665,15.704041960093896,15.705836957774704,True,0.8752732638218222
623,338,1408.3333333333335,15.661401298928238,15.704041960093896,True,0.875465863180605
624,339,1412.5,15.66122804547969,15.661401298928238,True,0.8752135559458951
625,340,1416.6666666666667,15.661356646825395,15.660923052987197,True,0.8749743742333369
626,341,1420.8333333333335,15.66122804547969,15.660988408521302,True,0.8752121447788603
627,342,1425.0,15.66122804547969,15.66122804547969,True,0.8750128071905288
628,343,1429.1666666666667,15.66122804547969,15.661356646825395,True,0.8749442119045033
629,344,1433.3333333333333,15.661356646825395,15.660988408521302,True,0.8746732122264353
630,345,1437.5,15.661952634811987,15.661952634811987,True,0.8748873657837815
631,346,1441.6666666666667,15.661952634811987,15.661952634811987,True,0.8749139393562091
632,347,1445.8333333333333,15.662761722013368,15.662761722013368,True,0.8748195366941335
633,348,1450.0,15.66297781426286,15.66297781426286,True,0.8748728700756104
634,349,1454.1666666666665,15.663769531249999,15.663769531249999,True,0.8748839124590915
635,350,1458.3333333333333,15.663769531249999,15.664128428270041,True,0.8748813708593858
636,351,1462.5,15.663769531249999,15.66404764613673,True,0.8747659467133853
637,352,1466.6666666666665,15.663769531249999,15.66404764613673,True,0.8748754564450585
638,353,1470.8333333333335,15.663444010416665,15.663444010416665,True,0.8748455122366714
639,354,1475.0,15.663444010416665,15.663444010416665,True,0.8749068833772269
640,355,1479.1666666666667,15.660524599748156,15.660030053843691,True,0.8746911127955156
641,356,1483.3333333333335,15.660524599748156,15.660524599748156,True,0.8746229171858296
642,357,1487.5,15.660263347763347,15.659768725198411,True,0.8745508439133997
643,358,1491.6666666666667,15.660030053843691,15.660263347763347,True,0.8742706077968412
644,359,1495.8333333333333,15.659817210503187,15.705501224020782,True,0.8746398523940236
645,360,1500.0,15.659768725198411,15.659817210503187,True,0.874489888918304
646,361,1504.1666666666667,15.658870214752564,15.658024596332785,True,0.874257981415395
647,362,1508.3333333333333,15.658615102000923,15.657682794401543,True,0.8745126396047387
648,363,1512.5,15.658615102000923,15.658870214752564,True,0.8744806199555596
649,364,1516.6666666666665,15.658615102000923,15.657915876527602,True,0.8745444385003557
650,365,1520.8333333333333,15.658870214752564,15.658615102000923,True,0.87449684017486
651,366,1525.0,15.662070214598996,15.668327437106917,True,0.8745545068053472
652,367,1529.1666666666665,15.662070214598996,15.668840132419417,True,0.8743669854283236
653,368,1533.3333333333335,15.662070214598996,15.66908787080406,True,0.8743842730304038
