frame,rank,x_center_px,y_center_px,radius_px,x_left_px,y_top_px,x_right_px,y_bottom_px,confidence,method,area,circularity,fill_ratio,brightness,motion,template_score
143,0,573.1934924952151,81.15581746751285,53.53569270334703,519.657799791868,27.620124764165816,626.7291851985622,134.69151017085989,0.2843230055704486,contour,8272.5,0.3394690256454322,0.6551956280690638,79.36915504511894,9.28876127973749,0.0
144,0,573.4935795198953,81.09859730912362,53.32766597114737,520.165913548748,27.77093133797625,626.8212454910426,134.42626328027097,0.2826310793544024,contour,8151.0,0.3270624095395276,0.6455726279106605,79.28666508200618,9.320061801758973,0.0
145,0,573.4850503804236,80.82358626362327,53.24850261892682,520.2365477614967,27.57508364469645,626.7335529993504,134.07208888255008,0.28258956294763793,contour,8105.0,0.327553704242047,0.6419293521305243,79.30919086888969,9.311939763356042,0.0
146,0,573.4850503804236,80.82358626362327,53.24850261892682,520.2365477614967,27.57508364469645,626.7335529993504,134.07208888255008,0.28232434911739446,contour,8105.0,0.327553704242047,0.6419293521305243,79.44209394048046,9.26927214055217,0.0
147,0,513.0,141.0,30.0,483.0,111.0,543.0,171.0,0.4617049945028435,hough,2827.4333882308138,1.0,0.78,91.32712022367194,17.041006523765144,0.0
147,1,573.5168271208755,80.7883032995968,53.24333199804428,520.2734951228313,27.544971301552522,626.7601591189198,134.0316352976411,0.2823765095287764,contour,8102.0,0.32840753064712636,0.6416917471883415,79.58285509325682,9.273672883787661,0.0
148,0,573.2512368207624,80.7675790754258,53.445993339617544,519.8052434811449,27.321585735808256,626.69723016038,134.21357241504336,0.28334596890118746,contour,8220.0,0.33802991649716224,0.6510375415808649,79.76686320754717,9.189622641509434,0.0
149,0,573.5443860191772,80.684627281163,53.209699602502184,520.334686416675,27.47492767866082,626.7540856216793,133.8943268836652,0.2819680432261808,contour,8082.5,0.3259591890191609,0.6401473150641533,79.66147393648892,9.275374475733972,0.0
150,0,513.0,141.0,30.0,483.0,111.0,543.0,171.0,0.4613629079944285,hough,2827.4333882308138,1.0,0.78,91.31314072693382,16.966449207828518,0.0
150,1,572.7001374975447,81.10540168925554,53.8958861489767,518.804251348568,27.209515540278844,626.5960236465214,135.00128783823226,0.2864330470008518,contour,8485.0,0.36255060773503783,0.6720259781403454,80.12916142317813,9.086031346527857,0.0
151,0,513.0,139.0,24.0,489.0,115.0,537.0,163.0,0.3891994512820902,hough,1809.5573684677208,1.0,0.78,99.2867737948084,12.648949320148331,0.0
151,1,572.8821215356028,81.18645475032618,53.80478617978383,519.077335355819,27.381668570542345,626.6869077153866,134.99124093011,0.2859987946572116,contour,8431.0,0.3576007923686954,0.6677490891810549,80.09150552486189,9.149056169429098,0.0
152,0,511.0,140.0,26.0,485.0,114.0,537.0,166.0,0.4087780403402055,hough,2123.7166338267,1.0,0.78,97.87589498806683,13.372315035799524,0.0
152,1,574.3701878246969,78.55938901469739,52.198176027644706,522.1720117970522,26.36121298705268,626.5683638523417,130.7575650423421,0.27289207093619416,contour,7507.0,0.25527160563545637,0.5945667669887533,79.102053915276,9.583311938382542,0.0
153,0,513.0,139.0,24.0,489.0,115.0,537.0,163.0,0.38835716232695316,hough,1809.5573684677208,1.0,0.78,99.28306551297898,12.470951792336216,0.0
153,1,573.0512007340035,81.05698500079782,53.67777306774793,519.3734276662556,27.379211933049895,626.7289738017514,134.73475806854574,0.28474987229875093,contour,8356.0,0.3486500103212272,0.6618089656264851,80.04852565590899,9.167401903877408,0.0
154,0,513.0,139.0,24.0,489.0,115.0,537.0,163.0,0.3884751668835348,hough,1809.5573684677208,1.0,0.78,99.33003708281828,12.504326328800987,0.0
154,1,574.6698926186609,78.41425284244721,51.9842306400535,522.6856619786074,26.430022202393715,626.6541232587144,130.3984834825007,0.27182723341740916,contour,7388.0,0.24795132001455342,0.5851417709488357,78.95151831096051,9.59416134497589,0.0
155,0,513.0,139.0,24.0,489.0,115.0,537.0,163.0,0.38841705229035506,hough,1809.5573684677208,1.0,0.78,99.40420271940667,12.505562422744127,0.0
155,1,574.5398501973448,78.44440706853247,52.06353586631133,522.4763143310334,26.380871202221144,626.6033860636561,130.5079429348438,0.2722639390478117,contour,7432.0,0.25174997808402455,0.5886266434341835,78.97006220839813,9.563115603939865,0.0
156,0,573.163189865324,81.50759301442673,53.65230213585386,519.5108877294701,27.855290878572873,626.8154920011777,135.1598951502806,0.2836931163145652,contour,8341.0,0.3407117636026801,0.660620940915571,80.01208740120873,9.16352859135286,0.0
157,0,573.0634059051596,81.42787553434735,53.722715906131846,519.3406899990277,27.705159628215505,626.7861218112914,135.1505914404792,0.28415170642301835,contour,8382.5,0.34458707053370125,0.6639078092824331,80.08364183248496,9.14761684405368,0.0
158,0,573.1890457594873,81.30894162411134,53.62085642348018,519.5681893360071,27.688085200631164,626.8099021829674,134.92979804759153,0.2831997758966162,contour,8322.5,0.33722355297592294,0.6591557104387771,80.02434195201491,9.175518285581179,0.0
159,0,573.1933728383118,80.97682105857217,53.529721616917996,519.6636512213938,27.447099441654174,626.7230944552298,134.50654267549015,0.28345710015969394,contour,8269.0,0.33860814626219954,0.6549184223031839,79.97327080890973,9.200586166471277,0.0
160,0,511.0,139.0,27.0,484.0,112.0,538.0,166.0,0.4328955252988693,hough,2290.221044466959,1.0,0.78,93.6010752688172,16.102150537634408,0.0
160,1,572.9702984149827,80.86610301613,53.64805475454682,519.3222436604359,27.218048261583178,626.6183531695295,134.51415777067683,0.28487605679702066,contour,8338.5,0.34717827678169133,0.6604229367970854,80.02314760963127,9.237292078632082,0.0
161,0,511.0,139.0,27.0,484.0,112.0,538.0,166.0,0.43242985483713625,hough,2290.221044466959,1.0,0.78,93.6494623655914,16.01290322580645,0.0
161,1,572.903911259808,80.79726769426853,53.69982938892498,519.204081870883,27.097438305343545,626.6037406487329,134.49709708319352,0.2850760296370125,contour,8369.0,0.35024906316131243,0.6628385870426104,80.0802132838762,9.192187318882578,0.0
162,0,511.0,139.0,27.0,484.0,112.0,538.0,166.0,0.43242985483713625,hough,2290.221044466959,1.0,0.78,93.6494623655914,16.01290322580645,0.0
162,1,572.8081727337616,80.89594733920215,53.762511480427136,519.0456612533344,27.133435858775016,626.5706842141888,134.6584588196293,0.28568648734274116,contour,8406.0,0.3543796962530008,0.6657690479961983,80.11739582130902,9.188964561930048,0.0
163,0,572.9782000559485,80.9418335131679,53.65230213585386,519.3258979200946,27.289531377314034,626.6305021918024,134.59413564902175,0.2853240347653314,contour,8341.0,0.35013512729541324,0.660620940915571,80.08221886265845,9.247121758343994,0.0
164,0,573.054912365332,80.68881652998874,53.568937086288635,519.4859752790434,27.119879443700107,626.6238494516207,134.25775361627737,0.2842523756858364,contour,8292.0,0.34201509492305315,0.656740060193252,80.05226847521048,9.277829747427502,0.0
165,0,573.0917110788114,80.50880167958655,53.507532224681825,519.5841788541295,27.00126945490473,626.5992433034933,134.01633390426838,0.28359453452321987,contour,8256.0,0.33807580921141445,0.6538888008870585,80.06222848420806,9.269226253375603,0.0
166,0,573.1563538374261,80.44768619823324,53.45625916493261,519.7000946724935,26.99142703330063,626.6126130023587,133.90394536316586,0.28334503204111244,contour,8226.0,0.33542705656848804,0.6515127514652305,80.08565032987747,9.30607917059378,0.0
167,0,573.1954582319546,80.4705596107056,53.445993339617544,519.7494648923371,27.024566271088062,626.6414515715721,133.91655295032314,0.2831629136976705,contour,8220.0,0.3341842521642193,0.6510375415808649,80.10987974534308,9.309007309596794,0.0
168,0,573.4306826322792,80.63510387882509,53.31305481764752,520.1176278146316,27.322049061177573,626.7437374499267,133.9481586964726,0.2822289067291103,contour,8142.5,0.3270048472943034,0.6448994139078092,80.08148941232453,9.333452295979063,0.0
169,0,511.0,139.0,27.0,484.0,112.0,538.0,166.0,0.4328197293891076,hough,2290.221044466959,1.0,0.78,93.99677419354839,16.15806451612903,0.0
169,1,573.354363891773,80.79160813534477,53.38860682913837,519.9657570626347,27.403001306206406,626.7429707209113,134.18021496448313,0.28276322097501666,contour,8186.5,0.3321220661073424,0.6483842863931569,80.12593206296603,9.284649070895965,0.0
170,0,511.0,139.0,27.0,484.0,112.0,538.0,166.0,0.4329278624272691,hough,2290.221044466959,1.0,0.78,93.93655913978495,16.169892473118278,0.0
170,1,572.9425039872408,80.8179625199362,53.68456145436366,519.2579425328771,27.133401065572542,626.6270654416045,134.50252397429986,0.284928494137797,contour,8360.0,0.3494346239950573,0.6621257722160621,80.25234946049426,9.204548091425918,0.0
171,0,573.0348897691354,80.88288720841835,53.635308788918536,519.3995809802168,27.247578419499817,626.6701985580539,134.51819599733687,0.28446889361614514,contour,8331.0,0.34673913051413996,0.6598289244416284,80.24921429402863,9.1918286578978,0.0
