frame,frame_sync,tempo_ms,posicao_mm,posicao_raw_mm,valid,confidence,led_on
216,0,0.0,13.88296568627451,13.88296568627451,True,0.8715964364608565,True
217,1,4.166666666666667,13.88296568627451,13.882793764988008,True,0.8732282462173816,True
218,2,8.333333333333334,13.88296568627451,13.882793764988008,True,0.8734006603915913,True
219,3,12.5,13.882793764988008,13.867125984251969,True,0.8730239541649994,True
220,4,16.666666666666668,13.882793764988008,13.897334740809656,True,0.8736688445999797,True
221,5,20.833333333333332,13.882793764988008,13.88769907925843,True,0.8734051430166453,True
222,6,25.0,13.88769907925843,13.868732885957806,True,0.8736499993813207,True
223,7,29.166666666666668,13.896825396825397,13.851652807265864,True,0.8771868605844549,True
224,8,33.333333333333336,13.896825396825397,13.896825396825397,True,0.8778233613208181,True
225,9,37.5,13.906072695035462,13.920060153691105,True,0.8768267809702146,True
226,10,41.666666666666664,13.920060153691105,13.906072695035462,True,0.8769020910198098,True
227,11,45.83333333333333,13.940615313730419,13.94915538919282,True,0.8761959919778214,True
228,12,50.0,13.94915538919282,13.940615313730419,True,0.8765779679949323,True
229,13,54.16666666666667,14.000634517766498,14.000634517766498,True,0.8772584938472047,True
230,14,58.333333333333336,14.046948356807512,14.046948356807512,True,0.8773264045425182,True
231,15,62.5,14.105420239503252,14.105420239503252,True,0.8767536877711374,True
232,16,66.66666666666667,14.183285163776494,14.183285163776494,True,0.8798805618313151,True
233,17,70.83333333333333,14.318565400843882,14.318565400843882,True,0.8810885211479647,True
234,18,75.0,14.452564102564102,14.452564102564102,True,0.8818087711837654,True
235,19,79.16666666666666,14.666666666666666,14.666666666666666,True,0.8856131669253321,True
236,20,83.33333333333333,14.915866346538616,14.915866346538616,True,0.8828450838322999,True
237,21,87.5,15.265295358649789,15.265295358649789,True,0.8872057974640496,True
238,22,91.66666666666666,15.69683908045977,15.69683908045977,True,0.8856843985739848,True
239,23,95.83333333333334,16.27217207262342,16.27217207262342,True,0.8831272771656911,True
240,24,100.0,17.08514492753623,17.08514492753623,True,0.8773542872915342,True
241,25,104.16666666666667,18.14672619047619,18.14672619047619,True,0.9279360159775347,True
242,26,108.33333333333334,19.549603174603174,19.549603174603174,True,0.9317559467364822,True
243,27,112.5,23.341614676173503,23.341614676173503,True,0.9281546830279507,True
244,28,116.66666666666667,23.50016534391534,23.50016534391534,True,0.967077776583277,True
245,29,120.83333333333333,23.52514880952381,23.571614583333332,True,0.9688170558436893,True
246,30,125.0,23.52514880952381,23.594375,True,0.9671468544156776,True
247,31,129.16666666666669,23.52514880952381,23.59017094017094,True,0.9666483808789237,True
248,32,133.33333333333334,23.52514880952381,23.52514880952381,True,0.9658745272342758,True
249,33,137.5,23.481589147286822,23.481589147286822,True,0.9653513156906061,True
250,34,141.66666666666666,23.481589147286822,23.427777777777777,True,0.9659159663264709,True
251,35,145.83333333333334,23.481589147286822,23.42867231638418,True,0.9656681577733551,True
252,36,150.0,23.481589147286822,23.47583333333333,True,0.9680074891104701,True
253,37,154.16666666666669,23.49327956989247,23.49327956989247,True,0.9663877229215592,True
254,38,158.33333333333331,23.49327956989247,23.519191919191922,True,0.9640653190925589,True
255,39,162.5,23.49327956989247,23.53246807795699,True,0.9639980388212475,True
256,40,166.66666666666666,23.49327956989247,23.521857923497265,True,0.9614994728161252,True
257,41,170.83333333333334,23.490531097134873,23.490531097134873,True,0.9556446254281608,True
258,42,175.0,23.43337912087912,23.43337912087912,True,0.9508654290241616,True
