T_US,HALL_INF_MV,HALL_SUP_MV,PWM,SYNC_PULSE
277744555,1500,1703,0,0
277746555,1499,1702,0,0
277748555,1505,1713,0,0
277750555,1505,1704,0,0
277752555,1505,1705,0,0
277754555,1497,1703,0,0
277756555,1501,1693,0,0
277758555,1504,1706,0,0
277760555,1501,1702,0,0
277762555,1500,1702,0,0
277764555,1504,1701,0,0
277766555,1508,1706,0,0
277768555,1500,1712,0,0
277770555,1507,1705,0,0
277772555,1502,1709,0,0
277774555,1500,1699,0,0
277776555,1499,1705,0,0
277778555,1504,1703,0,0
277780555,1501,1704,0,0
277782555,1505,1705,0,0
277784555,1500,1702,0,0
277786555,1501,1703,0,0
277788555,1500,1705,0,0
277790555,1502,1705,0,0
277792555,1492,1706,0,0
277794555,1472,1706,0,0
277796555,1483,1705,0,0
277798555,1485,1701,0,0
277800555,1476,1704,0,0
277802555,1485,1710,0,0
277804555,1508,1706,0,0
277806555,1513,1706,0,0
277808555,1513,1704,0,0
277810555,1512,1702,0,0
277812555,1514,1705,0,0
277814555,1511,1705,0,0
277816555,1514,1705,0,0
277818555,1518,1718,0,0
277820555,1513,1706,0,0
277822555,1512,1706,0,0
277824555,1516,1705,0,0
277826555,1512,1706,0,0
277828555,1515,1709,0,0
277830555,1512,1700,0,0
277832555,1513,1700,0,0
277834555,1512,1712,0,0
277836555,1514,1698,0,0
277838555,1510,1705,0,0
277840555,1513,1709,0,0
277842555,1512,1709,0,0
277844555,1514,1703,0,0
277846555,1512,1705,0,0
277848555,1514,1709,0,0
277850555,1512,1697,0,0
277852555,1512,1697,0,0
277854555,1512,1709,0,0
277856555,1512,1694,0,0
277858555,1512,1710,0,0
277860555,1512,1697,0,0
277862555,1513,1709,0,0
277864555,1512,1705,0,0
277866555,1510,1705,0,0
277868555,1512,1705,0,0
277870555,1513,1701,0,0
277872555,1512,1700,0,0
277874555,1510,1704,0,0
277876555,1504,1708,0,0
277878555,1505,1704,0,0
277880555,1512,1713,0,0
277882555,1504,1709,0,0
277884555,1500,1701,0,0
277886555,1497,1713,0,0
277888555,1499,1704,0,0
277890555,1498,1704,0,0
277892555,1496,1705,0,0
277894555,1488,1707,0,0
277896555,1475,1709,0,0
277898555,1472,1709,0,0
277900555,1479,1705,0,0
277902555,1484,1708,0,0
277904555,1480,1699,0,0
277906555,1476,1707,0,0
277908555,1488,1709,0,0
277910555,1487,1701,0,0
277912555,1499,1706,0,0
277914555,1507,1709,0,0
277916555,1513,1697,0,0
277918555,1512,1705,0,0
277920555,1512,1704,0,0
277922555,1516,1708,0,0
277924555,1518,1707,0,0
277926555,1521,1704,0,0
277928555,1515,1710,0,0
277930555,1513,1705,0,0
277932555,1519,1706,0,0
277934555,1516,1702,0,0
277936555,1514,1704,0,0
277938555,1513,1707,0,0
277940555,1516,1709,0,0
277942555,1524,1706,0,0
277944555,1515,1713,0,0
277946555,1518,1709,0,0
277948555,1521,1712,0,0
277950555,1518,1709,0,0
277952555,1517,1706,0,0
277954555,1518,1705,0,0
277956555,1518,1702,0,0
277958555,1520,1702,0,0
277960555,1516,1704,0,0
277962555,1517,1709,0,0
277964555,1518,1709,0,0
277966555,1516,1705,0,0
277968555,1520,1704,0,0
277970555,1515,1703,0,0
277972555,1517,1705,0,0
277974555,1512,1702,0,0
277976555,1516,1702,0,0
277978555,1512,1702,0,0
277980555,1516,1700,0,0
277982555,1515,1717,0,0
277984555,1512,1707,0,0
277986555,1512,1703,0,0
277988555,1512,1705,0,0
277990555,1514,1704,0,0
277992555,1516,1702,0,0
277994555,1512,1702,0,0
277996555,1515,1701,0,0
277998555,1508,1702,0,0
278000555,1508,1704,0,0
278002555,1509,1709,0,0
278004555,1512,1710,0,0
278006555,1512,1705,0,0
278008555,1505,1712,0,0
278010555,1507,1701,0,0
278012555,1512,1703,0,0
278014555,1512,1713,0,0
278016555,1511,1702,0,0
278018555,1512,1701,0,0
278020555,1508,1701,0,0
278022555,1508,1701,0,0
278024555,1509,1699,0,0
278026555,1507,1704,0,0
278028555,1502,1704,0,0
278030555,1502,1705,0,0
278032555,1497,1710,0,0
278034555,1497,1705,0,0
278036555,1468,1705,0,0
278038555,1474,1709,0,0
278040555,1474,1699,0,0
278042555,1476,1704,0,0
278044555,1474,1705,0,0
278046555,1478,1705,0,0
278048555,1485,1699,0,0
278050555,1476,1704,0,0
278052555,1487,1704,0,0
278054555,1487,1700,0,0
278056555,1496,1712,0,0
278058555,1492,1704,0,0
278060555,1498,1709,0,0
278062555,1510,1707,0,0
278064555,1512,1709,0,0
278066555,1510,1704,0,0
278068555,1512,1707,0,0
278070555,1512,1707,0,0
278072555,1513,1701,0,0
278074555,1515,1705,0,0
278076555,1518,1697,0,0
278078555,1518,1707,0,0
278080555,1515,1701,0,0
278082555,1513,1705,0,0
278084555,1512,1705,0,0
278086555,1514,1696,0,0
278088555,1516,1708,0,0
278090555,1515,1707,0,0
278092555,1516,1707,0,0
278094555,1517,1699,0,0
278096555,1517,1706,0,0
278098555,1520,1703,0,0
278100555,1515,1707,0,0
278102555,1516,1704,0,0
278104555,1516,1706,0,0
278106555,1516,1709,0,0
278108555,1518,1702,0,0
278110555,1518,1702,0,0
278112555,1514,1709,0,0
278114555,1520,1704,0,0
278116555,1518,1706,0,0
278118555,1518,1696,0,0
278120555,1521,1699,0,0
278122555,1514,1697,0,0
278124555,1515,1705,0,0
278126555,1520,1705,0,0
278128555,1518,1707,0,0
278130555,1514,1705,0,0
278132555,1523,1701,0,0
278134555,1524,1701,0,0
278136555,1518,1702,0,0
278138555,1517,1700,0,0
278140555,1516,1702,0,0
278142555,1520,1710,0,0
278144555,1516,1712,0,0
278146555,1515,1700,0,0
278148555,1512,1703,0,0
278150555,1520,1706,0,0
278152555,1512,1702,0,0
278154555,1517,1702,0,0
278156555,1517,1705,0,0
278158555,1512,1705,0,0
278160555,1523,1701,0,0
278162555,1512,1704,0,0
278164555,1513,1700,0,0
278166555,1512,1709,0,0
278168555,1518,1709,0,0
278170555,1512,1703,0,0
278172555,1512,1703,0,0
278174555,1514,1705,0,0
278176555,1512,1703,0,0
278178555,1512,1707,0,0
278180555,1512,1699,0,0
278182555,1512,1705,0,0
278184555,1512,1709,0,0
278186555,1510,1709,0,0
278188555,1511,1709,0,0
278190555,1512,1705,0,0
278192555,1513,1700,0,0
278194555,1512,1702,0,0
278196555,1514,1697,0,0
278198555,1513,1704,0,0
278200555,1510,1705,0,0
278202555,1518,1702,0,0
278204555,1510,1708,0,0
278206555,1509,1705,0,0
278208555,1511,1706,0,0
278210555,1508,1701,0,0
278212555,1506,1709,0,0
278214555,1513,1699,0,0
278216555,1512,1705,0,0
278218555,1507,1707,0,0
278220555,1500,1706,0,0
278222555,1507,1712,0,0
278224555,1502,1705,0,0
278226555,1504,1713,0,0
278228555,1500,1707,0,0
278230555,1502,1705,0,0
278232555,1500,1699,0,0
278234555,1502,1705,0,0
278236555,1502,1704,0,0
278238555,1497,1705,0,0
278240555,1504,1710,0,0
278242555,1497,1705,0,0
278244555,1498,1705,0,0
278246555,1487,1697,0,0
278248555,1470,1697,0,0
278250555,1473,1702,0,0
278252555,1473,1712,0,0
278254555,1470,1703,0,0
278256555,1480,1701,0,0
278258555,1478,1697,0,0
278260555,1482,1703,0,0
278262555,1476,1705,0,0
278264555,1478,1697,0,0
278266555,1487,1699,0,0
278268555,1487,1702,0,0
278270555,1486,1709,0,0
278272555,1482,1702,0,0
278274555,1482,1709,0,0
278276555,1488,1705,0,0
278278555,1487,1706,0,0
278280555,1486,1701,0,0
278282555,1488,1705,0,0
278284555,1487,1701,0,0
278286555,1487,1702,0,0
278288555,1484,1701,0,0
278290555,1488,1700,0,0
278292555,1499,1706,0,0
278294555,1500,1702,0,0
278296555,1500,1704,0,0
278298555,1502,1705,0,0
278300555,1502,1701,0,0
278302555,1508,1705,0,0
278304555,1508,1696,0,0
278306555,1504,1706,0,0
278308555,1512,1701,0,0
278310555,1512,1704,0,0
278312555,1511,1704,0,0
278314555,1512,1709,0,0
278316555,1513,1697,0,0
278318555,1518,1703,0,0
278320555,1513,1709,0,0
278322555,1512,1708,0,0
278324555,1513,1706,0,0
278326555,1520,1704,0,0
278328555,1516,1703,0,0
278330555,1516,1702,0,0
278332555,1513,1708,0,0
278334555,1512,1699,0,0
278336555,1512,1706,0,0
278338555,1512,1706,0,0
278340555,1520,1702,0,0
278342555,1520,1701,0,0
278344555,1512,1694,0,0
278346555,1515,1702,0,0
278348555,1512,1701,0,0
278350555,1514,1705,0,0
278352555,1515,1707,0,0
278354555,1518,1703,0,0
278356555,1516,1704,0,0
278358555,1521,1707,0,0
278360555,1516,1704,0,0
278362555,1517,1713,0,0
278364555,1517,1701,0,0
278366555,1516,1706,0,0
278368555,1518,1705,0,0
278370555,1513,1706,0,0
278372555,1521,1701,0,0
278374555,1518,1705,0,0
278376555,1520,1697,0,0
278378555,1512,1710,0,0
278380555,1522,1704,0,0
278382555,1523,1703,0,0
278384555,1518,1705,0,0
278386555,1517,1705,0,0
278388555,1515,1708,0,0
278390555,1517,1709,0,0
278392555,1521,1702,0,0
278394555,1520,1704,0,0
278396555,1523,1704,0,0
278398555,1516,1709,0,0
278400555,1517,1696,0,0
278402555,1515,1706,0,0
278404555,1518,1702,0,0
278406555,1517,1709,0,0
278408555,1518,1705,0,0
278410555,1513,1697,0,0
278412555,1516,1706,0,0
278414555,1512,1700,0,0
278416555,1512,1700,0,0
278418555,1518,1705,0,0
278420555,1512,1706,0,0
278422555,1512,1713,0,0
278424555,1513,1712,0,0
278426555,1512,1709,0,0
278428555,1512,1709,0,0
278430555,1512,1701,0,0
278432555,1512,1699,0,0
278434555,1513,1709,0,0
278436555,1512,1701,0,0
278438555,1512,1705,0,0
278440555,1514,1704,0,0
278442555,1512,1710,0,0
278444555,1510,1705,0,0
278446555,1511,1712,0,0
278448555,1512,1703,0,0
278450555,1511,1705,0,0
278452555,1507,1707,0,0
278454555,1508,1701,0,0
278456555,1507,1698,0,0
278458555,1504,1705,0,0
278460555,1503,1702,0,0
278462555,1501,1697,0,0
278464555,1495,1702,0,0
278466555,1484,1707,0,0
278468555,1470,1709,0,0
278470555,1472,1701,0,0
278472555,1475,1704,0,0
278474555,1474,1701,0,0
278476555,1474,1701,0,0
278478555,1471,1701,0,0
278480555,1479,1713,0,0
278482555,1477,1707,0,0
278484555,1479,1701,0,0
278486555,1487,1707,0,0
278488555,1487,1712,0,0
278490555,1476,1704,0,0
278492555,1478,1703,0,0
278494555,1476,1697,0,0
278496555,1482,1709,0,0
278498555,1472,1700,0,0
278500555,1476,1710,0,0
278502555,1473,1700,0,0
278504555,1475,1694,0,0
278506555,1480,1706,0,0
278508555,1478,1702,0,0
278510555,1479,1700,0,0
278512555,1479,1705,0,0
278514555,1479,1703,0,0
278516555,1477,1701,0,0
278518555,1487,1701,0,0
278520555,1491,1699,0,0
278522555,1480,1701,0,0
278524555,1492,1698,0,0
278526555,1487,1707,0,0
278528555,1489,1709,0,0
278530555,1480,1710,0,0
278532555,1488,1715,0,0
278534555,1491,1703,0,0
278536555,1488,1716,0,0
278538555,1487,1701,0,0
278540555,1485,1704,0,0
278542555,1486,1704,0,0
278544555,1486,1709,0,0
278546555,1487,1702,0,0
278548555,1487,1705,0,0
278550555,1483,1705,0,0
278552555,1484,1704,0,0
278554555,1487,1703,0,0
278556555,1483,1702,0,0
278558555,1484,1701,0,0
278560555,1483,1707,0,0
278562555,1487,1701,0,0
278564555,1487,1701,0,0
278566555,1487,1705,0,0
278568555,1492,1704,0,0
278570555,1484,1709,0,0
278572555,1490,1696,0,0
278574555,1486,1706,0,0
278576555,1488,1710,0,0
278578555,1487,1709,0,0
278580555,1487,1707,0,0
278582555,1484,1705,0,0
278584555,1487,1697,0,0
278586555,1489,1701,0,0
278588555,1487,1709,0,0
278590555,1488,1701,0,0
278592555,1495,1701,0,0
278594555,1485,1697,0,0
278596555,1488,1712,0,0
278598555,1487,1705,0,0
278600555,1487,1707,0,0
278602555,1486,1696,0,0
278604555,1487,1702,0,0
278606555,1487,1702,0,0
278608555,1487,1704,0,0
278610555,1488,1709,0,0
278612555,1487,1701,0,0
278614555,1488,1706,0,0
278616555,1487,1704,0,0
278618555,1481,1704,0,0
278620555,1487,1705,0,0
278622555,1485,1705,0,0
278624555,1487,1704,0,0
278626555,1487,1707,0,0
278628555,1487,1713,0,0
278630555,1486,1699,0,0
278632555,1489,1703,0,0
278634555,1487,1705,0,0
278636555,1484,1703,0,0
278638555,1487,1699,0,0
278640555,1481,1707,0,0
278642555,1485,1709,0,0
278644555,1485,1712,0,0
278646555,1491,1707,0,0
278648555,1487,1707,0,0
278650555,1485,1702,0,0
278652555,1487,1700,0,0
278654555,1491,1702,0,0
278656555,1487,1707,0,0
278658555,1487,1709,0,0
278660555,1487,1704,0,0
278662555,1487,1707,0,0
278664555,1486,1710,0,0
278666555,1487,1703,0,0
278668555,1483,1705,0,0
278670555,1489,1706,0,0
278672555,1487,1701,0,0
278674555,1489,1707,0,0
278676555,1487,1705,0,0
278678555,1487,1701,0,0
278680555,1487,1707,0,0
278682555,1487,1706,0,0
278684555,1485,1705,0,0
278686555,1491,1705,0,0
278688555,1485,1703,0,0
278690555,1487,1709,0,0
278692555,1490,1709,0,0
278694555,1491,1709,0,0
278696555,1484,1700,0,0
278698555,1487,1706,0,0
278700555,1487,1707,0,0
278702555,1487,1701,0,0
278704555,1487,1703,0,0
278706555,1487,1704,0,0
278708555,1482,1705,0,0
278710555,1487,1701,0,0
278712555,1487,1699,0,0
278714555,1488,1699,0,0
278716555,1489,1702,0,0
278718555,1484,1707,0,0
278720555,1487,1704,0,0
278722555,1483,1705,0,0
278724555,1486,1712,0,0
278726555,1485,1700,0,0
278728555,1488,1705,0,0
278730555,1487,1701,0,0
278732555,1487,1701,0,0
278734555,1488,1710,0,0
278736555,1486,1705,0,0
278738555,1487,1705,0,0
278740555,1488,1707,0,0
278742555,1487,1704,0,0
278744555,1488,1701,0,0
278746555,1482,1701,0,0
278748555,1484,1709,0,0
278750555,1487,1704,0,0
278752555,1487,1701,0,0
278754555,1491,1705,0,0
278756555,1483,1709,0,0
278758555,1490,1709,0,0
278760555,1486,1709,0,0
278762555,1484,1710,0,0
278764555,1488,1707,0,0
278766555,1487,1702,0,0
278768555,1487,1701,0,0
278770555,1484,1705,0,0
278772555,1487,1704,0,0
278774555,1487,1700,0,0
278776555,1487,1702,0,0
278778555,1487,1699,0,0
278780555,1480,1704,0,0
278782555,1489,1704,0,0
278784555,1487,1702,0,0
278786555,1490,1704,0,0
278788555,1488,1706,0,0
278790555,1488,1710,0,0
278792555,1488,1705,0,0
278794555,1480,1701,0,0
278796555,1487,1710,0,0
278798555,1482,1709,0,0
278800555,1487,1710,0,0
278802555,1487,1705,0,0
278804555,1487,1705,0,0
278806555,1487,1708,0,0
278808555,1487,1706,0,0
278810555,1487,1704,0,0
278812555,1486,1706,0,0
278814555,1489,1705,0,0
