frame,time_video_s,time_real_s,x_center_px,y_center_px,radius_px,x_left_px,y_top_px,x_right_px,y_bottom_px,confidence,valid,method,roi_x_px,roi_y_px,roi_w_px,roi_h_px,video_fps,time_scale
164,9.692689275138406,9.692689275138406,507.0,184.0,72.0,435.0,112.0,579.0,256.0,0.5281419809610859,True,hough,157,44,472,359,16.919968787264995,1.0
165,9.7517910390112,9.7517910390112,502.0,179.0,78.0,424.0,101.0,580.0,257.0,0.4836888143842114,True,hough,157,44,472,359,16.919968787264995,1.0
166,9.810892802883997,9.810892802883997,506.0,185.0,72.0,434.0,113.0,578.0,257.0,0.5306118239872688,True,hough,157,44,472,359,16.919968787264995,1.0
167,9.869994566756791,9.869994566756791,508.0,183.0,74.0,434.0,109.0,582.0,257.0,0.5122597551713719,True,hough,157,44,472,359,16.919968787264995,1.0
168,9.929096330629587,9.929096330629587,508.0,183.0,74.0,434.0,109.0,582.0,257.0,0.5150323082395951,True,hough,157,44,472,359,16.919968787264995,1.0
169,9.988198094502382,9.988198094502382,508.0,183.0,74.0,434.0,109.0,582.0,257.0,0.5153895158582908,True,hough,157,44,472,359,16.919968787264995,1.0
170,10.047299858375176,10.047299858375176,509.0,183.0,74.0,435.0,109.0,583.0,257.0,0.5149728335103676,True,hough,157,44,472,359,16.919968787264995,1.0
171,10.106401622247972,10.106401622247972,509.0,183.0,74.0,435.0,109.0,583.0,257.0,0.5153656347301984,True,hough,157,44,472,359,16.919968787264995,1.0
172,10.165503386120767,10.165503386120767,504.0,186.0,72.0,432.0,114.0,576.0,258.0,0.5438478892710881,True,hough,157,44,472,359,16.919968787264995,1.0
173,10.224605149993563,10.224605149993563,498.0,187.0,78.0,420.0,109.0,576.0,265.0,0.49614225614607504,True,hough,157,44,472,359,16.919968787264995,1.0
174,10.283706913866357,10.283706913866357,509.0,184.0,74.0,435.0,110.0,583.0,258.0,0.5215813669080227,True,hough,157,44,472,359,16.919968787264995,1.0
175,10.342808677739153,10.342808677739153,504.0,186.0,72.0,432.0,114.0,576.0,258.0,0.5444400965991889,True,hough,157,44,472,359,16.919968787264995,1.0
176,10.401910441611948,10.401910441611948,508.0,183.0,74.0,434.0,109.0,582.0,257.0,0.5198606683337055,True,hough,157,44,472,359,16.919968787264995,1.0
177,10.461012205484742,10.461012205484742,503.0,187.0,74.0,429.0,113.0,577.0,261.0,0.5252135194142296,True,hough,157,44,472,359,16.919968787264995,1.0
178,10.520113969357539,10.520113969357539,506.0,184.0,72.0,434.0,112.0,578.0,256.0,0.5364129856562957,True,hough,157,44,472,359,16.919968787264995,1.0
179,10.579215733230333,10.579215733230333,522.0,171.0,55.0,467.0,116.0,577.0,226.0,0.6355456472811013,True,hough,157,44,472,359,16.919968787264995,1.0
180,10.63831749710313,10.63831749710313,524.0,167.0,52.0,472.0,115.0,576.0,219.0,0.6563115842087046,True,hough,157,44,472,359,16.919968787264995,1.0
181,10.697419260975924,10.697419260975924,524.0,167.0,52.0,472.0,115.0,576.0,219.0,0.6563871904780454,True,hough,157,44,472,359,16.919968787264995,1.0
182,10.756521024848718,10.756521024848718,522.0,169.0,55.0,467.0,114.0,577.0,224.0,0.6352962534959414,True,hough,157,44,472,359,16.919968787264995,1.0
183,10.815622788721514,10.815622788721514,524.0,167.0,52.0,472.0,115.0,576.0,219.0,0.6563268144975956,True,hough,157,44,472,359,16.919968787264995,1.0
184,10.874724552594309,10.874724552594309,509.0,183.0,74.0,435.0,109.0,583.0,257.0,0.5166615024054835,True,hough,157,44,472,359,16.919968787264995,1.0
185,10.933826316467105,10.933826316467105,524.0,167.0,53.0,471.0,114.0,577.0,220.0,0.6493565350795056,True,hough,157,44,472,359,16.919968787264995,1.0
186,10.9929280803399,10.9929280803399,524.0,167.0,53.0,471.0,114.0,577.0,220.0,0.6488908042872454,True,hough,157,44,472,359,16.919968787264995,1.0
187,11.052029844212695,11.052029844212695,524.0,167.0,53.0,471.0,114.0,577.0,220.0,0.6466158749035269,True,hough,157,44,472,359,16.919968787264995,1.0
188,11.11113160808549,11.11113160808549,506.0,185.0,72.0,434.0,113.0,578.0,257.0,0.5313877077044646,True,hough,157,44,472,359,16.919968787264995,1.0
189,11.170233371958284,11.170233371958284,508.0,183.0,74.0,434.0,109.0,582.0,257.0,0.5136411926122821,True,hough,157,44,472,359,16.919968787264995,1.0
190,11.22933513583108,11.22933513583108,508.0,183.0,74.0,434.0,109.0,582.0,257.0,0.5134285476461935,True,hough,157,44,472,359,16.919968787264995,1.0
191,11.288436899703875,11.288436899703875,503.0,186.0,74.0,429.0,112.0,577.0,260.0,0.5179596224794305,True,hough,157,44,472,359,16.919968787264995,1.0
192,11.347538663576671,11.347538663576671,513.0,193.0,63.0,450.0,130.0,576.0,256.0,0.5833592099093293,True,hough,157,44,472,359,16.919968787264995,1.0
193,11.406640427449465,11.406640427449465,509.0,183.0,74.0,435.0,109.0,583.0,257.0,0.5088872215479069,True,hough,157,44,472,359,16.919968787264995,1.0
194,11.46574219132226,11.46574219132226,503.0,187.0,74.0,429.0,113.0,577.0,261.0,0.5145691708820523,True,hough,157,44,472,359,16.919968787264995,1.0
195,11.524843955195056,11.524843955195056,503.0,187.0,74.0,429.0,113.0,577.0,261.0,0.5141405550979268,True,hough,157,44,472,359,16.919968787264995,1.0
196,11.58394571906785,11.58394571906785,525.0,168.0,53.0,472.0,115.0,578.0,221.0,0.6455807286961053,True,hough,157,44,472,359,16.919968787264995,1.0
197,11.643047482940647,11.643047482940647,524.0,169.0,54.0,470.0,115.0,578.0,223.0,0.6384957777126012,True,hough,157,44,472,359,16.919968787264995,1.0
198,11.702149246813441,11.702149246813441,516.0,172.0,62.0,454.0,110.0,578.0,234.0,0.585043486023406,True,hough,157,44,472,359,16.919968787264995,1.0
199,11.761251010686236,11.761251010686236,524.0,169.0,54.0,470.0,115.0,578.0,223.0,0.638618289210366,True,hough,157,44,472,359,16.919968787264995,1.0
200,11.820352774559032,11.820352774559032,509.0,183.0,74.0,435.0,109.0,583.0,257.0,0.5084352848842169,True,hough,157,44,472,359,16.919968787264995,1.0
201,11.879454538431826,11.879454538431826,524.0,169.0,54.0,470.0,115.0,578.0,223.0,0.6382543809351915,True,hough,157,44,472,359,16.919968787264995,1.0
202,11.938556302304622,11.938556302304622,508.0,183.0,74.0,434.0,109.0,582.0,257.0,0.5100437484290019,True,hough,157,44,472,359,16.919968787264995,1.0
203,11.997658066177417,11.997658066177417,502.0,179.0,78.0,424.0,101.0,580.0,257.0,0.4821195109864695,True,hough,157,44,472,359,16.919968787264995,1.0
204,12.056759830050213,12.056759830050213,524.0,168.0,54.0,470.0,114.0,578.0,222.0,0.6358486974480186,True,hough,157,44,472,359,16.919968787264995,1.0
205,12.115861593923007,12.115861593923007,503.0,187.0,74.0,429.0,113.0,577.0,261.0,0.5109953711824482,True,hough,157,44,472,359,16.919968787264995,1.0
206,12.174963357795802,12.174963357795802,524.0,168.0,54.0,470.0,114.0,578.0,222.0,0.6358226331677412,True,hough,157,44,472,359,16.919968787264995,1.0
207,12.234065121668598,12.234065121668598,524.0,168.0,54.0,470.0,114.0,578.0,222.0,0.6357984154981693,True,hough,157,44,472,359,16.919968787264995,1.0
208,12.293166885541392,12.293166885541392,525.0,167.0,53.0,472.0,114.0,578.0,220.0,0.6431087887906166,True,hough,157,44,472,359,16.919968787264995,1.0
209,12.352268649414189,12.352268649414189,525.0,167.0,52.0,473.0,115.0,577.0,219.0,0.6503050496071037,True,hough,157,44,472,359,16.919968787264995,1.0
210,12.411370413286983,12.411370413286983,524.0,168.0,54.0,470.0,114.0,578.0,222.0,0.636042409323146,True,hough,157,44,472,359,16.919968787264995,1.0
211,12.470472177159778,12.470472177159778,524.0,168.0,54.0,470.0,114.0,578.0,222.0,0.6360179852834371,True,hough,157,44,472,359,16.919968787264995,1.0
212,12.529573941032574,12.529573941032574,509.0,180.0,72.0,437.0,108.0,581.0,252.0,0.5205247289928767,True,hough,157,44,472,359,16.919968787264995,1.0
213,12.588675704905368,12.588675704905368,522.0,169.0,55.0,467.0,114.0,577.0,224.0,0.6295010879041163,True,hough,157,44,472,359,16.919968787264995,1.0
214,12.647777468778164,12.647777468778164,522.0,171.0,56.0,466.0,115.0,578.0,227.0,0.6225783681300723,True,hough,157,44,472,359,16.919968787264995,1.0
215,12.706879232650959,12.706879232650959,506.0,184.0,72.0,434.0,112.0,578.0,256.0,0.5254572044151617,True,hough,157,44,472,359,16.919968787264995,1.0
216,12.765980996523755,12.765980996523755,521.0,172.0,58.0,463.0,114.0,579.0,230.0,0.6087494521566648,True,hough,157,44,472,359,16.919968787264995,1.0
217,12.82508276039655,12.82508276039655,522.0,169.0,55.0,467.0,114.0,577.0,224.0,0.6297577748882905,True,hough,157,44,472,359,16.919968787264995,1.0
218,12.884184524269344,12.884184524269344,506.0,185.0,72.0,434.0,113.0,578.0,257.0,0.5252847514366796,True,hough,157,44,472,359,16.919968787264995,1.0
219,12.94328628814214,12.94328628814214,506.0,185.0,72.0,434.0,113.0,578.0,257.0,0.5252071684978332,True,hough,157,44,472,359,16.919968787264995,1.0
220,13.002388052014934,13.002388052014934,504.0,186.0,74.0,430.0,112.0,578.0,260.0,0.509922074708621,True,hough,157,44,472,359,16.919968787264995,1.0
221,13.06148981588773,13.06148981588773,506.0,185.0,72.0,434.0,113.0,578.0,257.0,0.5235148375416838,True,hough,157,44,472,359,16.919968787264995,1.0
222,13.120591579760525,13.120591579760525,504.0,184.0,71.0,433.0,113.0,575.0,255.0,0.5330819806466124,True,hough,157,44,472,359,16.919968787264995,1.0
223,13.17969334363332,13.17969334363332,504.0,186.0,74.0,430.0,112.0,578.0,260.0,0.5083825801810944,True,hough,157,44,472,359,16.919968787264995,1.0
224,13.238795107506116,13.238795107506116,509.0,181.0,74.0,435.0,107.0,583.0,255.0,0.5027618561746303,True,hough,157,44,472,359,16.919968787264995,1.0
225,13.29789687137891,13.29789687137891,524.0,168.0,55.0,469.0,113.0,579.0,223.0,0.6273698341152736,True,hough,157,44,472,359,16.919968787264995,1.0
226,13.356998635251706,13.356998635251706,502.0,184.0,76.0,426.0,108.0,578.0,260.0,0.49146373150474804,True,hough,157,44,472,359,16.919968787264995,1.0
227,13.4161003991245,13.4161003991245,525.0,166.0,53.0,472.0,113.0,578.0,219.0,0.6420771900914253,True,hough,157,44,472,359,16.919968787264995,1.0
228,13.475202162997295,13.475202162997295,507.0,184.0,74.0,433.0,110.0,581.0,258.0,0.5063725524452283,True,hough,157,44,472,359,16.919968787264995,1.0
229,13.534303926870091,13.534303926870091,507.0,184.0,74.0,433.0,110.0,581.0,258.0,0.5066748286223774,True,hough,157,44,472,359,16.919968787264995,1.0
230,13.593405690742886,13.593405690742886,500.0,183.0,79.0,421.0,104.0,579.0,262.0,0.4676340536836085,True,hough,157,44,472,359,16.919968787264995,1.0
231,13.652507454615682,13.652507454615682,504.0,184.0,74.0,430.0,110.0,578.0,258.0,0.5089749325178297,True,hough,157,44,472,359,16.919968787264995,1.0
232,13.711609218488476,13.711609218488476,527.0,163.0,51.0,476.0,112.0,578.0,214.0,0.6496435694491606,True,hough,157,44,472,359,16.919968787264995,1.0
233,13.770710982361273,13.770710982361273,504.0,184.0,74.0,430.0,110.0,578.0,258.0,0.5099069537006412,True,hough,157,44,472,359,16.919968787264995,1.0
234,13.829812746234067,13.829812746234067,526.0,165.0,53.0,473.0,112.0,579.0,218.0,0.6427807486177985,True,hough,157,44,472,359,16.919968787264995,1.0
235,13.888914510106861,13.888914510106861,507.0,181.0,72.0,435.0,109.0,579.0,253.0,0.5226665396608665,True,hough,157,44,472,359,16.919968787264995,1.0
236,13.948016273979658,13.948016273979658,506.0,184.0,74.0,432.0,110.0,580.0,258.0,0.5093984861072409,True,hough,157,44,472,359,16.919968787264995,1.0
237,14.007118037852452,14.007118037852452,506.0,184.0,74.0,432.0,110.0,580.0,258.0,0.5093990092909806,True,hough,157,44,472,359,16.919968787264995,1.0
238,14.066219801725248,14.066219801725248,506.0,184.0,74.0,432.0,110.0,580.0,258.0,0.5091357723146919,True,hough,157,44,472,359,16.919968787264995,1.0
239,14.125321565598043,14.125321565598043,506.0,184.0,74.0,432.0,110.0,580.0,258.0,0.5090499758836318,True,hough,157,44,472,359,16.919968787264995,1.0
240,14.184423329470837,14.184423329470837,526.0,165.0,53.0,473.0,112.0,579.0,218.0,0.6429349247166636,True,hough,157,44,472,359,16.919968787264995,1.0
241,14.243525093343633,14.243525093343633,507.0,183.0,72.0,435.0,111.0,579.0,255.0,0.522757790803279,True,hough,157,44,472,359,16.919968787264995,1.0
242,14.302626857216428,14.302626857216428,507.0,183.0,72.0,435.0,111.0,579.0,255.0,0.5222846011271869,True,hough,157,44,472,359,16.919968787264995,1.0
243,14.361728621089224,14.361728621089224,506.0,184.0,74.0,432.0,110.0,580.0,258.0,0.5063963565926071,True,hough,157,44,472,359,16.919968787264995,1.0
244,14.420830384962018,14.420830384962018,527.0,165.0,52.0,475.0,113.0,579.0,217.0,0.6499306816064021,True,hough,157,44,472,359,16.919968787264995,1.0
245,14.479932148834814,14.479932148834814,527.0,165.0,52.0,475.0,113.0,579.0,217.0,0.6501810727479123,True,hough,157,44,472,359,16.919968787264995,1.0
246,14.539033912707609,14.539033912707609,527.0,165.0,52.0,475.0,113.0,579.0,217.0,0.6501304060766304,True,hough,157,44,472,359,16.919968787264995,1.0
247,14.598135676580403,14.598135676580403,506.0,185.0,74.0,432.0,111.0,580.0,259.0,0.5010680138904358,True,hough,157,44,472,359,16.919968787264995,1.0
248,14.6572374404532,14.6572374404532,504.0,183.0,76.0,428.0,107.0,580.0,259.0,0.4836818491518069,True,hough,157,44,472,359,16.919968787264995,1.0
249,14.716339204325994,14.716339204325994,506.0,181.0,75.0,431.0,106.0,581.0,256.0,0.4893052773419992,True,hough,157,44,472,359,16.919968787264995,1.0
250,14.77544096819879,14.77544096819879,508.0,183.0,72.0,436.0,111.0,580.0,255.0,0.5124963624526149,True,hough,157,44,472,359,16.919968787264995,1.0
251,14.834542732071585,14.834542732071585,502.0,184.0,78.0,424.0,106.0,580.0,262.0,0.4637675333227262,True,hough,157,44,472,359,16.919968787264995,1.0
252,14.893644495944379,14.893644495944379,527.0,168.0,54.0,473.0,114.0,581.0,222.0,0.6311835075338901,True,hough,157,44,472,359,16.919968787264995,1.0
253,14.952746259817175,14.952746259817175,509.0,184.0,71.0,438.0,113.0,580.0,255.0,0.5136884219836606,True,hough,157,44,472,359,16.919968787264995,1.0
254,15.01184802368997,15.01184802368997,509.0,185.0,72.0,437.0,113.0,581.0,257.0,0.5051235686518853,True,hough,157,44,472,359,16.919968787264995,1.0
255,15.070949787562766,15.070949787562766,526.0,169.0,55.0,471.0,114.0,581.0,224.0,0.6237138155191679,True,hough,157,44,472,359,16.919968787264995,1.0
256,15.13005155143556,15.13005155143556,514.0,181.0,72.0,442.0,109.0,586.0,253.0,0.49911128402003496,True,hough,157,44,472,359,16.919968787264995,1.0
257,15.189153315308356,15.189153315308356,507.0,187.0,74.0,433.0,113.0,581.0,261.0,0.48546384643970625,True,hough,157,44,472,359,16.919968787264995,1.0
258,15.24825507918115,15.24825507918115,527.0,168.0,54.0,473.0,114.0,581.0,222.0,0.6315094383436115,True,hough,157,44,472,359,16.919968787264995,1.0
259,15.307356843053945,15.307356843053945,503.0,185.0,78.0,425.0,107.0,581.0,263.0,0.45197517262419484,True,hough,157,44,472,359,16.919968787264995,1.0
260,15.366458606926741,15.366458606926741,513.0,181.0,72.0,441.0,109.0,585.0,253.0,0.49884805074815347,True,hough,157,44,472,359,16.919968787264995,1.0
261,15.425560370799536,15.425560370799536,513.0,181.0,72.0,441.0,109.0,585.0,253.0,0.49830896937457825,True,hough,157,44,472,359,16.919968787264995,1.0
262,15.484662134672332,15.484662134672332,515.0,181.0,72.0,443.0,109.0,587.0,253.0,0.49790459005619864,True,hough,157,44,472,359,16.919968787264995,1.0
263,15.543763898545127,15.543763898545127,514.0,181.0,72.0,442.0,109.0,586.0,253.0,0.498500537012039,True,hough,157,44,472,359,16.919968787264995,1.0
264,15.602865662417921,15.602865662417921,508.0,186.0,74.0,434.0,112.0,582.0,260.0,0.48329678089889677,True,hough,157,44,472,359,16.919968787264995,1.0
265,15.661967426290717,15.661967426290717,528.0,168.0,54.0,474.0,114.0,582.0,222.0,0.6343775463850785,True,hough,157,44,472,359,16.919968787264995,1.0
266,15.721069190163512,15.721069190163512,510.0,185.0,72.0,438.0,113.0,582.0,257.0,0.5007484441485406,True,hough,157,44,472,359,16.919968787264995,1.0
267,15.780170954036308,15.780170954036308,530.0,168.0,54.0,476.0,114.0,584.0,222.0,0.6352951537779536,True,hough,157,44,472,359,16.919968787264995,1.0
268,15.839272717909102,15.839272717909102,510.0,184.0,74.0,436.0,110.0,584.0,258.0,0.5000339818573352,True,hough,157,44,472,359,16.919968787264995,1.0
269,15.898374481781897,15.898374481781897,508.0,181.0,76.0,432.0,105.0,584.0,257.0,0.48724225618358513,True,hough,157,44,472,359,16.919968787264995,1.0
270,15.957476245654693,15.957476245654693,509.0,174.0,78.0,431.0,96.0,587.0,252.0,0.47108318070785116,True,hough,157,44,472,359,16.919968787264995,1.0
271,16.01657800952749,16.01657800952749,514.0,180.0,71.0,443.0,109.0,585.0,251.0,0.5200022004831082,True,hough,157,44,472,359,16.919968787264995,1.0
272,16.07567977340028,16.07567977340028,510.0,179.0,75.0,435.0,104.0,585.0,254.0,0.4949091939157048,True,hough,157,44,472,359,16.919968787264995,1.0
273,16.134781537273078,16.134781537273078,532.0,165.0,54.0,478.0,111.0,586.0,219.0,0.6573325764561555,True,hough,157,44,472,359,16.919968787264995,1.0
274,16.193883301145874,16.193883301145874,514.0,180.0,71.0,443.0,109.0,585.0,251.0,0.5222641563942908,True,hough,157,44,472,359,16.919968787264995,1.0
275,16.252985065018667,16.252985065018667,513.0,181.0,72.0,441.0,109.0,585.0,253.0,0.5181145902252213,True,hough,157,44,472,359,16.919968787264995,1.0
276,16.312086828891463,16.312086828891463,512.0,180.0,75.0,437.0,105.0,587.0,255.0,0.5003517842266665,True,hough,157,44,472,359,16.919968787264995,1.0
277,16.37118859276426,16.37118859276426,518.0,178.0,74.0,444.0,104.0,592.0,252.0,0.5013950507716105,True,hough,157,44,472,359,16.919968787264995,1.0
278,16.430290356637055,16.430290356637055,508.0,183.0,78.0,430.0,105.0,586.0,261.0,0.47922186959174634,True,hough,157,44,472,359,16.919968787264995,1.0
279,16.489392120509848,16.489392120509848,512.0,184.0,74.0,438.0,110.0,586.0,258.0,0.5071630075209945,True,hough,157,44,472,359,16.919968787264995,1.0
280,16.548493884382644,16.548493884382644,532.0,167.0,54.0,478.0,113.0,586.0,221.0,0.6531664860177933,True,hough,157,44,472,359,16.919968787264995,1.0
281,16.60759564825544,16.60759564825544,512.0,185.0,74.0,438.0,111.0,586.0,259.0,0.5004909236929888,True,hough,157,44,472,359,16.919968787264995,1.0
282,16.666697412128233,16.666697412128233,512.0,178.0,76.0,436.0,102.0,588.0,254.0,0.48329053069338906,True,hough,157,44,472,359,16.919968787264995,1.0
283,16.72579917600103,16.72579917600103,513.0,184.0,72.0,441.0,112.0,585.0,256.0,0.5116862878532289,True,hough,157,44,472,359,16.919968787264995,1.0
284,16.784900939873825,16.784900939873825,522.0,183.0,71.0,451.0,112.0,593.0,254.0,0.5143814760977365,True,hough,157,44,472,359,16.919968787264995,1.0
285,16.84400270374662,16.84400270374662,513.0,185.0,72.0,441.0,113.0,585.0,257.0,0.5101495211854756,True,hough,157,44,472,359,16.919968787264995,1.0
286,16.903104467619414,16.903104467619414,510.0,181.0,74.0,436.0,107.0,584.0,255.0,0.4933940474563078,True,hough,157,44,472,359,16.919968787264995,1.0
287,16.96220623149221,16.96220623149221,507.0,174.0,78.0,429.0,96.0,585.0,252.0,0.46214734793631035,True,hough,157,44,472,359,16.919968787264995,1.0
288,17.021307995365007,17.021307995365007,513.0,183.0,71.0,442.0,112.0,584.0,254.0,0.512150705746214,True,hough,157,44,472,359,16.919968787264995,1.0
289,17.0804097592378,17.0804097592378,513.0,184.0,72.0,441.0,112.0,585.0,256.0,0.5061077532560885,True,hough,157,44,472,359,16.919968787264995,1.0
290,17.139511523110595,17.139511523110595,510.0,185.0,74.0,436.0,111.0,584.0,259.0,0.4922237510064303,True,hough,157,44,472,359,16.919968787264995,1.0
291,17.19861328698339,17.19861328698339,510.0,185.0,74.0,436.0,111.0,584.0,259.0,0.4921661266654707,True,hough,157,44,472,359,16.919968787264995,1.0
292,17.257715050856188,17.257715050856188,510.0,185.0,74.0,436.0,111.0,584.0,259.0,0.49213663164754845,True,hough,157,44,472,359,16.919968787264995,1.0
293,17.31681681472898,17.31681681472898,513.0,183.0,71.0,442.0,112.0,584.0,254.0,0.5128022576463012,True,hough,157,44,472,359,16.919968787264995,1.0
294,17.375918578601777,17.375918578601777,512.0,183.0,72.0,440.0,111.0,584.0,255.0,0.5063125363576796,True,hough,157,44,472,359,16.919968787264995,1.0
295,17.435020342474573,17.435020342474573,522.0,181.0,70.0,452.0,111.0,592.0,251.0,0.5187898185470534,True,hough,157,44,472,359,16.919968787264995,1.0
296,17.494122106347366,17.494122106347366,513.0,181.0,71.0,442.0,110.0,584.0,252.0,0.5115541966689221,True,hough,157,44,472,359,16.919968787264995,1.0
297,17.55322387022016,17.55322387022016,509.0,180.0,74.0,435.0,106.0,583.0,254.0,0.48901940741242317,True,hough,157,44,472,359,16.919968787264995,1.0
298,17.612325634092958,17.612325634092958,513.0,183.0,71.0,442.0,112.0,584.0,254.0,0.5123008459262346,True,hough,157,44,472,359,16.919968787264995,1.0
299,17.67142739796575,17.67142739796575,518.0,174.0,67.0,451.0,107.0,585.0,241.0,0.542002060319658,True,hough,157,44,472,359,16.919968787264995,1.0
300,17.730529161838547,17.730529161838547,510.0,183.0,71.0,439.0,112.0,581.0,254.0,0.5092580559904285,True,hough,157,44,472,359,16.919968787264995,1.0
301,17.789630925711343,17.789630925711343,509.0,186.0,72.0,437.0,114.0,581.0,258.0,0.5024461883592104,True,hough,157,44,472,359,16.919968787264995,1.0
302,17.84873268958414,17.84873268958414,509.0,186.0,72.0,437.0,114.0,581.0,258.0,0.5024296437510958,True,hough,157,44,472,359,16.919968787264995,1.0
303,17.907834453456932,17.907834453456932,512.0,181.0,74.0,438.0,107.0,586.0,255.0,0.48504639285907664,True,hough,157,44,472,359,16.919968787264995,1.0
304,17.966936217329728,17.966936217329728,510.0,185.0,72.0,438.0,113.0,582.0,257.0,0.5026274576836387,True,hough,157,44,472,359,16.919968787264995,1.0
305,18.026037981202524,18.026037981202524,527.0,168.0,54.0,473.0,114.0,581.0,222.0,0.6324640449538881,True,hough,157,44,472,359,16.919968787264995,1.0
306,18.085139745075317,18.085139745075317,528.0,169.0,54.0,474.0,115.0,582.0,223.0,0.6321736607302151,True,hough,157,44,472,359,16.919968787264995,1.0
307,18.144241508948113,18.144241508948113,521.0,171.0,60.0,461.0,111.0,581.0,231.0,0.5890316988901454,True,hough,157,44,472,359,16.919968787264995,1.0
308,18.20334327282091,18.20334327282091,528.0,169.0,54.0,474.0,115.0,582.0,223.0,0.6319556481014348,True,hough,157,44,472,359,16.919968787264995,1.0
309,18.262445036693705,18.262445036693705,520.0,185.0,71.0,449.0,114.0,591.0,256.0,0.5021022363806014,True,hough,157,44,472,359,16.919968787264995,1.0
310,18.321546800566498,18.321546800566498,512.0,181.0,74.0,438.0,107.0,586.0,255.0,0.4869629674340005,True,hough,157,44,472,359,16.919968787264995,1.0
311,18.380648564439294,18.380648564439294,509.0,185.0,72.0,437.0,113.0,581.0,257.0,0.5060681883567959,True,hough,157,44,472,359,16.919968787264995,1.0
312,18.43975032831209,18.43975032831209,528.0,167.0,53.0,475.0,114.0,581.0,220.0,0.6404536416483222,True,hough,157,44,472,359,16.919968787264995,1.0
313,18.498852092184883,18.498852092184883,503.0,175.0,79.0,424.0,96.0,582.0,254.0,0.4543694534674685,True,hough,157,44,472,359,16.919968787264995,1.0
314,18.55795385605768,18.55795385605768,503.0,185.0,78.0,425.0,107.0,581.0,263.0,0.45901300717294974,True,hough,157,44,472,359,16.919968787264995,1.0
315,18.617055619930476,18.617055619930476,509.0,184.0,72.0,437.0,112.0,581.0,256.0,0.5091540814788991,True,hough,157,44,472,359,16.919968787264995,1.0
316,18.676157383803268,18.676157383803268,497.0,180.0,84.0,413.0,96.0,581.0,264.0,0.4156681332739271,True,hough,157,44,472,359,16.919968787264995,1.0
317,18.735259147676064,18.735259147676064,509.0,184.0,72.0,437.0,112.0,581.0,256.0,0.5095100599333311,True,hough,157,44,472,359,16.919968787264995,1.0
318,18.79436091154886,18.79436091154886,507.0,186.0,74.0,433.0,112.0,581.0,260.0,0.4931456306929876,True,hough,157,44,472,359,16.919968787264995,1.0
319,18.853462675421657,18.853462675421657,508.0,185.0,74.0,434.0,111.0,582.0,259.0,0.49318831079649533,True,hough,157,44,472,359,16.919968787264995,1.0
320,18.91256443929445,18.91256443929445,514.0,180.0,74.0,440.0,106.0,588.0,254.0,0.48909455627031445,True,hough,157,44,472,359,16.919968787264995,1.0
321,18.971666203167246,18.971666203167246,514.0,180.0,74.0,440.0,106.0,588.0,254.0,0.4890659835953886,True,hough,157,44,472,359,16.919968787264995,1.0
322,19.030767967040042,19.030767967040042,510.0,181.0,71.0,439.0,110.0,581.0,252.0,0.5151291979399042,True,hough,157,44,472,359,16.919968787264995,1.0
323,19.089869730912834,19.089869730912834,510.0,181.0,71.0,439.0,110.0,581.0,252.0,0.5149529561284385,True,hough,157,44,472,359,16.919968787264995,1.0
324,19.14897149478563,19.14897149478563,527.0,167.0,54.0,473.0,113.0,581.0,221.0,0.635206087643025,True,hough,157,44,472,359,16.919968787264995,1.0
325,19.208073258658427,19.208073258658427,507.0,178.0,78.0,429.0,100.0,585.0,256.0,0.4584897820526645,True,hough,157,44,472,359,16.919968787264995,1.0
326,19.267175022531223,19.267175022531223,503.0,185.0,78.0,425.0,107.0,581.0,263.0,0.45735408888272816,True,hough,157,44,472,359,16.919968787264995,1.0
327,19.326276786404016,19.326276786404016,520.0,171.0,62.0,458.0,109.0,582.0,233.0,0.5749016437380299,True,hough,157,44,472,359,16.919968787264995,1.0
328,19.385378550276812,19.385378550276812,528.0,167.0,53.0,475.0,114.0,581.0,220.0,0.6402396615165942,True,hough,157,44,472,359,16.919968787264995,1.0
329,19.444480314149608,19.444480314149608,507.0,184.0,75.0,432.0,109.0,582.0,259.0,0.48224832413331686,True,hough,157,44,472,359,16.919968787264995,1.0
330,19.5035820780224,19.5035820780224,522.0,172.0,59.0,463.0,113.0,581.0,231.0,0.5973674693087674,True,hough,157,44,472,359,16.919968787264995,1.0
331,19.562683841895197,19.562683841895197,504.0,185.0,76.0,428.0,109.0,580.0,261.0,0.47466761250542416,True,hough,157,44,472,359,16.919968787264995,1.0
332,19.621785605767993,19.621785605767993,508.0,186.0,72.0,436.0,114.0,580.0,258.0,0.5112928391739604,True,hough,157,44,472,359,16.919968787264995,1.0
333,19.68088736964079,19.68088736964079,504.0,179.0,78.0,426.0,101.0,582.0,257.0,0.46706764906738607,True,hough,157,44,472,359,16.919968787264995,1.0
334,19.739989133513582,19.739989133513582,508.0,185.0,72.0,436.0,113.0,580.0,257.0,0.5131683153049336,True,hough,157,44,472,359,16.919968787264995,1.0
335,19.799090897386378,19.799090897386378,526.0,169.0,54.0,472.0,115.0,580.0,223.0,0.6328401639088512,True,hough,157,44,472,359,16.919968787264995,1.0
336,19.858192661259174,19.858192661259174,525.0,171.0,55.0,470.0,116.0,580.0,226.0,0.6257939212240013,True,hough,157,44,472,359,16.919968787264995,1.0
