T_US,HALL_INF_MV,HALL_SUP_MV,PWM,SYNC_PULSE
3031345258,1577,1697,0,0
3031347258,1577,1707,0,0
3031349258,1569,1707,0,0
3031351258,1574,1697,0,0
3031353258,1574,1703,0,0
3031355258,1573,1700,0,0
3031357258,1573,1706,0,0
3031359258,1573,1704,0,0
3031361258,1577,1701,0,0
3031363258,1577,1701,0,0
3031365258,1580,1706,0,0
3031367258,1576,1709,0,0
3031369258,1577,1709,0,0
3031371258,1574,1704,0,0
3031373258,1576,1697,0,0
3031375258,1571,1697,0,0
3031377258,1576,1705,0,0
3031379258,1571,1709,0,0
3031381258,1574,1697,0,0
3031383258,1568,1705,0,0
3031385258,1573,1705,0,0
3031387258,1569,1697,0,0
3031389258,1578,1705,0,0
3031391258,1571,1706,0,0
3031393258,1576,1696,0,0
3031395258,1569,1707,0,0
3031397258,1569,1705,0,0
3031399258,1566,1696,0,0
3031401258,1574,1709,0,0
3031403258,1578,1706,0,0
3031405258,1577,1706,0,0
3031407258,1577,1705,0,0
3031409258,1576,1706,0,0
3031411258,1569,1701,0,0
3031413258,1572,1704,0,0
3031415258,1576,1705,0,0
3031417258,1575,1704,0,0
3031419258,1573,1702,0,0
3031421258,1577,1700,0,0
3031423258,1577,1697,0,0
3031425258,1574,1702,0,0
3031427258,1572,1704,0,0
3031429258,1576,1697,0,0
3031431258,1575,1705,0,0
3031433258,1576,1701,0,0
3031435258,1577,1697,0,0
3031437258,1577,1697,0,0
3031439258,1577,1702,0,0
3031441258,1573,1708,0,0
3031443258,1575,1707,0,0
3031445258,1568,1705,0,0
3031447258,1576,1712,0,0
3031449258,1577,1701,0,0
3031451258,1577,1707,0,0
3031453258,1572,1697,0,0
3031455258,1571,1705,0,0
3031457258,1573,1706,0,0
3031459258,1577,1702,0,0
3031461258,1574,1701,0,0
3031463258,1576,1701,0,0
3031465258,1574,1706,0,0
3031467258,1578,1699,0,0
3031469258,1573,1705,0,0
3031471258,1574,1712,0,0
3031473258,1571,1701,0,0
3031475258,1571,1709,0,0
3031477258,1577,1701,0,0
3031479258,1576,1706,0,0
3031481258,1566,1704,0,0
3031483258,1572,1697,0,0
3031485258,1569,1702,0,0
3031487258,1569,1693,0,0
3031489258,1569,1697,0,0
3031491258,1577,1702,0,0
3031493258,1573,1702,0,0
3031495258,1577,1702,0,0
3031497258,1571,1695,0,0
3031499258,1566,1702,0,0
3031501258,1577,1707,0,0
3031503258,1576,1700,0,0
3031505258,1572,1699,0,0
3031507258,1574,1705,0,0
3031509258,1575,1710,0,0
3031511258,1574,1706,0,0
3031513258,1576,1706,0,0
3031515258,1575,1701,0,0
3031517258,1573,1710,0,0
3031519258,1576,1697,0,0
3031521258,1573,1702,0,0
3031523258,1577,1715,0,0
3031525258,1568,1702,0,0
3031527258,1573,1712,0,0
3031529258,1577,1704,0,0
3031531258,1577,1707,0,0
3031533258,1567,1703,0,0
3031535258,1573,1697,0,0
3031537258,1576,1705,0,0
3031539258,1573,1709,0,0
3031541258,1569,1710,0,0
3031543258,1569,1705,0,0
3031545258,1575,1705,0,0
3031547258,1573,1704,0,0
3031549258,1566,1706,0,0
3031551258,1572,1703,0,0
3031553258,1573,1709,0,0
3031555258,1576,1705,0,0
3031557258,1572,1709,0,0
3031559258,1577,1702,0,0
3031561258,1576,1705,0,0
3031563258,1577,1705,0,0
3031565258,1571,1707,0,0
3031567258,1573,1705,0,0
3031569258,1573,1702,0,0
3031571258,1569,1705,0,0
3031573258,1569,1701,0,0
