T_US,HALL_INF_MV,HALL_SUP_MV,PWM,SYNC_PULSE
64260555,1524,1702,0,0
64262555,1521,1703,0,0
64264555,1525,1706,0,0
64266555,1522,1701,0,0
64268555,1527,1705,0,0
64270555,1520,1699,0,0
64272555,1527,1709,0,0
64274555,1521,1705,0,0
64276555,1520,1707,0,0
64278555,1522,1696,0,0
64280555,1524,1703,0,0
64282555,1524,1708,0,0
64284555,1523,1707,0,0
64286555,1521,1705,0,0
64288555,1520,1705,0,0
64290555,1525,1701,0,0
64292555,1524,1707,0,0
64294555,1520,1705,0,0
64296555,1524,1704,0,0
64298555,1525,1694,0,0
64300555,1522,1707,0,0
64302555,1524,1704,0,0
64304555,1528,1705,0,0
64306555,1524,1707,0,0
64308555,1515,1701,0,0
64310555,1523,1701,0,0
64312555,1520,1706,0,0
64314555,1518,1706,0,0
64316555,1520,1702,0,0
64318555,1520,1707,0,0
64320555,1525,1697,0,0
64322555,1517,1710,0,0
64324555,1524,1702,0,0
64326555,1524,1699,0,0
64328555,1521,1707,0,0
64330555,1523,1707,0,0
64332555,1520,1701,0,0
64334555,1524,1707,0,0
64336555,1524,1703,0,0
64338555,1520,1700,0,0
64340555,1520,1699,0,0
64342555,1524,1709,0,0
64344555,1523,1697,0,0
64346555,1520,1702,0,0
64348555,1525,1697,0,0
64350555,1526,1707,0,0
64352555,1520,1705,0,0
64354555,1528,1702,0,0
64356555,1521,1704,0,0
64358555,1524,1709,0,0
64360555,1521,1705,0,0
64362555,1523,1704,0,0
64364555,1524,1708,0,0
64366555,1526,1701,0,0
64368555,1516,1708,0,0
64370555,1517,1697,0,0
64372555,1524,1705,0,0
64374555,1521,1701,0,0
64376555,1523,1705,0,0
64378555,1525,1706,0,0
64380555,1525,1699,0,0
64382555,1520,1709,0,0
64384555,1524,1702,0,0
64386555,1521,1701,0,0
64388555,1520,1713,0,0
64390555,1527,1709,0,0
64392555,1518,1701,0,0
64394555,1524,1706,0,0
64396555,1517,1701,0,0
64398555,1523,1701,0,0
64400555,1524,1705,0,0
64402555,1520,1707,0,0
64404555,1524,1717,0,0
64406555,1523,1705,0,0
64408555,1524,1704,0,0
64410555,1523,1709,0,0
64412555,1526,1705,0,0
64414555,1524,1704,0,0
64416555,1524,1705,0,0
64418555,1524,1705,0,0
64420555,1524,1707,0,0
64422555,1521,1709,0,0
64424555,1524,1700,0,0
64426555,1521,1703,0,0
64428555,1521,1709,0,0
64430555,1520,1705,0,0
64432555,1527,1706,0,0
64434555,1522,1705,0,0
64436555,1526,1707,0,0
64438555,1525,1712,0,0
64440555,1523,1701,0,0
64442555,1524,1705,0,0
64444555,1521,1705,0,0
64446555,1521,1710,0,0
64448555,1524,1704,0,0
64450555,1521,1703,0,0
64452555,1524,1705,0,0
64454555,1520,1707,0,0
64456555,1521,1706,0,0
64458555,1522,1704,0,0
64460555,1524,1704,0,0
64462555,1522,1703,0,0
64464555,1521,1704,0,0
64466555,1523,1703,0,0
64468555,1518,1708,0,0
64470555,1523,1709,0,0
64472555,1521,1703,0,0
64474555,1523,1704,0,0
64476555,1517,1700,0,0
64478555,1525,1699,0,0
64480555,1521,1701,0,0
64482555,1517,1701,0,0
64484555,1524,1709,0,0
64486555,1521,1706,0,0
64488555,1516,1705,0,0
64490555,1524,1697,0,0
64492555,1528,1705,0,0
64494555,1520,1706,0,0
64496555,1518,1700,0,0
64498555,1516,1702,0,0
64500555,1518,1697,0,0
64502555,1525,1704,0,0
64504555,1523,1704,0,0
64506555,1525,1706,0,0
64508555,1516,1706,0,0
64510555,1519,1701,0,0
64512555,1520,1706,0,0
64514555,1525,1697,0,0
64516555,1524,1709,0,0
64518555,1520,1697,0,0
64520555,1521,1701,0,0
64522555,1521,1695,0,0
64524555,1524,1707,0,0
64526555,1518,1701,0,0
64528555,1521,1715,0,0
64530555,1524,1705,0,0
64532555,1521,1702,0,0
64534555,1521,1702,0,0
64536555,1522,1704,0,0
64538555,1519,1705,0,0
64540555,1521,1708,0,0
64542555,1521,1706,0,0
64544555,1516,1711,0,0
64546555,1523,1706,0,0
64548555,1521,1705,0,0
64550555,1521,1705,0,0
64552555,1518,1705,0,0
64554555,1520,1702,0,0
64556555,1518,1704,0,0
64558555,1521,1702,0,0
64560555,1516,1702,0,0
64562555,1516,1712,0,0
64564555,1514,1697,0,0
64566555,1520,1705,0,0
64568555,1512,1702,0,0
64570555,1513,1701,0,0
64572555,1520,1697,0,0
64574555,1515,1704,0,0
64576555,1517,1716,0,0
64578555,1518,1708,0,0
64580555,1515,1697,0,0
64582555,1521,1699,0,0
64584555,1516,1704,0,0
64586555,1515,1701,0,0
64588555,1516,1697,0,0
64590555,1517,1709,0,0
64592555,1516,1704,0,0
64594555,1512,1705,0,0
64596555,1518,1703,0,0
64598555,1512,1709,0,0
64600555,1523,1705,0,0
64602555,1512,1704,0,0
64604555,1513,1701,0,0
64606555,1512,1710,0,0
64608555,1514,1706,0,0
64610555,1512,1701,0,0
64612555,1513,1697,0,0
64614555,1512,1701,0,0
64616555,1510,1701,0,0
64618555,1509,1703,0,0
64620555,1512,1705,0,0
64622555,1510,1704,0,0
64624555,1512,1704,0,0
64626555,1512,1702,0,0
64628555,1512,1703,0,0
64630555,1512,1704,0,0
64632555,1512,1699,0,0
64634555,1507,1701,0,0
64636555,1502,1708,0,0
64638555,1504,1702,0,0
64640555,1507,1701,0,0
64642555,1511,1706,0,0
64644555,1505,1709,0,0
64646555,1508,1704,0,0
64648555,1502,1705,0,0
64650555,1504,1705,0,0
64652555,1511,1706,0,0
64654555,1512,1701,0,0
64656555,1508,1706,0,0
64658555,1505,1706,0,0
64660555,1510,1713,0,0
64662555,1511,1697,0,0
64664555,1508,1701,0,0
64666555,1512,1705,0,0
64668555,1512,1705,0,0
64670555,1511,1705,0,0
64672555,1512,1705,0,0
64674555,1511,1703,0,0
64676555,1510,1701,0,0
64678555,1510,1709,0,0
64680555,1508,1704,0,0
64682555,1512,1705,0,0
64684555,1510,1697,0,0
64686555,1510,1708,0,0
64688555,1505,1706,0,0
64690555,1511,1697,0,0
64692555,1511,1699,0,0
64694555,1512,1697,0,0
64696555,1507,1704,0,0
64698555,1511,1713,0,0
64700555,1509,1706,0,0
64702555,1509,1704,0,0
64704555,1512,1704,0,0
64706555,1512,1697,0,0
64708555,1508,1713,0,0
64710555,1512,1706,0,0
64712555,1510,1705,0,0
64714555,1512,1702,0,0
64716555,1512,1707,0,0
64718555,1508,1705,0,0
64720555,1513,1703,0,0
64722555,1514,1705,0,0
64724555,1510,1708,0,0
64726555,1512,1707,0,0
64728555,1512,1705,0,0
64730555,1512,1705,0,0
64732555,1512,1700,0,0
64734555,1508,1700,0,0
64736555,1512,1702,0,0
64738555,1512,1705,0,0
64740555,1508,1709,0,0
64742555,1511,1702,0,0
64744555,1511,1709,0,0
64746555,1511,1703,0,0
64748555,1504,1709,0,0
64750555,1508,1707,0,0
64752555,1511,1697,0,0
64754555,1504,1704,0,0
64756555,1512,1704,0,0
64758555,1512,1710,0,0
64760555,1512,1704,0,0
64762555,1508,1701,0,0
64764555,1507,1706,0,0
64766555,1505,1706,0,0
64768555,1510,1701,0,0
64770555,1509,1704,0,0
64772555,1510,1708,0,0
64774555,1512,1706,0,0
64776555,1508,1697,0,0
64778555,1507,1705,0,0
64780555,1508,1704,0,0
64782555,1510,1701,0,0
64784555,1510,1701,0,0
64786555,1508,1704,0,0
64788555,1508,1710,0,0
64790555,1507,1705,0,0
64792555,1504,1713,0,0
64794555,1505,1707,0,0
64796555,1508,1708,0,0
64798555,1508,1707,0,0
64800555,1508,1700,0,0
64802555,1506,1697,0,0
64804555,1508,1705,0,0
64806555,1502,1705,0,0
64808555,1502,1701,0,0
64810555,1507,1705,0,0
64812555,1508,1694,0,0
64814555,1505,1703,0,0
64816555,1509,1706,0,0
64818555,1501,1705,0,0
64820555,1504,1705,0,0
64822555,1512,1705,0,0
64824555,1508,1705,0,0
64826555,1508,1705,0,0
64828555,1503,1701,0,0
64830555,1505,1703,0,0
64832555,1505,1701,0,0
64834555,1508,1710,0,0
64836555,1510,1709,0,0
64838555,1499,1705,0,0
64840555,1507,1704,0,0
64842555,1505,1697,0,0
64844555,1505,1704,0,0
64846555,1500,1702,0,0
64848555,1499,1701,0,0
64850555,1497,1702,0,0
64852555,1504,1703,0,0
64854555,1502,1703,0,0
64856555,1501,1705,0,0
64858555,1504,1709,0,0
64860555,1504,1705,0,0
64862555,1500,1701,0,0
64864555,1501,1709,0,0
64866555,1499,1710,0,0
64868555,1500,1709,0,0
64870555,1497,1705,0,0
64872555,1496,1701,0,0
64874555,1496,1706,0,0
64876555,1466,1705,0,0
64878555,1470,1705,0,0
64880555,1470,1704,0,0
64882555,1473,1712,0,0
64884555,1471,1700,0,0
64886555,1470,1705,0,0
64888555,1474,1702,0,0
64890555,1465,1697,0,0
64892555,1470,1704,0,0
64894555,1466,1704,0,0
64896555,1472,1702,0,0
64898555,1474,1706,0,0
64900555,1474,1704,0,0
64902555,1467,1703,0,0
64904555,1479,1705,0,0
64906555,1472,1702,0,0
64908555,1473,1706,0,0
64910555,1478,1707,0,0
64912555,1487,1705,0,0
64914555,1482,1702,0,0
64916555,1486,1700,0,0
64918555,1486,1704,0,0
64920555,1489,1709,0,0
64922555,1487,1705,0,0
64924555,1486,1701,0,0
64926555,1479,1705,0,0
64928555,1483,1703,0,0
64930555,1484,1703,0,0
64932555,1487,1712,0,0
64934555,1496,1706,0,0
64936555,1478,1702,0,0
64938555,1491,1702,0,0
64940555,1481,1705,0,0
64942555,1481,1703,0,0
64944555,1485,1702,0,0
64946555,1491,1710,0,0
64948555,1483,1709,0,0
64950555,1485,1705,0,0
64952555,1488,1710,0,0
64954555,1480,1707,0,0
64956555,1487,1704,0,0
64958555,1490,1702,0,0
64960555,1486,1717,0,0
64962555,1486,1710,0,0
64964555,1484,1703,0,0
64966555,1482,1709,0,0
64968555,1486,1705,0,0
64970555,1488,1707,0,0
64972555,1483,1706,0,0
64974555,1488,1703,0,0
64976555,1484,1701,0,0
