T_US,HALL_INF_MV,HALL_SUP_MV,PWM,SYNC_PULSE,posição,tempo_video_ms,posicao_video_valida,tracking_interp_gap_ms,sync_pair_index,sync_fit_residual_ms
3034979258,1423,1159,190,1,14.14586548,152.466329966,1,4.166666667,,
3034981258,1427,1155,190,1,14.176830587,154.466089466,1,4.166666667,,
3034983258,1423,1167,190,1,14.23933835,156.465848966,1,4.166666667,,
3034985258,1423,1168,190,1,14.301852169,158.465608466,1,4.166666667,,
3034987258,1430,1162,190,1,14.364451484,160.465367965,1,4.166666667,,
3034989258,1430,1155,190,1,14.427050798,162.465127465,1,4.166666667,,
3034991258,1424,1162,190,1,14.505485627,164.464886965,1,4.166666667,,
3034993258,1423,1159,190,1,14.584201502,166.464646465,1,4.166666667,,
3034995258,1424,1164,190,1,14.684668036,168.464405964,1,4.166666667,,
3034997258,1420,1154,190,1,14.78757879,170.464165464,1,4.166666667,,
3034999258,1414,1156,190,1,14.870001992,172.463924964,1,4.166666667,,
3035001258,1415,1159,190,1,14.947786787,174.463684464,1,4.166666667,,
3035003258,1399,1157,190,1,15.041476192,176.463443963,1,4.166666667,,
3035005258,1402,1155,190,1,15.140994238,178.463203463,1,4.166666667,,
3035007258,1402,1146,190,1,15.266996006,180.462962963,1,4.166666667,,
3035009258,1405,1163,190,1,15.40736974,182.462722463,1,4.166666667,,
3035011258,1399,1151,190,1,15.572555283,184.462481962,1,4.166666667,,
3035013258,1399,1143,190,1,15.75687155,186.462241462,1,4.166666667,,
3035015258,1389,1150,190,1,15.960723861,188.462000962,1,4.166666667,,
3035017258,1371,1142,190,1,16.185650678,190.461760462,1,4.166666667,,
3035019258,1371,1149,190,1,16.429360113,192.461519962,1,4.166666667,,
3035021258,1368,1131,190,1,16.701541837,194.461279461,1,4.166666667,,
3035023258,1361,1142,190,1,17.002383682,196.461038961,1,4.166666667,,
3035025258,1358,1142,190,0,17.365871499,198.460798461,1,4.166666667,,
3035027258,1345,1129,190,0,17.75898751,200.460557961,1,4.166666667,,
3035029258,1340,1126,190,0,18.25112203,202.46031746,1,4.166666667,,
3035031258,1328,1133,190,0,18.773407758,204.46007696,1,4.166666667,,
3035033258,1316,1137,190,0,19.471040062,206.45983646,1,4.166666667,,
3035035258,1308,1145,190,0,20.216175772,208.45959596,1,4.166666667,,
3035037258,1282,1207,190,0,21.666171559,210.459355459,1,4.166666667,,
3035039258,1260,1347,190,0,23.116167346,212.459114959,1,4.166666667,,
3035041258,1249,1368,190,0,23.183519712,214.458874459,1,4.166666667,,
3035043258,1264,1371,190,0,23.222013959,216.458633959,1,4.166666667,,
3035045258,1270,1370,190,0,23.226018471,218.458393458,1,4.166666667,,
3035047258,1268,1371,190,0,23.226018471,220.458152958,1,4.166666667,,
3035049258,1270,1367,190,0,23.226018471,222.457912458,1,4.166666667,,
3035051258,1267,1371,190,0,23.226018471,224.457671958,1,4.166666667,,
3035053258,1259,1371,190,0,23.226018471,226.457431457,1,4.166666667,,
3035055258,1260,1371,190,0,23.226018471,228.457190957,1,4.166666667,,
3035057258,1256,1371,190,0,23.216313897,230.456950457,1,4.166666667,,
3035059258,1256,1369,190,0,23.201273163,232.456709957,1,4.166666667,,
3035061258,1249,1368,190,0,23.19379059,234.456469456,1,4.166666667,,
3035063258,1255,1371,190,0,23.192207267,236.456228956,1,4.166666667,,
3035065258,1251,1371,190,0,23.191380855,238.455988456,1,4.166666667,,
3035067258,1252,1366,190,0,23.191380855,240.455747956,1,4.166666667,,
3035069258,1256,1365,190,0,23.191380855,242.455507456,1,4.166666667,,
3035071258,1247,1371,190,0,23.191380855,244.455266955,1,4.166666667,,
3035073258,1257,1371,190,0,23.191873084,246.455026455,1,4.166666667,,
3035075258,1252,1363,0,0,23.193456407,248.454785955,1,4.166666667,,
3035077258,1270,1392,0,0,23.198643865,250.454545455,1,4.166666667,,
3035079258,1296,1427,0,0,23.216083475,252.454304954,1,4.166666667,,
3035081258,1320,1451,0,0,23.231677864,254.454064454,1,4.166666667,,
3035083258,1334,1472,0,0,23.236278135,256.453823954,1,4.166666667,,
3035085258,1364,1498,0,0,23.240965876,258.453583454,1,4.166666667,,
3035087258,1371,1511,0,0,23.247020767,260.453342953,1,4.166666667,,
3035089258,1392,1526,0,0,23.253075659,262.453102453,1,4.166666667,,
3035091258,1408,1540,0,0,23.253542995,264.452861953,1,4.166666667,,
3035093258,1419,1556,0,0,23.253876147,266.452621453,1,4.166666667,,
3035095258,1424,1569,0,0,23.256618507,268.452380952,1,4.166666667,,
3035097258,1438,1576,0,0,23.259649647,270.452140452,1,4.166666667,,
3035099258,1449,1588,0,0,23.260227441,272.451899952,1,4.166666667,,
3035101258,1453,1589,0,0,23.260227441,274.451659452,1,4.166666667,,
3035103258,1461,1608,0,0,23.260227441,276.451418951,1,4.166666667,,
3035105258,1470,1615,0,0,23.260227441,278.451178451,1,4.166666667,,
3035107258,1485,1620,0,0,23.260334524,280.450937951,1,4.166666667,,
3035109258,1491,1635,0,0,23.260501266,282.450697451,1,4.166666667,,
3035111258,1494,1641,0,0,23.260698745,284.45045695,1,4.166666667,,
3035113258,1499,1642,0,0,23.260920511,286.45021645,1,4.166666667,,
3035115258,1507,1656,0,0,23.261093645,288.44997595,1,4.166666667,,
3035117258,1508,1656,0,0,23.261213038,290.44973545,1,4.166666667,,
3035119258,1515,1657,0,0,23.264938678,292.449494949,1,4.166666667,,
3035121258,1520,1653,0,0,23.274270346,294.449254449,1,4.166666667,,
3035123258,1524,1673,0,0,23.280729005,296.449013949,1,4.166666667,,
3035125258,1531,1672,0,0,23.280729005,298.448773449,1,4.166666667,,
3035127258,1534,1678,0,0,23.280729005,300.448532949,1,4.166666667,,
3035129258,1529,1675,0,0,23.280729005,302.448292448,1,4.166666667,,
3035131258,1538,1681,0,0,23.280729005,304.448051948,1,4.166666667,,
3035133258,1538,1689,0,0,23.280729005,306.447811448,1,4.166666667,,
3035135258,1543,1692,0,0,23.280119645,308.447570948,1,4.166666667,,
3035137258,1540,1689,0,0,23.269452638,310.447330447,1,4.166666667,,
3035139258,1545,1690,0,0,23.258785631,312.447089947,1,4.166666667,,
3035141258,1554,1693,0,0,23.258503401,314.446849447,1,4.166666667,,
3035143258,1552,1694,0,0,23.258503401,316.446608947,1,4.166666667,,
3035145258,1555,1694,0,0,23.258177281,318.446368446,1,4.166666667,,
3035147258,1561,1693,0,0,23.257810836,320.446127946,1,4.166666667,,
3035149258,1561,1693,0,0,23.255899562,322.445887446,1,4.166666667,,
3035151258,1560,1696,0,0,23.253617345,324.445646946,1,4.166666667,,
3035153258,1564,1702,0,0,23.248509987,326.445406445,1,4.166666667,,
3035155258,1564,1700,0,0,23.24231911,328.445165945,1,4.166666667,,
3035157258,1565,1697,0,0,22.463265091,330.444925445,1,4.166666667,,
3035159258,1564,1697,0,0,21.247975996,332.444684945,1,4.166666667,,
3035161258,1564,1697,0,0,20.470608858,334.444444444,1,4.166666667,,
3035163258,1573,1705,0,0,20.043484495,336.444203944,1,4.166666667,,
3035165258,1576,1694,0,0,19.591164688,338.443963444,1,4.166666667,,
3035167258,1569,1702,0,0,19.110664498,340.443722944,1,4.166666667,,
3035169258,1565,1700,0,0,18.596389092,342.443482443,1,4.166666667,,
3035171258,1566,1696,0,0,18.028941248,344.443241943,1,4.166666667,,
3035173258,1569,1697,0,0,17.436196493,346.443001443,1,4.166666667,,
3035175258,1569,1696,0,0,16.785772786,348.442760943,1,4.166666667,,
3035177258,1572,1699,0,0,16.121726055,350.442520443,1,4.166666667,,
3035179258,1566,1705,0,0,15.40973961,352.442279942,1,4.166666667,,
3035181258,1573,1707,0,0,14.795795796,354.442039442,1,4.166666667,,
3035183258,1569,1694,0,0,14.795795796,356.441798942,1,4.166666667,,
3035185258,1567,1709,0,0,14.795795796,358.441558442,1,4.166666667,,
3035187258,1568,1697,0,0,14.795795796,360.441317941,1,4.166666667,,
3035189258,1569,1697,0,0,14.795795796,362.441077441,1,4.166666667,,
3035191258,1563,1705,0,0,14.795795796,364.440836941,1,4.166666667,,
3035193258,1550,1697,0,0,14.795795796,366.440596441,1,4.166666667,,
3035195258,1548,1703,0,0,14.895505896,368.44035594,1,4.166666667,,
3035197258,1547,1701,0,0,15.007924808,370.44011544,1,4.166666667,,
3035199258,1547,1706,0,0,15.03003003,372.43987494,1,4.166666667,,
3035201258,1564,1702,0,0,15.03003003,374.43963444,1,4.166666667,,
3035203258,1558,1694,0,0,15.03003003,376.439393939,1,4.166666667,,
3035205258,1559,1697,0,0,15.03003003,378.439153439,1,4.166666667,,
3035207258,1557,1708,0,0,15.03003003,380.438912939,1,4.166666667,,
3035209258,1564,1701,0,0,15.03003003,382.438672439,1,4.166666667,,
3035211258,1569,1705,0,0,14.956401038,384.438431938,1,4.166666667,,
3035213258,1556,1705,0,0,14.823163808,386.438191438,1,4.166666667,,
3035215258,1555,1702,0,0,14.752419086,388.437950938,1,4.166666667,,
3035217258,1562,1704,0,0,14.752419086,390.437710438,1,4.166666667,,
3035219258,1558,1705,0,0,14.752419086,392.437469937,1,4.166666667,,
3035221258,1559,1707,0,0,14.752419086,394.437229437,1,4.166666667,,
3035223258,1558,1709,0,0,14.752419086,396.436988937,1,4.166666667,,
3035225258,1565,1704,0,0,14.752419086,398.436748437,1,4.166666667,,
3035227258,1568,1708,0,0,14.761053117,400.436507937,1,4.166666667,,
3035229258,1556,1707,0,0,14.800607919,402.436267436,1,4.166666667,,
3035231258,1556,1706,0,0,14.862421879,404.436026936,1,4.166666667,,
3035233258,1564,1708,0,0,15.067231047,406.435786436,1,4.166666667,,
3035235258,1559,1706,0,0,15.261571917,408.435545936,1,4.166666667,,
3035237258,1554,1713,0,0,15.261571917,410.435305435,1,4.166666667,,
3035239258,1564,1700,0,0,15.261571917,412.435064935,1,4.166666667,,
3035241258,1562,1702,0,0,15.261571917,414.434824435,1,4.166666667,,
3035243258,1564,1701,0,0,15.261571917,416.434583935,1,4.166666667,,
3035245258,1566,1707,0,0,15.261571917,418.434343434,1,4.166666667,,
3035247258,1560,1705,0,0,15.261571917,420.434102934,1,4.166666667,,
3035249258,1564,1703,0,0,15.165573513,422.433862434,1,4.166666667,,
3035251258,1556,1705,0,0,15.045629603,424.433621934,1,4.166666667,,
3035253258,1564,1709,0,0,14.971708136,426.433381433,1,4.166666667,,
3035255258,1556,1704,0,0,14.915971713,428.433140933,1,4.166666667,,
3035257258,1563,1705,0,0,14.895527204,430.432900433,1,4.166666667,,
3035259258,1565,1707,0,0,14.895527204,432.432659933,1,4.166666667,,
3035261258,1559,1705,0,0,14.857567277,434.432419432,1,4.166666667,,
3035263258,1560,1702,0,0,14.788500145,436.432178932,1,4.166666667,,
3035265258,1561,1703,0,0,14.748028893,438.431938432,1,4.166666667,,
3035267258,1560,1705,0,0,14.740322985,440.431697932,1,4.166666667,,
3035269258,1556,1700,0,0,14.735564136,442.431457431,1,4.166666667,,
3035271258,1564,1701,0,0,14.735564136,444.431216931,1,4.166666667,,
3035273258,1565,1709,0,0,14.735564136,446.430976431,1,4.166666667,,
3035275258,1565,1703,0,0,14.735564136,448.430735931,1,4.166666667,,
3035277258,1555,1707,0,0,14.721619851,450.43049543,1,4.166666667,,
3035279258,1563,1705,0,0,14.656845144,452.43025493,1,4.166666667,,
3035281258,1563,1705,0,0,14.598289859,454.43001443,1,4.166666667,,
3035283258,1560,1707,0,0,14.580742991,456.42977393,1,4.166666667,,
3035285258,1556,1704,0,0,14.563339339,458.42953343,1,4.166666667,,
3035287258,1560,1704,0,0,14.548769554,460.429292929,1,4.166666667,,
3035289258,1560,1700,0,0,14.534199768,462.429052429,1,4.166666667,,
3035291258,1562,1701,0,0,14.482017349,464.428811929,1,4.166666667,,
3035293258,1562,1707,0,0,14.428451422,466.428571429,1,4.166666667,,
3035295258,1561,1703,0,0,14.353079133,468.428330928,1,4.166666667,,
3035297258,1564,1705,0,0,14.274759637,470.428090428,1,4.166666667,,
3035299258,1565,1706,0,0,14.211616487,472.427849928,1,4.166666667,,
3035301258,1564,1705,0,0,14.152330372,474.427609428,1,4.166666667,,
3035303258,1552,1704,0,0,14.108055661,476.427368927,1,4.166666667,,
3035305258,1551,1704,0,0,14.069800688,478.427128427,1,4.166666667,,
3035307258,1560,1702,0,0,14.012329116,480.426887927,1,4.166666667,,
3035309258,1559,1709,0,0,13.943580627,482.426647427,1,4.166666667,,
3035311258,1564,1701,0,0,13.871461576,484.426406926,1,4.166666667,,
3035313258,1564,1692,0,0,13.796546701,486.426166426,1,4.166666667,,
3035315258,1564,1709,0,0,13.736247815,488.425925926,1,4.166666667,,
3035317258,1559,1699,0,0,13.692899679,490.425685426,1,4.166666667,,
3035319258,1562,1706,0,0,13.665999333,492.425444925,1,4.166666667,,
3035321258,1561,1703,0,0,13.665999333,494.425204425,1,4.166666667,,
3035323258,1556,1704,0,0,13.665999333,496.424963925,1,4.166666667,,
3035325258,1565,1709,0,0,13.665999333,498.424723425,1,4.166666667,,
3035327258,1565,1710,0,0,13.665999333,500.424482924,1,4.166666667,,
3035329258,1560,1699,0,0,13.665999333,502.424242424,1,4.166666667,,
3035331258,1559,1702,0,0,13.675499357,504.424001924,1,4.166666667,,
3035333258,1563,1704,0,0,13.749324312,506.423761424,1,4.166666667,,
3035335258,1555,1697,0,0,13.823039807,508.423520924,1,4.166666667,,
3035337258,1559,1698,0,0,13.894437662,510.423280423,1,4.166666667,,
3035339258,1561,1707,0,0,13.965835516,512.423039923,1,4.166666667,,
3035341258,1564,1705,0,0,14.024599799,514.422799423,1,4.166666667,,
3035343258,1556,1702,0,0,14.082858424,516.422558923,1,4.166666667,,
3035345258,1566,1713,0,0,14.153904452,518.422318422,1,4.166666667,,
3035347258,1563,1697,0,0,14.226728455,520.422077922,1,4.166666667,,
3035349258,1564,1699,0,0,14.267118649,522.421837422,1,4.166666667,,
3035351258,1560,1700,0,0,14.299111899,524.421596922,1,4.166666667,,
3035353258,1564,1706,0,0,14.346820877,526.421356421,1,4.166666667,,
3035355258,1563,1709,0,0,14.400925173,528.421115921,1,4.166666667,,
3035357258,1560,1699,0,0,14.451626651,530.420875421,1,4.166666667,,
3035359258,1564,1701,0,0,14.50030536,532.420634921,1,4.166666667,,
3035361258,1560,1703,0,0,14.553909188,534.42039442,1,4.166666667,,
3035363258,1554,1704,0,0,14.611648153,536.42015392,1,4.166666667,,
3035365258,1561,1701,0,0,14.65132855,538.41991342,1,4.166666667,,
3035367258,1553,1692,0,0,14.669810785,540.41967292,1,4.166666667,,
3035369258,1564,1704,0,0,14.682063705,542.419432419,1,4.166666667,,
3035371258,1564,1705,0,0,14.683997458,544.419191919,1,4.166666667,,
3035373258,1564,1697,0,0,14.685364923,546.418951419,1,4.166666667,,
3035375258,1556,1705,0,0,14.685364923,548.418710919,1,4.166666667,,
3035377258,1556,1705,0,0,14.685364923,550.418470418,1,4.166666667,,
3035379258,1560,1705,0,0,14.685364923,552.418229918,1,4.166666667,,
3035381258,1560,1702,0,0,14.685121896,554.417989418,1,4.166666667,,
3035383258,1564,1707,0,0,14.683188142,556.417748918,1,4.166666667,,
3035385258,1558,1705,0,0,14.681314985,558.417508418,1,4.166666667,,
3035387258,1561,1707,0,0,14.680820802,560.417267917,1,4.166666667,,
3035389258,1561,1699,0,0,14.680326619,562.417027417,1,4.166666667,,
3035391258,1562,1702,0,0,14.652855124,564.416786917,1,4.166666667,,
3035393258,1561,1701,0,0,14.624215853,566.416546417,1,4.166666667,,
3035395258,1560,1705,0,0,14.580358586,568.416305916,1,4.166666667,,
3035397258,1560,1702,0,0,14.534325825,570.416065416,1,4.166666667,,
3035399258,1562,1713,0,0,14.461612637,572.415824916,1,4.166666667,,
3035401258,1556,1705,0,0,14.381864414,574.415584416,1,4.166666667,,
3035403258,1560,1703,0,0,14.308167215,576.415343915,1,4.166666667,,
3035405258,1565,1699,0,0,14.23696857,578.415103415,1,4.166666667,,
3035407258,1561,1717,0,0,14.179173979,580.414862915,1,4.166666667,,
3035409258,1564,1697,0,0,14.129450229,582.414622415,1,4.166666667,,
3035411258,1564,1697,0,0,14.078846641,584.414381914,1,4.166666667,,
3035413258,1561,1709,0,0,14.027495337,586.414141414,1,4.166666667,,
3035415258,1563,1702,0,0,13.967465923,588.413900914,1,4.166666667,,
3035417258,1556,1705,0,0,13.897125545,590.413660414,1,4.166666667,,
3035419258,1563,1704,0,0,13.839915193,592.413419913,1,4.166666667,,
3035421258,1560,1699,0,0,13.80473622,594.413179413,1,4.166666667,,
3035423258,1555,1701,0,0,13.761794551,596.412938913,1,4.166666667,,
3035425258,1564,1705,0,0,13.699832665,598.412698413,1,4.166666667,,
3035427258,1564,1712,0,0,13.650650651,600.412457912,1,4.166666667,,
3035429258,1552,1704,0,0,13.650650651,602.412217412,1,4.166666667,,
3035431258,1551,1701,0,0,13.650650651,604.411976912,1,4.166666667,,
3035433258,1558,1697,0,0,13.650650651,606.411736412,1,4.166666667,,
3035435258,1560,1708,0,0,13.650650651,608.411495911,1,4.166666667,,
3035437258,1563,1701,0,0,13.650650651,610.411255411,1,4.166666667,,
3035439258,1564,1702,0,0,13.650650651,612.411014911,1,4.166666667,,
3035441258,1553,1704,0,0,13.651824196,614.410774411,1,4.166666667,,
3035443258,1556,1696,0,0,13.653052394,616.410533911,1,4.166666667,,
3035445258,1556,1702,0,0,13.744209981,618.41029341,1,4.166666667,,
3035447258,1560,1697,0,0,13.848577886,620.41005291,1,4.166666667,,
3035449258,1558,1699,0,0,13.884362953,622.40981241,1,4.166666667,,
3035451258,1564,1706,0,0,13.90173371,624.40957191,1,4.166666667,,
3035453258,1559,1706,0,0,13.931310324,626.409331409,1,4.166666667,,
3035455258,1561,1705,0,0,13.966000484,628.409090909,1,4.166666667,,
3035457258,1561,1707,0,0,14.006596213,630.408850409,1,4.166666667,,
3035459258,1553,1702,0,0,14.050793596,632.408609909,1,4.166666667,,
3035461258,1558,1702,0,0,14.097208456,634.408369408,1,4.166666667,,
3035463258,1560,1706,0,0,14.145530745,636.408128908,1,4.166666667,,
3035465258,1563,1703,0,0,14.174660632,638.407888408,1,4.166666667,,
3035467258,1560,1700,0,0,14.180708798,640.407647908,1,4.166666667,,
3035469258,1558,1705,0,0,14.184516633,642.407407407,1,4.166666667,,
3035471258,1554,1706,0,0,14.184516633,644.407166907,1,4.166666667,,
3035473258,1560,1700,0,0,14.184516633,646.406926407,1,4.166666667,,
3035475258,1560,1703,0,0,14.184516633,648.406685907,1,4.166666667,,
3035477258,1554,1706,0,0,14.184516633,650.406445406,1,4.166666667,,
3035479258,1556,1707,0,0,14.184516633,652.406204906,1,4.166666667,,
3035481258,1553,1702,0,0,14.181626119,654.405964406,1,4.166666667,,
3035483258,1559,1702,0,0,14.157470713,656.405723906,1,4.166666667,,
3035485258,1556,1706,0,0,14.133527744,658.405483405,1,4.166666667,,
3035487258,1564,1704,0,0,14.115260388,660.405242905,1,4.166666667,,
3035489258,1552,1697,0,0,14.096993033,662.405002405,1,4.166666667,,
3035491258,1564,1699,0,0,14.092741819,664.404761905,1,4.166666667,,
3035493258,1560,1705,0,0,14.089189643,666.404521405,1,4.166666667,,
3035495258,1561,1704,0,0,14.077539539,668.404280904,1,4.166666667,,
3035497258,1558,1703,0,0,14.06466774,670.404040404,1,4.166666667,,
3035499258,1564,1703,0,0,14.034630497,672.403799904,1,4.166666667,,
3035501258,1560,1705,0,0,13.999901016,674.403559404,1,4.166666667,,
3035503258,1564,1707,0,0,13.960218585,676.403318903,1,4.166666667,,
3035505258,1558,1705,0,0,13.918431045,678.403078403,1,4.166666667,,
3035507258,1556,1704,0,0,13.876700568,680.402837903,1,4.166666667,,
3035509258,1561,1705,0,0,13.83500534,682.402597403,1,4.166666667,,
3035511258,1561,1694,0,0,13.773697436,684.402356902,1,4.166666667,,
3035513258,1559,1705,0,0,13.695313927,686.402116402,1,4.166666667,,
3035515258,1555,1697,0,0,13.637698892,688.401875902,1,4.166666667,,
3035517258,1560,1709,0,0,13.605366011,690.401635402,1,4.166666667,,
3035519258,1549,1705,0,0,13.584912499,692.401394901,1,4.166666667,,
3035521258,1564,1701,0,0,13.584912499,694.401154401,1,4.166666667,,
3035523258,1563,1707,0,0,13.584912499,696.400913901,1,4.166666667,,
3035525258,1564,1710,0,0,13.584912499,698.400673401,1,4.166666667,,
3035527258,1559,1701,0,0,13.584912499,700.4004329,1,4.166666667,,
3035529258,1558,1705,0,0,13.584912499,702.4001924,1,4.166666667,,
3035531258,1555,1709,0,0,13.591867676,704.3999519,1,4.166666667,,
3035533258,1556,1695,0,0,13.651488607,706.3997114,1,4.166666667,,
3035535258,1561,1704,0,0,13.709617624,708.399470899,1,4.166666667,,
3035537258,1562,1701,0,0,13.724128492,710.399230399,1,4.166666667,,
3035539258,1552,1694,0,0,13.73863936,712.398989899,1,4.166666667,,
3035541258,1555,1706,0,0,13.782244645,714.398749399,1,4.166666667,,
3035543258,1564,1705,0,0,13.827397701,716.398508899,1,4.166666667,,
3035545258,1561,1701,0,0,13.879360876,718.398268398,1,4.166666667,,
3035547258,1556,1706,0,0,13.932378674,720.398027898,1,4.166666667,,
3035549258,1552,1702,0,0,13.945462882,722.397787398,1,4.166666667,,
3035551258,1555,1704,0,0,13.94743567,724.397546898,1,4.166666667,,
3035553258,1563,1705,0,0,13.959794919,726.397306397,1,4.166666667,,
3035555258,1551,1706,0,0,13.976632325,728.397065897,1,4.166666667,,
3035557258,1555,1703,0,0,13.994849932,730.396825397,1,4.166666667,,
3035559258,1564,1704,0,0,14.013931008,732.396584897,1,4.166666667,,
3035561258,1564,1701,0,0,14.022869166,734.396344396,1,4.166666667,,
3035563258,1564,1707,0,0,14.022869166,736.396103896,1,4.166666667,,
3035565258,1563,1703,0,0,14.022869166,738.395863396,1,4.166666667,,
3035567258,1562,1706,0,0,14.022869166,740.395622896,1,4.166666667,,
3035569258,1550,1700,0,0,14.022869166,742.395382395,1,4.166666667,,
3035571258,1559,1704,0,0,14.022869166,744.395141895,1,4.166666667,,
