frame,valid,method,confidence,x_center_px,y_center_px,bbox_x_px,bbox_y_px,bbox_w_px,bbox_h_px,area_px,fill_ratio,circularity,mean_gray,y_top_blob_px,y_top_subpx,x_top_blob_px,top_columns_used,topo_ruler_mm,bbox_aspect,mask_threshold,q_dark,fracao_bbox_a_direita_da_regua,limite_regua_x_px,topo_ruler_mm_estimado,topo_score,valid_ball_candidate,top_valid,top_reason,problema_frame,componentes_encontrados_na_mascara,componentes_rejeitados,candidatos_aceitos_no_frame,threshold_usado,percentil_escuro_q,historical_x_center_median_px,historical_x_margin_px,outside_historical_region,valid_ball,y_top_subpx_median,topo_ruler_mm_median,x_center_px_median,y_center_px_median,ruler_ok,ruler_reason,ruler_roi_x_px,ruler_roi_y_px,ruler_roi_w_px,ruler_roi_h_px,ruler_top_y_px,ruler_zero_y_px,ruler_top_x_px,ruler_zero_x_px,ruler_height_mm,px_per_mm,mm_per_px,ruler_tick_count,ruler_height_mm_config,video_width_px,video_height_px,ball_crop_ymin_ratio,ball_crop_ymax_ratio,ball_min_effective_threshold,reject_giant_border_blobs,ball_min_width_px_config,ball_min_height_px_config,ball_min_area_px_config,ball_max_aspect_ratio_config,physical_gate_enabled,ball_max_bbox_fraction_right_of_ruler_config,ball_ruler_left_margin_px_config,physical_x_mask_enabled,ball_physical_x_cut_margin_px_config,physical_ball_x_limit_px,ball_min_topo_ruler_mm_config,historical_x_gate_enabled_config,sync_red_area_px,sync_red_centroid_x_px,sync_red_centroid_y_px,sync_raw_score,sync_score,sync_pulse,sync_event,sync_rising_edge,sync_falling_edge,sync_rising_frame,sync_falling_frame,sync_pulse_width_frames,time_video_ms,time_real_ms,frame_sync,time_sync_ms,time_from_sync_fall_ms,fps_playback,fps_capture,metadata_time_source,metadata_time_confidence,time_scale_detected,sync_pulse_width_ms
74,True,dark_blob,0.7881169525496814,237.63882719603703,264.2354382020418,130.0,186.0,178.0,152.0,18235.5,0.6739909816676523,0.5168924035018208,38.475234703787635,186.0,186.85096153846155,234.0,174,14.973632812499998,1.1710526315789473,75.0,37.0,0.0,324.0,14.973632812499998,0.3874240451388888,True,True,OK,OK,8,7,1,75.0,37.0,233.751907746662,110.0,False,True,186.84782608695653,14.97384510869565,237.63095629613386,264.24724225225964,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,308.0,8.0,True,877.0,86.63131889015582,196.75560623337134,481.9762522567913,0.7687993426114972,1,HIGH,0,0,64,96,32,2788.8866947621914,462.5,10,62.5,-137.5,26.53388541706603,160.0,sync_led_known_width,PULSE_ESTIMATED,0.1658367838566627,200.0
75,True,dark_blob,0.7884278265496909,237.64866248092196,264.24724225225964,130.0,186.0,178.0,152.0,18236.5,0.6740279420461266,0.5200402162880988,38.52309269450739,186.0,186.85096153846155,234.0,174,14.973632812499998,1.1710526315789473,75.0,37.0,0.0,324.0,14.973632812499998,0.3874240451388888,True,True,OK,OK,8,7,1,75.0,37.0,233.751907746662,110.0,False,True,186.84782608695653,14.97384510869565,237.62716232146283,264.2354382020418,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,308.0,8.0,True,877.0,86.63131889015582,196.75560623337134,482.1529999580132,0.7875835094756275,1,HIGH,0,0,64,96,32,2826.5743527995182,468.75,11,68.75,-131.25,26.53388541706603,160.0,sync_led_known_width,PULSE_ESTIMATED,0.1658367838566627,200.0
76,True,dark_blob,0.7887710297245624,237.63095629613386,264.1991705035445,130.0,186.0,178.0,152.0,18244.0,0.6743051448846836,0.5211734872967237,38.505420419610594,186.0,186.84418604651162,234.0,174,14.974091569767442,1.1710526315789473,75.0,37.0,0.0,324.0,14.974091569767442,0.38744953165374674,True,True,OK,OK,7,6,1,75.0,37.0,233.751907746662,110.0,False,True,186.84418604651162,14.974091569767442,237.62716232146283,264.2111598173516,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,308.0,8.0,True,874.5,86.64875166761959,196.71278825995805,481.39216528716753,0.7067244922755087,1,HIGH,0,0,64,96,32,2864.262010836845,475.0,12,75.0,-125.0,26.53388541706603,160.0,sync_led_known_width,PULSE_ESTIMATED,0.1658367838566627,200.0
77,True,dark_blob,0.7889308938822267,237.5929406392694,264.2111598173516,130.0,186.0,178.0,152.0,18250.0,0.6745269071555293,0.5213448881684998,38.514692403084055,186.0,186.79245283018867,234.0,174,14.977594339622641,1.1710526315789473,75.0,37.0,0.0,324.0,14.977594339622641,0.38764412997903563,True,True,OK,OK,7,6,1,75.0,37.0,233.751907746662,110.0,False,True,186.81162790697675,14.97629602713178,237.6154879385965,264.1991705035445,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,308.0,8.0,True,874.5,86.64875166761959,196.71278825995805,481.3958488658622,0.7071159709560213,1,HIGH,0,0,64,96,32,2901.949668874172,481.25,13,81.25,-118.75,26.53388541706603,160.0,sync_led_known_width,PULSE_ESTIMATED,0.1658367838566627,200.0
78,True,dark_blob,0.7887044899839677,237.58744337278966,264.1972270933801,130.0,186.0,178.0,152.0,18248.0,0.6744529863985808,0.5199879580469046,38.52035589107576,186.0,186.81162790697675,234.0,174,14.97629602713178,1.1710526315789473,75.0,37.0,0.0,324.0,14.97629602713178,0.3875720015073212,True,True,OK,OK,7,6,1,75.0,37.0,233.751907746662,110.0,False,True,186.79245283018867,14.977594339622641,237.59340076939242,264.1972270933801,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,308.0,8.0,True,875.5,86.67142585189416,196.67199695412143,482.5638412017168,0.8312463714141133,1,HIGH,0,0,64,96,32,2939.6373269114993,487.5,14,87.5,-112.5,26.53388541706603,160.0,sync_led_known_width,PULSE_ESTIMATED,0.1658367838566627,200.0
79,True,dark_blob,0.7887549738363615,237.57326137774854,264.19200635546787,130.0,186.0,178.0,152.0,18252.0,0.6746008279124778,0.5201019397546225,38.559491077686125,186.0,186.76190476190476,234.0,174,14.979662698412698,1.1710526315789473,75.0,37.0,0.0,324.0,14.979662698412698,0.38775903880070545,True,True,OK,OK,8,7,1,75.0,37.0,233.751907746662,110.0,False,True,186.7688679245283,14.979191234276728,237.59340076939242,264.19200635546787,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,308.0,8.0,True,873.5,86.67468040450295,196.63518412516694,480.9204069154543,0.6565875574664505,1,HIGH,0,0,64,96,32,2977.3249849488266,493.75,15,93.75,-106.25,26.53388541706603,160.0,sync_led_known_width,PULSE_ESTIMATED,0.1658367838566627,200.0
80,True,dark_blob,0.7884602615789404,237.6154879385965,264.14905884502923,130.0,186.0,178.0,152.0,18240.0,0.6741573033707865,0.5197599940706668,38.54771538005071,186.0,186.7654028436019,234.0,174,14.979425849131122,1.1710526315789473,75.0,37.0,0.0,324.0,14.979425849131122,0.38774588050728453,True,True,OK,OK,8,7,1,75.0,37.0,233.751907746662,110.0,False,True,186.7688679245283,14.979191234276728,237.59340076939242,264.1743103337993,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,308.0,8.0,True,873.5,86.67468040450295,196.63518412516694,480.76939068100353,0.6405380466241292,1,HIGH,0,0,64,96,32,3015.0126429861534,500.0,16,100.0,-100.0,26.53388541706603,160.0,sync_led_known_width,PULSE_ESTIMATED,0.1658367838566627,200.0
81,True,dark_blob,0.7887362271815324,237.59340076939242,264.1743103337993,130.0,186.0,178.0,152.0,18239.5,0.6741388231815494,0.5219665432586228,38.53495899870522,186.0,186.7688679245283,234.0,174,14.979191234276728,1.1710526315789473,75.0,37.0,0.0,324.0,14.979191234276728,0.3877328463487071,True,True,OK,OK,8,7,1,75.0,37.0,233.751907746662,110.0,False,True,186.7688679245283,14.979191234276728,237.6154879385965,264.14905884502923,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,308.0,8.0,True,873.5,86.67468040450295,196.63518412516694,480.36790849673207,0.5978698348726011,1,HIGH,0,0,64,96,32,3052.7003010234803,506.25,17,106.25,-93.75,26.53388541706603,160.0,sync_led_known_width,PULSE_ESTIMATED,0.1658367838566627,200.0
82,True,dark_blob,0.7885375387143471,237.61648706207097,264.1135576334238,130.0,186.0,178.0,152.0,18234.5,0.673954021289178,0.5205211776886909,38.49873185472991,186.0,186.71256038647343,234.0,174,14.983003723832528,1.1710526315789473,75.0,37.0,0.0,324.0,14.983003723832528,0.38794465132402933,True,True,OK,OK,8,7,1,75.0,37.0,233.751907746662,110.0,False,True,186.7654028436019,14.979425849131122,237.6154879385965,264.1135576334238,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,308.0,8.0,True,874.5,86.64932342290832,196.63331427482368,480.9685537372843,0.6617044440170557,1,HIGH,0,0,64,96,32,3090.387959060807,512.5,18,112.5,-87.5,26.53388541706603,160.0,sync_led_known_width,PULSE_ESTIMATED,0.1658367838566627,200.0
83,True,dark_blob,0.7886342529626359,237.6238395467836,264.0932474415205,130.0,186.0,178.0,152.0,18240.0,0.6741573033707865,0.5215988025465981,38.56743634009495,186.0,186.7911602343712,233.5,174,14.977681859131115,1.1710526315789473,75.0,37.0,0.0,324.0,14.977681859131115,0.3876489921739508,True,True,OK,OK,7,6,1,75.0,37.0,233.751907746662,110.0,False,True,186.7688679245283,14.979191234276728,237.61648706207097,264.099370483056,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,308.0,8.0,True,876.5,86.66153261076249,196.60220574253657,481.5067292940757,0.7188999797500799,1,HIGH,0,0,64,96,32,3128.075617098134,518.75,19,118.75,-81.25,26.53388541706603,160.0,sync_led_known_width,PULSE_ESTIMATED,0.1658367838566627,200.0
