frame,valid,method,confidence,x_center_px,y_center_px,bbox_x_px,bbox_y_px,bbox_w_px,bbox_h_px,area_px,fill_ratio,circularity,mean_gray,y_top_blob_px,y_top_subpx,x_top_blob_px,top_columns_used,topo_ruler_mm,top_valid,top_reason,y_top_subpx_median,topo_ruler_mm_median,x_center_px_median,y_center_px_median,ruler_ok,ruler_reason,ruler_roi_x_px,ruler_roi_y_px,ruler_roi_w_px,ruler_roi_h_px,ruler_top_y_px,ruler_zero_y_px,ruler_top_x_px,ruler_zero_x_px,ruler_height_mm,px_per_mm,mm_per_px,ruler_tick_count,ruler_height_mm_config,video_width_px,video_height_px,sync_red_area_px,sync_red_centroid_x_px,sync_red_centroid_y_px,sync_raw_score,sync_score,sync_pulse,sync_event,sync_rising_edge,sync_falling_edge,sync_rising_frame,sync_falling_frame,sync_pulse_width_frames,time_video_ms,time_real_ms,frame_sync,time_sync_ms,time_from_sync_fall_ms,fps_playback,fps_capture,metadata_time_source,metadata_time_confidence,time_scale_detected,sync_pulse_width_ms
703,True,dark_blob,0.6608122321771976,254.9193586642,264.4087922774062,146.0,179.0,162.0,156.0,14054.0,0.5561095283317505,0.3130279326922824,25.950434480361487,182.0,178.75,246.0,160,15.522135416666666,True,OK,178.75,15.522135416666666,254.9055385781631,264.4087922774062,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2672.5,52.71032117243529,127.62500779544744,1231.7405563089787,0.0,0,LOW,0,0,114,186,72,23767.684374026296,1952.7777777777778,589,1636.111111111111,1436.111111111111,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
704,True,dark_blob,0.6601731124347157,255.01304766318492,264.43336541775096,146.0,179.0,162.0,156.0,14025.5,0.5549817980373536,0.31357281658178765,25.96983839509613,182.0,178.75,246.0,160,15.522135416666666,True,OK,178.75,15.522135416666666,254.9193586642,264.4221819388166,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2660.0,52.82719298245613,127.63991228070174,1228.3781198328045,0.0,0,LOW,0,0,114,186,72,23801.493313391908,1955.5555555555554,590,1638.888888888889,1438.888888888889,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
705,True,dark_blob,0.6624454978066001,254.9055385781631,264.2649420794542,147.0,179.0,161.0,156.0,14071.0,0.5602404841535277,0.317888351548474,26.007846677314074,182.0,178.75,246.0,160,15.522135416666666,True,OK,178.75,15.522135416666666,254.93476921618802,264.42675536898025,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2664.5,52.8506911865891,127.65897291549383,1229.6774708149155,0.0,0,LOW,0,0,114,186,72,23835.302252757523,1958.3333333333333,591,1641.6666666666665,1441.6666666666667,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
706,True,dark_blob,0.6621626905189413,254.93476921618802,264.27128945123684,147.0,179.0,161.0,156.0,14068.0,0.560121038381908,0.31641316633718974,26.026670370884844,182.0,178.75,246.0,160,15.522135416666666,True,OK,178.75,15.522135416666666,254.93476921618802,264.43336541775096,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2664.5,52.8506911865891,127.65897291549383,1229.7680692508216,0.0,0,LOW,0,0,114,186,72,23869.111192123135,1961.111111111111,592,1644.4444444444443,1444.4444444444443,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
707,True,dark_blob,0.6598189703806829,254.9598916182395,264.5330671325181,146.0,179.0,162.0,156.0,14024.5,0.5549422285533396,0.3111979288213272,25.994218445249373,182.0,178.75,246.0,161,15.522135416666666,True,OK,178.75,15.522135416666666,254.93476921618802,264.43336541775096,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2664.5,52.8506911865891,127.65897291549383,1229.9115167743398,0.0,0,LOW,0,0,114,186,72,23902.92013148875,1963.8888888888887,593,1647.2222222222222,1447.2222222222222,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
708,True,dark_blob,0.6592063823740895,255.05311662796927,264.549205215217,146.0,179.0,162.0,156.0,13997.5,0.5538738524849636,0.3115681672534292,26.007049134561697,182.0,178.75,246.0,161,15.522135416666666,True,OK,178.75,15.522135416666666,254.90556802927165,264.4690711239412,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2664.5,52.8506911865891,127.65897291549383,1229.798268729457,0.0,0,LOW,0,0,114,186,72,23936.729070854366,1966.6666666666665,594,1650.0,1450.0,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
709,True,dark_blob,0.6605507610222803,254.86654804270464,264.4957532621589,147.0,179.0,161.0,156.0,14050.0,0.5594043637521898,0.30571022991509095,25.975808133472366,182.0,178.75,245.5,161,15.522135416666666,True,OK,178.75,15.522135416666666,254.93476921618802,264.4957532621589,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2662.5,52.83405320813771,127.65120500782471,1229.618396707924,0.0,0,LOW,0,0,114,186,72,23970.538010219978,1969.4444444444446,595,1652.7777777777776,1452.7777777777778,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
710,True,dark_blob,0.6607466047217077,254.88022353527444,264.4268645736931,147.0,179.0,161.0,156.0,14047.0,0.5592849179805701,0.30793283708841246,25.976010013211877,182.0,178.75,245.5,161,15.522135416666666,True,OK,178.75,15.522135416666666,254.9598916182395,264.5330671325181,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2662.5,52.83405320813771,127.65120500782471,1229.6183967079237,0.0,0,LOW,0,0,114,186,72,24004.346949585593,1972.2222222222224,596,1655.5555555555554,1455.5555555555554,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
711,True,dark_blob,0.6596570816344327,254.90556802927165,264.4690711239412,147.0,179.0,161.0,156.0,14029.5,0.5585881509794554,0.302539660179426,25.992621467353473,182.0,178.75,245.5,161,15.522135416666666,True,OK,178.75,15.522135416666666,254.94176649553145,264.5477395892755,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2662.5,52.83405320813771,127.65120500782471,1229.0465101441878,0.0,0,LOW,0,0,114,186,72,24038.155888951205,1975.0,597,1658.3333333333335,1458.3333333333333,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
712,True,dark_blob,0.6598805998836661,254.9804858906211,264.5638994922288,147.0,179.0,161.0,156.0,14015.5,0.5580307373785635,0.3070454748662303,25.986340511533903,182.0,178.75,246.0,160,15.522135416666666,True,OK,178.75,15.522135416666666,254.91380967638577,264.53072970439194,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2663.5,52.847819285401414,127.65133596145422,1230.666214205234,0.0,0,LOW,0,0,114,186,72,24071.96482831682,1977.7777777777778,598,1661.1111111111113,1461.111111111111,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
713,True,dark_blob,0.6597105497317595,254.9721617732748,264.56272222420415,147.0,179.0,161.0,156.0,14015.5,0.5580307373785635,0.3054302344084369,25.973658536585365,182.0,178.75,246.0,161,15.522135416666666,True,OK,178.75,15.522135416666666,254.94176649553145,264.53414973758436,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2661.0,52.838782412626834,127.67424527120129,1230.2396271388438,0.0,0,LOW,0,0,114,186,72,24105.773767682433,1980.5555555555557,599,1663.888888888889,1463.8888888888887,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
714,True,dark_blob,0.6597232252511558,254.94176649553145,264.5477395892755,147.0,179.0,161.0,156.0,14024.0,0.5583691670648192,0.30420583231694714,25.995055710306406,182.0,178.75,246.0,161,15.522135416666666,True,OK,178.75,15.522135416666666,254.9721617732748,264.5477395892755,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2661.0,52.838782412626834,127.67424527120129,1230.1641184983398,0.0,0,LOW,0,0,114,186,72,24139.582707048045,1983.3333333333335,600,1666.6666666666667,1466.6666666666665,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
715,True,dark_blob,0.6612341164052693,254.91380967638577,264.53072970439194,147.0,179.0,161.0,156.0,14044.5,0.5591853798375538,0.3127326400847724,25.991862001808446,182.0,178.75,246.0,161,15.522135416666666,True,OK,178.75,15.522135416666666,254.97424107408065,264.5477395892755,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2661.0,52.838782412626834,127.67424527120129,1228.944653954201,0.0,0,LOW,0,0,114,186,72,24173.39164641366,1986.111111111111,601,1669.4444444444446,1469.4444444444446,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
716,True,dark_blob,0.6604311105479983,255.0590167446178,264.53414973758436,147.0,179.0,161.0,156.0,14004.5,0.5575927695492913,0.3131033124254473,25.942588071154514,182.0,178.75,246.0,160,15.522135416666666,True,OK,178.75,15.522135416666666,254.9721617732748,264.53414973758436,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2659.0,52.81440391124483,127.70577911495548,1228.6459357385243,0.0,0,LOW,0,0,114,186,72,24207.200585779272,1988.888888888889,602,1672.2222222222222,1472.2222222222224,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
717,True,dark_blob,0.6601469746696964,255.0366284673878,264.5607439934312,147.0,179.0,161.0,156.0,14005.5,0.5576325848064978,0.3107763259882365,25.95773174304248,182.0,178.75,246.0,161,15.522135416666666,True,OK,178.75,15.522135416666666,254.97424107408065,264.53072970439194,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2658.5,52.80841326562597,127.70979875869851,1228.2046839380448,0.0,0,LOW,0,0,114,186,72,24241.009525144887,1991.6666666666667,603,1675.0,1475.0,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
718,True,dark_blob,0.6604153498922369,254.97424107408065,264.4905483276896,147.0,179.0,161.0,156.0,14027.5,0.5585085204650422,0.3089378464242689,25.972632311977716,182.0,178.75,246.0,161,15.522135416666666,True,OK,178.75,15.522135416666666,254.97424107408065,264.4978056873729,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2658.5,52.80841326562597,127.70979875869851,1228.0498686182186,0.0,0,LOW,0,0,114,186,72,24274.8184645105,1994.4444444444446,604,1677.7777777777778,1477.7777777777778,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
719,True,dark_blob,0.6613065695711913,254.93389547087915,264.3801069721659,147.0,179.0,161.0,156.0,14053.5,0.5595437171524128,0.3118414266842872,26.008967674661104,182.0,178.75,246.0,161,15.522135416666666,True,OK,178.75,15.522135416666666,254.97424107408065,264.4905483276896,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2662.5,52.762754303599365,127.74322378716744,1230.3400336256063,0.0,0,LOW,0,0,114,186,72,24308.62740387611,1997.2222222222222,605,1680.5555555555557,1480.5555555555557,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
720,True,dark_blob,0.6598811024624305,255.03583449292944,264.4978056873729,147.0,179.0,161.0,156.0,14013.5,0.5579511068641504,0.30728003828184874,25.97602119057577,182.0,178.75,246.0,161,15.522135416666666,True,OK,178.75,15.522135416666666,254.97424107408065,264.39594981185377,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2654.5,52.75393985056821,127.72643937966974,1228.2700514723656,0.0,0,LOW,0,0,114,186,72,24342.436343241727,2000.0,606,1683.3333333333333,1483.3333333333335,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
721,True,dark_blob,0.660779109276036,254.94913705101723,264.39204235215914,147.0,179.0,161.0,156.0,14041.0,0.5590460264373308,0.30971534709370435,25.997564878591806,181.0,177.3950276243094,245.0,161,15.613878337937384,True,OK,178.75,15.522135416666666,254.97424107408065,264.39594981185377,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2654.5,52.76072078859797,127.66308783826206,1227.2736090375236,0.0,0,LOW,0,0,114,186,72,24376.24528260734,2002.7777777777778,607,1686.111111111111,1486.111111111111,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
722,True,dark_blob,0.6608289494074577,254.9490521467659,264.39594981185377,147.0,179.0,161.0,156.0,14040.5,0.5590261188087275,0.31058515653358076,26.02038544493147,182.0,178.75,246.0,161,15.522135416666666,True,OK,178.75,15.522135416666666,255.03583449292944,264.39204235215914,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2669.5,52.64781170006867,127.66298308047699,1230.1788690665592,0.0,0,LOW,0,0,114,186,72,24410.054221972954,2005.5555555555554,608,1688.888888888889,1488.888888888889,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
723,True,dark_blob,0.6596486737142921,255.04494234800836,264.33794311034876,147.0,179.0,161.0,155.0,13992.0,0.5606892406331396,0.3031250371883765,25.985412158860893,182.0,179.22146074646076,245.5,160,15.490213595291719,True,OK,179.22146074646076,15.490213595291719,255.04494234800836,264.39204235215914,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2675.0,52.68006230529595,127.63383177570094,1237.42035857164,0.0,0,LOW,0,0,114,186,72,24443.863161338566,2008.3333333333333,609,1691.6666666666667,1491.6666666666667,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
724,True,dark_blob,0.6628609782537136,255.34649739724216,264.6113775982496,147.0,181.0,161.0,153.0,13863.5,0.5628019323671497,0.3414867345824368,25.96332863187588,183.0,182.93763596809282,256.5,160,15.238597564660381,True,OK,179.22146074646076,15.490213595291719,255.2606793280637,264.33794311034876,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2689.0,52.80568984752696,127.49250030990454,1240.0329014270462,0.0,0,LOW,0,0,114,186,72,24477.672100704178,2011.111111111111,610,1694.4444444444443,1494.4444444444446,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
725,True,dark_blob,0.6644904154289846,255.2606793280637,263.68993883901425,147.0,179.0,161.0,155.0,13979.5,0.5601883390102184,0.34661448683107676,26.02945291730796,182.0,181.46666666666667,255.5,160,15.338194444444444,True,OK,181.46666666666667,15.338194444444444,255.34649739724216,264.06776629332177,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2701.5,52.893577642050715,127.46764143377135,1245.2939782399064,0.006487360687281193,0,LOW,0,0,114,186,72,24511.481040069793,2013.888888888889,611,1697.2222222222222,1497.2222222222222,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
726,True,dark_blob,0.6610806278966257,255.4714709307211,264.06776629332177,147.0,179.0,161.0,155.0,13883.5,0.5563414145461831,0.33694729257378825,26.023378635307374,182.0,181.83333333333334,256.0,160,15.313368055555554,True,OK,181.46666666666667,15.338194444444444,255.35784735157853,263.68993883901425,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2705.0,52.818853974122,127.40295748613678,1241.9805492150583,0.002223456298284303,0,LOW,0,0,114,186,72,24545.289979435405,2016.6666666666665,612,1700.0,1500.0,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
727,True,dark_blob,0.664468724027514,255.43622342393962,263.4931179792047,147.0,179.0,161.0,155.0,13961.5,0.5594670406732117,0.35091204069591403,26.08995376208491,181.0,177.75,255.0,160,15.58984375,True,OK,181.5663790066925,15.331443088088529,255.43622342393962,263.4931179792047,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2709.0,52.947459086993966,127.32435092900208,1246.8026483139486,0.008428801080908266,0,LOW,0,0,114,186,72,24579.09891880102,2019.4444444444443,613,1702.7777777777778,1502.7777777777778,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
728,True,dark_blob,0.6653342322412974,255.35784735157853,263.43341930553566,147.0,179.0,161.0,155.0,13958.0,0.5593267882187938,0.35829862738293455,26.057124833531926,182.0,181.5663790066925,256.5,160,15.331443088088529,True,OK,181.5663790066925,15.331443088088529,255.44799778867414,263.43341930553566,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2682.0,52.93263733532189,127.18555804126272,1236.0350153131271,0.0,0,LOW,0,0,114,186,72,24612.907858166633,2022.2222222222222,614,1705.5555555555554,1505.5555555555554,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
729,True,dark_blob,0.6627048749450091,255.44799778867414,263.4206686857033,147.0,179.0,161.0,154.0,13868.0,0.5593288698878761,0.3463614145353335,25.98737747690572,181.0,179.0873015873016,256.0,160,15.499297288359786,True,OK,181.5663790066925,15.331443088088529,255.4714709307211,263.4206686857033,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2679.0,52.98214507900958,127.05642652731117,1237.0440531800216,0.0,0,LOW,0,0,114,186,72,24646.716797532245,2025.0,615,1708.3333333333333,1508.3333333333333,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
730,True,dark_blob,0.6620408634398431,255.61976870256595,263.3866642573184,147.0,179.0,161.0,154.0,13835.0,0.5579979027183997,0.3486480252446384,26.072317262830484,182.0,181.86507936507937,257.5,160,15.311218584656084,True,OK,179.45172413793102,15.474622844827586,255.46377854538474,263.3866642573184,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2680.0,52.90360696517413,126.91878109452736,1238.7468728870856,0.0,0,LOW,0,0,114,186,72,24680.52573689786,2027.7777777777776,616,1711.111111111111,1511.111111111111,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
731,True,dark_blob,0.6618710373448011,255.6483170466884,263.2139823862951,147.0,179.0,161.0,154.0,13815.0,0.55719125594902,0.35060756458987763,26.036457595922414,182.48,182.32240735522052,257.5,159,15.280253668656943,True,OK,180.6759697256386,15.39173121649322,255.51466897239132,263.2139823862951,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2680.0,52.93289800995024,126.92189054726367,1238.6557319298545,0.0,0,LOW,0,0,114,186,72,24714.334676263476,2030.5555555555554,617,1713.8888888888887,1513.888888888889,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
732,True,dark_blob,0.6634572434389672,255.51466897239132,263.0804721932005,147.0,179.0,161.0,154.0,13878.5,0.5597523594418005,0.35080761648590547,26.002889358703314,181.0,179.14953271028037,256.0,160,15.495083722741432,True,OK,180.6759697256386,15.39173121649322,255.51466897239132,263.0804721932005,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2674.0,52.99557466965844,126.88282223884316,1237.3086459502779,0.0,0,LOW,0,0,114,186,72,24748.14361562909,2033.3333333333333,618,1716.6666666666665,1516.6666666666665,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
733,True,dark_blob,0.6640083613771628,255.46377854538474,262.9603962771061,147.0,179.0,161.0,154.0,13896.0,0.5604581753650076,0.35149184082198054,25.97311373873874,181.0,179.45172413793102,256.0,160,15.474622844827586,True,OK,180.6759697256386,15.39173121649322,255.51466897239132,262.9603962771061,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2690.0,52.85229244114002,126.89522924411399,1241.1263382546001,0.0011242102193392625,0,LOW,0,0,114,186,72,24781.952554994703,2036.111111111111,619,1719.4444444444446,1519.4444444444443,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
734,True,dark_blob,0.6635005261936391,255.53624597800507,262.8730250204101,147.0,179.0,161.0,154.0,13882.0,0.5598935226264419,0.35065470262250364,26.014091453533435,181.0,180.6759697256386,256.5,160,15.39173121649322,True,OK,180.5094537815126,15.403005733543417,255.51466897239132,262.9603962771061,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2690.0,52.85229244114002,126.89522924411399,1241.8741742310958,0.0020865670643228323,0,LOW,0,0,114,186,72,24815.761494360315,2038.8888888888887,620,1722.2222222222224,1522.2222222222222,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
735,True,dark_blob,0.665542020144007,255.4276287476689,262.5757064983503,147.0,179.0,161.0,154.0,13942.0,0.562313462934581,0.35535890606338394,25.981896007297735,181.0,180.76190476190476,257.5,159,15.385912698412698,True,OK,179.64714071908392,15.461391513812025,255.46377854538474,262.9603962771061,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2690.0,52.85229244114002,126.89522924411399,1241.2981894512193,0.0013453578781615141,0,LOW,0,0,114,186,72,24849.57043372593,2041.6666666666665,621,1725.0,1525.0,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
736,True,dark_blob,0.6644189042520718,255.22107877927607,261.98289567068844,147.0,177.0,161.0,156.0,14090.0,0.5609969740404523,0.33123425122649414,26.047602525848312,179.0,174.74489795918367,252.0,159,15.793314200680271,True,OK,179.7861111111111,15.451982060185186,255.4276287476689,262.9603962771061,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2685.5,52.80897412027555,126.88127598833239,1239.6056088695789,0.0,0,LOW,0,0,114,186,72,24883.379373091542,2044.4444444444443,622,1727.7777777777778,1527.7777777777776,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
737,True,dark_blob,0.6604668292170108,255.57223422126228,263.17198224142066,148.0,176.0,160.0,157.0,13890.0,0.5529458598726115,0.33392868364754064,25.811176015201635,180.0,180.5094537815126,257.5,156,15.403005733543417,True,OK,179.7861111111111,15.451982060185186,255.30340717709547,262.8730250204101,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2697.5,52.73036762434352,126.85406240345999,1243.4339924116737,0.004093827680538356,0,LOW,0,0,114,186,72,24917.188312457158,2047.222222222222,623,1730.5555555555557,1530.5555555555554,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
738,True,dark_blob,0.6670826404853749,254.88147597294522,263.39347474532855,148.0,175.0,160.0,158.0,14119.5,0.5585245253164557,0.35090190095410956,25.828391298323403,180.0,179.64714071908392,258.5,159,15.461391513812025,True,OK,179.64714071908392,15.461391513812025,255.30340717709547,262.78790234250783,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2697.5,52.73036762434352,126.85406240345999,1244.9899773190248,0.006096155427990681,0,LOW,0,0,114,186,72,24950.99725182277,2050.0,624,1733.3333333333335,1533.3333333333335,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
739,True,dark_blob,0.6695478345105164,254.6450758374944,263.5790608809808,148.0,174.0,160.0,159.0,14219.0,0.5589229559748428,0.3559588101885241,25.66701073492981,179.0,179.7861111111111,259.5,158,15.451982060185186,True,OK,178.1985294117647,15.55947457107843,255.30340717709547,262.78790234250783,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2697.0,52.739710789766406,126.81887282165368,1242.865611344538,0.0033624033739941724,0,LOW,0,0,114,186,72,24984.80619118838,2052.7777777777774,625,1736.111111111111,1536.1111111111113,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
740,True,dark_blob,0.6737664299855328,255.30340717709547,262.78790234250783,148.0,176.0,160.0,157.0,14151.5,0.5633558917197452,0.38672826146470396,25.374065873235537,178.0,178.1985294117647,258.5,148,15.55947457107843,True,OK,178.1985294117647,15.55947457107843,255.57223422126228,262.78790234250783,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2694.5,52.769777942722826,126.79990103296838,1244.1645758875388,0.005033983050069125,0,LOW,0,0,114,186,72,25018.615130553997,2055.555555555555,626,1738.888888888889,1538.888888888889,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
741,True,dark_blob,0.7293598374307184,258.0111678366305,259.1148337233213,185.0,174.0,123.0,159.0,14103.0,0.7211228716060746,0.5631925126162943,25.106528251933394,176.0,177.0,259.5,118,15.640625,True,OK,177.0,15.640625,256.19571737947166,260.6560993627064,False,fallback_no_component,316,24,120,384,24.0,408.0,376.0,376.0,26.0,14.76923076923077,0.06770833333333333,0,26.0,480,480,2699.5,52.71723158609619,126.84379823424091,1247.0106402104188,0.008696456598375113,0,LOW,0,0,114,186,72,25052.42406991961,2058.333333333333,627,1741.6666666666667,1541.6666666666667,29.577976084546528,360.0,sync_led_known_width,PULSE_ESTIMATED,0.08216104467929591,200.0
