frame,valid,method,confidence,x_center_px,y_center_px,bbox_x_px,bbox_y_px,bbox_w_px,bbox_h_px,area_px,fill_ratio,circularity,mean_gray,y_top_blob_px,y_top_subpx,x_top_blob_px,top_columns_used,topo_ruler_mm,bbox_aspect,mask_threshold,q_dark,fracao_bbox_a_direita_da_regua,limite_regua_x_px,topo_ruler_mm_estimado,topo_score,valid_ball_candidate,top_valid,top_reason,problema_frame,componentes_encontrados_na_mascara,componentes_rejeitados,candidatos_aceitos_no_frame,threshold_usado,percentil_escuro_q,historical_x_center_median_px,historical_x_margin_px,outside_historical_region,valid_ball,y_top_subpx_median,topo_ruler_mm_median,x_center_px_median,y_center_px_median,ruler_ok,ruler_reason,ruler_detection_mode,ruler_roi_x_px,ruler_roi_y_px,ruler_roi_w_px,ruler_roi_h_px,ruler_top_y_px,ruler_zero_y_px,ruler_top_x_px,ruler_zero_x_px,ruler_height_mm,px_per_mm,mm_per_px,ruler_tick_count,ruler_green_guide_detected,ruler_green_guide_x_px,ruler_green_guide_y_min_px,ruler_green_guide_y_max_px,ruler_green_guide_bbox_x_px,ruler_green_guide_bbox_y_px,ruler_green_guide_bbox_w_px,ruler_green_guide_bbox_h_px,ruler_green_guide_area_px,ruler_height_mm_config,video_width_px,video_height_px,ball_crop_ymin_ratio,ball_crop_ymax_ratio,ball_min_effective_threshold,reject_giant_border_blobs,ball_min_width_px_config,ball_min_height_px_config,ball_min_area_px_config,ball_max_aspect_ratio_config,physical_gate_enabled,ball_max_bbox_fraction_right_of_ruler_config,ball_ruler_left_margin_px_config,physical_x_mask_enabled,ball_physical_x_cut_margin_px_config,physical_ball_x_limit_px,ball_min_topo_ruler_mm_config,historical_x_gate_enabled_config,sync_red_area_px,sync_red_centroid_x_px,sync_red_centroid_y_px,sync_raw_score,sync_score,sync_pulse,led_on,sync_event,sync_rising_edge,sync_falling_edge,sync_rising_frame,sync_falling_frame,sync_initial_rising_frame,sync_initial_falling_frame,sync_initial_pulse_width_frames,sync_last_rising_frame,sync_last_falling_frame,sync_total_pulses,sync_pulse_index,sync_pulse_start_frame,sync_pulse_end_frame,sync_pulse_width_frames,sync_pulse_is_first,sync_pulse_is_last,time_video_ms,time_real_ms,frame_sync,time_sync_ms,time_from_sync_fall_ms,sync_pulse_start_time_sync_ms,sync_pulse_end_time_sync_ms,sync_pulse_width_ms,fps_playback,fps_capture,metadata_time_source,metadata_time_confidence,time_scale_detected,sync_initial_pulse_width_frames_calc,sync_initial_pulse_width_ms_calc
499,True,dark_blob,0.5780013183959993,176.07156995193063,275.0944317027449,75.0,194.0,210.0,168.0,15914.5,0.45109126984126985,0.08846119123167183,64.27262293101366,195.0,194.890625,178.0,209,10.970077614379084,1.25,75.0,73.0,0.0,445.0,10.970077614379084,0.11588691849288732,True,True,OK,OK,13,12,1,75.0,73.0,177.34912951606606,110.0,False,True,194.96626984126985,10.963650274924783,176.04802937524985,275.0003151790217,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,16856.102569113635,2079.1666666666665,374,1558.3333333333333,1358.3333333333335,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
500,True,dark_blob,0.577094956524042,175.8916624642797,275.0003151790217,75.0,194.0,210.0,168.0,15864.0,0.4496598639455782,0.08858232180541535,64.20397527572416,195.0,194.8709677419355,178.0,209,10.971747838920514,1.25,75.0,72.0,0.0,445.0,10.971747838920514,0.11598516699532435,True,True,OK,OK,13,12,1,75.0,72.0,177.34912951606606,110.0,False,True,194.96626984126985,10.963650274924783,176.04802937524985,275.0313899930595,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,16889.8823337812,2083.3333333333335,375,1562.5,1362.5,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
501,True,dark_blob,0.5768662115371821,175.94862581946546,274.9632816439738,75.0,194.0,210.0,168.0,15864.0,0.4496598639455782,0.08852503930122683,64.25459063087087,195.0,195.125,178.0,209,10.95016339869281,1.25,75.0,72.0,0.0,445.0,10.95016339869281,0.11471549404075354,True,True,OK,OK,13,12,1,75.0,72.0,177.34912951606606,110.0,False,True,194.96626984126985,10.963650274924783,176.04802937524985,275.0313899930595,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,16923.66209844876,2087.5,376,1566.6666666666667,1366.6666666666667,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
502,True,dark_blob,0.576418451869937,176.04802937524985,275.03323653809736,75.0,194.0,210.0,168.0,15841.0,0.4490079365079365,0.08788723368905287,64.23754626539652,195.0,194.96626984126985,178.5,209,10.963650274924783,1.25,75.0,72.0,0.0,445.0,10.963650274924783,0.11550883970145781,True,True,OK,OK,13,12,1,75.0,72.0,177.34912951606606,110.0,False,True,195.05692017005197,10.955947959407348,176.07156995193063,275.03323653809736,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,16957.441863116324,2091.666666666667,377,1570.8333333333333,1370.8333333333333,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
503,True,dark_blob,0.5766659097426257,176.13588659642036,275.0313899930595,75.0,194.0,210.0,168.0,15849.0,0.449234693877551,0.0883034026129324,64.19754958452114,195.0,195.05692017005197,178.5,209,10.955947959407348,1.25,75.0,72.52000000000044,0.0,445.0,10.955947959407348,0.11505576231807932,True,True,OK,OK,12,11,1,75.0,72.52000000000044,177.34912951606606,110.0,False,True,195.0625,10.95547385620915,176.1002748405505,275.03323653809736,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,16991.22162778388,2095.833333333333,378,1575.0,1375.0,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
504,True,dark_blob,0.5774901589777195,176.1002748405505,275.0700213997986,75.0,194.0,210.0,168.0,15888.0,0.45034013605442175,0.08903491311102715,64.22399080070205,195.0,195.12121212121212,178.0,209,10.950485244602891,1.25,75.0,73.0,0.0,445.0,10.950485244602891,0.11473442615311125,True,True,OK,OK,13,12,1,75.0,73.0,177.34912951606606,110.0,False,True,195.0625,10.95547385620915,176.13588659642036,275.0700213997986,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17025.001392451446,2100.0,379,1579.1666666666665,1379.1666666666667,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
505,True,dark_blob,0.5794177768249076,176.14584180402215,275.2139617802521,75.0,194.0,210.0,168.0,15986.5,0.45313208616780043,0.089674058056436,64.32972387655657,195.0,195.15573770491804,178.0,209,10.947551698274937,1.25,75.0,73.0,0.0,445.0,10.947551698274937,0.11456186460440808,True,True,OK,OK,13,12,1,75.0,73.0,177.34912951606606,110.0,False,True,195.0625,10.95547385620915,176.14584180402215,275.2139617802521,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17058.78115711901,2104.1666666666665,380,1583.3333333333333,1383.3333333333333,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
506,True,dark_blob,0.8171014079603511,179.67806484295843,283.60593529841424,75.0,194.0,210.0,168.0,28294.0,0.801984126984127,0.8047335518932516,79.7086539806912,195.0,195.0625,178.0,209,10.95547385620915,1.25,75.0,73.0,0.0,445.0,10.95547385620915,0.11502787389465585,True,True,OK,OK,8,7,1,75.0,73.0,177.34912951606606,110.0,False,True,195.12121212121212,10.950485244602891,179.63561516186294,283.5900965457044,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17092.56092178657,2108.3333333333335,381,1587.5,1387.5,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
507,True,dark_blob,0.8183901719446234,179.6651406147809,283.6429038587312,75.0,195.0,210.0,167.0,28286.5,0.8065725691474195,0.8071192520859176,79.71673489381057,195.0,195.04166666666666,178.0,209,10.957244008714596,1.2574850299401197,75.0,73.0,0.0,445.0,10.957244008714596,0.11513200051262332,True,True,OK,OK,8,7,1,75.0,73.0,177.34912951606606,110.0,False,True,195.15573770491804,10.947551698274937,179.6651406147809,283.5900965457044,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17126.340686454136,2112.5,382,1591.6666666666665,1391.6666666666665,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
508,True,dark_blob,0.8170288023997416,179.67002587177262,283.6142984270669,75.0,194.0,210.0,168.0,28280.5,0.8016014739229025,0.8049371453224948,79.68482939632545,195.0,195.17796610169492,178.0,209,10.945663010967097,1.25,75.0,73.0,0.0,445.0,10.945663010967097,0.11445076535100572,True,True,OK,OK,8,7,1,75.0,73.0,177.34912951606606,110.0,False,True,195.17796610169492,10.945663010967097,179.67002587177262,283.5900965457044,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17160.120451121697,2116.6666666666665,383,1595.8333333333335,1395.8333333333333,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
509,True,dark_blob,0.8162317790486682,179.63561516186294,283.5900965457044,75.0,194.0,210.0,168.0,28259.5,0.8010062358276644,0.7995191240534324,79.6934687445281,195.0,195.17796610169492,178.0,209,10.945663010967097,1.25,75.0,73.0,0.0,445.0,10.945663010967097,0.11445076535100572,True,True,OK,OK,8,7,1,75.0,73.0,177.34912951606606,110.0,False,True,195.17796610169492,10.945663010967097,179.67806484295843,283.5900965457044,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17193.90021578926,2120.833333333333,384,1600.0,1400.0,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
510,True,dark_blob,0.8166072297405947,179.71572616309925,283.5325490889793,75.0,194.0,210.0,168.0,28265.0,0.8011621315192744,0.8030793604455707,79.72013305322129,195.0,195.25,178.0,209,10.93954248366013,1.25,75.0,73.0,0.0,445.0,10.93954248366013,0.11409073433294882,True,True,OK,OK,9,8,1,75.0,73.0,177.34912951606606,110.0,False,True,195.17796610169492,10.945663010967097,179.71572616309925,283.5325490889793,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17227.679980456818,2125.0,385,1604.1666666666667,1404.1666666666665,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
511,True,dark_blob,0.8165994251506562,179.7515746638358,283.5217091295117,75.0,194.0,210.0,168.0,28260.0,0.8010204081632653,0.8029372947707005,79.70211871826301,195.0,195.23684210526315,178.0,209,10.940660474716202,1.25,75.0,72.0,0.0,445.0,10.940660474716202,0.11415649851271775,True,True,OK,OK,8,7,1,75.0,72.0,177.34912951606606,110.0,False,True,195.17796610169492,10.945663010967097,179.7515746638358,283.5217091295117,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17261.459745124383,2129.166666666667,386,1608.3333333333335,1408.3333333333335,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
512,True,dark_blob,0.8156302900767836,179.76707445898174,283.481442793997,75.0,194.0,210.0,168.0,28241.5,0.8004960317460318,0.7950518590218908,79.7021410800014,195.0,195.05223880597015,178.0,209,10.956345722368548,1.25,75.0,73.0,0.0,445.0,10.956345722368548,0.11507916013932634,True,True,OK,OK,9,8,1,75.0,73.0,177.34912951606606,110.0,False,True,195.17796610169492,10.945663010967097,179.7515746638358,283.481442793997,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17295.239509791947,2133.3333333333335,387,1612.5,1412.5,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
513,True,dark_blob,0.8154849225534235,179.77154068566705,283.47731751932497,75.0,194.0,210.0,168.0,28245.0,0.8005952380952381,0.7937578854866005,79.7242212956799,195.0,194.9931506849315,178.0,209,10.961366281672486,1.25,75.0,72.0,0.0,445.0,10.961366281672486,0.11537448715720507,True,True,OK,OK,9,8,1,75.0,72.0,177.34912951606606,110.0,False,True,195.05223880597015,10.956345722368548,179.7515746638358,283.47731751932497,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17329.019274459508,2137.5,388,1616.6666666666667,1416.6666666666667,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
514,True,dark_blob,0.8156454042494821,179.7693415492126,283.46642821729586,75.0,194.0,210.0,168.0,28238.0,0.8003968253968254,0.7955310508783795,79.72888483913927,195.0,194.9931506849315,178.0,209,10.961366281672486,1.25,75.0,72.0,0.0,445.0,10.961366281672486,0.11537448715720507,True,True,OK,OK,9,8,1,75.0,72.0,177.34912951606606,110.0,False,True,195.00704225352112,10.960185952315198,179.7515746638358,283.46642821729586,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17362.799039127072,2141.6666666666665,389,1620.8333333333333,1420.8333333333335,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
515,True,dark_blob,0.8148164711392017,179.7123225379727,283.45221812770177,75.0,194.0,210.0,168.0,28222.0,0.7999433106575964,0.7903397265500435,79.73515901679582,195.0,195.18253968253967,178.0,209,10.94527440605872,1.25,75.0,72.52000000000044,0.0,445.0,10.94527440605872,0.11442790623874825,True,True,OK,OK,9,8,1,75.0,72.52000000000044,177.34912951606606,110.0,False,True,195.00704225352112,10.960185952315198,179.75040420133354,283.45335457603113,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17396.578803794633,2145.8333333333335,390,1625.0,1425.0,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
516,True,dark_blob,0.8156958981895525,179.75040420133354,283.45335457603113,75.0,194.0,210.0,168.0,28245.0,0.8005952380952381,0.7957282582379691,79.73410181843663,195.0,195.00704225352112,178.0,209,10.960185952315198,1.25,75.0,73.0,0.0,445.0,10.960185952315198,0.11530505601854107,True,True,OK,OK,8,7,1,75.0,73.0,177.34912951606606,110.0,False,True,195.00704225352112,10.960185952315198,179.75031113785028,283.45279857460605,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17430.358568462198,2150.0,391,1629.1666666666667,1429.1666666666667,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
517,True,dark_blob,0.8161540996682456,179.72509837932233,283.45279857460605,75.0,194.0,210.0,168.0,28249.5,0.8007227891156462,0.799236201860186,79.73508495358206,195.0,194.9848484848485,178.0,209,10.962071697365813,1.25,75.0,73.0,0.0,445.0,10.962071697365813,0.115415982197989,True,True,OK,OK,8,7,1,75.0,73.0,177.34912951606606,110.0,False,True,195.18253968253967,10.94527440605872,179.72509837932233,283.45221812770177,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17464.13833312976,2154.166666666667,392,1633.3333333333333,1433.3333333333333,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
518,True,dark_blob,0.8166871137614433,179.75031113785028,283.4348497985714,75.0,194.0,210.0,168.0,28256.5,0.8009212018140589,0.8042540386736352,79.73626142692024,195.0,195.2058823529412,178.0,209,10.943291041906956,1.25,75.0,73.0,0.0,445.0,10.943291041906956,0.11431123775923273,True,True,OK,OK,8,7,1,75.0,73.0,177.34912951606606,110.0,False,True,195.1892156862745,10.944707163911316,179.7123225379727,283.4348497985714,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17497.91809779732,2158.333333333333,393,1637.5,1437.5,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
519,True,dark_blob,0.8160888534674411,179.70021246458924,283.4246458923513,75.0,194.0,210.0,168.0,28240.0,0.800453514739229,0.8003737934244535,79.74179078324865,195.0,195.2450980392157,178.0,209,10.939958990132,1.25,75.0,73.0,0.0,445.0,10.939958990132,0.11411523471364707,True,True,OK,OK,8,7,1,75.0,73.0,177.34912951606606,110.0,False,True,195.2058823529412,10.943291041906956,179.70021246458924,283.4246458923513,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17531.697862464884,2162.5,394,1641.6666666666665,1441.6666666666667,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
520,True,dark_blob,0.576994741921224,176.15447794897648,274.8360168467929,75.0,194.0,210.0,168.0,15868.5,0.4497874149659864,0.09025524673364886,64.31511000666707,195.0,195.2450980392157,178.0,209,10.939958990132,1.25,75.0,73.0,0.0,445.0,10.939958990132,0.11411523471364707,True,True,OK,OK,13,12,1,75.0,73.0,177.34912951606606,110.0,False,True,195.2058823529412,10.943291041906956,176.30265473668678,274.89716512665785,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17565.477627132444,2166.6666666666665,395,1645.8333333333333,1445.8333333333333,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
521,True,dark_blob,0.5768948057701694,176.14213971275777,274.8214559628497,75.0,194.0,210.0,168.0,15863.5,0.4496456916099773,0.08998449172192802,64.31003334343741,195.0,195.1892156862745,178.5,209,10.944707163911316,1.25,75.0,73.0,0.0,445.0,10.944707163911316,0.11439453905360682,True,True,OK,OK,13,12,1,75.0,73.0,177.34912951606606,110.0,False,True,195.2058823529412,10.943291041906956,176.30265473668678,274.89716512665785,True,green_guide_full_height_reference,green_guide_height_reference,437,18,40,306,18.0,324.0,456.52266692108316,456.52266692108316,26.0,11.76923076923077,0.0849673202614379,0,True,456.52266692108316,18.0,324.0,432.0,18.0,48.0,306.0,10481.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,429.0,9.0,True,0.0,,,0.0,0.0,0,False,LOW,0,0,125,173,125,173,48,2404,2453,11,-1,,,,0,0,17599.25739180001,2170.8333333333335,396,1650.0,1450.0,,,,29.60352180784336,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12334800753268067,48,200.0
