frame,time_video_s,time_real_s,x_center_px,y_center_px,radius_px,x_left_px,y_top_px,x_right_px,y_bottom_px,confidence,valid,method,fixed_radius_px,y_top_fixed_px,y_bottom_fixed_px,x_left_fixed_px,x_right_fixed_px,sync_red_area_px,sync_red_centroid_x_px,sync_red_centroid_y_px,sync_raw_score,sync_score,sync_pulse,sync_event,sync_rising_edge,sync_falling_edge,sync_rising_frame,sync_falling_frame,sync_pulse_width_frames,time_video_ms,time_real_ms,time_sync_ms,time_from_sync_rise_ms,time_from_sync_fall_ms,sync_pulse_width_ms,fps_playback,fps_capture,time_scale_detected,metadata_time_source,metadata_time_confidence,frame_sync,auto_ruler_ok,auto_ruler_reason,ruler_top_x_px,ruler_top_y_px,ruler_bottom_x_px,ruler_bottom_y_px,ruler_dx_px,ruler_dy_px,ruler_len_px,ruler_angle_deg,ruler_tick_spacing_px,mm_per_px_ruler,px_per_mm_ruler,ruler_confidence,y_top_fixed_ruler_mm_corr,y_center_ruler_mm_corr,z_top_fixed_mm_rel_corr,z_center_mm_rel_corr,ruler_u_x,ruler_u_y,ruler_n_x,ruler_n_y,ruler_origin_x_px,ruler_origin_y_px,ruler_tick_spacing_row_px,ruler_tick_spacing_cluster_px,ruler_roi_x_px,ruler_roi_y_px,ruler_roi_w_px,ruler_roi_h_px,ruler_tick_count,roi_x_px,roi_y_px,roi_w_px,roi_h_px,video_fps,time_scale
10,0.3555117808549793,0.3555117808549793,371.0,254.0,75.0,296.0,179.0,446.0,329.0,0.46445047139471224,True,hough,59.0,195.0,313.0,312.0,430.0,55.5,105.21021021021019,95.48948948948947,15.007352941176473,0.0,0,LOW,0,0,1138,1203,65,355.5117808549793,30.76923076923077,-3470.7692307692305,-3470.7692307692305,-3670.769230769231,200.0,28.128463073574512,325.0,0.08654911714946004,sync_led_known_width,PULSE_ESTIMATED,-1128,True,OK,595.8764740591639,1.1261248154958974,588.6111898799006,301.1458545925111,-7.26528417926329,300.01972977701524,300.107685022691,-1.3872047023442358,11.003224813591933,0.09088244736804177,11.003224813591933,0.42857142857142855,18.109333918789098,23.469826805292666,3.0916935732840756,3.0916935732840827,-0.02420892413572783,0.9997069210484595,-0.9997069210484595,-0.02420892413572783,595.8764740591639,1.1261248154958974,11.0,4.155739376608345,517,0,238,303,27,96,13,535,368,28.128463073574512,0.08654911714946004
11,0.39106295894047727,0.39106295894047727,435.0,255.0,67.0,368.0,188.0,502.0,322.0,0.5128467385590345,True,hough,59.0,196.0,314.0,376.0,494.0,64.0,105.16145833333333,95.85677083333333,17.260193716040636,0.0,0,LOW,0,0,1138,1203,65,391.06295894047724,33.84615384615385,-3467.6923076923076,-3467.6923076923076,-3667.6923076923076,200.0,28.128463073574512,325.0,0.08654911714946004,sync_led_known_width,PULSE_ESTIMATED,-1127,True,OK,595.8764740591639,1.1261248154958974,588.6111898799006,301.1458545925111,-7.26528417926329,300.01972977701524,300.107685022691,-1.3872047023442358,11.003224813591933,0.09088244736804177,11.003224813591933,0.42857142857142855,18.059379088914206,23.419871975417774,3.1416484031589675,3.1416484031589746,-0.02420892413572783,0.9997069210484595,-0.9997069210484595,-0.02420892413572783,595.8764740591639,1.1261248154958974,11.0,4.155739376608345,517,0,238,303,27,96,13,535,368,28.128463073574512,0.08654911714946004
12,0.42661413702597517,0.42661413702597517,449.0,263.0,50.0,399.0,213.0,499.0,313.0,0.6163321201886194,True,hough,59.0,204.0,322.0,390.0,508.0,65.0,105.01282051282051,95.88205128205128,17.58823529411765,0.0,0,LOW,0,0,1138,1203,65,426.6141370259752,36.92307692307693,-3464.6153846153848,-3464.6153846153848,-3664.6153846153848,200.0,28.128463073574512,325.0,0.08654911714946004,sync_led_known_width,PULSE_ESTIMATED,-1126,True,OK,595.8764740591639,1.1261248154958974,588.6111898799006,301.1458545925111,-7.26528417926329,300.01972977701524,300.107685022691,-1.3872047023442358,11.003224813591933,0.09088244736804177,11.003224813591933,0.42857142857142855,18.755423254169006,24.115916140672578,2.445604237904167,2.4456042379041705,-0.02420892413572783,0.9997069210484595,-0.9997069210484595,-0.02420892413572783,595.8764740591639,1.1261248154958974,11.0,4.155739376608345,517,0,238,303,27,96,13,535,368,28.128463073574512,0.08654911714946004
13,0.46216531511147313,0.46216531511147313,433.0,252.0,70.0,363.0,182.0,503.0,322.0,0.49031748737819736,True,hough,59.0,193.0,311.0,374.0,492.0,65.0,105.01282051282051,95.88205128205128,17.58823529411765,0.0,0,LOW,0,0,1138,1203,65,462.16531511147315,40.0,-3461.538461538462,-3461.538461538462,-3661.5384615384614,200.0,28.128463073574512,325.0,0.08654911714946004,sync_led_known_width,PULSE_ESTIMATED,-1125,True,OK,595.8764740591639,1.1261248154958974,588.6111898799006,301.1458545925111,-7.26528417926329,300.01972977701524,300.107685022691,-1.3872047023442358,11.003224813591933,0.09088244736804177,11.003224813591933,0.42857142857142855,17.79121198655445,23.151704873058023,3.409815505518722,3.4098155055187256,-0.02420892413572783,0.9997069210484595,-0.9997069210484595,-0.02420892413572783,595.8764740591639,1.1261248154958974,11.0,4.155739376608345,517,0,238,303,27,96,13,535,368,28.128463073574512,0.08654911714946004
14,0.49771649319697103,0.49771649319697103,451.0,263.0,49.0,402.0,214.0,500.0,312.0,0.609368122354808,True,hough,59.0,204.0,322.0,392.0,510.0,65.0,105.01282051282051,95.88205128205128,17.58823529411765,0.0,0,LOW,0,0,1138,1203,65,497.71649319697104,43.07692307692307,-3458.461538461538,-3458.461538461538,-3658.4615384615386,200.0,28.128463073574512,325.0,0.08654911714946004,sync_led_known_width,PULSE_ESTIMATED,-1124,True,OK,595.8764740591639,1.1261248154958974,588.6111898799006,301.1458545925111,-7.26528417926329,300.01972977701524,300.107685022691,-1.3872047023442358,11.003224813591933,0.09088244736804177,11.003224813591933,0.42857142857142855,18.7510229216218,24.11151580812538,2.450004570451373,2.4500045704513695,-0.02420892413572783,0.9997069210484595,-0.9997069210484595,-0.02420892413572783,595.8764740591639,1.1261248154958974,11.0,4.155739376608345,517,0,238,303,27,96,13,535,368,28.128463073574512,0.08654911714946004
15,0.533267671282469,0.533267671282469,436.0,257.0,64.0,372.0,193.0,500.0,321.0,0.5355328058598545,True,hough,59.0,198.0,316.0,377.0,495.0,80.0,105.46041666666665,96.32083333333333,21.216082392552984,0.0,0,LOW,0,0,1138,1203,65,533.267671282469,46.15384615384615,-3455.3846153846152,-3455.3846153846152,-3655.3846153846152,200.0,28.128463073574512,325.0,0.08654911714946004,sync_led_known_width,PULSE_ESTIMATED,-1123,True,OK,595.8764740591639,1.1261248154958974,588.6111898799006,301.1458545925111,-7.26528417926329,300.01972977701524,300.107685022691,-1.3872047023442358,11.003224813591933,0.09088244736804177,11.003224813591933,0.42857142857142855,18.238890545911914,23.599383432415483,2.9621369461612588,2.962136946161266,-0.02420892413572783,0.9997069210484595,-0.9997069210484595,-0.02420892413572783,595.8764740591639,1.1261248154958974,11.0,4.155739376608345,517,0,238,303,27,96,13,535,368,28.128463073574512,0.08654911714946004
16,0.5688188493679669,0.5688188493679669,435.0,255.0,67.0,368.0,188.0,502.0,322.0,0.5127253372663353,True,hough,59.0,196.0,314.0,376.0,494.0,70.0,105.04761904761904,96.32619047619048,18.87566844919786,0.0,0,LOW,0,0,1138,1203,65,568.8188493679669,49.23076923076923,-3452.3076923076924,-3452.3076923076924,-3652.3076923076924,200.0,28.128463073574512,325.0,0.08654911714946004,sync_led_known_width,PULSE_ESTIMATED,-1122,True,OK,595.8764740591639,1.1261248154958974,588.6111898799006,301.1458545925111,-7.26528417926329,300.01972977701524,300.107685022691,-1.3872047023442358,11.003224813591933,0.09088244736804177,11.003224813591933,0.42857142857142855,18.059379088914206,23.419871975417774,3.1416484031589675,3.1416484031589746,-0.02420892413572783,0.9997069210484595,-0.9997069210484595,-0.02420892413572783,595.8764740591639,1.1261248154958974,11.0,4.155739376608345,517,0,238,303,27,96,13,535,368,28.128463073574512,0.08654911714946004
17,0.6043700274534648,0.6043700274534648,435.0,255.0,67.0,368.0,188.0,502.0,322.0,0.5127152689670054,True,hough,59.0,196.0,314.0,376.0,494.0,77.0,105.6017316017316,96.23593073593072,20.31000816993464,0.0,0,LOW,0,0,1138,1203,65,604.3700274534648,52.30769230769231,-3449.2307692307695,-3449.2307692307695,-3649.230769230769,200.0,28.128463073574512,325.0,0.08654911714946004,sync_led_known_width,PULSE_ESTIMATED,-1121,True,OK,595.8764740591639,1.1261248154958974,588.6111898799006,301.1458545925111,-7.26528417926329,300.01972977701524,300.107685022691,-1.3872047023442358,11.003224813591933,0.09088244736804177,11.003224813591933,0.42857142857142855,18.059379088914206,23.419871975417774,3.1416484031589675,3.1416484031589746,-0.02420892413572783,0.9997069210484595,-0.9997069210484595,-0.02420892413572783,595.8764740591639,1.1261248154958974,11.0,4.155739376608345,517,0,238,303,27,96,13,535,368,28.128463073574512,0.08654911714946004
18,0.6399212055389628,0.6399212055389628,435.0,255.0,67.0,368.0,188.0,502.0,322.0,0.5127725926141505,True,hough,59.0,196.0,314.0,376.0,494.0,82.5,105.36363636363636,96.42828282828282,21.808102652825838,0.0,0,LOW,0,0,1138,1203,65,639.9212055389628,55.38461538461539,-3446.153846153846,-3446.153846153846,-3646.153846153846,200.0,28.128463073574512,325.0,0.08654911714946004,sync_led_known_width,PULSE_ESTIMATED,-1120,True,OK,595.8764740591639,1.1261248154958974,588.6111898799006,301.1458545925111,-7.26528417926329,300.01972977701524,300.107685022691,-1.3872047023442358,11.003224813591933,0.09088244736804177,11.003224813591933,0.42857142857142855,18.059379088914206,23.419871975417774,3.1416484031589675,3.1416484031589746,-0.02420892413572783,0.9997069210484595,-0.9997069210484595,-0.02420892413572783,595.8764740591639,1.1261248154958974,11.0,4.155739376608345,517,0,238,303,27,96,13,535,368,28.128463073574512,0.08654911714946004
19,0.6754723836244607,0.6754723836244607,375.0,262.0,67.0,308.0,195.0,442.0,329.0,0.5259534768132079,True,hough,59.0,203.0,321.0,316.0,434.0,77.0,105.6017316017316,96.23593073593072,20.310008169934644,0.0,0,LOW,0,0,1138,1203,65,675.4723836244607,58.46153846153846,-3443.076923076923,-3443.076923076923,-3643.0769230769233,200.0,28.128463073574512,325.0,0.08654911714946004,sync_led_known_width,PULSE_ESTIMATED,-1119,True,OK,595.8764740591639,1.1261248154958974,588.6111898799006,301.1458545925111,-7.26528417926329,300.01972977701524,300.107685022691,-1.3872047023442358,11.003224813591933,0.09088244736804177,11.003224813591933,0.42857142857142855,18.827379746779915,24.187872633283487,2.3736477452932583,2.373647745293262,-0.02420892413572783,0.9997069210484595,-0.9997069210484595,-0.02420892413572783,595.8764740591639,1.1261248154958974,11.0,4.155739376608345,517,0,238,303,27,96,13,535,368,28.128463073574512,0.08654911714946004
20,0.7110235617099586,0.7110235617099586,375.0,262.0,67.0,308.0,195.0,442.0,329.0,0.5259469109096488,True,hough,59.0,203.0,321.0,316.0,434.0,74.0,105.46396396396396,96.10585585585585,19.83006535947712,0.0,0,LOW,0,0,1138,1203,65,711.0235617099586,61.53846153846154,-3440.0,-3440.0,-3640.0,200.0,28.128463073574512,325.0,0.08654911714946004,sync_led_known_width,PULSE_ESTIMATED,-1118,True,OK,595.8764740591639,1.1261248154958974,588.6111898799006,301.1458545925111,-7.26528417926329,300.01972977701524,300.107685022691,-1.3872047023442358,11.003224813591933,0.09088244736804177,11.003224813591933,0.42857142857142855,18.827379746779915,24.187872633283487,2.3736477452932583,2.373647745293262,-0.02420892413572783,0.9997069210484595,-0.9997069210484595,-0.02420892413572783,595.8764740591639,1.1261248154958974,11.0,4.155739376608345,517,0,238,303,27,96,13,535,368,28.128463073574512,0.08654911714946004
21,0.7465747397954566,0.7465747397954566,375.0,262.0,67.0,308.0,195.0,442.0,329.0,0.5259529874182742,True,hough,59.0,203.0,321.0,316.0,434.0,69.5,254.84652278177455,240.28297362110308,20.0824768988055,0.0,0,LOW,0,0,1138,1203,65,746.5747397954566,64.61538461538461,-3436.923076923077,-3436.923076923077,-3636.9230769230767,200.0,28.128463073574512,325.0,0.08654911714946004,sync_led_known_width,PULSE_ESTIMATED,-1117,True,OK,595.8764740591639,1.1261248154958974,588.6111898799006,301.1458545925111,-7.26528417926329,300.01972977701524,300.107685022691,-1.3872047023442358,11.003224813591933,0.09088244736804177,11.003224813591933,0.42857142857142855,18.827379746779915,24.187872633283487,2.3736477452932583,2.373647745293262,-0.02420892413572783,0.9997069210484595,-0.9997069210484595,-0.02420892413572783,595.8764740591639,1.1261248154958974,11.0,4.155739376608345,517,0,238,303,27,96,13,535,368,28.128463073574512,0.08654911714946004
22,0.7821259178809545,0.7821259178809545,375.0,262.0,67.0,308.0,195.0,442.0,329.0,0.5259314418498584,True,hough,59.0,203.0,321.0,316.0,434.0,74.0,105.46396396396396,96.10585585585585,19.805102255956143,0.0,0,LOW,0,0,1138,1203,65,782.1259178809545,67.6923076923077,-3433.846153846154,-3433.846153846154,-3633.846153846154,200.0,28.128463073574512,325.0,0.08654911714946004,sync_led_known_width,PULSE_ESTIMATED,-1116,True,OK,595.8764740591639,1.1261248154958974,588.6111898799006,301.1458545925111,-7.26528417926329,300.01972977701524,300.107685022691,-1.3872047023442358,11.003224813591933,0.09088244736804177,11.003224813591933,0.42857142857142855,18.827379746779915,24.187872633283487,2.3736477452932583,2.373647745293262,-0.02420892413572783,0.9997069210484595,-0.9997069210484595,-0.02420892413572783,595.8764740591639,1.1261248154958974,11.0,4.155739376608345,517,0,238,303,27,96,13,535,368,28.128463073574512,0.08654911714946004
23,0.8176770959664524,0.8176770959664524,374.0,263.0,66.0,308.0,197.0,440.0,329.0,0.5332495726032527,True,hough,59.0,204.0,322.0,315.0,433.0,74.0,105.46396396396396,96.10585585585585,19.71773139363273,0.0,0,LOW,0,0,1138,1203,65,817.6770959664524,70.76923076923076,-3430.7692307692305,-3430.7692307692305,-3630.769230769231,200.0,28.128463073574512,325.0,0.08654911714946004,sync_led_known_width,PULSE_ESTIMATED,-1115,True,OK,595.8764740591639,1.1261248154958974,588.6111898799006,301.1458545925111,-7.26528417926329,300.01972977701524,300.107685022691,-1.3872047023442358,11.003224813591933,0.09088244736804177,11.003224813591933,0.42857142857142855,18.92043572468917,24.280928611192746,2.280591767384003,2.280591767384003,-0.02420892413572783,0.9997069210484595,-0.9997069210484595,-0.02420892413572783,595.8764740591639,1.1261248154958974,11.0,4.155739376608345,517,0,238,303,27,96,13,535,368,28.128463073574512,0.08654911714946004
24,0.8532282740519503,0.8532282740519503,374.0,263.0,66.0,308.0,197.0,440.0,329.0,0.5332464822132899,True,hough,59.0,204.0,322.0,315.0,433.0,74.0,105.46396396396396,96.10585585585585,19.805102255956143,0.0,0,LOW,0,0,1138,1203,65,853.2282740519504,73.84615384615385,-3427.6923076923076,-3427.6923076923076,-3627.6923076923076,200.0,28.128463073574512,325.0,0.08654911714946004,sync_led_known_width,PULSE_ESTIMATED,-1114,True,OK,595.8764740591639,1.1261248154958974,588.6111898799006,301.1458545925111,-7.26528417926329,300.01972977701524,300.107685022691,-1.3872047023442358,11.003224813591933,0.09088244736804177,11.003224813591933,0.42857142857142855,18.92043572468917,24.280928611192746,2.280591767384003,2.280591767384003,-0.02420892413572783,0.9997069210484595,-0.9997069210484595,-0.02420892413572783,595.8764740591639,1.1261248154958974,11.0,4.155739376608345,517,0,238,303,27,96,13,535,368,28.128463073574512,0.08654911714946004
25,0.8887794521374484,0.8887794521374484,374.0,263.0,66.0,308.0,197.0,440.0,329.0,0.5332609446646932,True,hough,59.0,204.0,322.0,315.0,433.0,68.5,254.63746958637466,240.1970802919708,19.809712722298222,0.0,0,LOW,0,0,1138,1203,65,888.7794521374484,76.92307692307693,-3424.6153846153848,-3424.6153846153848,-3624.6153846153848,200.0,28.128463073574512,325.0,0.08654911714946004,sync_led_known_width,PULSE_ESTIMATED,-1113,True,OK,595.8764740591639,1.1261248154958974,588.6111898799006,301.1458545925111,-7.26528417926329,300.01972977701524,300.107685022691,-1.3872047023442358,11.003224813591933,0.09088244736804177,11.003224813591933,0.42857142857142855,18.92043572468917,24.280928611192746,2.280591767384003,2.280591767384003,-0.02420892413572783,0.9997069210484595,-0.9997069210484595,-0.02420892413572783,595.8764740591639,1.1261248154958974,11.0,4.155739376608345,517,0,238,303,27,96,13,535,368,28.128463073574512,0.08654911714946004
