frame,time_video_s,time_real_s,x_center_px,y_center_px,radius_px,x_left_px,y_top_px,x_right_px,y_bottom_px,confidence,valid,method,fixed_radius_px,y_top_fixed_px,y_bottom_fixed_px,x_left_fixed_px,x_right_fixed_px,mm_per_px,y_top_fixed_ruler_mm,y_center_ruler_mm,y_top_raw_ruler_mm,y_top_fixed_mm_from_ruler_top,y_center_mm_from_ruler_top,z_top_fixed_mm_rel,z_center_mm_rel,roi_x_px,roi_y_px,roi_w_px,roi_h_px,video_fps,time_scale
4790,162.2982939786597,162.2982939786597,131.0,319.0,60.0,71.0,259.0,191.0,379.0,0.6095396026451454,True,hough,58.0,261.0,377.0,73.0,189.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4791,162.33217671226691,162.33217671226691,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6246928369937861,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4792,162.36605944587416,162.36605944587416,144.0,295.0,84.0,60.0,211.0,228.0,379.0,0.39153687088779976,True,hough,58.0,237.0,353.0,86.0,202.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4793,162.3999421794814,162.3999421794814,132.0,317.0,60.0,72.0,257.0,192.0,377.0,0.6051555935715895,True,hough,58.0,259.0,375.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4794,162.43382491308864,162.43382491308864,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6191083465432534,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4795,162.46770764669586,162.46770764669586,130.0,321.0,58.0,72.0,263.0,188.0,379.0,0.6170150927408327,True,hough,58.0,263.0,379.0,72.0,188.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4796,162.5015903803031,162.5015903803031,137.0,314.0,64.0,73.0,250.0,201.0,378.0,0.5717816140270178,True,hough,58.0,256.0,372.0,79.0,195.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4797,162.53547311391034,162.53547311391034,190.0,313.0,63.0,127.0,250.0,253.0,376.0,0.5814414560174409,True,hough,58.0,255.0,371.0,132.0,248.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4798,162.56935584751758,162.56935584751758,147.0,325.0,74.0,73.0,251.0,221.0,399.0,0.48770089172603454,True,hough,58.0,267.0,383.0,89.0,205.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4799,162.6032385811248,162.6032385811248,134.0,321.0,60.0,74.0,261.0,194.0,381.0,0.5980726119601303,True,hough,58.0,263.0,379.0,76.0,192.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4800,162.63712131473204,162.63712131473204,131.0,319.0,59.0,72.0,260.0,190.0,378.0,0.6081820603793201,True,hough,58.0,261.0,377.0,73.0,189.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4801,162.67100404833928,162.67100404833928,174.0,296.0,64.0,110.0,232.0,238.0,360.0,0.5747966726918905,True,hough,58.0,238.0,354.0,116.0,232.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4802,162.70488678194653,162.70488678194653,130.0,321.0,58.0,72.0,263.0,188.0,379.0,0.615468242495572,True,hough,58.0,263.0,379.0,72.0,188.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4803,162.73876951555374,162.73876951555374,136.0,317.0,60.0,76.0,257.0,196.0,377.0,0.6009166263485944,True,hough,58.0,259.0,375.0,78.0,194.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4804,162.77265224916098,162.77265224916098,190.0,313.0,63.0,127.0,250.0,253.0,376.0,0.5815034695805952,True,hough,58.0,255.0,371.0,132.0,248.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4805,162.80653498276823,162.80653498276823,190.0,314.0,63.0,127.0,251.0,253.0,377.0,0.5813263900360175,True,hough,58.0,256.0,372.0,132.0,248.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4806,162.84041771637547,162.84041771637547,171.0,296.0,66.0,105.0,230.0,237.0,362.0,0.5601767892589488,True,hough,58.0,238.0,354.0,113.0,229.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4807,162.87430044998268,162.87430044998268,130.0,322.0,58.0,72.0,264.0,188.0,380.0,0.6177980436497175,True,hough,58.0,264.0,380.0,72.0,188.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4808,162.90818318358993,162.90818318358993,135.0,315.0,63.0,72.0,252.0,198.0,378.0,0.5818563769042893,True,hough,58.0,257.0,373.0,77.0,193.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4809,162.94206591719717,162.94206591719717,134.0,319.0,59.0,75.0,260.0,193.0,378.0,0.6101745908745202,True,hough,58.0,261.0,377.0,76.0,192.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4810,162.9759486508044,162.9759486508044,134.0,316.0,62.0,72.0,254.0,196.0,378.0,0.589664316653975,True,hough,58.0,258.0,374.0,76.0,192.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4811,163.00983138441163,163.00983138441163,126.0,322.0,55.0,71.0,267.0,181.0,377.0,0.6441174164973875,True,hough,58.0,264.0,380.0,68.0,184.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4812,163.04371411801887,163.04371411801887,123.0,321.0,51.0,72.0,270.0,174.0,372.0,0.6693347992997207,True,hough,58.0,263.0,379.0,65.0,181.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4813,163.0775968516261,163.0775968516261,158.0,308.0,74.0,84.0,234.0,232.0,382.0,0.4977345223189686,True,hough,58.0,250.0,366.0,100.0,216.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4814,163.11147958523335,163.11147958523335,189.0,296.0,82.0,107.0,214.0,271.0,378.0,0.4128322887176808,True,hough,58.0,238.0,354.0,131.0,247.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4815,163.14536231884057,163.14536231884057,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.607705707425263,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4816,163.1792450524478,163.1792450524478,130.0,321.0,58.0,72.0,263.0,188.0,379.0,0.620035556349218,True,hough,58.0,263.0,379.0,72.0,188.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4817,163.21312778605505,163.21312778605505,126.0,322.0,55.0,71.0,267.0,181.0,377.0,0.6448779238764498,True,hough,58.0,264.0,380.0,68.0,184.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4818,163.2470105196623,163.2470105196623,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.607936990610873,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4819,163.28089325326954,163.28089325326954,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.6080177650590171,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4820,163.31477598687675,163.31477598687675,188.0,302.0,58.0,130.0,244.0,246.0,360.0,0.6247975393843569,True,hough,58.0,244.0,360.0,130.0,246.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4821,163.348658720484,163.348658720484,135.0,315.0,63.0,72.0,252.0,198.0,378.0,0.583499702868739,True,hough,58.0,257.0,373.0,77.0,193.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4822,163.38254145409124,163.38254145409124,132.0,317.0,60.0,72.0,257.0,192.0,377.0,0.6068293185580852,True,hough,58.0,259.0,375.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4823,163.41642418769848,163.41642418769848,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.6085687373745976,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4824,163.4503069213057,163.4503069213057,132.0,317.0,60.0,72.0,257.0,192.0,377.0,0.6071239594457096,True,hough,58.0,259.0,375.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4825,163.48418965491294,163.48418965491294,132.0,317.0,60.0,72.0,257.0,192.0,377.0,0.6071162324200956,True,hough,58.0,259.0,375.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4826,163.51807238852018,163.51807238852018,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6219780320228255,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4827,163.55195512212742,163.55195512212742,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.6085931277667718,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4828,163.58583785573464,163.58583785573464,134.0,319.0,59.0,75.0,260.0,193.0,378.0,0.6121345172440416,True,hough,58.0,261.0,377.0,76.0,192.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4829,163.61972058934188,163.61972058934188,132.0,317.0,60.0,72.0,257.0,192.0,377.0,0.6070583068670239,True,hough,58.0,259.0,375.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4830,163.65360332294912,163.65360332294912,132.0,317.0,60.0,72.0,257.0,192.0,377.0,0.6071670866266023,True,hough,58.0,259.0,375.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4831,163.68748605655637,163.68748605655637,132.0,317.0,60.0,72.0,257.0,192.0,377.0,0.6071559835052227,True,hough,58.0,259.0,375.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4832,163.72136879016358,163.72136879016358,132.0,315.0,63.0,69.0,252.0,195.0,378.0,0.5820092733636038,True,hough,58.0,257.0,373.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4833,163.75525152377082,163.75525152377082,134.0,319.0,59.0,75.0,260.0,193.0,378.0,0.6121977513253585,True,hough,58.0,261.0,377.0,76.0,192.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4834,163.78913425737807,163.78913425737807,132.0,317.0,60.0,72.0,257.0,192.0,377.0,0.6072044429634147,True,hough,58.0,259.0,375.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4835,163.8230169909853,163.8230169909853,190.0,314.0,63.0,127.0,251.0,253.0,377.0,0.5840129306443913,True,hough,58.0,256.0,372.0,132.0,248.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4836,163.85689972459252,163.85689972459252,190.0,314.0,63.0,127.0,251.0,253.0,377.0,0.5842285196905774,True,hough,58.0,256.0,372.0,132.0,248.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4837,163.89078245819977,163.89078245819977,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.6091595715025617,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4838,163.924665191807,163.924665191807,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.6092069692817639,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4839,163.95854792541425,163.95854792541425,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.6093372214446362,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4840,163.99243065902147,163.99243065902147,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.6093352978299428,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4841,164.0263133926287,164.0263133926287,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.6094141117543078,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4842,164.06019612623595,164.06019612623595,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.6095614615082762,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4843,164.0940788598432,164.0940788598432,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.6096034097695543,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4844,164.12796159345044,164.12796159345044,135.0,319.0,59.0,76.0,260.0,194.0,378.0,0.6122314963820727,True,hough,58.0,261.0,377.0,77.0,193.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4845,164.16184432705765,164.16184432705765,135.0,319.0,59.0,76.0,260.0,194.0,378.0,0.6122134323893171,True,hough,58.0,261.0,377.0,77.0,193.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4846,164.1957270606649,164.1957270606649,135.0,319.0,59.0,76.0,260.0,194.0,378.0,0.6122053448053419,True,hough,58.0,261.0,377.0,77.0,193.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4847,164.22960979427214,164.22960979427214,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.6096267493383519,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4848,164.26349252787938,164.26349252787938,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.6096132015328359,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4849,164.2973752614866,164.2973752614866,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.6096132666665163,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4850,164.33125799509384,164.33125799509384,190.0,314.0,63.0,127.0,251.0,253.0,377.0,0.5845116056624591,True,hough,58.0,256.0,372.0,132.0,248.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4851,164.36514072870108,164.36514072870108,188.0,302.0,58.0,130.0,244.0,246.0,360.0,0.6257310641156475,True,hough,58.0,244.0,360.0,130.0,246.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4852,164.39902346230832,164.39902346230832,132.0,315.0,63.0,69.0,252.0,195.0,378.0,0.5816262665914738,True,hough,58.0,257.0,373.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4853,164.43290619591554,164.43290619591554,171.0,292.0,62.0,109.0,230.0,233.0,354.0,0.5915948096869399,True,hough,58.0,234.0,350.0,113.0,229.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4854,164.46678892952278,164.46678892952278,134.0,316.0,62.0,72.0,254.0,196.0,378.0,0.5912858756083752,True,hough,58.0,258.0,374.0,76.0,192.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4855,164.50067166313002,164.50067166313002,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6216230705345833,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4856,164.53455439673726,164.53455439673726,126.0,322.0,55.0,71.0,267.0,181.0,377.0,0.6452847317932432,True,hough,58.0,264.0,380.0,68.0,184.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4857,164.56843713034448,164.56843713034448,132.0,315.0,63.0,69.0,252.0,195.0,378.0,0.5815768297284767,True,hough,58.0,257.0,373.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4858,164.60231986395172,164.60231986395172,200.0,322.0,54.0,146.0,268.0,254.0,376.0,0.6503533501565597,True,hough,58.0,264.0,380.0,142.0,258.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4859,164.63620259755896,164.63620259755896,136.0,317.0,60.0,76.0,257.0,196.0,377.0,0.6051033085952375,True,hough,58.0,259.0,375.0,78.0,194.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4860,164.6700853311662,164.6700853311662,136.0,317.0,60.0,76.0,257.0,196.0,377.0,0.605124290324806,True,hough,58.0,259.0,375.0,78.0,194.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4861,164.70396806477342,164.70396806477342,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6216916478376273,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4862,164.73785079838066,164.73785079838066,132.0,315.0,63.0,69.0,252.0,195.0,378.0,0.5817459243477747,True,hough,58.0,257.0,373.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4863,164.7717335319879,164.7717335319879,130.0,321.0,58.0,72.0,263.0,188.0,379.0,0.6208977688575992,True,hough,58.0,263.0,379.0,72.0,188.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4864,164.80561626559515,164.80561626559515,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6214113858796662,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4865,164.83949899920236,164.83949899920236,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6214335206215993,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4866,164.8733817328096,164.8733817328096,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6214696921424006,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4867,164.90726446641685,164.90726446641685,134.0,316.0,62.0,72.0,254.0,196.0,378.0,0.5913264617790013,True,hough,58.0,258.0,374.0,76.0,192.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4868,164.9411472000241,164.9411472000241,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6218286561789008,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4869,164.9750299336313,164.9750299336313,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.621827908603182,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4870,165.00891266723855,165.00891266723855,128.0,320.0,57.0,71.0,263.0,185.0,377.0,0.630423810726465,True,hough,58.0,262.0,378.0,70.0,186.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4871,165.0427954008458,165.0427954008458,171.0,296.0,66.0,105.0,230.0,237.0,362.0,0.5628644085544545,True,hough,58.0,238.0,354.0,113.0,229.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4872,165.07667813445303,165.07667813445303,128.0,320.0,57.0,71.0,263.0,185.0,377.0,0.6306303339089052,True,hough,58.0,262.0,378.0,70.0,186.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4873,165.11056086806028,165.11056086806028,132.0,317.0,60.0,72.0,257.0,192.0,377.0,0.6071504601691278,True,hough,58.0,259.0,375.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4874,165.1444436016675,165.1444436016675,132.0,321.0,60.0,72.0,261.0,192.0,381.0,0.604577093591564,True,hough,58.0,263.0,379.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4875,165.17832633527473,165.17832633527473,158.0,308.0,74.0,84.0,234.0,232.0,382.0,0.49939721592546366,True,hough,58.0,250.0,366.0,100.0,216.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4876,165.21220906888198,165.21220906888198,189.0,315.0,45.0,144.0,270.0,234.0,360.0,0.6347615271134088,True,hough,58.0,257.0,373.0,131.0,247.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4877,165.24609180248922,165.24609180248922,190.0,311.0,62.0,128.0,249.0,252.0,373.0,0.5924880468425102,True,hough,58.0,253.0,369.0,132.0,248.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4878,165.27997453609643,165.27997453609643,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.608301153017797,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4879,165.31385726970368,165.31385726970368,190.0,311.0,62.0,128.0,249.0,252.0,373.0,0.59241179231284,True,hough,58.0,253.0,369.0,132.0,248.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4880,165.34774000331092,165.34774000331092,192.0,313.0,60.0,132.0,253.0,252.0,373.0,0.6081390266028763,True,hough,58.0,255.0,371.0,134.0,250.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4881,165.38162273691816,165.38162273691816,170.0,291.0,62.0,108.0,229.0,232.0,353.0,0.591639614608328,True,hough,58.0,233.0,349.0,112.0,228.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4882,165.41550547052537,165.41550547052537,134.0,316.0,62.0,72.0,254.0,196.0,378.0,0.5914727483841832,True,hough,58.0,258.0,374.0,76.0,192.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4883,165.44938820413262,165.44938820413262,130.0,321.0,58.0,72.0,263.0,188.0,379.0,0.6209349781620845,True,hough,58.0,263.0,379.0,72.0,188.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4884,165.48327093773986,165.48327093773986,132.0,315.0,63.0,69.0,252.0,195.0,378.0,0.582213242247391,True,hough,58.0,257.0,373.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4885,165.5171536713471,165.5171536713471,189.0,302.0,58.0,131.0,244.0,247.0,360.0,0.6253571555297637,True,hough,58.0,244.0,360.0,131.0,247.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4886,165.55103640495432,165.55103640495432,198.0,321.0,55.0,143.0,266.0,253.0,376.0,0.6432246125571981,True,hough,58.0,263.0,379.0,140.0,256.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4887,165.58491913856156,165.58491913856156,198.0,321.0,55.0,143.0,266.0,253.0,376.0,0.6432777235979634,True,hough,58.0,263.0,379.0,140.0,256.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4888,165.6188018721688,165.6188018721688,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6217933134920486,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4889,165.65268460577605,165.65268460577605,190.0,314.0,63.0,127.0,251.0,253.0,377.0,0.5833079209845407,True,hough,58.0,256.0,372.0,132.0,248.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4890,165.68656733938326,165.68656733938326,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6217388681560854,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4891,165.7204500729905,165.7204500729905,126.0,322.0,55.0,71.0,267.0,181.0,377.0,0.6453928159681392,True,hough,58.0,264.0,380.0,68.0,184.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4892,165.75433280659774,165.75433280659774,132.0,317.0,60.0,72.0,257.0,192.0,377.0,0.606825790483732,True,hough,58.0,259.0,375.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4893,165.788215540205,165.788215540205,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6217631620452806,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4894,165.8220982738122,165.8220982738122,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6215326765575362,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4895,165.85598100741944,165.85598100741944,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6215186931769339,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4896,165.8898637410267,165.8898637410267,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6214585319048851,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4897,165.92374647463393,165.92374647463393,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6212915276683131,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4898,165.95762920824114,165.95762920824114,132.0,317.0,60.0,72.0,257.0,192.0,377.0,0.6061711948249353,True,hough,58.0,259.0,375.0,74.0,190.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4899,165.9915119418484,165.9915119418484,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6210800589281221,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4900,166.02539467545563,166.02539467545563,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6211833311738395,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4901,166.05927740906287,166.05927740906287,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6212028586874121,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4902,166.09316014267011,166.09316014267011,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.621129189975824,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4903,166.12704287627733,166.12704287627733,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6211750753376413,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4904,166.16092560988457,166.16092560988457,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6209262162031947,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4905,166.19480834349181,166.19480834349181,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6208835509889608,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4906,166.22869107709906,166.22869107709906,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.6209135701008965,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4907,166.26257381070627,166.26257381070627,130.0,321.0,58.0,72.0,263.0,188.0,379.0,0.6197049816167202,True,hough,58.0,263.0,379.0,72.0,188.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4908,166.29645654431351,166.29645654431351,137.0,313.0,66.0,71.0,247.0,203.0,379.0,0.5585160273164917,True,hough,58.0,255.0,371.0,79.0,195.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4909,166.33033927792076,166.33033927792076,130.0,321.0,58.0,72.0,263.0,188.0,379.0,0.6200229613235219,True,hough,58.0,263.0,379.0,72.0,188.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4910,166.364222011528,166.364222011528,188.0,311.0,64.0,124.0,247.0,252.0,375.0,0.5756785794108528,True,hough,58.0,253.0,369.0,130.0,246.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4911,166.3981047451352,166.3981047451352,129.0,320.0,58.0,71.0,262.0,187.0,378.0,0.621409695708476,True,hough,58.0,262.0,378.0,71.0,187.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4912,166.43198747874246,166.43198747874246,128.0,319.0,56.0,72.0,263.0,184.0,375.0,0.6387578436277371,True,hough,58.0,261.0,377.0,70.0,186.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4913,166.4658702123497,166.4658702123497,164.0,295.0,68.0,96.0,227.0,232.0,363.0,0.5454631346531935,True,hough,58.0,237.0,353.0,106.0,222.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4914,166.49975294595694,166.49975294595694,134.0,319.0,59.0,75.0,260.0,193.0,378.0,0.6112946797054342,True,hough,58.0,261.0,377.0,76.0,192.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
4915,166.53363567956416,166.53363567956416,136.0,317.0,60.0,76.0,257.0,196.0,377.0,0.6046062778226131,True,hough,58.0,259.0,375.0,78.0,194.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
