frame,time_video_s,time_real_s,x_center_px,y_center_px,radius_px,x_left_px,y_top_px,x_right_px,y_bottom_px,confidence,valid,method,fixed_radius_px,y_top_fixed_px,y_bottom_fixed_px,x_left_fixed_px,x_right_fixed_px,mm_per_px,y_top_fixed_ruler_mm,y_center_ruler_mm,y_top_raw_ruler_mm,y_top_fixed_mm_from_ruler_top,y_center_mm_from_ruler_top,z_top_fixed_mm_rel,z_center_mm_rel,roi_x_px,roi_y_px,roi_w_px,roi_h_px,video_fps,time_scale
1450,49.12996373049197,49.12996373049197,207.0,323.0,51.0,156.0,272.0,258.0,374.0,0.628587812569142,True,hough,58.0,265.0,381.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1451,49.16384646409921,49.16384646409921,207.0,323.0,51.0,156.0,272.0,258.0,374.0,0.6286289541328273,True,hough,58.0,265.0,381.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1452,49.197729197706444,49.197729197706444,207.0,323.0,51.0,156.0,272.0,258.0,374.0,0.6286779737406705,True,hough,58.0,265.0,381.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1453,49.23161193131368,49.23161193131368,212.0,314.0,59.0,153.0,255.0,271.0,373.0,0.5772499040016953,True,hough,58.0,256.0,372.0,154.0,270.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1454,49.265494664920915,49.265494664920915,212.0,313.0,60.0,152.0,253.0,272.0,373.0,0.5692204389268634,True,hough,58.0,255.0,371.0,154.0,270.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1455,49.29937739852815,49.29937739852815,204.0,321.0,54.0,150.0,267.0,258.0,375.0,0.6145157768549592,True,hough,58.0,263.0,379.0,146.0,262.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1456,49.333260132135386,49.333260132135386,202.0,316.0,59.0,143.0,257.0,261.0,375.0,0.5799809268149257,True,hough,58.0,258.0,374.0,144.0,260.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1457,49.36714286574262,49.36714286574262,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6078662242403856,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1458,49.40102559934986,49.40102559934986,168.0,289.0,54.0,114.0,235.0,222.0,343.0,0.6221943111445634,True,hough,58.0,231.0,347.0,110.0,226.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1459,49.43490833295709,49.43490833295709,168.0,289.0,54.0,114.0,235.0,222.0,343.0,0.6222723083357855,True,hough,58.0,231.0,347.0,110.0,226.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1460,49.46879106656433,49.46879106656433,189.0,296.0,57.0,132.0,239.0,246.0,353.0,0.5970036117999025,True,hough,58.0,238.0,354.0,131.0,247.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1461,49.502673800171564,49.502673800171564,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.607963358271797,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1462,49.5365565337788,49.5365565337788,215.0,317.0,55.0,160.0,262.0,270.0,372.0,0.6076900003795211,True,hough,58.0,259.0,375.0,157.0,273.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1463,49.570439267386035,49.570439267386035,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6081282388805774,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1464,49.60432200099327,49.60432200099327,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6083317243055588,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1465,49.63820473460051,49.63820473460051,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6083940371910381,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1466,49.67208746820774,49.67208746820774,215.0,317.0,55.0,160.0,262.0,270.0,372.0,0.608244733510507,True,hough,58.0,259.0,375.0,157.0,273.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1467,49.70597020181498,49.70597020181498,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6086841254749535,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1468,49.73985293542222,49.73985293542222,206.0,315.0,57.0,149.0,258.0,263.0,372.0,0.5966478046915061,True,hough,58.0,257.0,373.0,148.0,264.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1469,49.773735669029456,49.773735669029456,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6086595199801228,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1470,49.80761840263669,49.80761840263669,216.0,315.0,56.0,160.0,259.0,272.0,371.0,0.6010394835564359,True,hough,58.0,257.0,373.0,158.0,274.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1471,49.84150113624393,49.84150113624393,218.0,317.0,54.0,164.0,263.0,272.0,371.0,0.6150765354394208,True,hough,58.0,259.0,375.0,160.0,276.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1472,49.87538386985116,49.87538386985116,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.608393302698655,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1473,49.9092666034584,49.9092666034584,207.0,315.0,56.0,151.0,259.0,263.0,371.0,0.6039856964245186,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1474,49.943149337065634,49.943149337065634,141.0,303.0,59.0,82.0,244.0,200.0,362.0,0.5936466865761747,True,hough,58.0,245.0,361.0,83.0,199.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1475,49.97703207067287,49.97703207067287,141.0,303.0,59.0,82.0,244.0,200.0,362.0,0.5935195917998421,True,hough,58.0,245.0,361.0,83.0,199.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1476,50.010914804280105,50.010914804280105,142.0,302.0,59.0,83.0,243.0,201.0,361.0,0.5928141303336649,True,hough,58.0,244.0,360.0,84.0,200.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1477,50.04479753788734,50.04479753788734,138.0,314.0,64.0,74.0,250.0,202.0,378.0,0.5443242358761932,True,hough,58.0,256.0,372.0,80.0,196.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1478,50.07868027149458,50.07868027149458,168.0,302.0,67.0,101.0,235.0,235.0,369.0,0.5229052830810856,True,hough,58.0,244.0,360.0,110.0,226.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1479,50.11256300510181,50.11256300510181,207.0,315.0,56.0,151.0,259.0,263.0,371.0,0.6032442306660466,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1480,50.14644573870905,50.14644573870905,207.0,315.0,56.0,151.0,259.0,263.0,371.0,0.6032947589525263,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1481,50.18032847231628,50.18032847231628,207.0,315.0,56.0,151.0,259.0,263.0,371.0,0.603371858405817,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1482,50.21421120592352,50.21421120592352,207.0,315.0,56.0,151.0,259.0,263.0,371.0,0.6033065122063925,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1483,50.248093939530754,50.248093939530754,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6074613172105694,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1484,50.28197667313799,50.28197667313799,202.0,316.0,59.0,143.0,257.0,261.0,375.0,0.57955365712578,True,hough,58.0,258.0,374.0,144.0,260.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1485,50.315859406745226,50.315859406745226,207.0,315.0,56.0,151.0,259.0,263.0,371.0,0.6031604292937964,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1486,50.34974214035246,50.34974214035246,207.0,315.0,56.0,151.0,259.0,263.0,371.0,0.6032207988453753,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1487,50.3836248739597,50.3836248739597,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6074354004916607,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1488,50.41750760756693,50.41750760756693,168.0,289.0,54.0,114.0,235.0,222.0,343.0,0.6218463389321683,True,hough,58.0,231.0,347.0,110.0,226.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1489,50.45139034117417,50.45139034117417,168.0,289.0,54.0,114.0,235.0,222.0,343.0,0.6217950814143991,True,hough,58.0,231.0,347.0,110.0,226.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1490,50.485273074781404,50.485273074781404,212.0,316.0,58.0,154.0,258.0,270.0,374.0,0.5841282617746675,True,hough,58.0,258.0,374.0,154.0,270.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1491,50.51915580838864,50.51915580838864,208.0,317.0,58.0,150.0,259.0,266.0,375.0,0.5853727269283524,True,hough,58.0,259.0,375.0,150.0,266.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1492,50.553038541995875,50.553038541995875,208.0,317.0,58.0,150.0,259.0,266.0,375.0,0.5851755944616497,True,hough,58.0,259.0,375.0,150.0,266.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1493,50.58692127560311,50.58692127560311,189.0,296.0,57.0,132.0,239.0,246.0,353.0,0.5971173373863192,True,hough,58.0,238.0,354.0,131.0,247.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1494,50.620804009210346,50.620804009210346,189.0,297.0,58.0,131.0,239.0,247.0,355.0,0.5895396420130374,True,hough,58.0,239.0,355.0,131.0,247.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1495,50.65468674281758,50.65468674281758,189.0,297.0,58.0,131.0,239.0,247.0,355.0,0.5895631442149034,True,hough,58.0,239.0,355.0,131.0,247.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1496,50.688569476424824,50.688569476424824,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6062139862110597,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1497,50.72245221003206,50.72245221003206,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6060521108140717,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1498,50.756334943639295,50.756334943639295,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6060031532760075,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1499,50.79021767724653,50.79021767724653,207.0,315.0,57.0,150.0,258.0,264.0,372.0,0.5944480467826503,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1500,50.82410041085377,50.82410041085377,207.0,315.0,57.0,150.0,258.0,264.0,372.0,0.5936622296095743,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1501,50.857983144461,50.857983144461,186.0,296.0,58.0,128.0,238.0,244.0,354.0,0.5890202904815751,True,hough,58.0,238.0,354.0,128.0,244.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1502,50.89186587806824,50.89186587806824,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6052268750006369,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1503,50.92574861167547,50.92574861167547,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6052748678708884,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1504,50.95963134528271,50.95963134528271,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6052270043126762,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1505,50.993514078889945,50.993514078889945,200.0,309.0,66.0,134.0,243.0,266.0,375.0,0.522350244028116,True,hough,58.0,251.0,367.0,142.0,258.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1506,51.02739681249718,51.02739681249718,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6051643034910792,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1507,51.061279546104416,51.061279546104416,207.0,315.0,57.0,150.0,258.0,264.0,372.0,0.5938165699304508,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1508,51.09516227971165,51.09516227971165,207.0,315.0,57.0,150.0,258.0,264.0,372.0,0.5938443007204801,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1509,51.12904501331889,51.12904501331889,208.0,317.0,58.0,150.0,259.0,266.0,375.0,0.5838471640177663,True,hough,58.0,259.0,375.0,150.0,266.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1510,51.16292774692612,51.16292774692612,207.0,315.0,56.0,151.0,259.0,263.0,371.0,0.601614760645433,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1511,51.19681048053336,51.19681048053336,207.0,315.0,56.0,151.0,259.0,263.0,371.0,0.6016626450099456,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1512,51.230693214140594,51.230693214140594,207.0,315.0,56.0,151.0,259.0,263.0,371.0,0.6017806779519188,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1513,51.26457594774783,51.26457594774783,207.0,315.0,56.0,151.0,259.0,263.0,371.0,0.6018073611493218,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1514,51.298458681355065,51.298458681355065,209.0,317.0,58.0,151.0,259.0,267.0,375.0,0.5835089556549478,True,hough,58.0,259.0,375.0,151.0,267.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1515,51.3323414149623,51.3323414149623,208.0,315.0,57.0,151.0,258.0,265.0,372.0,0.5936240276078,True,hough,58.0,257.0,373.0,150.0,266.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1516,51.366224148569536,51.366224148569536,208.0,315.0,57.0,151.0,258.0,265.0,372.0,0.5935509865158111,True,hough,58.0,257.0,373.0,150.0,266.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1517,51.40010688217677,51.40010688217677,208.0,315.0,57.0,151.0,258.0,265.0,372.0,0.5934704714851841,True,hough,58.0,257.0,373.0,150.0,266.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1518,51.43398961578401,51.43398961578401,206.0,315.0,57.0,149.0,258.0,263.0,372.0,0.594322178150773,True,hough,58.0,257.0,373.0,148.0,264.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1519,51.46787234939124,51.46787234939124,203.0,316.0,59.0,144.0,257.0,262.0,375.0,0.5783200501486724,True,hough,58.0,258.0,374.0,145.0,261.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1520,51.50175508299848,51.50175508299848,208.0,315.0,57.0,151.0,258.0,265.0,372.0,0.5937723276776561,True,hough,58.0,257.0,373.0,150.0,266.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1521,51.535637816605714,51.535637816605714,208.0,315.0,57.0,151.0,258.0,265.0,372.0,0.5936739781503881,True,hough,58.0,257.0,373.0,150.0,266.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1522,51.56952055021295,51.56952055021295,208.0,315.0,57.0,151.0,258.0,265.0,372.0,0.5936608632764083,True,hough,58.0,257.0,373.0,150.0,266.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1523,51.603403283820185,51.603403283820185,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.60531307957849,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1524,51.63728601742742,51.63728601742742,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6054386674310206,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1525,51.671168751034664,51.671168751034664,189.0,296.0,57.0,132.0,239.0,246.0,353.0,0.5974982388390586,True,hough,58.0,238.0,354.0,131.0,247.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1526,51.7050514846419,51.7050514846419,189.0,296.0,57.0,132.0,239.0,246.0,353.0,0.5974707197344494,True,hough,58.0,238.0,354.0,131.0,247.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1527,51.738934218249135,51.738934218249135,206.0,315.0,57.0,149.0,258.0,263.0,372.0,0.5945980499579315,True,hough,58.0,257.0,373.0,148.0,264.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1528,51.77281695185637,51.77281695185637,209.0,316.0,58.0,151.0,258.0,267.0,374.0,0.5841991769930803,True,hough,58.0,258.0,374.0,151.0,267.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1529,51.806699685463606,51.806699685463606,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6051908279765725,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1530,51.84058241907084,51.84058241907084,209.0,316.0,58.0,151.0,258.0,267.0,374.0,0.5842645875468064,True,hough,58.0,258.0,374.0,151.0,267.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1531,51.87446515267808,51.87446515267808,202.0,316.0,59.0,143.0,257.0,261.0,375.0,0.5782047442443992,True,hough,58.0,258.0,374.0,144.0,260.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1532,51.90834788628531,51.90834788628531,188.0,298.0,59.0,129.0,239.0,247.0,357.0,0.58309413906583,True,hough,58.0,240.0,356.0,130.0,246.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1533,51.94223061989255,51.94223061989255,168.0,293.0,59.0,109.0,234.0,227.0,352.0,0.5852184291282307,True,hough,58.0,235.0,351.0,110.0,226.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1534,51.976113353499784,51.976113353499784,207.0,315.0,57.0,150.0,258.0,264.0,372.0,0.5939772560028973,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1535,52.00999608710702,52.00999608710702,212.0,313.0,60.0,152.0,253.0,272.0,373.0,0.5669997625439887,True,hough,58.0,255.0,371.0,154.0,270.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1536,52.043878820714255,52.043878820714255,210.0,316.0,58.0,152.0,258.0,268.0,374.0,0.5832340288802216,True,hough,58.0,258.0,374.0,152.0,268.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1537,52.07776155432149,52.07776155432149,204.0,320.0,55.0,149.0,265.0,259.0,375.0,0.6053005673455711,True,hough,58.0,262.0,378.0,146.0,262.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1538,52.111644287928726,52.111644287928726,213.0,317.0,55.0,158.0,262.0,268.0,372.0,0.605173215676825,True,hough,58.0,259.0,375.0,155.0,271.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1539,52.14552702153596,52.14552702153596,212.0,313.0,60.0,152.0,253.0,272.0,373.0,0.5663128996599387,True,hough,58.0,255.0,371.0,154.0,270.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1540,52.1794097551432,52.1794097551432,202.0,316.0,59.0,143.0,257.0,261.0,375.0,0.5773778275251777,True,hough,58.0,258.0,374.0,144.0,260.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1541,52.21329248875043,52.21329248875043,189.0,297.0,58.0,131.0,239.0,247.0,355.0,0.5883894805181089,True,hough,58.0,239.0,355.0,131.0,247.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1542,52.24717522235767,52.24717522235767,166.0,297.0,62.0,104.0,235.0,228.0,359.0,0.5628526720890104,True,hough,58.0,239.0,355.0,108.0,224.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1543,52.281057955964904,52.281057955964904,190.0,298.0,58.0,132.0,240.0,248.0,356.0,0.5886081023042298,True,hough,58.0,240.0,356.0,132.0,248.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1544,52.31494068957214,52.31494068957214,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6050999009230456,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1545,52.348823423179375,52.348823423179375,207.0,315.0,56.0,151.0,259.0,263.0,371.0,0.6015659626092047,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1546,52.38270615678661,52.38270615678661,210.0,316.0,58.0,152.0,258.0,268.0,374.0,0.5834258447369991,True,hough,58.0,258.0,374.0,152.0,268.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1547,52.41658889039385,52.41658889039385,188.0,298.0,59.0,129.0,239.0,247.0,357.0,0.5818383221142899,True,hough,58.0,240.0,356.0,130.0,246.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1548,52.45047162400108,52.45047162400108,210.0,317.0,57.0,153.0,260.0,267.0,374.0,0.590938884652787,True,hough,58.0,259.0,375.0,152.0,268.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1549,52.48435435760832,52.48435435760832,188.0,297.0,58.0,130.0,239.0,246.0,355.0,0.589359090868643,True,hough,58.0,239.0,355.0,130.0,246.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1550,52.51823709121555,52.51823709121555,188.0,297.0,58.0,130.0,239.0,246.0,355.0,0.5893406591803476,True,hough,58.0,239.0,355.0,130.0,246.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1551,52.55211982482279,52.55211982482279,188.0,298.0,59.0,129.0,239.0,247.0,357.0,0.5819136482678431,True,hough,58.0,240.0,356.0,130.0,246.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1552,52.586002558430025,52.586002558430025,202.0,316.0,59.0,143.0,257.0,261.0,375.0,0.578103778585525,True,hough,58.0,258.0,374.0,144.0,260.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1553,52.61988529203727,52.61988529203727,210.0,317.0,57.0,153.0,260.0,267.0,374.0,0.5909371117873938,True,hough,58.0,259.0,375.0,152.0,268.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1554,52.6537680256445,52.6537680256445,206.0,315.0,57.0,149.0,258.0,263.0,372.0,0.5941209807810606,True,hough,58.0,257.0,373.0,148.0,264.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1555,52.68765075925174,52.68765075925174,168.0,292.0,58.0,110.0,234.0,226.0,350.0,0.592169086373902,True,hough,58.0,234.0,350.0,110.0,226.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1556,52.721533492858974,52.721533492858974,207.0,315.0,56.0,151.0,259.0,263.0,371.0,0.6017582120839058,True,hough,58.0,257.0,373.0,149.0,265.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1557,52.75541622646621,52.75541622646621,212.0,314.0,59.0,153.0,255.0,271.0,373.0,0.5753379551297796,True,hough,58.0,256.0,372.0,154.0,270.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1558,52.789298960073445,52.789298960073445,168.0,292.0,58.0,110.0,234.0,226.0,350.0,0.5922088170051902,True,hough,58.0,234.0,350.0,110.0,226.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1559,52.82318169368068,52.82318169368068,168.0,292.0,58.0,110.0,234.0,226.0,350.0,0.5921954697604479,True,hough,58.0,234.0,350.0,110.0,226.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1560,52.857064427287916,52.857064427287916,214.0,317.0,55.0,159.0,262.0,269.0,372.0,0.6055631664761805,True,hough,58.0,259.0,375.0,156.0,272.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1561,52.89094716089515,52.89094716089515,212.0,313.0,60.0,152.0,253.0,272.0,373.0,0.5674042535546722,True,hough,58.0,255.0,371.0,154.0,270.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1562,52.92482989450239,52.92482989450239,189.0,297.0,58.0,131.0,239.0,247.0,355.0,0.5889657917473463,True,hough,58.0,239.0,355.0,131.0,247.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1563,52.95871262810962,52.95871262810962,208.0,315.0,57.0,151.0,258.0,265.0,372.0,0.5935733289496932,True,hough,58.0,257.0,373.0,150.0,266.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1564,52.99259536171686,52.99259536171686,189.0,297.0,58.0,131.0,239.0,247.0,355.0,0.5889611809231927,True,hough,58.0,239.0,355.0,131.0,247.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1565,53.026478095324094,53.026478095324094,168.0,292.0,58.0,110.0,234.0,226.0,350.0,0.5922566966761453,True,hough,58.0,234.0,350.0,110.0,226.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1566,53.06036082893133,53.06036082893133,188.0,298.0,59.0,129.0,239.0,247.0,357.0,0.5820876267752177,True,hough,58.0,240.0,356.0,130.0,246.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1567,53.094243562538566,53.094243562538566,168.0,292.0,58.0,110.0,234.0,226.0,350.0,0.592371584205468,True,hough,58.0,234.0,350.0,110.0,226.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1568,53.1281262961458,53.1281262961458,137.0,317.0,60.0,77.0,257.0,197.0,377.0,0.5761090117002903,True,hough,58.0,259.0,375.0,79.0,195.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1569,53.16200902975304,53.16200902975304,137.0,317.0,60.0,77.0,257.0,197.0,377.0,0.5761795037114272,True,hough,58.0,259.0,375.0,79.0,195.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1570,53.19589176336027,53.19589176336027,137.0,317.0,60.0,77.0,257.0,197.0,377.0,0.5761476077481522,True,hough,58.0,259.0,375.0,79.0,195.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1571,53.22977449696751,53.22977449696751,137.0,317.0,60.0,77.0,257.0,197.0,377.0,0.5761992891523997,True,hough,58.0,259.0,375.0,79.0,195.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1572,53.26365723057474,53.26365723057474,137.0,317.0,60.0,77.0,257.0,197.0,377.0,0.5761841672829415,True,hough,58.0,259.0,375.0,79.0,195.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1573,53.29753996418198,53.29753996418198,138.0,303.0,58.0,80.0,245.0,196.0,361.0,0.6006215187345512,True,hough,58.0,245.0,361.0,80.0,196.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1574,53.331422697789215,53.331422697789215,168.0,289.0,54.0,114.0,235.0,222.0,343.0,0.6216862761098825,True,hough,58.0,231.0,347.0,110.0,226.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
1575,53.36530543139645,53.36530543139645,210.0,317.0,56.0,154.0,261.0,266.0,373.0,0.5987349669808875,True,hough,58.0,259.0,375.0,152.0,268.0,,,,,,,,,7,24,517,435,29.513557305967915,1.0
