frame,decisao,explicacao,confianca_selecionada,topo_ruler_mm,bbox_altura_px,bbox_largura_px,bbox_aspect,area_px,componentes_encontrados_na_mascara,componentes_rejeitados,candidatos_aceitos_no_frame,threshold_usado,percentil_escuro_q
0,candidato_selecionado,OK,0.836495894461355,13.403941131213857,183.0,199.0,1.0874316939890711,25955.0,7,6,1,75.0,38.0
1,candidato_selecionado,OK,0.8364640845523805,13.400346655380213,183.0,199.0,1.0874316939890711,25955.0,7,6,1,75.0,38.0
2,candidato_selecionado,OK,0.8364640845523805,13.400346655380213,183.0,199.0,1.0874316939890711,25955.0,7,6,1,75.0,38.0
3,candidato_selecionado,OK,0.8364731861489523,13.400346655380213,183.0,199.0,1.0874316939890711,25955.0,7,6,1,75.0,38.0
4,candidato_selecionado,OK,0.8364240514849832,13.405914686616441,183.0,199.0,1.0874316939890711,25954.5,7,6,1,75.0,38.0
5,candidato_selecionado,OK,0.8367136652394461,13.402902902902902,183.0,199.0,1.0874316939890711,25977.5,7,6,1,75.0,38.0
6,candidato_selecionado,OK,0.8367914889817777,13.402902902902902,183.0,199.0,1.0874316939890711,25972.5,7,6,1,75.0,38.0
7,candidato_selecionado,OK,0.8367541877801575,13.402902902902902,183.0,199.0,1.0874316939890711,25971.5,7,6,1,75.0,38.0
8,candidato_selecionado,OK,0.8364216031736174,13.386486486486485,183.0,199.0,1.0874316939890711,26004.0,7,6,1,75.0,38.0
9,candidato_selecionado,OK,0.8362910508017993,13.386486486486485,183.0,199.0,1.0874316939890711,26028.5,7,6,1,75.0,38.0
10,candidato_selecionado,OK,0.8362039954296583,13.357823063705416,183.0,199.0,1.0874316939890711,26024.5,8,7,1,75.0,38.0
11,candidato_selecionado,OK,0.8363019626850922,13.37496178813544,183.0,199.0,1.0874316939890711,26023.0,9,8,1,75.0,38.0
12,candidato_selecionado,OK,0.836704927937935,13.402200519847577,183.0,199.0,1.0874316939890711,26009.5,8,7,1,75.0,38.0
13,candidato_selecionado,OK,0.8360514105245707,13.402200519847577,183.0,199.0,1.0874316939890711,26031.5,8,7,1,75.0,38.0
14,candidato_selecionado,OK,0.8358741212505333,13.401451451451452,183.0,199.0,1.0874316939890711,26028.0,8,7,1,75.0,38.0
15,candidato_selecionado,OK,0.8368256093840745,13.387298189278386,183.0,199.0,1.0874316939890711,25985.5,9,8,1,75.0,38.0
16,candidato_selecionado,OK,0.8364819989250565,13.352833846504732,183.0,199.0,1.0874316939890711,26001.5,7,6,1,75.0,38.0
17,candidato_selecionado,OK,0.8361942754511308,13.354258513832981,183.0,199.0,1.0874316939890711,26013.0,7,6,1,75.0,38.0
18,candidato_selecionado,OK,0.8370148090158482,13.391212264896474,183.0,199.0,1.0874316939890711,25991.5,8,7,1,75.0,38.0
19,candidato_selecionado,OK,0.8364808625601857,13.39280517631033,183.0,199.0,1.0874316939890711,25969.5,8,7,1,75.0,38.0
20,candidato_selecionado,OK,0.8359620482520528,13.374588874588873,183.0,199.0,1.0874316939890711,25984.0,9,8,1,75.0,38.0
21,candidato_selecionado,OK,0.8363415798972769,13.375247975247975,183.0,199.0,1.0874316939890711,26000.0,8,7,1,75.0,38.0
22,candidato_selecionado,OK,0.8365128759356069,13.374124124124123,183.0,199.0,1.0874316939890711,25997.5,9,8,1,75.0,38.0
23,candidato_selecionado,OK,0.8362553750903864,13.37689541393245,183.0,199.0,1.0874316939890711,26005.5,9,8,1,75.0,38.0
24,candidato_selecionado,OK,0.8361904122450702,13.35135135135135,183.0,199.0,1.0874316939890711,25987.5,9,8,1,75.0,38.0
