frame,rank,x_center_px,y_center_px,radius_px,x_left_px,y_top_px,x_right_px,y_bottom_px,confidence,method,area,circularity,fill_ratio,brightness,motion,template_score
9,1,146.0,307.0,59.0,87.0,248.0,205.0,366.0,0.6083546306903181,hough,10935.88402714607,1.0,0.78,171.56794648584258,12.298909557408596,0.0
9,2,330.0,334.0,68.0,262.0,266.0,398.0,402.0,0.5590392578291099,hough,14526.724430199205,1.0,0.78,161.63846949327817,19.654532919682865,0.0
9,3,317.0,125.0,80.0,237.0,45.0,397.0,205.0,0.4546394048062036,hough,20106.192982974677,1.0,0.78,152.65753697525022,18.043125342363428,0.0
9,4,174.0,181.0,78.0,96.0,103.0,252.0,259.0,0.3267934827521604,hough,19113.4497044403,1.0,0.78,35.95122717044325,10.48223350253807,0.0
10,0,212.0,323.0,57.0,155.0,266.0,269.0,380.0,0.627920094204033,hough,10207.034531513238,1.0,0.78,143.5582490921582,20.8590636961429,0.0
10,1,317.0,145.0,71.0,246.0,74.0,388.0,216.0,0.5265793807133234,hough,15836.768566746148,1.0,0.78,169.06140517295896,15.02807816353633,0.0
10,2,143.0,343.0,70.0,73.0,273.0,213.0,413.0,0.5171883907190432,hough,15393.804002589986,1.0,0.78,147.36381968386132,16.206335783516554,0.0
10,3,320.0,337.0,80.0,240.0,257.0,400.0,417.0,0.46377839679062743,hough,20106.192982974677,1.0,0.78,147.4991285294557,21.828793386783527,0.0
11,0,144.0,308.0,59.0,85.0,249.0,203.0,367.0,0.6094941804807282,hough,10935.88402714607,1.0,0.78,171.58590671675984,12.598094016310823,0.0
11,1,329.0,328.0,74.0,255.0,254.0,403.0,402.0,0.5168660957591398,hough,17203.36137105771,1.0,0.78,160.97091839702205,20.52317803757343,0.0
11,2,330.0,167.0,84.0,246.0,83.0,414.0,251.0,0.42454618379382336,hough,22167.077763729583,1.0,0.78,173.0370939321375,12.650476663805177,0.0
11,3,168.0,368.0,84.0,84.0,284.0,252.0,452.0,0.4012258689060194,hough,22167.077763729583,1.0,0.78,134.73704423259386,16.444810915827045,0.0
12,0,216.0,323.0,55.0,161.0,268.0,271.0,378.0,0.6429597297759754,hough,9503.317777109125,1.0,0.78,142.36119025007915,21.20249023952728,0.0
12,1,303.0,161.0,63.0,240.0,98.0,366.0,224.0,0.5827117499697605,hough,12468.981242097889,1.0,0.78,175.90644824540271,12.286758210872883,0.0
12,2,147.0,314.0,68.0,79.0,246.0,215.0,382.0,0.54572538871028,hough,14526.724430199205,1.0,0.78,160.72051016890725,16.344157187176833,0.0
12,3,330.0,337.0,70.0,260.0,267.0,400.0,407.0,0.5421381594120536,hough,15393.804002589986,1.0,0.78,157.3916607038314,20.23794965198725,0.0
13,0,215.0,321.0,58.0,157.0,263.0,273.0,379.0,0.6219552286417402,hough,10568.317686676064,1.0,0.78,141.2904234157431,21.8513782324524,0.0
13,1,144.0,307.0,59.0,85.0,248.0,203.0,366.0,0.6087957667342161,hough,10935.88402714607,1.0,0.78,171.22157060386695,12.507101621918812,0.0
13,2,318.0,328.0,74.0,244.0,254.0,392.0,402.0,0.5164369610679806,hough,17203.36137105771,1.0,0.78,156.53289129296806,21.56901064386669,0.0
13,3,194.0,379.0,78.0,116.0,301.0,272.0,457.0,0.44383113003672703,hough,19113.4497044403,1.0,0.78,125.10874457062117,18.383117902559004,0.0
14,0,312.0,311.0,62.0,250.0,249.0,374.0,373.0,0.6214930353730356,hough,12076.282160399165,1.0,0.78,168.70632617527568,22.5207694221043,0.0
14,1,215.0,319.0,59.0,156.0,260.0,274.0,378.0,0.6141931049510937,hough,10935.88402714607,1.0,0.78,141.13048657564374,21.813341885824247,0.0
14,2,317.0,125.0,80.0,237.0,45.0,397.0,205.0,0.454258851683605,hough,20106.192982974677,1.0,0.78,152.65280613515264,17.942881330611026,0.0
14,3,137.0,352.0,80.0,57.0,272.0,217.0,432.0,0.4260357325220915,hough,20106.192982974677,1.0,0.78,135.29565260694187,14.954534136746178,0.0
14,4,176.0,181.0,78.0,98.0,103.0,254.0,259.0,0.32784972716630056,hough,19113.4497044403,1.0,0.78,36.79920456329478,10.54220524360249,0.0
15,0,312.0,311.0,62.0,250.0,249.0,374.0,373.0,0.6215762520607553,hough,12076.282160399165,1.0,0.78,168.70557996849348,22.54315562557002,0.0
15,1,214.0,320.0,59.0,155.0,261.0,273.0,379.0,0.6138399216636671,hough,10935.88402714607,1.0,0.78,141.4204160175937,21.643361128928802,0.0
15,2,144.0,307.0,59.0,85.0,248.0,203.0,366.0,0.6086355939415584,hough,10935.88402714607,1.0,0.78,171.20855859983507,12.467790708329515,0.0
15,3,326.0,167.0,84.0,242.0,83.0,410.0,251.0,0.42541819152250104,hough,22167.077763729583,1.0,0.78,173.2798536122532,12.819545475082455,0.0
15,4,201.0,200.0,84.0,117.0,116.0,285.0,284.0,0.31521598923915695,hough,22167.077763729583,1.0,0.78,60.96105363032575,12.796683684995255,0.0
16,0,213.0,323.0,56.0,157.0,267.0,269.0,379.0,0.6338718907702101,hough,9852.03456165759,1.0,0.78,143.53722701879127,20.461655662772984,0.0
16,1,328.0,331.0,71.0,257.0,260.0,399.0,402.0,0.5368997038403609,hough,15836.768566746148,1.0,0.78,160.67261114273066,19.973313096819073,0.0
16,2,152.0,328.0,72.0,80.0,256.0,224.0,400.0,0.5087319291194023,hough,16286.016316209487,1.0,0.78,155.82741210516593,15.718674958438518,0.0
16,3,286.0,251.0,84.0,202.0,167.0,370.0,335.0,0.41477081731505816,hough,22167.077763729583,1.0,0.78,150.21506347987167,16.010256178556904,0.0
16,4,202.0,179.0,84.0,118.0,95.0,286.0,263.0,0.32059272462585214,hough,22167.077763729583,1.0,0.78,60.860163556680064,14.256856277955992,0.0
