frame,time_video_s,time_real_s,x_center_px,y_center_px,radius_px,x_left_px,y_top_px,x_right_px,y_bottom_px,confidence,valid,method,roi_x_px,roi_y_px,roi_w_px,roi_h_px,video_fps,time_scale
169,5.6332796825396825,5.6332796825396825,539.0,330.0,72.0,467.0,258.0,611.0,402.0,0.7060004872107011,True,hough,208,70,454,352,30.00028571700683,1.0
170,5.666612698412698,5.666612698412698,553.0,242.0,78.0,475.0,164.0,631.0,320.0,0.558062661939875,True,hough,208,70,454,352,30.00028571700683,1.0
171,5.699945714285715,5.699945714285715,551.0,245.0,79.0,472.0,166.0,630.0,324.0,0.5430640588317064,True,hough,208,70,454,352,30.00028571700683,1.0
172,5.73327873015873,5.73327873015873,554.0,242.0,76.0,478.0,166.0,630.0,318.0,0.5758227943850727,True,hough,208,70,454,352,30.00028571700683,1.0
173,5.766611746031746,5.766611746031746,554.0,242.0,76.0,478.0,166.0,630.0,318.0,0.5759006956697243,True,hough,208,70,454,352,30.00028571700683,1.0
174,5.7999447619047615,5.7999447619047615,554.0,243.0,76.0,478.0,167.0,630.0,319.0,0.575218899861746,True,hough,208,70,454,352,30.00028571700683,1.0
175,5.833277777777778,5.833277777777778,557.0,206.0,84.0,473.0,122.0,641.0,290.0,0.40454238545525867,True,hough,208,70,454,352,30.00028571700683,1.0
176,5.866610793650794,5.866610793650794,555.0,218.0,75.0,480.0,143.0,630.0,293.0,0.4843051441440837,True,hough,208,70,454,352,30.00028571700683,1.0
177,5.899943809523809,5.899943809523809,561.0,219.0,71.0,490.0,148.0,632.0,290.0,0.5093736952076027,True,hough,208,70,454,352,30.00028571700683,1.0
178,5.933276825396826,5.933276825396826,564.0,225.0,64.0,500.0,161.0,628.0,289.0,0.5592538910417684,True,hough,208,70,454,352,30.00028571700683,1.0
179,5.966609841269841,5.966609841269841,555.0,217.0,75.0,480.0,142.0,630.0,292.0,0.4857992348740638,True,hough,208,70,454,352,30.00028571700683,1.0
180,5.999942857142857,5.999942857142857,554.0,219.0,75.0,479.0,144.0,629.0,294.0,0.48751874920116456,True,hough,208,70,454,352,30.00028571700683,1.0
181,6.033275873015873,6.033275873015873,559.0,217.0,72.0,487.0,145.0,631.0,289.0,0.5073717776146776,True,hough,208,70,454,352,30.00028571700683,1.0
182,6.066608888888889,6.066608888888889,555.0,221.0,72.0,483.0,149.0,627.0,293.0,0.5108215872226534,True,hough,208,70,454,352,30.00028571700683,1.0
183,6.099941904761905,6.099941904761905,553.0,216.0,78.0,475.0,138.0,631.0,294.0,0.4608459477645404,True,hough,208,70,454,352,30.00028571700683,1.0
184,6.13327492063492,6.13327492063492,555.0,217.0,75.0,480.0,142.0,630.0,292.0,0.48851084473736944,True,hough,208,70,454,352,30.00028571700683,1.0
185,6.166607936507936,6.166607936507936,565.0,217.0,67.0,498.0,150.0,632.0,284.0,0.5354970994921522,True,hough,208,70,454,352,30.00028571700683,1.0
186,6.1999409523809526,6.1999409523809526,553.0,218.0,75.0,478.0,143.0,628.0,293.0,0.4908202926320098,True,hough,208,70,454,352,30.00028571700683,1.0
187,6.233273968253968,6.233273968253968,553.0,213.0,79.0,474.0,134.0,632.0,292.0,0.4568741270690438,True,hough,208,70,454,352,30.00028571700683,1.0
188,6.266606984126984,6.266606984126984,554.0,218.0,75.0,479.0,143.0,629.0,293.0,0.49018653278785146,True,hough,208,70,454,352,30.00028571700683,1.0
189,6.29994,6.29994,554.0,217.0,75.0,479.0,142.0,629.0,292.0,0.4905182497089816,True,hough,208,70,454,352,30.00028571700683,1.0
190,6.333273015873016,6.333273015873016,555.0,217.0,75.0,480.0,142.0,630.0,292.0,0.4902465509360674,True,hough,208,70,454,352,30.00028571700683,1.0
191,6.366606031746032,6.366606031746032,555.0,217.0,75.0,480.0,142.0,630.0,292.0,0.49030980607112457,True,hough,208,70,454,352,30.00028571700683,1.0
192,6.399939047619047,6.399939047619047,555.0,216.0,75.0,480.0,141.0,630.0,291.0,0.49033020755184137,True,hough,208,70,454,352,30.00028571700683,1.0
193,6.433272063492064,6.433272063492064,555.0,219.0,72.0,483.0,147.0,627.0,291.0,0.5135020235065197,True,hough,208,70,454,352,30.00028571700683,1.0
194,6.466605079365079,6.466605079365079,555.0,216.0,75.0,480.0,141.0,630.0,291.0,0.48968093847540245,True,hough,208,70,454,352,30.00028571700683,1.0
195,6.499938095238095,6.499938095238095,553.0,217.0,74.0,479.0,143.0,627.0,291.0,0.4977481450541674,True,hough,208,70,454,352,30.00028571700683,1.0
196,6.5332711111111115,6.5332711111111115,555.0,219.0,72.0,483.0,147.0,627.0,291.0,0.5130155625284336,True,hough,208,70,454,352,30.00028571700683,1.0
197,6.566604126984127,6.566604126984127,557.0,216.0,75.0,482.0,141.0,632.0,291.0,0.49045404831373346,True,hough,208,70,454,352,30.00028571700683,1.0
198,6.599937142857143,6.599937142857143,555.0,219.0,72.0,483.0,147.0,627.0,291.0,0.5125764988418791,True,hough,208,70,454,352,30.00028571700683,1.0
199,6.633270158730158,6.633270158730158,555.0,219.0,72.0,483.0,147.0,627.0,291.0,0.5119821168553549,True,hough,208,70,454,352,30.00028571700683,1.0
200,6.666603174603175,6.666603174603175,554.0,212.0,78.0,476.0,134.0,632.0,290.0,0.45950349312608335,True,hough,208,70,454,352,30.00028571700683,1.0
201,6.6999361904761905,6.6999361904761905,555.0,217.0,75.0,480.0,142.0,630.0,292.0,0.4883234297204144,True,hough,208,70,454,352,30.00028571700683,1.0
202,6.733269206349206,6.733269206349206,554.0,217.0,74.0,480.0,143.0,628.0,291.0,0.49688587552587105,True,hough,208,70,454,352,30.00028571700683,1.0
203,6.766602222222222,6.766602222222222,560.0,217.0,70.0,490.0,147.0,630.0,287.0,0.5208895401113443,True,hough,208,70,454,352,30.00028571700683,1.0
204,6.799935238095238,6.799935238095238,554.0,212.0,78.0,476.0,134.0,632.0,290.0,0.4589690180455598,True,hough,208,70,454,352,30.00028571700683,1.0
205,6.833268253968254,6.833268253968254,560.0,217.0,70.0,490.0,147.0,630.0,287.0,0.5204621562845942,True,hough,208,70,454,352,30.00028571700683,1.0
206,6.8666012698412695,6.8666012698412695,561.0,216.0,72.0,489.0,144.0,633.0,288.0,0.5038788038288944,True,hough,208,70,454,352,30.00028571700683,1.0
207,6.899934285714286,6.899934285714286,560.0,221.0,68.0,492.0,153.0,628.0,289.0,0.5355102566733219,True,hough,208,70,454,352,30.00028571700683,1.0
208,6.933267301587302,6.933267301587302,554.0,217.0,74.0,480.0,143.0,628.0,291.0,0.4964371877334156,True,hough,208,70,454,352,30.00028571700683,1.0
209,6.966600317460317,6.966600317460317,554.0,218.0,75.0,479.0,143.0,629.0,293.0,0.48503874970065675,True,hough,208,70,454,352,30.00028571700683,1.0
210,6.999933333333333,6.999933333333333,559.0,216.0,71.0,488.0,145.0,630.0,287.0,0.5126512711782301,True,hough,208,70,454,352,30.00028571700683,1.0
211,7.033266349206349,7.033266349206349,559.0,216.0,71.0,488.0,145.0,630.0,287.0,0.5123559259485047,True,hough,208,70,454,352,30.00028571700683,1.0
212,7.066599365079365,7.066599365079365,554.0,217.0,75.0,479.0,142.0,629.0,292.0,0.485346221826218,True,hough,208,70,454,352,30.00028571700683,1.0
213,7.099932380952381,7.099932380952381,554.0,217.0,75.0,479.0,142.0,629.0,292.0,0.485404158757005,True,hough,208,70,454,352,30.00028571700683,1.0
214,7.133265396825397,7.133265396825397,554.0,215.0,76.0,478.0,139.0,630.0,291.0,0.4770677950612051,True,hough,208,70,454,352,30.00028571700683,1.0
215,7.166598412698413,7.166598412698413,554.0,217.0,75.0,479.0,142.0,629.0,292.0,0.48640533395111324,True,hough,208,70,454,352,30.00028571700683,1.0
216,7.199931428571428,7.199931428571428,554.0,215.0,76.0,478.0,139.0,630.0,291.0,0.4768332325189469,True,hough,208,70,454,352,30.00028571700683,1.0
217,7.233264444444444,7.233264444444444,554.0,215.0,76.0,478.0,139.0,630.0,291.0,0.47799457531813544,True,hough,208,70,454,352,30.00028571700683,1.0
218,7.266597460317461,7.266597460317461,555.0,219.0,72.0,483.0,147.0,627.0,291.0,0.5130100104338196,True,hough,208,70,454,352,30.00028571700683,1.0
219,7.299930476190476,7.299930476190476,553.0,215.0,76.0,477.0,139.0,629.0,291.0,0.48039763278939984,True,hough,208,70,454,352,30.00028571700683,1.0
220,7.333263492063492,7.333263492063492,552.0,221.0,76.0,476.0,145.0,628.0,297.0,0.47865753136952155,True,hough,208,70,454,352,30.00028571700683,1.0
221,7.366596507936507,7.366596507936507,552.0,221.0,76.0,476.0,145.0,628.0,297.0,0.4787616584824357,True,hough,208,70,454,352,30.00028571700683,1.0
222,7.399929523809524,7.399929523809524,553.0,217.0,74.0,479.0,143.0,627.0,291.0,0.4987974634612255,True,hough,208,70,454,352,30.00028571700683,1.0
223,7.43326253968254,7.43326253968254,553.0,217.0,74.0,479.0,143.0,627.0,291.0,0.49852716991950824,True,hough,208,70,454,352,30.00028571700683,1.0
224,7.466595555555555,7.466595555555555,553.0,217.0,74.0,479.0,143.0,627.0,291.0,0.49848526104870694,True,hough,208,70,454,352,30.00028571700683,1.0
225,7.499928571428572,7.499928571428572,560.0,221.0,68.0,492.0,153.0,628.0,289.0,0.536037677914138,True,hough,208,70,454,352,30.00028571700683,1.0
226,7.533261587301587,7.533261587301587,554.0,217.0,74.0,480.0,143.0,628.0,291.0,0.497957273142092,True,hough,208,70,454,352,30.00028571700683,1.0
227,7.566594603174603,7.566594603174603,555.0,218.0,72.0,483.0,146.0,627.0,290.0,0.5111150680162393,True,hough,208,70,454,352,30.00028571700683,1.0
228,7.599927619047619,7.599927619047619,560.0,217.0,70.0,490.0,147.0,630.0,287.0,0.5197987366527721,True,hough,208,70,454,352,30.00028571700683,1.0
229,7.633260634920635,7.633260634920635,555.0,219.0,72.0,483.0,147.0,627.0,291.0,0.5069234523883983,True,hough,208,70,454,352,30.00028571700683,1.0
230,7.666593650793651,7.666593650793651,563.0,217.0,72.0,491.0,145.0,635.0,289.0,0.4969634926640985,True,hough,208,70,454,352,30.00028571700683,1.0
231,7.699926666666666,7.699926666666666,563.0,217.0,72.0,491.0,145.0,635.0,289.0,0.4966190183187295,True,hough,208,70,454,352,30.00028571700683,1.0
232,7.733259682539683,7.733259682539683,555.0,209.0,82.0,473.0,127.0,637.0,291.0,0.4154732470961983,True,hough,208,70,454,352,30.00028571700683,1.0
233,7.7665926984126985,7.7665926984126985,560.0,218.0,69.0,491.0,149.0,629.0,287.0,0.5246544446122181,True,hough,208,70,454,352,30.00028571700683,1.0
234,7.799925714285714,7.799925714285714,555.0,218.0,74.0,481.0,144.0,629.0,292.0,0.4886113412021666,True,hough,208,70,454,352,30.00028571700683,1.0
235,7.83325873015873,7.83325873015873,555.0,218.0,74.0,481.0,144.0,629.0,292.0,0.4879429062599933,True,hough,208,70,454,352,30.00028571700683,1.0
236,7.866591746031746,7.866591746031746,555.0,217.0,75.0,480.0,142.0,630.0,292.0,0.4791488627523875,True,hough,208,70,454,352,30.00028571700683,1.0
237,7.899924761904762,7.899924761904762,555.0,217.0,75.0,480.0,142.0,630.0,292.0,0.47890778285028796,True,hough,208,70,454,352,30.00028571700683,1.0
238,7.9332577777777775,7.9332577777777775,560.0,216.0,71.0,489.0,145.0,631.0,287.0,0.5070300786994679,True,hough,208,70,454,352,30.00028571700683,1.0
239,7.966590793650793,7.966590793650793,555.0,218.0,74.0,481.0,144.0,629.0,292.0,0.48780403020122337,True,hough,208,70,454,352,30.00028571700683,1.0
240,7.99992380952381,7.99992380952381,555.0,217.0,75.0,480.0,142.0,630.0,292.0,0.4789661970736053,True,hough,208,70,454,352,30.00028571700683,1.0
241,8.033256825396826,8.033256825396826,555.0,217.0,75.0,480.0,142.0,630.0,292.0,0.4789411988773271,True,hough,208,70,454,352,30.00028571700683,1.0
242,8.066589841269842,8.066589841269842,555.0,217.0,75.0,480.0,142.0,630.0,292.0,0.4785596104366862,True,hough,208,70,454,352,30.00028571700683,1.0
243,8.099922857142857,8.099922857142857,555.0,217.0,75.0,480.0,142.0,630.0,292.0,0.4788959434980738,True,hough,208,70,454,352,30.00028571700683,1.0
244,8.133255873015873,8.133255873015873,554.0,212.0,78.0,476.0,134.0,632.0,290.0,0.4494096006577977,True,hough,208,70,454,352,30.00028571700683,1.0
245,8.166588888888889,8.166588888888889,555.0,217.0,75.0,480.0,142.0,630.0,292.0,0.47846826857868635,True,hough,208,70,454,352,30.00028571700683,1.0
246,8.199921904761904,8.199921904761904,560.0,221.0,68.0,492.0,153.0,628.0,289.0,0.528798593690307,True,hough,208,70,454,352,30.00028571700683,1.0
247,8.23325492063492,8.23325492063492,557.0,219.0,71.0,486.0,148.0,628.0,290.0,0.5089780555440349,True,hough,208,70,454,352,30.00028571700683,1.0
248,8.266587936507936,8.266587936507936,560.0,216.0,71.0,489.0,145.0,631.0,287.0,0.5056602188918884,True,hough,208,70,454,352,30.00028571700683,1.0
249,8.299920952380953,8.299920952380953,555.0,216.0,75.0,480.0,141.0,630.0,291.0,0.4774762646160483,True,hough,208,70,454,352,30.00028571700683,1.0
250,8.333253968253969,8.333253968253969,555.0,216.0,75.0,480.0,141.0,630.0,291.0,0.47716302335577404,True,hough,208,70,454,352,30.00028571700683,1.0
251,8.366586984126984,8.366586984126984,554.0,212.0,78.0,476.0,134.0,632.0,290.0,0.4477662458173006,True,hough,208,70,454,352,30.00028571700683,1.0
252,8.39992,8.39992,557.0,216.0,73.0,484.0,143.0,630.0,289.0,0.4904286888240789,True,hough,208,70,454,352,30.00028571700683,1.0
253,8.433253015873015,8.433253015873015,557.0,216.0,73.0,484.0,143.0,630.0,289.0,0.49008625775158415,True,hough,208,70,454,352,30.00028571700683,1.0
254,8.466586031746031,8.466586031746031,557.0,216.0,73.0,484.0,143.0,630.0,289.0,0.49008252904986976,True,hough,208,70,454,352,30.00028571700683,1.0
255,8.499919047619047,8.499919047619047,555.0,217.0,74.0,481.0,143.0,629.0,291.0,0.4830649834163372,True,hough,208,70,454,352,30.00028571700683,1.0
256,8.533252063492064,8.533252063492064,555.0,217.0,74.0,481.0,143.0,629.0,291.0,0.47985350199948146,True,hough,208,70,454,352,30.00028571700683,1.0
257,8.56658507936508,8.56658507936508,555.0,217.0,74.0,481.0,143.0,629.0,291.0,0.47961478908280203,True,hough,208,70,454,352,30.00028571700683,1.0
258,8.599918095238095,8.599918095238095,555.0,217.0,74.0,481.0,143.0,629.0,291.0,0.47902476184873616,True,hough,208,70,454,352,30.00028571700683,1.0
259,8.633251111111111,8.633251111111111,555.0,215.0,75.0,480.0,140.0,630.0,290.0,0.46804410814179714,True,hough,208,70,454,352,30.00028571700683,1.0
260,8.666584126984127,8.666584126984127,558.0,217.0,74.0,484.0,143.0,632.0,291.0,0.4723041188716011,True,hough,208,70,454,352,30.00028571700683,1.0
261,8.699917142857142,8.699917142857142,555.0,218.0,72.0,483.0,146.0,627.0,290.0,0.48824031294827397,True,hough,208,70,454,352,30.00028571700683,1.0
262,8.733250158730158,8.733250158730158,559.0,218.0,71.0,488.0,147.0,630.0,289.0,0.494507097173967,True,hough,208,70,454,352,30.00028571700683,1.0
263,8.766583174603175,8.766583174603175,555.0,215.0,75.0,480.0,140.0,630.0,290.0,0.46224964917508,True,hough,208,70,454,352,30.00028571700683,1.0
264,8.799916190476191,8.799916190476191,555.0,215.0,75.0,480.0,140.0,630.0,290.0,0.4621762404739261,True,hough,208,70,454,352,30.00028571700683,1.0
265,8.833249206349207,8.833249206349207,559.0,218.0,71.0,488.0,147.0,630.0,289.0,0.4944944121530795,True,hough,208,70,454,352,30.00028571700683,1.0
266,8.866582222222222,8.866582222222222,559.0,197.0,64.0,495.0,133.0,623.0,261.0,0.553042922136973,True,hough,208,70,454,352,30.00028571700683,1.0
267,8.899915238095238,8.899915238095238,558.0,221.0,71.0,487.0,150.0,629.0,292.0,0.49620685587337415,True,hough,208,70,454,352,30.00028571700683,1.0
268,8.933248253968253,8.933248253968253,558.0,221.0,71.0,487.0,150.0,629.0,292.0,0.49609047576666127,True,hough,208,70,454,352,30.00028571700683,1.0
269,8.966581269841269,8.966581269841269,557.0,217.0,72.0,485.0,145.0,629.0,289.0,0.4857635822461415,True,hough,208,70,454,352,30.00028571700683,1.0
270,8.999914285714286,8.999914285714286,563.0,219.0,67.0,496.0,152.0,630.0,286.0,0.5263303683855833,True,hough,208,70,454,352,30.00028571700683,1.0
271,9.033247301587302,9.033247301587302,559.0,217.0,72.0,487.0,145.0,631.0,289.0,0.488063826061419,True,hough,208,70,454,352,30.00028571700683,1.0
272,9.066580317460318,9.066580317460318,559.0,216.0,74.0,485.0,142.0,633.0,290.0,0.4745215369270569,True,hough,208,70,454,352,30.00028571700683,1.0
273,9.099913333333333,9.099913333333333,559.0,217.0,72.0,487.0,145.0,631.0,289.0,0.49164113916756164,True,hough,208,70,454,352,30.00028571700683,1.0
274,9.133246349206349,9.133246349206349,566.0,215.0,71.0,495.0,144.0,637.0,286.0,0.5082486079438349,True,hough,208,70,454,352,30.00028571700683,1.0
275,9.166579365079365,9.166579365079365,565.0,219.0,67.0,498.0,152.0,632.0,286.0,0.5400610451229875,True,hough,208,70,454,352,30.00028571700683,1.0
276,9.19991238095238,9.19991238095238,560.0,215.0,74.0,486.0,141.0,634.0,289.0,0.4873965028559632,True,hough,208,70,454,352,30.00028571700683,1.0
277,9.233245396825398,9.233245396825398,559.0,215.0,74.0,485.0,141.0,633.0,289.0,0.49005746097503355,True,hough,208,70,454,352,30.00028571700683,1.0
278,9.266578412698413,9.266578412698413,560.0,210.0,78.0,482.0,132.0,638.0,288.0,0.4567842888500981,True,hough,208,70,454,352,30.00028571700683,1.0
279,9.299911428571429,9.299911428571429,559.0,213.0,74.0,485.0,139.0,633.0,287.0,0.49070014871958983,True,hough,208,70,454,352,30.00028571700683,1.0
280,9.333244444444444,9.333244444444444,559.0,213.0,74.0,485.0,139.0,633.0,287.0,0.49098870094615726,True,hough,208,70,454,352,30.00028571700683,1.0
281,9.36657746031746,9.36657746031746,559.0,212.0,75.0,484.0,137.0,634.0,287.0,0.48246790228441877,True,hough,208,70,454,352,30.00028571700683,1.0
282,9.399910476190476,9.399910476190476,559.0,212.0,75.0,484.0,137.0,634.0,287.0,0.4816002691003781,True,hough,208,70,454,352,30.00028571700683,1.0
283,9.433243492063491,9.433243492063491,559.0,212.0,75.0,484.0,137.0,634.0,287.0,0.481953065979107,True,hough,208,70,454,352,30.00028571700683,1.0
284,9.466576507936509,9.466576507936509,565.0,219.0,67.0,498.0,152.0,632.0,286.0,0.5453612984937168,True,hough,208,70,454,352,30.00028571700683,1.0
285,9.499909523809524,9.499909523809524,559.0,215.0,74.0,485.0,141.0,633.0,289.0,0.492537317688265,True,hough,208,70,454,352,30.00028571700683,1.0
286,9.53324253968254,9.53324253968254,565.0,217.0,70.0,495.0,147.0,635.0,287.0,0.5166954699118731,True,hough,208,70,454,352,30.00028571700683,1.0
287,9.566575555555556,9.566575555555556,564.0,215.0,71.0,493.0,144.0,635.0,286.0,0.5083226581482461,True,hough,208,70,454,352,30.00028571700683,1.0
288,9.599908571428571,9.599908571428571,559.0,213.0,75.0,484.0,138.0,634.0,288.0,0.47546138807386623,True,hough,208,70,454,352,30.00028571700683,1.0
289,9.633241587301587,9.633241587301587,564.0,221.0,67.0,497.0,154.0,631.0,288.0,0.5397448089148682,True,hough,208,70,454,352,30.00028571700683,1.0
290,9.666574603174602,9.666574603174602,559.0,218.0,72.0,487.0,146.0,631.0,290.0,0.4938060516198278,True,hough,208,70,454,352,30.00028571700683,1.0
291,9.699907619047618,9.699907619047618,559.0,218.0,72.0,487.0,146.0,631.0,290.0,0.49339132116881484,True,hough,208,70,454,352,30.00028571700683,1.0
292,9.733240634920636,9.733240634920636,564.0,222.0,67.0,497.0,155.0,631.0,289.0,0.5349746155394295,True,hough,208,70,454,352,30.00028571700683,1.0
293,9.766573650793651,9.766573650793651,558.0,213.0,76.0,482.0,137.0,634.0,289.0,0.45875983427689143,True,hough,208,70,454,352,30.00028571700683,1.0
294,9.799906666666667,9.799906666666667,559.0,218.0,72.0,487.0,146.0,631.0,290.0,0.49304595643588883,True,hough,208,70,454,352,30.00028571700683,1.0
295,9.833239682539682,9.833239682539682,559.0,218.0,72.0,487.0,146.0,631.0,290.0,0.4928756162414402,True,hough,208,70,454,352,30.00028571700683,1.0
296,9.866572698412698,9.866572698412698,558.0,216.0,75.0,483.0,141.0,633.0,291.0,0.4671592910391848,True,hough,208,70,454,352,30.00028571700683,1.0
297,9.899905714285714,9.899905714285714,558.0,218.0,74.0,484.0,144.0,632.0,292.0,0.4757180196497336,True,hough,208,70,454,352,30.00028571700683,1.0
298,9.93323873015873,9.93323873015873,558.0,216.0,75.0,483.0,141.0,633.0,291.0,0.46663613263911374,True,hough,208,70,454,352,30.00028571700683,1.0
299,9.966571746031747,9.966571746031747,565.0,217.0,71.0,494.0,146.0,636.0,288.0,0.4991134554321884,True,hough,208,70,454,352,30.00028571700683,1.0
300,9.999904761904762,9.999904761904762,559.0,217.0,74.0,485.0,143.0,633.0,291.0,0.47812305110918524,True,hough,208,70,454,352,30.00028571700683,1.0
301,10.033237777777778,10.033237777777778,559.0,218.0,72.0,487.0,146.0,631.0,290.0,0.49294837297790123,True,hough,208,70,454,352,30.00028571700683,1.0
302,10.066570793650794,10.066570793650794,558.0,215.0,75.0,483.0,140.0,633.0,290.0,0.4684497526809601,True,hough,208,70,454,352,30.00028571700683,1.0
303,10.09990380952381,10.09990380952381,558.0,215.0,75.0,483.0,140.0,633.0,290.0,0.4685031830822743,True,hough,208,70,454,352,30.00028571700683,1.0
304,10.133236825396825,10.133236825396825,559.0,218.0,72.0,487.0,146.0,631.0,290.0,0.4930373272222429,True,hough,208,70,454,352,30.00028571700683,1.0
305,10.16656984126984,10.16656984126984,558.0,215.0,75.0,483.0,140.0,633.0,290.0,0.46911395518619087,True,hough,208,70,454,352,30.00028571700683,1.0
306,10.199902857142858,10.199902857142858,559.0,217.0,74.0,485.0,143.0,633.0,291.0,0.4784363383795404,True,hough,208,70,454,352,30.00028571700683,1.0
307,10.233235873015873,10.233235873015873,559.0,216.0,74.0,485.0,142.0,633.0,290.0,0.47762197794101263,True,hough,208,70,454,352,30.00028571700683,1.0
308,10.266568888888889,10.266568888888889,559.0,216.0,74.0,485.0,142.0,633.0,290.0,0.47749472597002124,True,hough,208,70,454,352,30.00028571700683,1.0
309,10.299901904761905,10.299901904761905,559.0,218.0,72.0,487.0,146.0,631.0,290.0,0.49309635538987967,True,hough,208,70,454,352,30.00028571700683,1.0
310,10.33323492063492,10.33323492063492,560.0,218.0,72.0,488.0,146.0,632.0,290.0,0.49361072473591866,True,hough,208,70,454,352,30.00028571700683,1.0
311,10.366567936507936,10.366567936507936,557.0,219.0,74.0,483.0,145.0,631.0,293.0,0.477003988175456,True,hough,208,70,454,352,30.00028571700683,1.0
312,10.399900952380952,10.399900952380952,548.0,217.0,82.0,466.0,135.0,630.0,299.0,0.41471973411335483,True,hough,208,70,454,352,30.00028571700683,1.0
313,10.433233968253969,10.433233968253969,559.0,218.0,73.0,486.0,145.0,632.0,291.0,0.48242137881058816,True,hough,208,70,454,352,30.00028571700683,1.0
314,10.466566984126985,10.466566984126985,559.0,218.0,73.0,486.0,145.0,632.0,291.0,0.4822718454184161,True,hough,208,70,454,352,30.00028571700683,1.0
315,10.4999,10.4999,559.0,219.0,74.0,485.0,145.0,633.0,293.0,0.47403308717037296,True,hough,208,70,454,352,30.00028571700683,1.0
316,10.533233015873016,10.533233015873016,565.0,221.0,71.0,494.0,150.0,636.0,292.0,0.49776255030696875,True,hough,208,70,454,352,30.00028571700683,1.0
317,10.566566031746031,10.566566031746031,557.0,221.0,74.0,483.0,147.0,631.0,295.0,0.4719039517379181,True,hough,208,70,454,352,30.00028571700683,1.0
318,10.599899047619047,10.599899047619047,557.0,221.0,74.0,483.0,147.0,631.0,295.0,0.47155424118540185,True,hough,208,70,454,352,30.00028571700683,1.0
319,10.633232063492063,10.633232063492063,555.0,222.0,72.0,483.0,150.0,627.0,294.0,0.48859177909966284,True,hough,208,70,454,352,30.00028571700683,1.0
320,10.66656507936508,10.66656507936508,555.0,222.0,72.0,483.0,150.0,627.0,294.0,0.48925876992776546,True,hough,208,70,454,352,30.00028571700683,1.0
321,10.699898095238096,10.699898095238096,558.0,221.0,74.0,484.0,147.0,632.0,295.0,0.4751385102620781,True,hough,208,70,454,352,30.00028571700683,1.0
322,10.733231111111111,10.733231111111111,557.0,222.0,72.0,485.0,150.0,629.0,294.0,0.48951363355661087,True,hough,208,70,454,352,30.00028571700683,1.0
323,10.766564126984127,10.766564126984127,561.0,219.0,70.0,491.0,149.0,631.0,289.0,0.5068917954660979,True,hough,208,70,454,352,30.00028571700683,1.0
324,10.799897142857143,10.799897142857143,563.0,221.0,71.0,492.0,150.0,634.0,292.0,0.49808742881968415,True,hough,208,70,454,352,30.00028571700683,1.0
325,10.833230158730158,10.833230158730158,563.0,221.0,71.0,492.0,150.0,634.0,292.0,0.4980909457200255,True,hough,208,70,454,352,30.00028571700683,1.0
326,10.866563174603174,10.866563174603174,563.0,221.0,71.0,492.0,150.0,634.0,292.0,0.49797896290122295,True,hough,208,70,454,352,30.00028571700683,1.0
327,10.89989619047619,10.89989619047619,563.0,225.0,67.0,496.0,158.0,630.0,292.0,0.5304317574312178,True,hough,208,70,454,352,30.00028571700683,1.0
328,10.933229206349207,10.933229206349207,558.0,221.0,74.0,484.0,147.0,632.0,295.0,0.47044598406297516,True,hough,208,70,454,352,30.00028571700683,1.0
329,10.966562222222223,10.966562222222223,555.0,221.0,72.0,483.0,149.0,627.0,293.0,0.48553097226969605,True,hough,208,70,454,352,30.00028571700683,1.0
330,10.999895238095238,10.999895238095238,557.0,217.0,75.0,482.0,142.0,632.0,292.0,0.46318867089189014,True,hough,208,70,454,352,30.00028571700683,1.0
331,11.033228253968254,11.033228253968254,558.0,221.0,72.0,486.0,149.0,630.0,293.0,0.48812057242229945,True,hough,208,70,454,352,30.00028571700683,1.0
332,11.06656126984127,11.06656126984127,557.0,217.0,75.0,482.0,142.0,632.0,292.0,0.46284281140459105,True,hough,208,70,454,352,30.00028571700683,1.0
333,11.099894285714285,11.099894285714285,558.0,219.0,72.0,486.0,147.0,630.0,291.0,0.4873197306891404,True,hough,208,70,454,352,30.00028571700683,1.0
334,11.1332273015873,11.1332273015873,558.0,218.0,74.0,484.0,144.0,632.0,292.0,0.47168483041289183,True,hough,208,70,454,352,30.00028571700683,1.0
335,11.166560317460318,11.166560317460318,559.0,222.0,71.0,488.0,151.0,630.0,293.0,0.49764482326927456,True,hough,208,70,454,352,30.00028571700683,1.0
336,11.199893333333334,11.199893333333334,564.0,223.0,67.0,497.0,156.0,631.0,290.0,0.5311877907476923,True,hough,208,70,454,352,30.00028571700683,1.0
337,11.23322634920635,11.23322634920635,564.0,223.0,67.0,497.0,156.0,631.0,290.0,0.5312649357604619,True,hough,208,70,454,352,30.00028571700683,1.0
338,11.266559365079365,11.266559365079365,564.0,223.0,67.0,497.0,156.0,631.0,290.0,0.5311062446637573,True,hough,208,70,454,352,30.00028571700683,1.0
339,11.29989238095238,11.29989238095238,559.0,218.0,73.0,486.0,145.0,632.0,291.0,0.48024596485876797,True,hough,208,70,454,352,30.00028571700683,1.0
340,11.333225396825396,11.333225396825396,557.0,219.0,72.0,485.0,147.0,629.0,291.0,0.48617324956113106,True,hough,208,70,454,352,30.00028571700683,1.0
341,11.366558412698412,11.366558412698412,557.0,219.0,72.0,485.0,147.0,629.0,291.0,0.4859884684878126,True,hough,208,70,454,352,30.00028571700683,1.0
