T_US,HALL_INF_MV,HALL_SUP_MV,PWM,SYNC_PULSE,posição,tempo_video_ms,posicao_video_valida,tracking_interp_gap_ms,sync_pair_index,sync_fit_residual_ms
1232103258,1392,1588,0,1,24.032366371,181.293992557,1,4.166666667,,
1232105258,1399,1600,0,1,24.032366371,183.293726741,1,4.166666667,,
1232107258,1411,1602,0,1,24.032366371,185.293460925,1,4.166666667,,
1232109258,1417,1615,0,1,24.032366371,187.293195109,1,4.166666667,,
1232111258,1421,1621,0,1,24.032366371,189.292929293,1,4.166666667,,
1232113258,1430,1630,0,1,24.032366371,191.292663477,1,4.166666667,,
1232115258,1433,1641,0,1,24.032366371,193.292397661,1,4.166666667,,
1232117258,1441,1645,0,1,24.032366371,195.292131845,1,4.166666667,,
1232119258,1436,1645,0,1,24.032366371,197.291866029,1,4.166666667,,
1232121258,1452,1656,0,0,24.032366371,199.291600213,1,4.166666667,,
1232123258,1449,1656,0,0,24.028275292,201.291334397,1,4.166666667,,
1232125258,1460,1666,0,0,24.021939931,203.291068581,1,4.166666667,,
1232127258,1457,1665,0,0,24.01769781,205.290802764,1,4.166666667,,
1232129258,1463,1665,0,0,24.01508613,207.290536948,1,4.166666667,,
1232131258,1470,1677,0,0,24.007203161,209.290271132,1,4.166666667,,
1232133258,1461,1675,0,0,23.99357595,211.290005316,1,4.166666667,,
1232135258,1470,1678,0,0,23.962037241,213.2897395,1,4.166666667,,
1232137258,1469,1687,0,0,23.903055535,215.289473684,1,4.166666667,,
1232139258,1477,1686,0,0,23.8433177,217.289207868,1,4.166666667,,
1232141258,1476,1687,0,0,23.781907148,219.288942052,1,4.166666667,,
1232143258,1484,1683,0,0,23.723616827,221.288676236,1,4.166666667,,
1232145258,1480,1691,0,0,23.675909426,223.28841042,1,4.166666667,,
1232147258,1492,1692,0,0,23.622345158,225.288144604,1,4.166666667,,
1232149258,1488,1692,0,0,23.533990889,227.287878788,1,4.166666667,,
1232151258,1486,1693,0,0,23.427498098,229.287612972,1,4.166666667,,
1232153258,1494,1694,0,0,23.039240294,231.287347156,1,4.166666667,,
1232155258,1496,1695,0,0,22.65098249,233.28708134,1,4.166666667,,
1232157258,1500,1697,0,0,22.593031295,235.286815524,1,4.166666667,,
1232159258,1497,1700,0,0,22.542900667,237.286549708,1,4.166666667,,
1232161258,1495,1696,0,0,22.46283196,239.286283892,1,4.166666667,,
1232163258,1500,1704,0,0,22.379185831,241.286018075,1,4.166666667,,
1232165258,1497,1694,0,0,22.34845874,243.285752259,1,4.166666667,,
1232167258,1495,1707,0,0,22.330172967,245.285486443,1,4.166666667,,
1232169258,1500,1701,0,0,20.659763267,247.285220627,1,4.166666667,,
1232171258,1488,1705,0,0,18.365950527,249.284954811,1,4.166666667,,
1232173258,1496,1697,0,0,17.074195203,251.284688995,1,4.166666667,,
1232175258,1499,1692,0,0,16.340175126,253.284423179,1,4.166666667,,
1232177258,1497,1700,0,0,15.583367003,255.284157363,1,4.166666667,,
1232179258,1496,1709,0,0,14.808568033,257.283891547,1,4.166666667,,
1232181258,1499,1702,0,0,14.027309559,259.283625731,1,4.166666667,,
1232183258,1504,1703,0,0,13.238917625,261.283359915,1,4.166666667,,
1232185258,1503,1706,0,0,12.540047858,263.283094099,1,4.166666667,,
1232187258,1499,1706,0,0,11.980262598,265.282828283,1,4.166666667,,
